gene_name,Ctrl_vs_Chd7_1,Ctrl_vs_Chd7_2,Ctrl_vs_Chd7_3,Chd7_1_vs_Ctrl,Chd7_1_vs_Chd7_2,Chd7_1_vs_Chd7_3,Chd7_2_vs_Ctrl,Chd7_2_vs_Chd7_1,Chd7_2_vs_Chd7_3,Chd7_3_vs_Ctrl,Chd7_3_vs_Chd7_1,Chd7_3_vs_Chd7_2
Myorg,-0.353,-0.3,-0.302,0.353,0.048,0.05,0.3,-0.048,0.001,0.302,-0.05,-0.001
Olfr740,-0.621,-0.374,-0.316,0.621,0.228,0.282,0.374,-0.228,0.054,0.316,-0.282,-0.054
Gm48915,,,,,,,,,,,,
Imp4,0.206,-0.842,-0.257,-0.206,-0.957,-0.423,0.842,0.957,0.535,0.257,0.423,-0.535
Rnase10,-0.037,0.339,0.18,0.037,0.345,0.199,-0.339,-0.345,-0.149,-0.18,-0.199,0.149
Strada,1.188,-0.399,-0.099,-1.188,-1.454,-1.181,0.399,1.454,0.276,0.099,1.181,-0.276
Ap3s1-ps1,-0.58,1.079,1.102,0.58,1.504,1.525,-1.079,-1.504,0.0,-1.102,-1.525,0.0
Pgk1-rs7,,,,,,,,,,,,
Gm29484,,,,,,,,,,,,
Ism2,-0.6,-0.559,0.442,0.6,0.034,0.952,0.559,-0.034,0.913,-0.442,-0.952,-0.913
Gm18860,0.606,0.091,0.242,-0.606,-0.479,-0.344,-0.091,0.479,0.139,-0.242,0.344,-0.139
Gm6522,,,,,,,,,,,,
Rtl4,-0.499,0.584,0.731,0.499,0.986,1.121,-0.584,-0.986,0.136,-0.731,-1.121,-0.136
Gm5674,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Gm4133,,,,,,,,,,,,
Olfr1351,-0.043,0.255,-0.319,0.043,0.274,-0.25,-0.255,-0.274,-0.525,0.319,0.25,0.525
Dnajc8,0.147,0.053,0.458,-0.147,-0.086,0.284,-0.053,0.086,0.37,-0.458,-0.284,-0.37
Gm50090,,,,,,,,,,,,
Gm5228,-0.598,-0.319,-0.321,0.598,0.245,0.246,0.319,-0.245,0.0,0.321,-0.246,-0.0
Cand2,-0.988,-1.67,-0.27,0.988,-0.617,0.661,1.67,0.617,1.285,0.27,-0.661,-1.285
Cby1,0.59,-0.39,0.44,-0.59,-0.896,-0.14,0.39,0.896,0.76,-0.44,0.14,-0.76
Fga,,,,,,,,,,,,
Ighv8-16,,,,,,,,,,,,
Stk17b,0.669,0.952,0.401,-0.669,0.258,-0.244,-0.952,-0.258,-0.503,-0.401,0.244,0.503
Gm7647,,,,,,,,,,,,
Klhdc8a,-0.534,-0.296,0.0,0.534,0.211,0.536,0.296,-0.211,0.32,0.0,-0.536,-0.32
Thoc1,1.467,0.834,0.246,-1.467,-0.58,-1.116,-0.834,0.58,-0.537,-0.246,1.116,0.537
Oaz2,-0.892,0.56,0.567,0.892,1.328,1.336,-0.56,-1.328,0.005,-0.567,-1.336,-0.005
E230015B07Rik,0.113,-0.284,0.213,-0.113,-0.355,0.09,0.284,0.355,0.447,-0.213,-0.09,-0.447
Rlbp1,0.0,-0.496,-0.455,0.0,-0.457,-0.419,0.496,0.457,0.043,0.455,0.419,-0.043
Polr2f,0.558,-0.43,0.3,-0.558,-0.903,-0.237,0.43,0.903,0.668,-0.3,0.237,-0.668
Gm5724,,,,,,,,,,,,
Zfp345,-0.818,-1.14,-1.051,0.818,-0.289,-0.205,1.14,0.289,0.085,1.051,0.205,-0.085
Nthl1,0.297,-0.716,0.405,-0.297,-0.915,0.092,0.716,0.915,1.025,-0.405,-0.092,-1.025
Slc25a41,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Gm7678,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Gpc4,-0.318,0.0,0.0,0.318,0.32,0.34,0.0,-0.32,0.0,0.0,-0.34,0.0
Phldb3,-1.049,-0.032,-0.377,1.049,0.928,0.617,0.032,-0.928,-0.315,0.377,-0.617,0.315
Kyat3,0.118,1.083,0.847,-0.118,0.877,0.659,-1.083,-0.877,-0.226,-0.847,-0.659,0.226
Enkd1,-0.591,-1.195,-1.327,0.591,-0.549,-0.667,1.195,0.549,-0.117,1.327,0.667,0.117
Yif1b,-0.158,-0.953,-0.32,0.158,-0.725,-0.147,0.953,0.725,0.58,0.32,0.147,-0.58
Gm14409,0.527,-0.393,0.046,-0.527,-0.841,-0.448,0.393,0.841,0.404,-0.046,0.448,-0.404
Krtap22-2,,,,,,,,,,,,
Commd6,0.277,-0.219,0.073,-0.277,-0.454,-0.188,0.219,0.454,0.267,-0.073,0.188,-0.267
Tvp23a,-0.678,-0.428,-1.109,0.678,0.235,-0.423,0.428,-0.235,-0.651,1.109,0.423,0.651
Gm37597,,,,,,,,,,,,
Gm29730,,,,,,,,,,,,
Gm3699,0.0,-0.988,0.0,0.0,-0.9,0.0,0.988,0.9,0.949,0.0,0.0,-0.949
Gm8371,0.332,-0.054,0.79,-0.332,-0.355,0.435,0.054,0.355,0.784,-0.79,-0.435,-0.784
Fam186b,-1.583,-1.154,-2.021,1.583,0.412,-0.411,1.154,-0.412,-0.825,2.021,0.411,0.825
Pgam1-ps2,0.272,-0.14,-0.094,-0.272,-0.376,-0.334,0.14,0.376,0.042,0.094,0.334,-0.042
Nhlrc3,-0.392,-0.263,-0.512,0.392,0.119,-0.108,0.263,-0.119,-0.227,0.512,0.108,0.227
Plod1,-0.319,0.186,0.056,0.319,0.464,0.345,-0.186,-0.464,-0.12,-0.056,-0.345,0.12
Socs3,2.019,2.823,-0.481,-2.019,0.748,-2.295,-2.823,-0.748,-3.035,0.481,2.295,3.035
Gm48035,0.584,0.117,0.54,-0.584,-0.431,-0.046,-0.117,0.431,0.389,-0.54,0.046,-0.389
Ndufa5,0.224,-0.524,0.032,-0.224,-0.684,-0.176,0.524,0.684,0.509,-0.032,0.176,-0.509
Ttc9c,-0.389,1.08,1.543,0.389,1.342,1.765,-1.08,-1.342,0.424,-1.543,-1.765,-0.424
Gm6263,0.095,0.122,-0.061,-0.095,0.025,-0.142,-0.122,-0.025,-0.168,0.061,0.142,0.168
Slc35b4,0.831,0.167,1.034,-0.831,-0.61,0.182,-0.167,0.61,0.794,-1.034,-0.182,-0.794
Rpl7a,-0.081,-0.54,-0.225,0.081,-0.419,-0.132,0.54,0.419,0.287,0.225,0.132,-0.287
Gm49392,1.218,0.026,0.529,-1.218,-1.092,-0.634,-0.026,1.092,0.46,-0.529,0.634,-0.46
Gm7731,0.608,-0.267,0.411,-0.608,-0.795,-0.199,0.267,0.795,0.619,-0.411,0.199,-0.619
Olfr1502,,,,,,,,,,,,
Gm19093,,,,,,,,,,,,
Lrig3,0.13,0.783,-0.006,-0.13,0.598,-0.125,-0.783,-0.598,-0.731,0.006,0.125,0.731
Gm21293,0.116,-0.089,0.551,-0.116,-0.187,0.393,0.089,0.187,0.591,-0.551,-0.393,-0.591
Angptl2,-0.991,-1.303,-0.132,0.991,-0.276,0.792,1.303,0.276,1.074,0.132,-0.792,-1.074
Umpk-ps,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Kirrel,,,,,,,,,,,,
Gm12133,,,,,,,,,,,,
Nop10,0.613,-0.859,-0.331,-0.613,-1.345,-0.865,0.859,1.345,0.484,0.331,0.865,-0.484
Igkj2,0.0,0.0,-0.295,0.0,0.0,-0.275,0.0,0.0,-0.299,0.295,0.275,0.299
Dydc1,,,,,,,,,,,,
Vmn1r93,,,,,,,,,,,,
Selenbp1,0.308,0.441,0.99,-0.308,0.12,0.633,-0.441,-0.12,0.517,-0.99,-0.633,-0.517
Hspd1-ps3,0.187,0.208,-0.519,-0.187,0.018,-0.638,-0.208,-0.018,-0.66,0.519,0.638,0.66
Klk1b14-ps,,,,,,,,,,,,
Ugt2a2,,,,,,,,,,,,
Tsn,0.115,-1.105,0.276,-0.115,-1.113,0.147,1.105,1.113,1.261,-0.276,-0.147,-1.261
Atp5mpl,0.975,-0.417,-0.103,-0.975,-1.273,-0.986,0.417,1.273,0.288,0.103,0.986,-0.288
Adh7,,,,,,,,,,,,
Ksr2,0.207,0.426,-0.982,-0.207,0.199,-1.084,-0.426,-0.199,-1.29,0.982,1.084,1.29
Gm49478,-0.94,-0.75,-0.665,0.94,0.18,0.261,0.75,-0.18,0.081,0.665,-0.261,-0.081
Srsf9,0.562,-0.322,0.312,-0.562,-0.808,-0.23,0.322,0.808,0.579,-0.312,0.23,-0.579
Ldlrad4,-0.381,-0.042,-0.432,0.381,0.31,-0.045,0.042,-0.31,-0.356,0.432,0.045,0.356
Pgm5,0.0,0.0,-0.295,0.0,0.0,-0.275,0.0,0.0,-0.299,0.295,0.275,0.299
Olfr304,,,,,,,,,,,,
Gm7707,,,,,,,,,,,,
Myom2,-1.72,-0.876,-1.474,1.72,0.787,0.253,0.876,-0.787,-0.545,1.474,-0.253,0.545
Zfp986,-0.541,-1.337,-0.813,0.541,-0.729,-0.242,1.337,0.729,0.499,0.813,0.242,-0.499
Dlg3,0.061,1.893,1.484,-0.061,1.676,1.301,-1.893,-1.676,-0.378,-1.484,-1.301,0.378
Gm13287,,,,,,,,,,,,
Gm12042,-1.064,-0.404,-1.173,1.064,0.606,-0.092,0.404,-0.606,-0.703,1.173,0.092,0.703
Mvb12b,1.236,1.35,0.927,-1.236,0.1,-0.286,-1.35,-0.1,-0.387,-0.927,0.286,0.387
Gm42924,,,,,,,,,,,,
Gm29800,,,,,,,,,,,,
Gm10181,-0.528,0.379,-0.776,0.528,0.823,-0.225,-0.379,-0.823,-1.045,0.776,0.225,1.045
Gm11743,0.033,0.301,-0.943,-0.033,0.245,-0.886,-0.301,-0.245,-1.134,0.943,0.886,1.134
Grin2d,-1.024,-0.775,0.353,1.024,0.238,1.259,0.775,-0.238,1.034,-0.353,-1.259,-1.034
Gm8649,0.437,0.465,0.487,-0.437,0.0,0.0,-0.465,0.0,0.0,-0.487,0.0,0.0
Gm16490,-0.307,0.0,0.0,0.307,0.311,0.331,0.0,-0.311,0.0,0.0,-0.331,0.0
Gid8,0.081,1.164,-0.008,-0.081,0.987,-0.082,-1.164,-0.987,-1.072,0.008,0.082,1.072
Olfr460,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Prrg1,0.096,-0.874,-0.046,-0.096,-0.886,-0.131,0.874,0.886,0.756,0.046,0.131,-0.756
AC133103.3,0.0,-0.843,0.0,0.0,-0.77,0.0,0.843,0.77,0.816,0.0,0.0,-0.816
Zcrb1,0.863,0.322,0.201,-0.863,-0.496,-0.609,-0.322,0.496,-0.112,-0.201,0.609,0.112
Gm18691,,,,,,,,,,,,
Gm46203,0.496,0.145,-0.128,-0.496,-0.317,-0.577,-0.145,0.317,-0.25,0.128,0.577,0.25
Gm11996,-0.362,-0.336,-0.715,0.362,0.024,-0.306,0.336,-0.024,-0.331,0.715,0.306,0.331
Olfr1556-ps1,,,,,,,,,,,,
Vps37a,0.892,0.098,1.296,-0.892,-0.726,0.363,-0.098,0.726,1.094,-1.296,-0.363,-1.094
Gm43959,,,,,,,,,,,,
Gm28185,,,,,,,,,,,,
Gm11258,0.402,0.1,0.101,-0.402,-0.275,-0.275,-0.1,0.275,0.001,-0.101,0.275,-0.001
4930513O06Rik,,,,,,,,,,,,
Gp5,0.013,-0.085,-0.389,-0.013,-0.089,-0.366,0.085,0.089,-0.278,0.389,0.366,0.278
Srek1ip1,-0.239,-1.105,-0.308,0.239,-0.789,-0.062,1.105,0.789,0.732,0.308,0.062,-0.732
Virma,0.538,-0.298,1.056,-0.538,-0.763,0.472,0.298,0.763,1.237,-1.056,-0.472,-1.237
Ube2j2,0.455,1.768,0.647,-0.455,1.198,0.174,-1.768,-1.198,-1.027,-0.647,-0.174,1.027
Olfr752-ps1,-0.172,-0.419,-0.221,0.172,-0.224,-0.043,0.419,0.224,0.182,0.221,0.043,-0.182
Gm15167,,,,,,,,,,,,
Mn1,0.255,-0.456,-0.204,-0.255,-0.644,-0.42,0.456,0.644,0.233,0.204,0.42,-0.233
Gm44419,,,,,,,,,,,,
Gm45234,-0.889,1.652,-0.35,0.889,2.278,0.494,-1.652,-2.278,-1.832,0.35,-0.494,1.832
Snip1,0.259,0.284,0.731,-0.259,0.022,0.43,-0.284,-0.022,0.409,-0.731,-0.43,-0.409
Tspy-ps,-0.974,0.16,0.87,0.974,1.051,1.672,-0.16,-1.051,0.675,-0.87,-1.672,-0.675
Ins2,-0.098,0.243,0.265,0.098,0.312,0.332,-0.243,-0.312,0.0,-0.265,-0.332,0.0
Cntln,-0.809,1.282,-0.133,0.809,1.91,0.625,-1.282,-1.91,-1.311,0.133,-0.625,1.311
Cltc,3.588,-0.212,0.54,-3.588,-3.47,-2.784,0.212,3.47,0.687,-0.54,2.784,-0.687
Tmem127,0.344,0.88,1.634,-0.344,0.489,1.178,-0.88,-0.489,0.689,-1.634,-1.178,-0.689
Gm48288,,,,,,,,,,,,
Gm21869,,,,,,,,,,,,
Ighv5-5,,,,,,,,,,,,
Gm48258,,,,,,,,,,,,
Gm10769,-0.124,0.438,0.46,0.124,0.516,0.537,-0.438,-0.516,0.0,-0.46,-0.537,0.0
Ifi203,-0.977,0.085,-0.814,0.977,0.969,0.148,-0.085,-0.969,-0.821,0.814,-0.148,0.821
Ccdc159,0.271,0.29,0.705,-0.271,0.017,0.388,-0.29,-0.017,0.372,-0.705,-0.388,-0.372
Gm18658,,,,,,,,,,,,
Iqcj,0.011,0.63,0.654,-0.011,0.568,0.59,-0.63,-0.568,0.0,-0.654,-0.59,0.0
Zfp579,-0.314,-0.275,0.625,0.314,0.04,0.857,0.275,-0.04,0.827,-0.625,-0.857,-0.827
Rnf166,-0.443,1.421,0.588,0.443,1.702,0.942,-1.421,-1.702,-0.762,-0.588,-0.942,0.762
Tmie,-1.746,1.154,1.009,1.746,2.51,2.435,-1.154,-2.51,-0.173,-1.009,-2.435,0.173
Fabp6,,,,,,,,,,,,
Dock9,-1.336,-1.731,-0.943,1.336,-0.36,0.362,1.731,0.36,0.723,0.943,-0.362,-0.723
Cnot6,-1.54,-1.257,-1.63,1.54,0.26,-0.08,1.257,-0.26,-0.341,1.63,0.08,0.341
Gm4889,0.0,-0.659,0.0,0.0,-0.603,0.0,0.659,0.603,0.649,0.0,0.0,-0.649
Gm4076,-0.318,-0.279,0.0,0.318,0.035,0.34,0.279,-0.035,0.305,0.0,-0.34,-0.305
Gm41434,0.189,0.52,0.944,-0.189,0.307,0.717,-0.52,-0.307,0.42,-0.944,-0.717,-0.42
Gm12830,,,,,,,,,,,,
Ubap1l,0.721,0.172,0.132,-0.721,-0.507,-0.543,-0.172,0.507,-0.037,-0.132,0.543,0.037
Gsta2,0.0,0.0,-0.295,0.0,0.0,-0.275,0.0,0.0,-0.299,0.295,0.275,0.299
Bace1,1.952,1.064,1.576,-1.952,-0.856,-0.402,-1.064,0.856,0.469,-1.576,0.402,-0.469
Ighv1-63,,,,,,,,,,,,
Gm14840,0.703,1.245,0.804,-0.703,0.469,0.084,-1.245,-0.469,-0.386,-0.804,-0.084,0.386
Gm18115,,,,,,,,,,,,
Olfr928-ps1,,,,,,,,,,,,
Adpgk,-0.508,-1.378,-1.299,0.508,-0.791,-0.715,1.378,0.791,0.08,1.299,0.715,-0.08
Clec2l,0.728,-0.243,-0.23,-0.728,-0.883,-0.881,0.243,0.883,0.017,0.23,0.881,-0.017
Dcbld1,-0.154,0.039,-0.27,0.154,0.177,-0.105,-0.039,-0.177,-0.284,0.27,0.105,0.284
Gm11868,-0.308,0.0,-0.25,0.308,0.311,0.054,0.0,-0.311,-0.258,0.25,-0.054,0.258
Olfr1134,,,,,,,,,,,,
Zp2,,,,,,,,,,,,
Gm5027,,,,,,,,,,,,
Gm15136,,,,,,,,,,,,
Nsun7,0.599,0.49,0.337,-0.599,-0.105,-0.245,-0.49,0.105,-0.142,-0.337,0.245,0.142
Gm28624,,,,,,,,,,,,
Egf,0.803,-0.236,-0.567,-0.803,-0.951,-1.263,0.236,0.951,-0.299,0.567,1.263,0.299
Cep170b,-1.594,-0.351,0.874,1.594,1.141,2.256,0.351,-1.141,1.123,-0.874,-2.256,-1.123
Gm7436,0.0,-0.659,0.0,0.0,-0.603,0.0,0.659,0.603,0.649,0.0,0.0,-0.649
Klk1b24,,,,,,,,,,,,
Gli1,0.312,0.339,0.231,-0.312,0.0,-0.077,-0.339,0.0,-0.101,-0.231,0.077,0.101
Gm2736,,,,,,,,,,,,
Gm48652,0.218,0.245,-0.229,-0.218,0.0,-0.412,-0.245,0.0,-0.436,0.229,0.412,0.436
Akirin2,-0.046,-0.4,0.625,0.046,-0.322,0.613,0.4,0.322,0.938,-0.625,-0.613,-0.938
Sp140,0.149,0.389,0.447,-0.149,0.219,0.272,-0.389,-0.219,0.053,-0.447,-0.272,-0.053
Gm28615,,,,,,,,,,,,
Tubb4a,-0.132,0.368,0.574,0.132,0.458,0.647,-0.368,-0.458,0.188,-0.574,-0.647,-0.188
Cd2bp2,-0.43,-0.653,0.348,0.43,-0.204,0.71,0.653,0.204,0.914,-0.348,-0.71,-0.914
Gm6345,0.519,0.632,0.591,-0.519,0.101,0.06,-0.632,-0.101,-0.042,-0.591,-0.06,0.042
Elfn2,0.648,-0.3,-1.142,-0.648,-0.858,-1.549,0.3,0.858,-0.783,1.142,1.549,0.783
Mlec,-0.559,-0.926,-0.157,0.559,-0.335,0.367,0.926,0.335,0.702,0.157,-0.367,-0.702
Gm21834,,,,,,,,,,,,
Taar4,,,,,,,,,,,,
Parvb,2.051,0.439,-0.681,-2.051,-1.513,-2.51,-0.439,1.513,-1.026,0.681,2.51,1.026
Gm2244,-0.178,-0.812,-0.935,0.178,-0.577,-0.689,0.812,0.577,-0.115,0.935,0.689,0.115
Slc25a22,-1.114,-1.734,-1.595,1.114,-0.561,-0.436,1.734,0.561,0.124,1.595,0.436,-0.124
Gm44807,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Pcsk2,-1.98,-0.335,-1.008,1.98,1.505,0.899,0.335,-1.505,-0.614,1.008,-0.899,0.614
Tcrg-C3,-0.186,1.068,-0.179,0.186,1.158,0.006,-1.068,-1.158,-1.152,0.179,-0.006,1.152
Ncapg2,0.107,-0.882,0.415,-0.107,-0.903,0.282,0.882,0.903,1.185,-0.415,-0.282,-1.185
Gm43124,-0.338,-0.55,-0.269,0.338,-0.184,0.064,0.55,0.184,0.249,0.269,-0.064,-0.249
Gm44112,,,,,,,,,,,,
Vmn2r-ps45,,,,,,,,,,,,
Vmn1r-ps58,,,,,,,,,,,,
Nr1h2,0.078,0.906,-0.032,-0.078,0.756,-0.1,-0.906,-0.756,-0.858,0.032,0.1,0.858
Stk24,-1.52,-0.958,-1.266,1.52,0.514,0.233,0.958,-0.514,-0.281,1.266,-0.233,0.281
Cbx3-ps3,0.405,-0.409,0.024,-0.405,-0.736,-0.356,0.409,0.736,0.398,-0.024,0.356,-0.398
Gm39481,,,,,,,,,,,,
Gpn3,1.017,1.428,0.88,-1.017,0.372,-0.13,-1.428,-0.372,-0.504,-0.88,0.13,0.504
Gm16061,1.262,0.628,1.74,-1.262,-0.642,0.557,-0.628,0.642,1.167,-1.74,-0.557,-1.167
Gm48108,,,,,,,,,,,,
Gm12187,-1.613,-1.821,-1.881,1.613,-0.192,-0.247,1.821,0.192,-0.056,1.881,0.247,0.056
Gm21841,,,,,,,,,,,,
Rsph9,0.152,-0.406,-0.491,-0.152,-0.507,-0.584,0.406,0.507,-0.077,0.491,0.584,0.077
Gm18357,,,,,,,,,,,,
Fyn,-0.479,0.917,-0.373,0.479,1.275,0.097,-0.917,-1.275,-1.178,0.373,-0.097,1.178
Gm49255,-0.307,0.0,0.0,0.307,0.311,0.331,0.0,-0.311,0.0,0.0,-0.331,0.0
Ighv6-7,,,,,,,,,,,,
Rps12-ps22,-0.88,-0.559,0.0,0.88,0.288,0.854,0.559,-0.288,0.565,0.0,-0.854,-0.565
Gbp2,-0.829,0.405,1.213,0.829,1.127,1.865,-0.405,-1.127,0.739,-1.213,-1.865,-0.739
Plekhm2,1.201,1.62,1.881,-1.201,0.383,0.618,-1.62,-0.383,0.234,-1.881,-0.618,-0.234
Atxn1l,0.064,1.384,0.876,-0.064,1.205,0.741,-1.384,-1.205,-0.465,-0.876,-0.741,0.465
Pip4p1,1.257,1.137,1.234,-1.257,-0.111,-0.024,-1.137,0.111,0.087,-1.234,0.024,-0.087
Gm4759,-0.56,1.073,-0.466,0.56,1.49,0.086,-1.073,-1.49,-1.405,0.466,-0.086,1.405
Il18bp,-1.245,-0.802,-1.575,1.245,0.411,-0.287,0.802,-0.411,-0.703,1.575,0.287,0.703
Rnf122,0.896,0.636,0.348,-0.896,-0.238,-0.505,-0.636,0.238,-0.266,-0.348,0.505,0.266
Gm21249,,,,,,,,,,,,
Sp7,-0.094,-1.35,-0.035,0.094,-1.12,0.0,1.35,1.12,1.175,0.035,0.0,-1.175
Olfr1288,,,,,,,,,,,,
Ptprcap,0.079,-0.376,-0.137,-0.079,-0.416,-0.198,0.376,0.416,0.218,0.137,0.198,-0.218
Msl1,0.258,0.903,1.645,-0.258,0.588,1.266,-0.903,-0.588,0.679,-1.645,-1.266,-0.679
Gm28435,,,,,,,,,,,,
Gm6479,,,,,,,,,,,,
Gm19057,,,,,,,,,,,,
Gm11858,,,,,,,,,,,,
Sp100,0.164,0.035,-0.283,-0.164,-0.118,-0.408,-0.035,0.118,-0.29,0.283,0.408,0.29
Mettl26,-0.058,-0.142,-0.008,0.058,-0.076,0.046,0.142,0.076,0.123,0.008,-0.046,-0.123
Gm6855,1.112,0.654,0.215,-1.112,-0.468,-0.86,-0.654,0.468,-0.411,-0.215,0.86,0.411
Sox12,1.15,0.058,0.688,-1.15,-1.015,-0.452,-0.058,1.015,0.58,-0.688,0.452,-0.58
Olfr576,0.0,-0.296,0.0,0.0,-0.275,0.0,0.296,0.275,0.32,0.0,0.0,-0.32
IQCF2,0.217,-0.083,-0.038,-0.217,-0.275,-0.233,0.083,0.275,0.041,0.038,0.233,-0.041
Gm16167,,,,,,,,,,,,
Psmd6,0.729,0.31,0.408,-0.729,-0.384,-0.294,-0.31,0.384,0.09,-0.408,0.294,-0.09
Gm47748,,,,,,,,,,,,
Nin,-0.302,-0.038,-0.176,0.302,0.241,0.115,0.038,-0.241,-0.127,0.176,-0.115,0.127
Atxn2,-1.454,-0.877,-1.893,1.454,0.531,-0.391,0.877,-0.531,-0.926,1.893,0.391,0.926
Wdr53,0.758,0.443,0.514,-0.758,-0.291,-0.229,-0.443,0.291,0.063,-0.514,0.229,-0.063
Gm5958,,,,,,,,,,,,
Dhx36,-0.507,-1.271,-1.227,0.507,-0.697,-0.657,1.271,0.697,0.04,1.227,0.657,-0.04
Gm21940,0.0,0.0,-0.25,0.0,0.0,-0.233,0.0,0.0,-0.258,0.25,0.233,0.258
Cyp2b13,,,,,,,,,,,,
Gm15765,,,,,,,,,,,,
Pla2g4e,-0.765,-1.222,-0.674,0.765,-0.414,0.089,1.222,0.414,0.507,0.674,-0.089,-0.507
Tubgcp3,1.638,1.187,-0.038,-1.638,-0.415,-1.534,-1.187,0.415,-1.12,0.038,1.534,1.12
Scrt1,0.653,-0.036,0.649,-0.653,-0.638,-0.019,0.036,0.638,0.633,-0.649,0.019,-0.633
Gm18692,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Urah,,,,,,,,,,,,
Gm50085,,,,,,,,,,,,
AC127331.5,,,,,,,,,,,,
Ptpmt1,1.838,0.349,0.081,-1.838,-1.373,-1.621,-0.349,1.373,-0.246,-0.081,1.621,0.246
Aldh5a1,-0.018,-0.414,0.682,0.018,-0.361,0.641,0.414,0.361,1.008,-0.682,-0.641,-1.008
Cdo1,-0.837,-0.988,-1.088,0.837,-0.135,-0.226,0.988,0.135,-0.092,1.088,0.226,0.092
Gm49884,,,,,,,,,,,,
Kcnv1,0.0,-0.296,0.0,0.0,-0.275,0.0,0.296,0.275,0.32,0.0,0.0,-0.32
Gm9560,,,,,,,,,,,,
Fkbp1a-ps3,,,,,,,,,,,,
Gm14567,-0.196,-0.829,0.047,0.196,-0.575,0.223,0.829,0.575,0.801,-0.047,-0.223,-0.801
Prss43,0.572,-0.048,0.791,-0.572,-0.571,0.195,0.048,0.571,0.773,-0.791,-0.195,-0.773
Gm44525,,,,,,,,,,,,
Ric3,0.773,1.12,1.357,-0.773,0.319,0.543,-1.12,-0.319,0.225,-1.357,-0.543,-0.225
Gm11522,,,,,,,,,,,,
Wdr47,0.187,1.216,-0.456,-0.187,0.94,-0.587,-1.216,-0.94,-1.529,0.456,0.587,1.529
Gm27179,,,,,,,,,,,,
Cep350,-0.687,-0.222,-0.282,0.687,0.424,0.37,0.222,-0.424,-0.055,0.282,-0.37,0.055
Olfr815,,,,,,,,,,,,
Gpr31b,0.238,-0.345,-0.502,-0.238,-0.537,-0.68,0.345,0.537,-0.142,0.502,0.68,0.142
Rtf2,0.638,0.826,0.744,-0.638,0.171,0.095,-0.826,-0.171,-0.076,-0.744,-0.095,0.076
Gm10053,0.569,-1.187,0.412,-0.569,-1.603,-0.144,1.187,1.603,1.462,-0.412,0.144,-1.462
Ap1g2,0.305,0.05,-0.494,-0.305,-0.233,-0.73,-0.05,0.233,-0.497,0.494,0.73,0.497
Nkd2,-0.194,-0.191,-0.25,0.194,0.005,-0.049,0.191,-0.005,-0.054,0.25,0.049,0.054
Gm21310,,,,,,,,,,,,
Gm38697,,,,,,,,,,,,
Gm14752,0.729,0.763,0.525,-0.729,0.026,-0.198,-0.763,-0.026,-0.225,-0.525,0.198,0.225
Gm8039,,,,,,,,,,,,
Nepn,0.0,0.0,-0.25,0.0,0.0,-0.233,0.0,0.0,-0.258,0.25,0.233,0.258
Ssh3,1.529,1.923,2.35,-1.529,0.35,0.734,-1.923,-0.35,0.386,-2.35,-0.734,-0.386
Gm47994,0.217,-0.066,0.266,-0.217,-0.259,0.0,0.066,0.259,0.304,-0.266,0.0,-0.304
Nt5c3b,-0.055,-0.51,-0.641,0.055,-0.416,-0.535,0.51,0.416,-0.12,0.641,0.535,0.12
Olfr292,,,,,,,,,,,,
Selenow,0.659,1.744,1.245,-0.659,0.99,0.533,-1.744,-0.99,-0.458,-1.245,-0.533,0.458
Gm12696,-0.539,-0.936,-0.401,0.539,-0.362,0.131,0.936,0.362,0.497,0.401,-0.131,-0.497
Rps13-ps4,-0.924,-1.062,-0.765,0.924,-0.124,0.149,1.062,0.124,0.274,0.765,-0.149,-0.274
Cd8a,1.241,0.085,0.17,-1.241,-1.056,-0.978,-0.085,1.056,0.078,-0.17,0.978,-0.078
A4galt,-0.644,-0.511,-0.172,0.644,0.125,0.436,0.511,-0.125,0.312,0.172,-0.436,-0.312
Fam57a,0.519,-0.523,0.69,-0.519,-0.955,0.154,0.523,0.955,1.114,-0.69,-0.154,-1.114
Dcstamp,,,,,,,,,,,,
Gm16378,,,,,,,,,,,,
Gm14998,,,,,,,,,,,,
Clrn1,-1.387,0.667,-0.162,1.387,1.875,1.128,-0.667,-1.875,-0.764,0.162,-1.128,0.764
Ybey,0.823,0.212,-0.126,-0.823,-0.562,-0.873,-0.212,0.562,-0.31,0.126,0.873,0.31
Pdpn,0.0,0.0,-0.295,0.0,0.0,-0.275,0.0,0.0,-0.299,0.295,0.275,0.299
Gm8232,,,,,,,,,,,,
Gm9249,,,,,,,,,,,,
Rpl31-ps1,-0.412,0.298,-0.589,0.412,0.654,-0.159,-0.298,-0.654,-0.817,0.589,0.159,0.817
