gene_name,Ctrl_vs_Chd7_1,Ctrl_vs_Chd7_2,Ctrl_vs_Chd7_3,Chd7_1_vs_Ctrl,Chd7_1_vs_Chd7_2,Chd7_1_vs_Chd7_3,Chd7_2_vs_Ctrl,Chd7_2_vs_Chd7_1,Chd7_2_vs_Chd7_3,Chd7_3_vs_Ctrl,Chd7_3_vs_Chd7_1,Chd7_3_vs_Chd7_2
Myorg,-0.188,-0.16,-0.159,0.188,0.028,0.028,0.16,-0.028,0.0,0.159,-0.028,-0.0
Olfr740,-0.298,-0.179,-0.151,0.298,0.119,0.147,0.179,-0.119,0.028,0.151,-0.147,-0.028
Gm48915,,,,,,,,,,,,
Imp4,0.031,-0.128,-0.039,-0.031,-0.16,-0.071,0.128,0.16,0.089,0.039,0.071,-0.089
Rnase10,-0.031,0.287,0.15,0.031,0.318,0.181,-0.287,-0.318,-0.137,-0.15,-0.181,0.137
Strada,0.182,-0.061,-0.015,-0.182,-0.243,-0.197,0.061,0.243,0.046,0.015,0.197,-0.046
Ap3s1-ps1,-2.429,4.776,4.877,2.429,7.205,7.305,-4.776,-7.205,0.0,-4.877,-7.305,0.0
Pgk1-rs7,,,,,,,,,,,,
Gm29484,,,,,,,,,,,,
Ism2,-1.818,-1.708,1.424,1.818,0.11,3.243,1.708,-0.11,3.133,-1.424,-3.243,-3.133
Gm18860,0.757,0.108,0.289,-0.757,-0.649,-0.467,-0.108,0.649,0.182,-0.289,0.467,-0.182
Gm6522,,,,,,,,,,,,
Rtl4,-0.677,0.845,1.068,0.677,1.522,1.744,-0.845,-1.522,0.222,-1.068,-1.744,-0.222
Gm5674,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Gm4133,,,,,,,,,,,,
Olfr1351,-0.066,0.398,-0.471,0.066,0.464,-0.405,-0.398,-0.464,-0.869,0.471,0.405,0.869
Dnajc8,0.021,0.008,0.066,-0.021,-0.014,0.045,-0.008,0.014,0.058,-0.066,-0.045,-0.058
Gm50090,,,,,,,,,,,,
Gm5228,-2.422,-1.331,-1.331,2.422,1.091,1.092,1.331,-1.091,0.0,1.331,-1.092,-0.0
Cand2,-0.247,-0.413,-0.067,0.247,-0.166,0.18,0.413,0.166,0.346,0.067,-0.18,-0.346
Cby1,0.178,-0.116,0.132,-0.178,-0.294,-0.046,0.116,0.294,0.248,-0.132,0.046,-0.248
Fga,,,,,,,,,,,,
Ighv8-16,,,,,,,,,,,,
Stk17b,0.159,0.227,0.096,-0.159,0.067,-0.064,-0.227,-0.067,-0.131,-0.096,0.064,0.131
Gm7647,,,,,,,,,,,,
Klhdc8a,-2.375,-1.346,0.0,2.375,1.029,2.625,1.346,-1.029,1.596,0.0,-2.625,-1.596
Thoc1,0.308,0.175,0.052,-0.308,-0.133,-0.256,-0.175,0.133,-0.123,-0.052,0.256,0.123
Oaz2,-0.157,0.099,0.1,0.157,0.255,0.256,-0.099,-0.255,0.001,-0.1,-0.256,-0.001
E230015B07Rik,0.345,-0.807,0.656,-0.345,-1.152,0.311,0.807,1.152,1.463,-0.656,-0.311,-1.463
Rlbp1,0.0,-2.234,-2.024,0.0,-2.262,-2.051,2.234,2.262,0.21,2.024,2.051,-0.21
Polr2f,0.128,-0.098,0.069,-0.128,-0.226,-0.059,0.098,0.226,0.167,-0.069,0.059,-0.167
Gm5724,,,,,,,,,,,,
Zfp345,-0.393,-0.542,-0.499,0.393,-0.148,-0.105,0.542,0.148,0.043,0.499,0.105,-0.043
Nthl1,0.184,-0.428,0.246,-0.184,-0.612,0.062,0.428,0.612,0.674,-0.246,-0.062,-0.674
Slc25a41,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Gm7678,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Gpc4,-1.448,0.0,0.0,1.448,1.598,1.698,0.0,-1.598,0.0,0.0,-1.698,0.0
Phldb3,-0.244,-0.007,-0.087,0.244,0.236,0.156,0.007,-0.236,-0.08,0.087,-0.156,0.08
Kyat3,0.039,0.354,0.273,-0.039,0.315,0.235,-0.354,-0.315,-0.081,-0.273,-0.235,0.081
Enkd1,-0.163,-0.328,-0.363,0.163,-0.165,-0.2,0.328,0.165,-0.035,0.363,0.2,0.035
Yif1b,-0.045,-0.269,-0.09,0.045,-0.224,-0.046,0.269,0.224,0.178,0.09,0.046,-0.178
Gm14409,0.523,-0.365,0.044,-0.523,-0.888,-0.479,0.365,0.888,0.409,-0.044,0.479,-0.409
Krtap22-2,,,,,,,,,,,,
Commd6,0.049,-0.038,0.013,-0.049,-0.087,-0.036,0.038,0.087,0.051,-0.013,0.036,-0.051
Tvp23a,-1.257,-0.805,-2.061,1.257,0.452,-0.804,0.805,-0.452,-1.256,2.061,0.804,1.256
Gm37597,,,,,,,,,,,,
Gm29730,,,,,,,,,,,,
Gm3699,0.0,-4.098,0.0,0.0,-4.125,0.0,4.098,4.125,4.348,0.0,0.0,-4.348
Gm8371,0.796,-0.124,2.038,-0.796,-0.92,1.242,0.124,0.92,2.162,-2.038,-1.242,-2.162
Fam186b,-1.779,-1.317,-2.222,1.779,0.462,-0.443,1.317,-0.462,-0.905,2.222,0.443,0.905
Pgam1-ps2,0.156,-0.08,-0.054,-0.156,-0.237,-0.21,0.08,0.237,0.026,0.054,0.21,-0.026
Nhlrc3,-0.082,-0.054,-0.106,0.082,0.027,-0.024,0.054,-0.027,-0.051,0.106,0.024,0.051
Plod1,-0.071,0.041,0.012,0.071,0.112,0.084,-0.041,-0.112,-0.029,-0.012,-0.084,0.029
Socs3,0.396,0.557,-0.093,-0.396,0.162,-0.489,-0.557,-0.162,-0.651,0.093,0.489,0.651
Gm48035,0.321,0.063,0.294,-0.321,-0.258,-0.028,-0.063,0.258,0.231,-0.294,0.028,-0.231
Ndufa5,0.062,-0.145,0.009,-0.062,-0.207,-0.053,0.145,0.207,0.154,-0.009,0.053,-0.154
Ttc9c,-0.05,0.14,0.2,0.05,0.19,0.251,-0.14,-0.19,0.06,-0.2,-0.251,-0.06
Gm6263,0.358,0.463,-0.223,-0.358,0.105,-0.581,-0.463,-0.105,-0.686,0.223,0.581,0.686
Slc35b4,0.137,0.027,0.169,-0.137,-0.109,0.033,-0.027,0.109,0.142,-0.169,-0.033,-0.142
Rpl7a,-0.011,-0.071,-0.03,0.011,-0.06,-0.019,0.071,0.06,0.041,0.03,0.019,-0.041
Gm49392,0.495,0.01,0.213,-0.495,-0.484,-0.282,-0.01,0.484,0.203,-0.213,0.282,-0.203
Gm7731,1.707,-0.666,1.087,-1.707,-2.373,-0.619,0.666,2.373,1.753,-1.087,0.619,-1.753
Olfr1502,,,,,,,,,,,,
Gm19093,,,,,,,,,,,,
Lrig3,0.137,0.845,-0.006,-0.137,0.708,-0.143,-0.845,-0.708,-0.851,0.006,0.143,0.851
Gm21293,0.449,-0.334,2.142,-0.449,-0.783,1.693,0.334,0.783,2.477,-2.142,-1.693,-2.477
Angptl2,-0.996,-1.282,-0.136,0.996,-0.286,0.859,1.282,0.286,1.145,0.136,-0.859,-1.145
Umpk-ps,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Kirrel,,,,,,,,,,,,
Gm12133,,,,,,,,,,,,
Nop10,0.098,-0.136,-0.053,-0.098,-0.235,-0.151,0.136,0.235,0.084,0.053,0.151,-0.084
Igkj2,0.0,0.0,-1.339,0.0,0.0,-1.367,0.0,0.0,-1.489,1.339,1.367,1.489
Dydc1,,,,,,,,,,,,
Vmn1r93,,,,,,,,,,,,
Selenbp1,0.3,0.429,1.005,-0.3,0.129,0.706,-0.429,-0.129,0.576,-1.005,-0.706,-0.576
Hspd1-ps3,0.433,0.478,-1.114,-0.433,0.045,-1.547,-0.478,-0.045,-1.592,1.114,1.547,1.592
Klk1b14-ps,,,,,,,,,,,,
Ugt2a2,,,,,,,,,,,,
Tsn,0.018,-0.175,0.044,-0.018,-0.193,0.025,0.175,0.193,0.219,-0.044,-0.025,-0.219
Atp5mpl,0.162,-0.069,-0.017,-0.162,-0.231,-0.179,0.069,0.231,0.052,0.017,0.179,-0.052
Adh7,,,,,,,,,,,,
Ksr2,0.075,0.155,-0.347,-0.075,0.079,-0.422,-0.155,-0.079,-0.501,0.347,0.422,0.501
Gm49478,-1.293,-1.036,-0.92,1.293,0.257,0.373,1.036,-0.257,0.116,0.92,-0.373,-0.116
Srsf9,0.116,-0.066,0.064,-0.116,-0.183,-0.052,0.066,0.183,0.131,-0.064,0.052,-0.131
Ldlrad4,-0.122,-0.014,-0.138,0.122,0.109,-0.016,0.014,-0.109,-0.124,0.138,0.016,0.124
Pgm5,0.0,0.0,-1.339,0.0,0.0,-1.367,0.0,0.0,-1.489,1.339,1.367,1.489
Olfr304,,,,,,,,,,,,
Gm7707,,,,,,,,,,,,
Myom2,-0.608,-0.307,-0.512,0.608,0.301,0.096,0.307,-0.301,-0.205,0.512,-0.096,0.205
Zfp986,-1.426,-3.315,-2.069,1.426,-1.888,-0.642,3.315,1.888,1.246,2.069,0.642,-1.246
Dlg3,0.027,0.85,0.664,-0.027,0.822,0.637,-0.85,-0.822,-0.185,-0.664,-0.637,0.185
Gm13287,,,,,,,,,,,,
Gm12042,-0.47,-0.18,-0.514,0.47,0.29,-0.043,0.18,-0.29,-0.334,0.514,0.043,0.334
Mvb12b,0.319,0.347,0.238,-0.319,0.028,-0.081,-0.347,-0.028,-0.109,-0.238,0.081,0.109
Gm42924,,,,,,,,,,,,
Gm29800,,,,,,,,,,,,
Gm10181,-0.887,0.683,-1.284,0.887,1.57,-0.396,-0.683,-1.57,-1.967,1.284,0.396,1.967
Gm11743,0.029,0.261,-0.784,-0.029,0.232,-0.812,-0.261,-0.232,-1.045,0.784,0.812,1.045
Grin2d,-0.718,-0.541,0.256,0.718,0.178,0.974,0.541,-0.178,0.796,-0.256,-0.974,-0.796
Gm8649,1.976,2.098,2.199,-1.976,0.0,0.0,-2.098,0.0,0.0,-2.199,0.0,0.0
Gm16490,-1.402,0.0,0.0,1.402,1.552,1.652,0.0,-1.552,0.0,0.0,-1.652,0.0
Gid8,0.014,0.204,-0.001,-0.014,0.19,-0.016,-0.204,-0.19,-0.206,0.001,0.016,0.206
Olfr460,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Prrg1,0.042,-0.379,-0.02,-0.042,-0.421,-0.062,0.379,0.421,0.359,0.02,0.062,-0.359
AC133103.3,0.0,-3.686,0.0,0.0,-3.714,0.0,3.686,3.714,3.937,0.0,0.0,-3.937
Zcrb1,0.137,0.051,0.032,-0.137,-0.086,-0.105,-0.051,0.086,-0.019,-0.032,0.105,0.019
Gm18691,,,,,,,,,,,,
Gm46203,1.922,0.561,-0.477,-1.922,-1.361,-2.399,-0.561,1.361,-1.038,0.477,2.399,1.038
Gm11996,-1.443,-1.339,-2.73,1.443,0.104,-1.287,1.339,-0.104,-1.391,2.73,1.287,1.391
Olfr1556-ps1,,,,,,,,,,,,
Vps37a,0.136,0.015,0.197,-0.136,-0.121,0.061,-0.015,0.121,0.182,-0.197,-0.061,-0.182
Gm43959,,,,,,,,,,,,
Gm28185,,,,,,,,,,,,
Gm11258,1.823,0.453,0.457,-1.823,-1.37,-1.366,-0.453,1.37,0.004,-0.457,1.366,-0.004
4930513O06Rik,,,,,,,,,,,,
Gp5,0.009,-0.059,-0.265,-0.009,-0.068,-0.274,0.059,0.068,-0.207,0.265,0.274,0.207
Srek1ip1,-0.05,-0.228,-0.064,0.05,-0.178,-0.014,0.228,0.178,0.164,0.064,0.014,-0.164
Virma,0.058,-0.032,0.114,-0.058,-0.09,0.056,0.032,0.09,0.146,-0.114,-0.056,-0.146
Ube2j2,0.06,0.235,0.086,-0.06,0.174,0.025,-0.235,-0.174,-0.149,-0.086,-0.025,0.149
Olfr752-ps1,-0.288,-0.686,-0.366,0.288,-0.398,-0.077,0.686,0.398,0.321,0.366,0.077,-0.321
Gm15167,,,,,,,,,,,,
Mn1,0.415,-0.685,-0.311,-0.415,-1.1,-0.725,0.685,1.1,0.374,0.311,0.725,-0.374
Gm44419,,,,,,,,,,,,
Gm45234,-2.271,4.835,-0.897,2.271,7.106,1.374,-4.835,-7.106,-5.732,0.897,-1.374,5.732
Snip1,0.044,0.049,0.125,-0.044,0.004,0.081,-0.049,-0.004,0.077,-0.125,-0.081,-0.077
Tspy-ps,-1.639,0.276,1.613,1.639,1.915,3.252,-0.276,-1.915,1.337,-1.613,-3.252,-1.337
Ins2,-0.447,1.109,1.209,0.447,1.556,1.657,-1.109,-1.556,0.0,-1.209,-1.657,0.0
Cntln,-0.309,0.51,-0.051,0.309,0.819,0.259,-0.51,-0.819,-0.56,0.051,-0.259,0.56
Cltc,0.519,-0.031,0.078,-0.519,-0.55,-0.441,0.031,0.55,0.109,-0.078,0.441,-0.109
Tmem127,0.045,0.114,0.212,-0.045,0.07,0.167,-0.114,-0.07,0.098,-0.212,-0.167,-0.098
Gm48288,,,,,,,,,,,,
Gm21869,,,,,,,,,,,,
Ighv5-5,,,,,,,,,,,,
Gm48258,,,,,,,,,,,,
Gm10769,-0.546,1.982,2.082,0.546,2.527,2.628,-1.982,-2.527,0.0,-2.082,-2.628,0.0
Ifi203,-0.168,0.015,-0.14,0.168,0.182,0.028,-0.015,-0.182,-0.154,0.14,-0.028,0.154
Ccdc159,1.028,1.1,2.683,-1.028,0.072,1.654,-1.1,-0.072,1.583,-2.683,-1.654,-1.583
Gm18658,,,,,,,,,,,,
Iqcj,0.045,2.65,2.75,-0.045,2.605,2.705,-2.65,-2.605,0.0,-2.75,-2.705,0.0
Zfp579,-0.131,-0.113,0.261,0.131,0.018,0.392,0.113,-0.018,0.374,-0.261,-0.392,-0.374
Rnf166,-0.067,0.216,0.089,0.067,0.284,0.157,-0.216,-0.284,-0.127,-0.089,-0.157,0.127
Tmie,-2.135,1.668,1.385,2.135,3.803,3.52,-1.668,-3.803,-0.283,-1.385,-3.52,0.283
Fabp6,,,,,,,,,,,,
Dock9,-0.196,-0.254,-0.138,0.196,-0.058,0.058,0.254,0.058,0.116,0.138,-0.058,-0.116
Cnot6,-0.245,-0.2,-0.259,0.245,0.045,-0.014,0.2,-0.045,-0.059,0.259,0.014,0.059
Gm4889,0.0,-2.902,0.0,0.0,-2.93,0.0,2.902,2.93,3.153,0.0,0.0,-3.153
Gm4076,-1.448,-1.271,0.0,1.448,0.177,1.698,1.271,-0.177,1.521,0.0,-1.698,-1.521
Gm41434,0.402,1.146,2.272,-0.402,0.744,1.87,-1.146,-0.744,1.126,-2.272,-1.87,-1.126
Gm12830,,,,,,,,,,,,
Ubap1l,0.393,0.092,0.07,-0.393,-0.301,-0.323,-0.092,0.301,-0.022,-0.07,0.323,0.022
Gsta2,0.0,0.0,-1.339,0.0,0.0,-1.367,0.0,0.0,-1.489,1.339,1.367,1.489
Bace1,1.33,0.693,1.03,-1.33,-0.637,-0.3,-0.693,0.637,0.337,-1.03,0.3,-0.337
Ighv1-63,,,,,,,,,,,,
Gm14840,2.04,3.62,2.324,-2.04,1.58,0.283,-3.62,-1.58,-1.296,-2.324,-0.283,1.296
Gm18115,,,,,,,,,,,,
Olfr928-ps1,,,,,,,,,,,,
Adpgk,-0.08,-0.215,-0.202,0.08,-0.135,-0.122,0.215,0.135,0.013,0.202,0.122,-0.013
Clec2l,0.729,-0.234,-0.216,-0.729,-0.963,-0.945,0.234,0.963,0.018,0.216,0.945,-0.018
Dcbld1,-0.069,0.018,-0.121,0.069,0.087,-0.051,-0.018,-0.087,-0.138,0.121,0.051,0.138
Gm11868,-1.403,0.0,-1.136,1.403,1.553,0.267,0.0,-1.553,-1.285,1.136,-0.267,1.285
Olfr1134,,,,,,,,,,,,
Zp2,,,,,,,,,,,,
Gm5027,,,,,,,,,,,,
Gm15136,,,,,,,,,,,,
Nsun7,0.297,0.24,0.164,-0.297,-0.057,-0.132,-0.24,0.057,-0.076,-0.164,0.132,0.076
Gm28624,,,,,,,,,,,,
Egf,0.401,-0.117,-0.278,-0.401,-0.518,-0.679,0.117,0.518,-0.16,0.278,0.679,0.16
Cep170b,-0.388,-0.085,0.214,0.388,0.302,0.602,0.085,-0.302,0.3,-0.214,-0.602,-0.3
Gm7436,0.0,-2.903,0.0,0.0,-2.93,0.0,2.903,2.93,3.153,0.0,0.0,-3.153
Klk1b24,,,,,,,,,,,,
Gli1,1.424,1.547,1.045,-1.424,0.0,-0.38,-1.547,0.0,-0.502,-1.045,0.38,0.502
Gm2736,,,,,,,,,,,,
Gm48652,0.996,1.119,-1.023,-0.996,0.0,-2.02,-1.119,0.0,-2.142,1.023,2.02,2.142
Akirin2,-0.008,-0.065,0.102,0.008,-0.057,0.109,0.065,0.057,0.166,-0.102,-0.109,-0.166
Sp140,0.022,0.056,0.065,-0.022,0.035,0.043,-0.056,-0.035,0.008,-0.065,-0.043,-0.008
Gm28615,,,,,,,,,,,,
Tubb4a,-0.063,0.175,0.273,0.063,0.238,0.336,-0.175,-0.238,0.098,-0.273,-0.336,-0.098
Cd2bp2,-0.067,-0.103,0.055,0.067,-0.035,0.122,0.103,0.035,0.157,-0.055,-0.122,-0.157
Gm6345,0.527,0.642,0.595,-0.527,0.115,0.068,-0.642,-0.115,-0.047,-0.595,-0.068,0.047
Elfn2,1.171,-0.471,-1.807,-1.171,-1.642,-2.977,0.471,1.642,-1.335,1.807,2.977,1.335
Mlec,-0.12,-0.198,-0.034,0.12,-0.078,0.086,0.198,0.078,0.164,0.034,-0.086,-0.164
Gm21834,,,,,,,,,,,,
Taar4,,,,,,,,,,,,
Parvb,1.364,0.27,-0.404,-1.364,-1.094,-1.768,-0.27,1.094,-0.675,0.404,1.768,0.675
Gm2244,-0.458,-1.971,-2.255,0.458,-1.512,-1.796,1.971,1.512,-0.284,2.255,1.796,0.284
Slc25a22,-0.266,-0.413,-0.38,0.266,-0.146,-0.114,0.413,0.146,0.032,0.38,0.114,-0.032
Gm44807,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Pcsk2,-0.771,-0.133,-0.395,0.771,0.638,0.376,0.133,-0.638,-0.262,0.395,-0.376,0.262
Tcrg-C3,-0.471,3.022,-0.455,0.471,3.493,0.015,-3.022,-3.493,-3.478,0.455,-0.015,3.478
Ncapg2,0.024,-0.195,0.092,-0.024,-0.219,0.068,0.195,0.219,0.287,-0.092,-0.068,-0.287
Gm43124,-1.445,-2.287,-1.148,1.445,-0.842,0.297,2.287,0.842,1.139,1.148,-0.297,-1.139
Gm44112,,,,,,,,,,,,
Vmn2r-ps45,,,,,,,,,,,,
Vmn1r-ps58,,,,,,,,,,,,
Nr1h2,0.012,0.139,-0.005,-0.012,0.127,-0.017,-0.139,-0.127,-0.144,0.005,0.017,0.144
Stk24,-0.169,-0.107,-0.141,0.169,0.063,0.028,0.107,-0.063,-0.034,0.141,-0.028,0.034
Cbx3-ps3,0.752,-0.68,0.042,-0.752,-1.432,-0.711,0.68,1.432,0.721,-0.042,0.711,-0.721
Gm39481,,,,,,,,,,,,
Gpn3,0.168,0.236,0.145,-0.168,0.068,-0.023,-0.236,-0.068,-0.091,-0.145,0.023,0.091
Gm16061,2.154,0.951,3.408,-2.154,-1.204,1.253,-0.951,1.204,2.457,-3.408,-1.253,-2.457
Gm48108,,,,,,,,,,,,
Gm12187,-3.704,-4.126,-4.247,3.704,-0.423,-0.544,4.126,0.423,-0.121,4.247,0.544,0.121
Gm21841,,,,,,,,,,,,
Rsph9,0.088,-0.228,-0.274,-0.088,-0.316,-0.362,0.228,0.316,-0.047,0.274,0.362,0.047
Gm18357,,,,,,,,,,,,
Fyn,-0.06,0.114,-0.046,0.06,0.174,0.013,-0.114,-0.174,-0.16,0.046,-0.013,0.16
Gm49255,-1.402,0.0,0.0,1.402,1.552,1.652,0.0,-1.552,0.0,0.0,-1.652,0.0
Ighv6-7,,,,,,,,,,,,
Rps12-ps22,-3.422,-2.215,0.0,3.422,1.206,3.672,2.215,-1.206,2.466,0.0,-3.672,-2.466
Gbp2,-0.114,0.056,0.168,0.114,0.17,0.282,-0.056,-0.17,0.112,-0.168,-0.282,-0.112
Plekhm2,0.255,0.345,0.399,-0.255,0.089,0.144,-0.345,-0.089,0.054,-0.399,-0.144,-0.054
Atxn1l,0.011,0.24,0.152,-0.011,0.229,0.141,-0.24,-0.229,-0.088,-0.152,-0.141,0.088
Pip4p1,0.259,0.233,0.253,-0.259,-0.025,-0.005,-0.233,0.025,0.02,-0.253,0.005,-0.02
Gm4759,-0.108,0.206,-0.089,0.108,0.314,0.018,-0.206,-0.314,-0.296,0.089,-0.018,0.296
Il18bp,-0.267,-0.172,-0.334,0.267,0.096,-0.066,0.172,-0.096,-0.162,0.334,0.066,0.162
Rnf122,0.464,0.328,0.178,-0.464,-0.136,-0.286,-0.328,0.136,-0.15,-0.178,0.286,0.15
Gm21249,,,,,,,,,,,,
Sp7,-0.352,-4.863,-0.129,0.352,-4.511,0.0,4.863,4.511,4.733,0.129,0.0,-4.733
Olfr1288,,,,,,,,,,,,
Ptprcap,0.013,-0.061,-0.022,-0.013,-0.074,-0.035,0.061,0.074,0.039,0.022,0.035,-0.039
Msl1,0.039,0.136,0.247,-0.039,0.097,0.208,-0.136,-0.097,0.112,-0.247,-0.208,-0.112
Gm28435,,,,,,,,,,,,
Gm6479,,,,,,,,,,,,
Gm19057,,,,,,,,,,,,
Gm11858,,,,,,,,,,,,
Sp100,0.018,0.004,-0.032,-0.018,-0.014,-0.05,-0.004,0.014,-0.036,0.032,0.05,0.036
Mettl26,-0.011,-0.026,-0.001,0.011,-0.015,0.009,0.026,0.015,0.025,0.001,-0.009,-0.025
Gm6855,1.963,1.048,0.331,-1.963,-0.915,-1.632,-1.048,0.915,-0.718,-0.331,1.632,0.718
Sox12,1.051,0.049,0.597,-1.051,-1.002,-0.454,-0.049,1.002,0.548,-0.597,0.454,-0.548
Olfr576,0.0,-1.347,0.0,0.0,-1.374,0.0,1.347,1.374,1.597,0.0,0.0,-1.597
IQCF2,0.991,-0.379,-0.174,-0.991,-1.37,-1.164,0.379,1.37,0.205,0.174,1.164,-0.205
Gm16167,,,,,,,,,,,,
Psmd6,0.104,0.044,0.058,-0.104,-0.06,-0.046,-0.044,0.06,0.014,-0.058,0.046,-0.014
Gm47748,,,,,,,,,,,,
Nin,-0.039,-0.005,-0.023,0.039,0.035,0.016,0.005,-0.035,-0.018,0.023,-0.016,0.018
Atxn2,-0.27,-0.163,-0.349,0.27,0.108,-0.079,0.163,-0.108,-0.187,0.349,0.079,0.187
Wdr53,0.173,0.1,0.116,-0.173,-0.072,-0.057,-0.1,0.072,0.016,-0.116,0.057,-0.016
Gm5958,,,,,,,,,,,,
Dhx36,-0.086,-0.215,-0.208,0.086,-0.129,-0.122,0.215,0.129,0.007,0.208,0.122,-0.007
Gm21940,0.0,0.0,-1.137,0.0,0.0,-1.164,0.0,0.0,-1.286,1.137,1.164,1.286
Cyp2b13,,,,,,,,,,,,
Gm15765,,,,,,,,,,,,
Pla2g4e,-0.63,-0.99,-0.552,0.63,-0.36,0.078,0.99,0.36,0.438,0.552,-0.078,-0.438
Tubgcp3,0.228,0.165,-0.005,-0.228,-0.063,-0.234,-0.165,0.063,-0.17,0.005,0.234,0.17
Scrt1,0.601,-0.031,0.581,-0.601,-0.632,-0.02,0.031,0.632,0.613,-0.581,0.02,-0.613
Gm18692,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Urah,,,,,,,,,,,,
Gm50085,,,,,,,,,,,,
AC127331.5,,,,,,,,,,,,
Ptpmt1,0.444,0.083,0.019,-0.444,-0.361,-0.425,-0.083,0.361,-0.064,-0.019,0.425,0.064
Aldh5a1,-0.011,-0.246,0.417,0.011,-0.235,0.428,0.246,0.235,0.663,-0.417,-0.428,-0.663
Cdo1,-0.396,-0.465,-0.512,0.396,-0.069,-0.116,0.465,0.069,-0.047,0.512,0.116,0.047
Gm49884,,,,,,,,,,,,
Kcnv1,0.0,-1.347,0.0,0.0,-1.374,0.0,1.347,1.374,1.597,0.0,0.0,-1.597
Gm9560,,,,,,,,,,,,
Fkbp1a-ps3,,,,,,,,,,,,
Gm14567,-0.137,-0.573,0.033,0.137,-0.435,0.17,0.573,0.435,0.605,-0.033,-0.17,-0.605
Prss43,0.411,-0.034,0.566,-0.411,-0.444,0.155,0.034,0.444,0.599,-0.566,-0.155,-0.599
Gm44525,,,,,,,,,,,,
Ric3,0.84,1.234,1.519,-0.84,0.394,0.679,-1.234,-0.394,0.284,-1.519,-0.679,-0.284
Gm11522,,,,,,,,,,,,
Wdr47,0.035,0.23,-0.085,-0.035,0.195,-0.12,-0.23,-0.195,-0.315,0.085,0.12,0.315
Gm27179,,,,,,,,,,,,
Cep350,-0.089,-0.029,-0.037,0.089,0.06,0.053,0.029,-0.06,-0.008,0.037,-0.053,0.008
Olfr815,,,,,,,,,,,,
Gpr31b,0.991,-1.392,-2.0,-0.991,-2.383,-2.991,1.392,2.383,-0.607,2.0,2.991,0.607
Rtf2,0.083,0.107,0.096,-0.083,0.024,0.013,-0.107,-0.024,-0.011,-0.096,-0.013,0.011
Gm10053,0.112,-0.234,0.081,-0.112,-0.346,-0.031,0.234,0.346,0.315,-0.081,0.031,-0.315
Ap1g2,0.038,0.006,-0.061,-0.038,-0.031,-0.098,-0.006,0.031,-0.067,0.061,0.098,0.067
Nkd2,-0.137,-0.133,-0.174,0.137,0.004,-0.037,0.133,-0.004,-0.041,0.174,0.037,0.041
Gm21310,,,,,,,,,,,,
Gm38697,,,,,,,,,,,,
Gm14752,0.647,0.672,0.454,-0.647,0.025,-0.193,-0.672,-0.025,-0.218,-0.454,0.193,0.218
Gm8039,,,,,,,,,,,,
Nepn,0.0,0.0,-1.137,0.0,0.0,-1.164,0.0,0.0,-1.286,1.137,1.164,1.286
Ssh3,0.334,0.418,0.51,-0.334,0.084,0.176,-0.418,-0.084,0.092,-0.51,-0.176,-0.092
Gm47994,0.992,-0.303,1.214,-0.992,-1.294,0.0,0.303,1.294,1.517,-1.214,0.0,-1.517
Nt5c3b,-0.009,-0.088,-0.11,0.009,-0.078,-0.101,0.088,0.078,-0.023,0.11,0.101,0.023
Olfr292,,,,,,,,,,,,
Selenow,0.099,0.261,0.186,-0.099,0.162,0.087,-0.261,-0.162,-0.075,-0.186,-0.087,0.075
Gm12696,-0.847,-1.432,-0.63,0.847,-0.584,0.217,1.432,0.584,0.802,0.63,-0.217,-0.802
Rps13-ps4,-0.923,-1.056,-0.763,0.923,-0.133,0.16,1.056,0.133,0.292,0.763,-0.16,-0.292
Cd8a,0.153,0.01,0.021,-0.153,-0.142,-0.132,-0.01,0.142,0.01,-0.021,0.132,-0.01
A4galt,-0.689,-0.547,-0.186,0.689,0.142,0.503,0.547,-0.142,0.361,0.186,-0.503,-0.361
Fam57a,0.145,-0.144,0.192,-0.145,-0.29,0.047,0.144,0.29,0.337,-0.192,-0.047,-0.337
Dcstamp,,,,,,,,,,,,
Gm16378,,,,,,,,,,,,
Gm14998,,,,,,,,,,,,
Clrn1,-0.558,0.277,-0.066,0.558,0.834,0.492,-0.277,-0.834,-0.342,0.066,-0.492,0.342
Ybey,0.176,0.045,-0.027,-0.176,-0.131,-0.203,-0.045,0.131,-0.071,0.027,0.203,0.071
Pdpn,0.0,0.0,-1.339,0.0,0.0,-1.367,0.0,0.0,-1.489,1.339,1.367,1.489
Gm8232,,,,,,,,,,,,
Gm9249,,,,,,,,,,,,
Rpl31-ps1,-1.469,1.104,-2.062,1.469,2.573,-0.594,-1.104,-2.573,-3.166,2.062,0.594,3.166
