gene_name,P2_Arm,P3_Arm,P4_Arm,P5_Arm,P6_Arm,P7_Arm,P8_Arm,P9_Arm,P10_Arm,P2_Cl13,P3_Cl13,P4_Cl13,P5_Cl13,P6_Cl13,P7_Cl13,P8_Cl13,P9_Cl13,P10_Cl13
Kdsr,0.15021624,0.12042798,0.13994953,0.15401523,0.13429174,0.28342935,0.18128502,0.24780005,0.24427713,0.14359283,0.1345806,0.12830053,0.1788268,0.12372159,0.24530728,0.2649002,0.20267354,0.2945846
Vps4b,0.21168314,0.23262884,0.23387986,0.20464996,0.257675,0.27036113,0.20520227,0.21785577,0.30133265,0.21847765,0.24616195,0.26813602,0.20051044,0.24598064,0.23466071,0.20709582,0.22544836,0.20252803
Tsn,2.8661594,2.2432785,2.5557525,2.5453198,2.343162,1.7609966,1.6896727,1.5504398,1.4929619,3.083224,2.2113824,2.5920172,2.6425233,2.3126743,1.9965281,1.9723372,1.9816043,2.764641
Ptpn4,0.17633757,0.30426693,0.23886386,0.21890059,0.30508673,0.32359028,0.5504938,0.6376664,0.84334296,0.16376336,0.2646402,0.18139397,0.23791735,0.33215538,0.17226954,0.49900204,0.44791704,0.43307102
Dbi,4.923202,6.335318,5.984487,6.6249814,6.4134173,3.9195046,3.5979455,2.2073123,2.010961,5.00006,5.9048004,5.9888377,6.358391,6.0327487,4.3447056,3.2574804,3.6081254,3.7427754
Insig2,0.17787097,0.14576006,0.16705802,0.13579562,0.20466441,0.16639622,0.2739668,0.23419614,0.2225355,0.16586043,0.20508678,0.15474665,0.18511438,0.25631437,0.19499533,0.23083153,0.26720306,0.24983448
Ddx18,0.9536299,0.3503346,0.60781956,0.63585335,0.543582,0.5707426,0.49064103,0.4774851,0.44393447,1.0911369,0.3945658,0.62349343,0.671723,0.6042251,0.6236378,0.51359165,0.5016812,0.6006819
Actr3,6.7956862,8.887306,7.874133,7.4956617,8.949203,6.916396,9.22659,7.5086803,6.77264,6.819797,8.9796295,8.4237385,7.9649377,9.540973,7.1856976,7.9129696,8.859558,9.154239
Tmem163,0.3543873,0.43978423,0.3967524,0.41345665,0.34473568,0.13309908,0.5743586,0.37395942,0.56010073,0.33795783,0.5327261,0.4882485,0.45360452,0.37009096,0.1781445,1.0036228,0.6228083,0.8284774
Zranb3,0.06705939,0.089335606,0.07112001,0.06626622,0.039441835,0.025515309,0.002721668,0.005568323,0.0056169373,0.03740733,0.09544837,0.081809685,0.07238743,0.03395348,0.021542203,0.018837124,0.0063573625,0.0
Mcm6,3.426686,2.1405559,2.9969163,3.8319333,2.647344,1.492724,1.6904602,0.88890994,0.8333826,3.632733,2.3069737,2.9550757,4.380929,2.6218736,1.8285685,2.3086133,1.9438859,2.474334
Dars,1.1317254,0.61672187,0.86636394,0.82710004,0.72159576,0.8357997,0.8169857,0.56858075,0.48992038,1.2168449,0.71446663,0.9546967,0.7877822,0.7853536,0.77905005,0.6906583,0.6153917,0.54878545
Cxcr4,0.491887,0.40520537,0.4559157,0.31558976,0.19509192,0.40986642,0.28636137,0.24695003,0.24856237,0.6280947,0.7943251,0.6402812,0.53731143,0.4079076,0.78008044,0.35777327,0.42968565,0.4242918
Cd55,0.073851444,0.12464585,0.11607265,0.107445545,0.15273163,0.16751085,0.106538154,0.25017115,0.08008261,0.040644635,0.104895845,0.09761563,0.103026845,0.14387077,0.08531572,0.146258,0.16664615,0.2809844
Mapkapk2,0.41711682,0.38278967,0.40375638,0.36093426,0.4060543,0.3289542,0.4385259,0.33514613,0.35309777,0.42935666,0.4015754,0.3741953,0.3569362,0.36600316,0.36169052,0.5028098,0.42134553,0.37687474
Dyrk3,0.065945774,0.03960588,0.05671247,0.06039606,0.056741897,0.027628185,0.049651913,0.028544705,0.019963652,0.04536536,0.022795308,0.055069868,0.05240025,0.036745526,0.0154738845,0.027731886,0.0522238,0.026128063
Rassf5,0.74214077,0.83013946,0.81769854,0.76358974,0.8570328,1.18369,0.93851435,1.2909288,1.3785815,0.7632252,0.8902634,0.8249864,0.81870097,0.9215337,1.1544787,1.3628325,1.390647,1.2516801
Ikbke,0.12170509,0.12299088,0.13066027,0.10774391,0.1150795,0.36105505,0.11191439,0.28214273,0.21175367,0.101412214,0.10940239,0.12551706,0.14691709,0.15687324,0.3273528,0.20751572,0.22263716,0.23257592
Srgap2,0.16491568,0.3357816,0.23258631,0.16624615,0.16255362,0.18778425,0.24355033,0.26027262,0.3274049,0.093639866,0.31552014,0.22473033,0.1383301,0.09882656,0.09812423,0.15934686,0.17796066,0.14183983
Mdm4,0.056009263,0.06580177,0.0707299,0.050182544,0.053004164,0.04653283,0.0928706,0.10137794,0.11970858,0.07175958,0.097527176,0.07067002,0.049796905,0.041343693,0.049817443,0.08310903,0.03490829,0.05983161
Snrpe,9.6493,9.0786,9.077369,9.815771,8.6852455,6.6805215,5.5836816,5.166525,4.594411,9.780598,9.13882,9.295809,9.499884,8.751054,7.1796217,6.6953583,6.11003,6.619186
Lax1,0.24001227,0.45874792,0.35920542,0.3945966,0.39230004,0.6596298,0.9889779,0.8348464,0.76069504,0.31490436,0.54775614,0.3881748,0.4489604,0.54022145,0.7183494,1.1673713,0.83361924,0.6130314
Atp2b4,0.34931707,0.55500853,0.44400683,0.35799113,0.44869775,0.3955934,0.7068963,0.70057464,0.79628664,0.21086098,0.51950884,0.42528927,0.32073006,0.42892784,0.2549325,0.7439048,0.71936166,0.8478345
Btg2,1.4978154,2.707737,2.254122,2.0760555,2.3723745,3.0428379,3.8965142,5.4583793,6.1526427,1.0257661,2.208501,1.7497349,1.8865399,2.264387,2.3030899,3.583551,3.774692,3.3798044
Tmem183a,0.56940556,0.37301087,0.44442895,0.44032082,0.44772187,0.36895606,0.38393477,0.33221197,0.34619603,0.5641546,0.39337504,0.48238325,0.46373743,0.49360818,0.3668816,0.37675542,0.42974076,0.42127755
Ppp1r12b,0.026232332,0.028522832,0.03022982,0.030289337,0.01990747,0.015440189,0.033258222,0.036628596,0.060939778,0.018154161,0.019945273,0.024117993,0.022078691,0.021980423,0.018733373,0.04478185,0.010864645,0.03404381
Rnpep,0.99834675,0.7615089,1.003966,0.9266875,0.9199012,0.5584693,0.6269136,0.42890272,0.41526997,1.1003758,0.6426188,0.9311955,0.8420337,0.8480429,0.5360787,0.45854613,0.54852456,0.35669518
Timm17a,1.9895352,1.1062653,1.4634264,1.4536877,1.3565751,1.173133,1.1329595,0.9810178,0.83211005,1.9867795,1.163564,1.5176069,1.46678,1.3483857,1.1009823,1.0017372,1.0359954,0.9457513
Ipo9,0.2636205,0.18621814,0.21851216,0.25482708,0.15853217,0.11603251,0.062200036,0.12614004,0.12717584,0.25077024,0.21124639,0.20683108,0.30961123,0.17613807,0.15582079,0.14941977,0.12381721,0.110321656
Camsap2,0.054258198,0.03669883,0.04045533,0.042919293,0.023037009,0.105380006,0.023841513,0.078021415,0.07987228,0.044036493,0.023180598,0.017574672,0.02300577,0.018010505,0.049411565,0.025301093,0.038594574,0.057667356
Ptprc,7.412988,11.878231,10.040015,8.470175,10.198658,13.613963,15.607166,15.563719,19.379162,7.2723856,11.76635,10.310107,9.228723,10.091312,11.596352,12.48459,13.871201,13.477692
Nek7,0.6457437,0.6676313,0.62369263,0.5794359,0.64521736,1.1253201,0.81945425,0.89939743,0.7746408,0.8092098,0.8602741,0.8618735,0.75790626,0.91153085,1.2156954,0.7460728,1.0239673,1.1938752
2310009B15Rik,0.29529455,0.1945539,0.26491967,0.31364477,0.27717015,0.24671197,0.26676154,0.19799858,0.16914271,0.31430694,0.2614899,0.25855434,0.28462628,0.29661813,0.27529404,0.3180443,0.27175286,0.20745945
Cdc73,0.51601326,0.4299938,0.47404498,0.4040785,0.40775403,0.44151148,0.37632328,0.49735308,0.5561767,0.49073583,0.45919785,0.49851966,0.42570394,0.41261852,0.472138,0.4366426,0.4162782,0.52613467
Ro60,0.015311864,0.018637937,0.018125113,0.018074794,0.017756175,0.02466372,0.03466005,0.025066767,0.041443318,0.028357014,0.016018296,0.015714355,0.012062729,0.01667346,0.024848646,0.04147473,0.025911056,0.066090114
Rgs2,0.50160265,0.71843016,0.69080424,0.5714458,0.58668625,0.9156604,1.1169521,1.1421216,1.3003461,0.47343653,0.67076635,0.5839825,0.6379919,0.6512852,0.7898067,0.5027662,0.9480296,0.87651664
Rgs1,1.5558951,2.0404904,1.8602742,1.9257653,2.0373108,1.0039883,3.1499853,1.8250993,1.1305127,1.0212823,1.3107107,1.3724867,1.4562557,1.874591,0.9788653,1.5308981,2.6744556,3.5559416
Odr4,0.2877812,0.21142577,0.25754237,0.28741735,0.28520668,0.23501949,0.3560993,0.24068104,0.31087607,0.24426498,0.24317853,0.22307788,0.26682386,0.2802949,0.2754672,0.30301762,0.27117547,0.28448492
Swt1,0.17129138,0.184516,0.18576598,0.16128734,0.1705664,0.29135388,0.2537638,0.29632187,0.2807801,0.20026368,0.20478505,0.17438848,0.14410144,0.23285724,0.21457508,0.25257513,0.24162051,0.3688591
Rnf2,0.042432882,0.04411785,0.03694047,0.034165684,0.02742704,0.06903063,0.023209734,0.043472786,0.044850934,0.06619359,0.074660875,0.07014868,0.06841386,0.056312293,0.064298324,0.04808085,0.052039687,0.054665104
1700025G04Rik,0.08556638,0.20629928,0.14774533,0.17466527,0.1328486,0.14523809,0.102790385,0.118532784,0.26194972,0.061203245,0.056792196,0.058596313,0.10945984,0.061773315,0.057635915,0.037900135,0.09481975,0.075130366
Tsen15,0.2429045,0.10883761,0.1500832,0.20853879,0.19648738,0.09849734,0.08593642,0.062052485,0.06213943,0.19099863,0.10009995,0.09555415,0.13521168,0.119631365,0.086391404,0.10601391,0.07268345,0.15596455
Smg7,0.37000266,0.3415713,0.3298206,0.38015065,0.36151835,0.40636262,0.36574057,0.42854446,0.4091556,0.37397426,0.35386392,0.36253265,0.4092542,0.3472573,0.39633796,0.33168122,0.37732494,0.34310186
Lamc1,0.16414241,0.18238156,0.19073416,0.16815543,0.18695715,0.07757451,0.23857056,0.23191702,0.30738705,0.18168639,0.18720189,0.18772681,0.17911808,0.1902466,0.064933784,0.2147417,0.17408684,0.23276684
Dhx9,1.598444,1.1302693,1.355681,1.2790785,1.2215148,1.1236128,0.876089,0.921334,0.9334112,1.7676269,1.3022891,1.4598726,1.4515892,1.1854712,1.095362,1.0563862,0.8232288,1.1654891
Cacna1e,0.00013327418,0.0,0.00014540565,0.0,0.0,0.0,0.0,7.412063e-05,8.678781e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xpr1,0.08121379,0.109709255,0.09750172,0.08969925,0.08512861,0.107778534,0.20202969,0.16436942,0.19675688,0.091202304,0.0923812,0.079923525,0.06875855,0.089776665,0.09891523,0.12051984,0.12504965,0.07493593
Qsox1,0.10248537,0.16804631,0.13576329,0.15120474,0.15765002,0.22746228,0.14327098,0.2074717,0.1983587,0.09404547,0.16291437,0.152425,0.14625959,0.17869455,0.1798135,0.23508681,0.26467282,0.16836137
Cep350,0.3849228,0.5895903,0.49295798,0.41391408,0.41708565,0.51246864,0.6103509,0.70215845,0.7858277,0.40596437,0.6762323,0.51708364,0.50449306,0.4397178,0.56355417,0.62709755,0.54572725,0.48593828
Tor1aip1,0.59564626,0.7866395,0.6807823,0.6689516,0.7894328,0.846144,1.0498179,1.1534269,0.81850624,0.62842274,0.87942713,0.7398721,0.6749447,0.7816358,0.8606249,0.8233837,0.9220824,0.6842028
Soat1,0.20189086,0.23351748,0.22586535,0.23209125,0.24847916,0.18082023,0.20610325,0.19551003,0.15507609,0.15461218,0.21516846,0.1943104,0.18279773,0.23851062,0.21707322,0.21201958,0.2734706,0.20787255
Tor3a,0.05187983,0.033943344,0.04540537,0.04011068,0.056508876,0.14078113,0.0364629,0.09282778,0.054213095,0.0613879,0.030418826,0.03278097,0.037313804,0.042751867,0.10185307,0.08731313,0.059508555,0.039696705
Fam20b,0.11612618,0.07455624,0.09701214,0.10070519,0.09876533,0.090957016,0.06535697,0.09456291,0.10254452,0.10157986,0.07423394,0.09095128,0.11202285,0.095420875,0.051440332,0.07518304,0.038085368,0.024755187
Ralgps2,0.059734806,0.07550175,0.06331948,0.06669265,0.044415873,0.11782576,0.07099057,0.049051084,0.054264776,0.039859634,0.026991423,0.04076172,0.03747474,0.025522836,0.037443504,0.018427232,0.011372319,0.03047937
Rasal2,0.0079713715,0.004239954,0.0059648138,0.00287984,0.0018826711,0.0008129768,0.0,0.0015022962,4.8824e-05,0.017949754,0.017362513,0.011756371,0.006405024,0.001352833,0.0018099247,0.029347135,0.012357045,0.059884142
Cacybp,3.9787061,1.6364665,2.380277,2.5510356,2.4109552,1.6104845,1.110418,1.0240648,0.9962015,3.6850352,1.5643814,2.1720726,2.1052625,2.0098968,1.701258,1.235194,1.2859007,1.2210364
Rabgap1l,0.18764059,0.25565645,0.2399399,0.16824819,0.22766092,0.5498583,0.42466882,0.580721,0.587749,0.32848048,0.4827522,0.37391365,0.40974164,0.32215905,0.6373834,0.75704366,0.50498736,0.62512267
Zbtb37,0.042958893,0.05240875,0.044004496,0.041475467,0.049756516,0.08745282,0.092019945,0.12367404,0.1309282,0.046897735,0.050547343,0.036851227,0.036225613,0.046779737,0.069714375,0.122707,0.09747809,0.07357249
Dars2,0.16736476,0.15348393,0.1620802,0.14840774,0.123324856,0.1157283,0.07619766,0.056905728,0.05696367,0.15464324,0.19109528,0.17894095,0.1539779,0.13306753,0.073285334,0.078050755,0.06266,0.13855691
Klhl20,0.09046544,0.09264974,0.09109941,0.08612425,0.08156894,0.12081897,0.16438155,0.12929516,0.16188739,0.09420868,0.120576724,0.08361734,0.082297966,0.100511745,0.1660959,0.17804995,0.11301747,0.089226484
Prdx6,2.0602915,1.3667171,1.6017598,1.6128467,1.5763954,2.0783174,1.6582876,1.896812,1.6339991,2.1347,1.7880361,2.0179424,1.9701594,2.0661962,2.149656,1.7908508,2.1432974,1.8552179
Fasl,0.14791547,0.41532418,0.27892756,0.30153555,0.35455233,0.15213925,0.8035344,0.8621366,1.2351465,0.13163295,0.28042465,0.23954387,0.27232352,0.34633496,0.08455725,0.5243349,0.5105567,0.50859857
Suco,0.3385056,0.58723855,0.4724172,0.46514046,0.44528127,0.5450176,0.790237,0.8165967,0.9266068,0.34974188,0.60662824,0.51630116,0.5472025,0.4687342,0.44726753,0.49216253,0.70038545,0.9731075
Dnm3,0.003149933,0.004129285,0.0059972946,0.010311342,0.007693614,0.004443418,0.0019089037,0.0009494415,0.0013798175,0.0028894101,0.008144101,0.007112619,0.0073277485,0.0109710395,0.0017510189,0.016312264,0.011792326,0.080914535
Prrc2c,3.9294434,3.3669994,3.7082229,3.158294,3.4125857,4.9532747,3.7195933,4.303018,3.7690828,3.7327504,3.8614242,3.8883085,3.5205016,3.6631122,4.997015,3.6988606,4.145187,3.5312042
Gorab,0.05655417,0.03863348,0.049781755,0.07703885,0.048959784,0.046789918,0.030725695,0.031045614,0.03700611,0.098189674,0.053228293,0.043648735,0.06618443,0.057384275,0.030976163,0.061943118,0.07959027,0.10296141
BC055324,0.051890135,0.049727764,0.0482301,0.074082606,0.028933331,0.015541077,0.032913677,0.0025179014,0.0054867673,0.044091385,0.060834166,0.05106445,0.064967066,0.017403608,0.014033306,0.022094425,0.0150575815,0.0
Blzf1,0.08708747,0.07642427,0.080288865,0.065071456,0.106225014,0.10237561,0.045965906,0.06638881,0.053359944,0.068505816,0.0740857,0.096159376,0.06752801,0.08172444,0.07095157,0.07315399,0.070441805,0.09713906
Atp1b1,0.021336503,0.02668915,0.033838343,0.028007768,0.016833177,0.010440072,0.0,0.019768218,0.01508035,0.0075270026,0.011770542,0.008678068,0.013858206,0.004865644,0.0064678406,0.006336415,0.010672061,0.0
Xcl1,0.45236045,0.09744322,0.2665275,0.18322621,0.18206087,0.8546449,0.08027876,0.070698105,0.024219833,1.6283413,0.31017748,0.28037456,0.77650887,0.35051414,3.3059514,0.43764725,0.21377951,0.040741526
Sft2d2,0.22492751,0.20170824,0.22427839,0.22188625,0.20807943,0.2642221,0.073931515,0.2217109,0.20917585,0.22490153,0.21643525,0.2048813,0.21793325,0.23123555,0.31287387,0.2509299,0.29687133,0.26324475
Tiprl,0.93373626,1.0432004,0.95941705,0.8784455,0.9363502,0.86377126,0.90851885,0.7757727,0.81012315,1.0540583,1.0899532,1.0816398,0.991984,0.9803363,1.1030221,0.833165,0.90341663,1.1182594
Dcaf6,0.03073861,0.037417393,0.03670391,0.03639769,0.035693783,0.05933889,0.05575037,0.08160395,0.08790928,0.028845834,0.040906295,0.033307437,0.025487095,0.044107333,0.08057505,0.083794296,0.049579535,0.04427165
Rcsd1,0.6157187,0.7134907,0.71919775,0.5940934,0.5956903,0.5843524,0.4715049,0.51087815,0.3093614,0.47129703,0.71922666,0.6581974,0.52897346,0.51180863,0.48181555,0.46254805,0.48510978,0.5215992
Pou2f1,0.05727513,0.11180737,0.06517587,0.06430468,0.041719362,0.06393957,0.0637065,0.08637604,0.07809374,0.06552526,0.11088422,0.070162125,0.05862951,0.041283093,0.06700269,0.044715274,0.028883861,0.049726304
Pogk,0.0065154247,0.007619295,0.007921163,0.008585892,0.010821796,0.0057509644,0.003353002,0.017618617,0.017939664,0.0053509017,0.011415773,0.00506729,0.007190161,0.0015810129,0.011263896,0.015464229,0.013452763,0.0
Uck2,1.1311178,0.6296855,0.8586064,0.9181502,0.7115363,0.46144733,0.30088308,0.33871755,0.42550293,1.0837934,0.5529686,0.7719245,0.86841357,0.5827746,0.49257207,0.33039227,0.35130423,0.40385088
Mgst3,0.19183545,0.17050783,0.22055,0.20773762,0.22114423,0.10825529,0.06669565,0.07637244,0.085472465,0.10887902,0.13641967,0.18104398,0.16207445,0.15647867,0.09039337,0.10034212,0.13166875,0.064847186
Pbx1,0.0022987498,0.0011733166,0.0008600084,0.00013892216,0.0,0.0016177791,0.0,3.5402838e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuf2,0.36172238,0.7216899,0.48846588,0.32767966,0.23253934,0.10987111,0.015104111,0.01614758,0.007429581,0.3126163,0.7707878,0.63039744,0.33918077,0.22759604,0.07637841,0.052752428,0.045781963,0.0
Hsd17b7,0.06559346,0.05415519,0.05545002,0.09067209,0.0700542,0.034341466,0.089836925,0.029498186,0.02148204,0.10259067,0.057085242,0.09203137,0.08192666,0.057044644,0.057570707,0.048273586,0.05168042,0.06721332
Uap1,0.40434474,0.3338705,0.39545172,0.3944819,0.3981952,0.21503446,0.23842262,0.23302417,0.29697993,0.2839942,0.25691086,0.30270332,0.3545963,0.2986383,0.18653649,0.17172551,0.19610569,0.26540756
Uhmk1,0.39023656,0.341131,0.38428524,0.41738084,0.43244138,0.41834727,0.3993679,0.4486282,0.50109255,0.40280503,0.3501665,0.37890822,0.38176954,0.39765176,0.3721879,0.41621095,0.5174232,0.74968666
Atf6,0.2460767,0.30078202,0.2515009,0.2925539,0.24433717,0.27537468,0.39177093,0.46066326,0.42437327,0.30787086,0.3523274,0.34628955,0.36239034,0.28519696,0.2864883,0.4598535,0.42599526,0.26621747
Dusp12,0.19756079,0.12552686,0.14081538,0.14961213,0.14018863,0.17267007,0.12633581,0.15150936,0.13657679,0.17897768,0.12650464,0.1382621,0.12769917,0.14733838,0.16027421,0.16420612,0.11072579,0.16221073
Fcrla,0.0011405455,0.0035049154,0.0016538501,0.0009280807,0.0016823552,0.0,0.0,0.0010502744,0.00074026454,0.003084605,0.0010529524,0.0021906719,0.0,0.00016772143,0.00027444155,0.007814696,0.0029955404,0.0
Fcgr2b,0.02283367,0.07867559,0.029919088,0.027177602,0.060251333,0.04784482,0.0835927,0.25120395,0.52960193,0.013105412,0.0129248975,0.008386573,0.0047759335,0.01607043,0.019987142,0.05597365,0.059448395,0.08637885
Sdhc,0.96466124,0.7833243,0.87473047,0.8948138,0.8664299,0.64014375,0.7877114,0.6428303,0.62998205,0.9586405,0.8141382,0.92007196,0.84663683,0.85605675,0.70862615,0.7682007,0.5948108,0.51949275
Fcer1g,0.2537274,0.16552818,0.41144744,0.16819087,0.26002517,0.19274952,0.10445852,0.10795104,0.099649474,0.20439366,0.28938287,0.2808258,0.31206572,0.3984628,0.09031272,0.45996812,0.29484496,0.92910534
Ndufs2,1.8480837,1.6002308,1.7810838,1.6406795,1.7739599,1.4524646,1.2130587,1.0626518,1.0968515,1.8679357,1.5821599,1.7913989,1.5986296,1.6539494,1.6912953,1.1119475,1.4271085,1.4280235
Usp21,0.02738222,0.036440123,0.026233003,0.024287758,0.027676163,0.02090233,0.027771812,0.04954071,0.05333039,0.015658231,0.049514007,0.02598007,0.02707554,0.03689882,0.04837493,0.025509503,0.008417856,0.0
Ufc1,1.776115,1.780853,1.9324658,1.930635,2.1090078,1.8094969,2.2842686,1.6447434,1.4172955,1.8877112,1.9061613,2.0790703,1.9930298,2.2541084,2.1659873,1.9141104,2.1147215,2.4027607
Ly9,0.58732766,0.5990356,0.6034924,0.54881203,0.6796929,0.7277097,0.7879902,0.7709108,0.7148612,0.5485722,0.675656,0.59755594,0.5698853,0.7007944,0.67363137,0.58314484,0.568291,0.45743126
Slamf7,0.57478553,1.0795008,0.8060372,0.7931406,0.9134788,0.8479079,1.5205984,1.2003872,1.4632374,0.55126345,1.0341779,0.7755467,0.8275948,0.9469877,0.9073825,1.6485298,1.2970864,1.2453535
Ncstn,0.2307501,0.25010297,0.24742058,0.20616688,0.23013687,0.22243118,0.19548753,0.26321056,0.3088184,0.25345552,0.29719657,0.25827917,0.21799307,0.272011,0.28095973,0.29765472,0.2832246,0.38101575
Pea15a,0.14004005,0.17803495,0.16886456,0.16864239,0.2608346,0.21397725,0.27131546,0.29766598,0.48721352,0.11757882,0.17118317,0.15548605,0.15737616,0.24220258,0.12787786,0.24868773,0.2973784,0.32486862
Ifi206,0.36385083,1.0194337,0.68553597,0.6005495,0.93401545,1.7070035,1.6747634,2.0808558,1.3445429,0.36452854,1.3142809,0.8205232,0.8915281,1.2052273,1.6950421,2.1816757,2.0633047,1.5486906
Ifi214,0.12787634,0.4315828,0.25308818,0.2613908,0.46976748,0.7315883,1.0769999,1.0300845,0.7554796,0.12981239,0.5068102,0.2856252,0.355641,0.47884163,0.61931354,0.980268,1.0189705,1.1207378
Ifi213,0.10396883,0.17837806,0.15177654,0.14074937,0.23868212,0.64493454,0.5580105,0.8234524,0.43253195,0.114418656,0.36813807,0.19265905,0.22608472,0.38247958,0.80716014,1.1267848,0.8374811,1.0724634
Ifi207,0.0123680215,0.00042899145,0.018191349,0.0018097736,0.004298211,0.010923292,0.0,0.0050624,0.007646813,0.0029031145,0.0039299186,0.002974934,0.00024234806,8.667525e-05,0.001279154,0.013110283,0.006473709,0.0
Ifi204,0.045990627,0.02907964,0.053610962,0.03482036,0.038437717,0.04944161,0.024364859,0.07136032,0.010046749,0.040954925,0.04523645,0.029572578,0.033857193,0.025252825,0.098888904,0.12136838,0.1781268,0.0
Mndal,1.0820209,1.6289668,1.4172128,1.3169179,1.749405,2.264338,1.8604747,2.29991,1.6866643,1.0926132,1.886042,1.5877055,1.4951915,2.0845926,2.5757337,2.4048972,2.457241,2.1585972
Ifi211,0.16603917,0.076722965,0.12661223,0.1270972,0.102062605,0.17915279,0.042916793,0.078656204,0.018909816,0.18733859,0.09677829,0.09540602,0.13610713,0.12477321,0.3850961,0.10385826,0.1069273,0.10549162
Ifi203,0.9124134,1.4698019,1.2699059,1.1170298,1.6516931,2.5940998,2.496641,2.9759614,2.1555212,1.0410569,1.9314228,1.5104625,1.4793643,1.9817308,2.5967252,2.8462522,2.7641287,2.3255677
