gene_name,P2_Arm,P3_Arm,P4_Arm,P5_Arm,P6_Arm,P7_Arm,P8_Arm,P9_Arm,P10_Arm,P2_Cl13,P3_Cl13,P4_Cl13,P5_Cl13,P6_Cl13,P7_Cl13,P8_Cl13,P9_Cl13,P10_Cl13
Kdsr,0.0854811,0.07532372,0.08973711,0.09617769,0.100747466,0.14530317,0.09381401,0.11256168,0.11695985,0.12747045,0.08152262,0.09099176,0.1411189,0.07731243,0.17066677,0.07098909,0.069002494,0.039051507
Vps4b,0.49914908,0.58150333,0.5833593,0.4984119,0.59843844,0.5379212,0.39565477,0.52747685,0.50143903,0.4181004,0.5476141,0.63504106,0.60638297,0.6665838,0.6219543,0.47204182,0.5794021,0.542461
Tsn,0.19196327,0.14950639,0.18251185,0.16887645,0.15460366,0.11260056,0.13200766,0.07715259,0.053614255,0.14345858,0.12321218,0.1760488,0.15175338,0.13226871,0.11045345,0.070287436,0.14074273,0.07619677
Ptpn4,1.5391262,1.0683378,1.0926695,1.2392975,1.2365677,1.627149,1.0924479,1.5104692,1.6772288,1.6404401,1.1409324,1.1540992,1.2032039,1.1866775,1.214617,1.8261589,1.3709692,1.4706452
Dbi,0.032814357,0.01690196,0.024218814,0.023069441,0.018591743,0.01202201,0.0024245456,0.005783501,0.0012118359,0.00998717,0.018056,0.0269339,0.017728837,0.018037023,0.013851521,0.010906851,0.01641743,0.0
Insig2,0.07328121,0.06555924,0.07001529,0.06352194,0.0850577,0.05955212,0.08641065,0.056071896,0.06098953,0.061576642,0.094726644,0.075568706,0.04323855,0.101584524,0.09945654,0.121078014,0.13692124,0.059213366
Ddx18,0.13951978,0.06077018,0.110514775,0.12795685,0.13268493,0.10766933,0.16293086,0.08241553,0.09206679,0.17617695,0.06638234,0.07576798,0.10201184,0.12399068,0.09046795,0.07083626,0.067724064,0.06305024
Actr3,1.4680319,1.6491523,1.6689109,1.6145461,1.75127,1.4460016,1.5928521,1.7450347,1.6963305,1.5886316,1.7811437,1.7330298,1.6170135,1.8494781,1.6996287,2.0091531,1.8197771,1.44853
Tmem163,6.82773,6.5348997,6.4930954,7.3012586,6.045684,2.011726,9.947778,6.565497,9.015999,6.1517615,7.5582814,7.216858,8.230922,6.9687185,2.6236389,16.956648,10.437718,12.278351
Zranb3,0.43402034,0.2738685,0.27354455,0.55620325,0.2715366,0.2523369,0.08797738,0.07570571,0.022510009,0.50881934,0.31038308,0.24000354,0.51827914,0.22518125,0.12487545,0.25337696,0.09619571,0.1025845
Mcm6,2.0757122,1.3351709,1.6844712,2.0568993,1.5996121,0.6608664,0.5819654,0.33296362,0.37413108,2.0798626,1.2695229,1.7477808,2.216044,1.3611447,0.6822566,0.85718083,0.6117656,0.70366096
Dars,0.27864394,0.19402069,0.25212315,0.22620761,0.22854264,0.1423061,0.25330955,0.1872157,0.18658917,0.3447972,0.27195245,0.3032422,0.2302627,0.263494,0.2883305,0.45917124,0.2402449,0.4284355
Cxcr4,0.030280985,0.01623141,0.025262572,0.019671628,0.019092793,0.029693248,0.0017715966,0.0079196235,0.006373519,0.014474436,0.028129276,0.031348858,0.017388066,0.015750406,0.021186506,0.011604068,0.012741564,0.0
Cd55,0.03692075,0.113227434,0.07625934,0.052671466,0.08133038,0.10702289,0.07616469,0.1569654,0.04087734,0.023405226,0.08533341,0.044526003,0.027970705,0.052027818,0.05568352,0.06273785,0.102157496,0.0987452
Mapkapk2,0.6076243,0.7366976,0.707755,0.6565379,0.7540948,0.57487065,0.6693432,0.5226005,0.42606112,0.50193775,0.64727974,0.62859535,0.6491412,0.6330622,0.57031554,0.4551201,0.8134667,0.78049093
Dyrk3,0.09416594,0.06665005,0.07332478,0.06764384,0.09011808,0.027429828,0.058350757,0.0155010875,0.009743746,0.039832707,0.017353775,0.036805324,0.032446776,0.02015552,0.021150235,0.008206694,0.035952907,0.025589893
Rassf5,0.05296264,0.06329229,0.05953749,0.051013134,0.06723412,0.0654656,0.089170076,0.06145332,0.043651763,0.059276458,0.034092296,0.04302954,0.037268553,0.06536702,0.043110494,0.041070525,0.048338503,0.04183421
Ikbke,0.10214537,0.08457387,0.1115222,0.1029059,0.10734203,0.20158125,0.0780466,0.1464364,0.07306155,0.09463462,0.09956751,0.118747264,0.068549074,0.13725564,0.24430127,0.17197473,0.1533441,0.017549543
Srgap2,1.4362309,2.3649623,1.7670493,1.588673,1.0625628,1.292238,1.3696449,1.6566647,1.8592607,1.3177705,2.0395064,1.5958258,1.1921159,0.7328395,0.8483355,1.2700641,0.8841173,0.90670735
Mdm4,0.45046794,0.50735223,0.47090802,0.3823525,0.43137833,0.3990464,0.49764743,0.4872365,0.51654315,0.49398342,0.5390435,0.47464067,0.48807448,0.47413573,0.41614178,0.53927654,0.53821975,0.5213505
Snrpe,0.33981314,0.25467744,0.28280905,0.35101855,0.28837055,0.13811843,0.14975242,0.08812831,0.070054166,0.3185197,0.20923825,0.23937298,0.25791568,0.19168206,0.124746114,0.0855286,0.10255571,0.18141131
Lax1,0.21674836,0.40320298,0.34078267,0.3497215,0.42182502,0.5910886,0.8051288,0.8115886,0.71668553,0.3180365,0.44537818,0.3549161,0.41285145,0.50257766,0.6768664,1.0536073,0.8448709,0.8335118
Atp2b4,0.39538816,0.6791223,0.5414743,0.486327,0.5272565,0.41901672,0.7096861,0.66742074,0.80385923,0.361753,0.6313021,0.42478597,0.34199965,0.4496276,0.26502484,0.7437749,0.5900528,0.663322
Btg2,0.07608296,0.11394516,0.10531815,0.10903732,0.10623898,0.1058158,0.20541865,0.21878624,0.24783881,0.070123784,0.07123336,0.05788042,0.059481706,0.069802545,0.044946436,0.15971965,0.12453997,0.1491835
Tmem183a,0.18831785,0.19113398,0.17538007,0.17158268,0.1945365,0.14999664,0.15317437,0.14457889,0.1830094,0.148724,0.18745941,0.19362807,0.20056671,0.19316769,0.18382998,0.1569988,0.16839527,0.2050797
Ppp1r12b,0.73117995,0.52940583,0.594651,0.66462153,0.50769246,0.6218098,0.5439338,0.64596295,0.63755065,0.58798665,0.50698334,0.50096047,0.44998264,0.41086072,0.46228486,0.5954912,0.3849279,0.30752194
Rnpep,0.24024354,0.1289504,0.18537317,0.14402126,0.1432382,0.13362737,0.10634458,0.12150467,0.16413704,0.22063139,0.13429697,0.17188632,0.13236296,0.16221397,0.11787199,0.1943363,0.11643623,0.12852627
Timm17a,0.11769281,0.1111436,0.122920066,0.097747944,0.09754366,0.10471539,0.08748135,0.04558052,0.045196924,0.099241845,0.105133675,0.11299886,0.075344905,0.12856,0.10385249,0.065598354,0.023364339,0.019699693
Ipo9,0.63000965,0.43177015,0.48103648,0.6222207,0.4607766,0.29970223,0.33031663,0.32290345,0.3375577,0.6628194,0.4253632,0.44216532,0.6656897,0.45705014,0.30619705,0.41902375,0.3235841,0.20176977
Camsap2,0.15490644,0.08767064,0.10716214,0.08845141,0.09054523,0.13709511,0.031649742,0.107558005,0.16027191,0.16138081,0.040170804,0.07511014,0.052002102,0.026668618,0.111995384,0.064151056,0.023844732,0.03614018
Ptprc,14.932319,20.6319,18.972044,18.089252,17.878317,19.450962,20.485638,18.46064,19.575438,12.899744,17.407228,16.82785,15.411698,17.07541,17.71453,15.525182,18.33799,18.619247
Nek7,1.0423847,1.0248626,0.98236644,0.8637037,0.9688382,1.8096993,1.2152606,1.3640615,1.2879406,1.5839614,1.4462273,1.5062189,1.3522766,1.4667492,2.2065482,1.44544,1.4244937,1.4605627
2310009B15Rik,0.031215077,0.019631894,0.02009334,0.02440973,0.027004983,0.014617958,0.04038994,0.019651428,0.021467224,0.026071405,0.034146022,0.031425424,0.028791495,0.038616724,0.023660481,0.032580055,0.04040607,0.10035364
Cdc73,1.2736516,1.088988,1.1708276,1.2129862,1.2524793,1.0301013,1.3174577,1.1808065,1.1270262,1.141048,1.143708,1.3123529,1.1344516,1.2390822,1.318718,0.8874466,1.1154677,1.3040965
Ro60,0.027052471,0.015548816,0.025614534,0.036554527,0.03650152,0.018892147,0.0030184845,0.017344018,0.035509422,0.014394314,0.0285994,0.03146773,0.027356287,0.024076462,0.025518175,0.033842053,0.014825515,0.0
Rgs2,0.06181211,0.10419982,0.08688062,0.07381071,0.07134587,0.061787594,0.14280927,0.14415114,0.12845898,0.034122027,0.06098939,0.06569589,0.04197152,0.035477683,0.058983624,0.10162806,0.08332969,0.24357547
Rgs1,0.07616669,0.11194594,0.105298914,0.084107034,0.14260809,0.042042624,0.13124251,0.09002409,0.067168996,0.058142398,0.060726535,0.080267936,0.058644854,0.09137508,0.026309831,0.090628564,0.07994527,0.04760524
Odr4,0.13495198,0.085938506,0.116596445,0.10635068,0.095005564,0.07389344,0.117826305,0.08690198,0.07424573,0.12799075,0.07617498,0.091508955,0.114875235,0.12682775,0.06353875,0.10418105,0.113922745,0.10772435
Swt1,0.33047473,0.3849842,0.37609354,0.3143888,0.3832708,0.32689852,0.42353097,0.37893102,0.44460502,0.2808698,0.4394193,0.3749008,0.30768466,0.47047603,0.35681495,0.4205618,0.49406192,0.5491323
Rnf2,0.349651,0.4267205,0.40252873,0.35743248,0.41473886,0.516426,0.38800254,0.3918085,0.3256947,0.406758,0.499989,0.44892618,0.45624784,0.46320271,0.5211805,0.42917988,0.5018374,0.63172054
1700025G04Rik,0.62402487,1.0659533,0.7907198,0.8816904,0.8439555,0.71490395,0.34274954,0.5798393,1.3854055,0.27709255,0.24229755,0.22866869,0.3096414,0.27793136,0.17747772,0.18072489,0.31272846,0.5480294
Tsen15,0.043375205,0.010894055,0.03056391,0.023588665,0.024783378,0.0117656095,0.0015248092,0.0074632526,0.0041413615,0.08078161,0.030999474,0.04407541,0.051841658,0.039194126,0.02386695,0.025701959,0.03055191,0.0
Smg7,1.7645851,1.68529,1.7182734,1.769756,1.6934493,1.5420092,1.8748388,1.4895056,1.3915328,1.6469622,1.5686786,1.7422738,1.7595962,1.7193856,1.5985548,1.3025029,1.4468893,1.4857277
Lamc1,0.80801827,0.7771454,0.86070865,0.8466187,0.88701177,0.25222847,1.2489375,0.9006084,1.1960374,0.747619,0.6700919,0.7297774,0.7134159,0.77367944,0.22299267,0.9310486,0.9395108,0.9796108
Dhx9,1.0853815,0.87156,0.96162117,1.2416766,0.99832416,0.7433056,0.7602897,0.6011475,0.592679,0.9255685,0.68570894,0.77871954,1.010091,0.8255713,0.61419237,0.64131933,0.74700946,0.6852064
Cacna1e,0.00426889,0.0011480419,0.005995113,0.002157263,0.0023795895,0.0014176468,0.0,0.0035437767,0.002736083,0.0025896814,0.0020587933,0.00456636,0.00011419153,0.00048152028,0.0037926983,0.006974143,0.004139698,0.0
Xpr1,0.8123198,0.9944167,0.87116605,0.839678,0.9571267,0.981439,1.0207717,1.1829648,1.2423466,0.75516945,0.8401041,0.8316028,0.66986346,0.8465255,0.88054883,0.7592395,0.83169633,0.91550183
Qsox1,0.04360572,0.0781761,0.07027915,0.052105494,0.083908014,0.056552652,0.057724018,0.07386703,0.06434596,0.07334295,0.072683364,0.080104336,0.07241446,0.093417354,0.04567752,0.06233451,0.038442682,0.11646867
Cep350,0.6451094,0.9667535,0.75938386,0.7015821,0.70716393,0.8392152,0.8585081,0.98857325,1.1217223,0.6670671,0.87607485,0.62738484,0.5769789,0.6501846,0.64841944,1.0035038,0.7612004,0.5896616
Tor1aip1,1.1588732,1.1918958,1.11912,1.1984142,1.3258774,1.1237384,1.5761923,1.2963698,1.2342923,1.314109,1.257438,1.2281865,1.2909173,1.4617659,1.1881343,1.1259025,1.3652413,1.3171704
Soat1,0.08012238,0.05916776,0.07706461,0.08931965,0.068605445,0.07429136,0.046084497,0.066895865,0.040612742,0.068298906,0.08833134,0.082386464,0.07092002,0.09056106,0.07628044,0.050303787,0.052267436,0.12631634
Tor3a,0.20770906,0.14047676,0.14974429,0.12585835,0.20228629,0.23115242,0.15444387,0.19847362,0.14305426,0.17284523,0.15680681,0.16316175,0.15509045,0.18692535,0.2845939,0.18070538,0.19463827,0.20041198
Fam20b,0.09930611,0.041649103,0.054166645,0.054666325,0.06880256,0.054967962,0.07872979,0.070309296,0.11939997,0.095862664,0.10018488,0.0630858,0.06807092,0.03825032,0.060436126,0.11600488,0.0291805,0.06135035
Ralgps2,0.14146009,0.095246345,0.102521256,0.14157358,0.12632495,0.16506834,0.071620636,0.11709901,0.09195031,0.11648971,0.056283817,0.046233717,0.0514799,0.040078938,0.06837164,0.08591597,0.032869685,0.018604558
Rasal2,0.11983453,0.033410694,0.088787146,0.12451056,0.06576104,0.03153573,0.13771588,0.021882478,0.029623058,0.21113116,0.11409035,0.10448783,0.1637458,0.06868355,0.050381288,0.28530058,0.094361156,0.2127865
Cacybp,0.12387298,0.07972679,0.09429872,0.08173041,0.09077006,0.0719564,0.07636669,0.044414558,0.047521632,0.07566605,0.054425303,0.061416764,0.07584958,0.071262956,0.045497082,0.05564503,0.050173473,0.022371745
Rabgap1l,4.0291843,4.825665,4.6406755,4.167636,2.8125558,7.127507,8.413252,5.9374824,5.3455276,8.116164,12.203718,9.857533,9.439245,6.1805415,12.628163,16.703419,11.726129,9.962914
Zbtb37,0.01393499,0.02284848,0.016760001,0.027778449,0.029597566,0.035126925,0.0130666625,0.0286974,0.029983196,0.02578611,0.0143111665,0.021190267,0.012990965,0.034972325,0.048080318,0.026441906,0.024668535,0.021092892
Dars2,0.05724952,0.060350746,0.050928555,0.07057285,0.051502325,0.08808214,0.029370239,0.051043317,0.061636705,0.044927917,0.0967081,0.05558363,0.056374148,0.024842689,0.06756842,0.086702846,0.0327453,0.09345125
Klhl20,0.0731486,0.087418824,0.07170069,0.065340705,0.07852602,0.056269903,0.11978314,0.07201032,0.08089838,0.12137789,0.09407277,0.08392246,0.10457448,0.087942064,0.07555579,0.10994315,0.12112228,0.057241052
Prdx6,0.11734567,0.16594878,0.13635185,0.10860383,0.12535886,0.18138973,0.15286413,0.16690516,0.1661912,0.092160635,0.15113403,0.14482515,0.118733734,0.1778475,0.18542223,0.12138443,0.15342046,0.07161257
Fasl,0.25564107,0.7227052,0.48421955,0.49434775,0.6349057,0.190157,1.0348935,0.86624265,1.1880918,0.18802944,0.42779973,0.3353398,0.3172786,0.43288672,0.09469751,0.51130044,0.4507734,0.6999239
Suco,2.0192518,2.481328,2.2789834,2.488264,2.1001718,1.9586763,2.4445503,2.5999596,3.280263,1.4547402,2.0718486,1.8768893,1.867194,1.719479,1.4324723,1.4491847,2.0701752,2.2696366
Dnm3,0.08659314,0.06383867,0.07776569,0.10025743,0.06643193,0.008154918,0.037852075,0.010008343,0.003967884,0.10470526,0.09798062,0.11953796,0.111339524,0.12864994,0.032149915,0.17348534,0.1320298,0.045448836
Prrc2c,2.1419148,2.1261475,2.0543988,2.0756843,2.1006162,3.0732934,2.300701,2.465774,2.0861468,2.0979075,1.9113177,1.9462557,2.0121953,2.2481303,3.0701053,1.7206744,2.1034434,1.9891255
Gorab,0.07992675,0.038171735,0.057029683,0.057600662,0.064547524,0.05347038,0.020764114,0.023517724,0.03409141,0.08597188,0.049657416,0.06831421,0.0847516,0.06434775,0.055651918,0.022168836,0.045598917,0.08924925
BC055324,0.23138574,0.14143503,0.16020687,0.2481595,0.13694878,0.06069116,0.034006853,0.015712494,0.009615106,0.25353345,0.17114934,0.18670383,0.23549171,0.12296801,0.059535537,0.061137594,0.028825669,0.0
Blzf1,0.11841021,0.14184088,0.14754024,0.14431652,0.15343079,0.14464067,0.10927657,0.095969975,0.10738758,0.13081494,0.11960001,0.108114526,0.15259373,0.14895949,0.10201881,0.076433904,0.08942461,0.118687935
Atp1b1,0.0050179795,0.0028432845,0.004098016,0.0031295668,0.004711609,0.0,0.0,0.00032196485,0.0002124258,0.0,0.0008280705,0.0,0.0007469571,7.219048e-05,6.521597e-05,0.0,0.0,0.0
Xcl1,0.0789214,0.029490652,0.059022345,0.04188387,0.032482374,0.17061244,0.01509047,0.012927164,0.0049316194,0.07033303,0.052245263,0.054411452,0.053958382,0.029633857,0.19995545,0.02221782,0.039878145,0.0
Sft2d2,0.08028718,0.0746845,0.08315587,0.076011494,0.07220625,0.08931343,0.06948759,0.0511445,0.025551442,0.098433055,0.11286299,0.096704654,0.093968354,0.09285962,0.19710597,0.09461923,0.08206411,0.069920436
Tiprl,0.49920976,0.48670456,0.53103584,0.45752716,0.47697717,0.5888476,0.44855434,0.37694997,0.33977273,0.5766271,0.5996882,0.59576875,0.49183297,0.5287219,0.88772684,0.36594245,0.45740378,0.49028978
Dcaf6,0.29328927,0.35409147,0.33689114,0.27849844,0.2762541,0.3866057,0.50733185,0.57794935,0.60150576,0.30831328,0.334928,0.34060395,0.28843546,0.3957616,0.5623064,0.5531389,0.40682825,0.43071008
Rcsd1,0.42292023,0.40014896,0.4148497,0.36191472,0.31829044,0.47682843,0.25312695,0.28033134,0.1505723,0.4211086,0.5430175,0.35949337,0.33055317,0.39472118,0.38757253,0.51671195,0.37309116,0.3459208
Pou2f1,0.73828363,1.0538515,0.75396794,0.73004496,0.52766025,0.6046627,0.38330713,0.56041986,0.60858214,1.147841,1.0762018,0.9509778,0.78986585,0.5494912,0.61977285,0.44754705,0.42443174,0.5087907
Pogk,0.0440972,0.066171005,0.055144586,0.038490325,0.06414852,0.033171248,0.082195655,0.111097164,0.17096806,0.02880838,0.05337646,0.046089765,0.06579705,0.06256127,0.048376612,0.072218716,0.06920063,0.10798423
Uck2,1.2240947,0.46863133,0.80460006,0.898633,0.9516736,0.528684,0.3119198,0.33834636,0.41727078,1.1138667,0.48070556,0.6510244,0.7241975,0.6853615,0.5920985,0.48415747,0.5267647,0.4649095
Mgst3,0.005016954,0.0017130221,0.006953047,0.0019280816,0.0007362798,0.00042004825,0.0,1.8983324e-05,0.0,0.00072189094,0.0,0.0,0.00012924895,0.000382899,0.0,0.001792036,0.0,0.021295782
Pbx1,0.05636643,0.0017448935,0.0324396,0.0041178004,0.0048432,0.029367164,0.0,0.0061442875,0.011967187,0.007568567,0.001976569,0.0076765465,0.0,0.0006523356,0.0050143837,0.008969027,0.0,0.0
Nuf2,0.09318618,0.12988685,0.10112947,0.085726425,0.02277626,0.026694968,0.023119504,0.0037208754,0.0,0.11789506,0.14058645,0.11772881,0.13268128,0.013095937,0.01922136,0.01999182,0.009120714,0.020459848
Hsd17b7,0.033783607,0.05724849,0.050053347,0.058696106,0.057562523,0.00867921,0.03208318,0.019821776,0.009839221,0.059896465,0.05557431,0.04033898,0.04440617,0.040692423,0.021190505,0.0146661205,0.013927829,0.044109195
Uap1,0.3388589,0.34196067,0.35735255,0.33734715,0.2827004,0.16141635,0.21849282,0.16344398,0.20505191,0.32873002,0.34398523,0.37922955,0.30542758,0.28234538,0.23921376,0.17248058,0.27816862,0.31387645
Uhmk1,0.16468905,0.16755614,0.18803057,0.15082046,0.17989741,0.12713833,0.13576247,0.13855505,0.13022625,0.15342219,0.15887049,0.17846628,0.16221403,0.16866834,0.1708578,0.14728402,0.14106138,0.22490466
Atf6,3.6693769,2.54832,3.0271797,3.2846577,2.9527493,2.2189143,3.1675997,2.7407522,1.963018,3.6611342,2.5863333,3.0243778,3.146003,3.1505823,2.3999991,2.5913136,2.673705,1.5477884
Dusp12,0.15387064,0.12359953,0.13091405,0.10612632,0.1220241,0.10710396,0.07122977,0.096592486,0.08320015,0.1291744,0.11540913,0.16318369,0.12415791,0.16289648,0.13418725,0.082225874,0.089005806,0.0
Fcrla,0.119137995,0.063106805,0.087306246,0.074275315,0.09153295,0.06639793,0.043056995,0.036142454,0.037469413,0.092617035,0.060760025,0.0779848,0.07028979,0.06666533,0.05458839,0.039203152,0.07170853,0.06487614
Fcgr2b,0.01327162,0.035978504,0.01832661,0.021734804,0.027285844,0.02634403,0.054772973,0.11835831,0.20623161,0.0018318758,0.016302606,0.009065279,0.009025599,0.012628046,0.0023945814,0.013437144,0.0029088496,0.03446534
Sdhc,0.06653928,0.0787655,0.082865424,0.07992856,0.071891084,0.06065319,0.067009926,0.06675145,0.0910197,0.07624589,0.085447006,0.08202783,0.11480843,0.11698718,0.08506092,0.08959038,0.095776215,0.08857835
Fcer1g,0.013608141,0.0026114942,0.012022593,0.004179648,0.011313697,0.0024492494,0.0,0.0018854073,0.0022763074,0.0025031483,0.009088221,0.0028495016,0.0054720794,0.0059202113,0.0014893775,0.00040022927,0.0,0.0
Ndufs2,0.035918377,0.030140175,0.039853998,0.041293893,0.037501004,0.018055666,0.014542666,0.020936018,0.019699847,0.06691193,0.045723204,0.0581511,0.04153434,0.06000272,0.035286304,0.028001035,0.040239554,0.015280727
Usp21,0.016898246,0.026600484,0.029660154,0.01964905,0.037100874,0.0018483198,0.028048197,0.020826789,0.039688624,0.022407187,0.03615486,0.027161831,0.015885849,0.019853164,0.01712156,0.014865595,0.012601606,0.033389598
Ufc1,0.2519633,0.24830207,0.2659821,0.22461389,0.22565831,0.24377757,0.2165557,0.16511808,0.12234169,0.17583394,0.23438542,0.29461846,0.20780075,0.24228747,0.23187844,0.14412399,0.17377327,0.16611895
Ly9,0.026566798,0.025353191,0.025107943,0.027138263,0.025268449,0.009623993,0.0076937545,0.017713038,0.027484179,0.04294994,0.036897898,0.050000347,0.025145238,0.04273419,0.023413647,0.05905898,0.016205933,0.059810556
Slamf7,1.6122198,1.6397145,1.655842,1.5870047,1.7212186,0.96737,1.388624,0.89795583,0.8428311,0.8707277,1.1563836,1.1945205,1.055221,1.4183074,1.0158538,0.8799798,1.0451775,0.85321385
Ncstn,0.27853194,0.26401067,0.30609748,0.22458543,0.2901951,0.30455244,0.283771,0.2691353,0.25099653,0.24807088,0.31567168,0.32851973,0.3211672,0.31700128,0.29271778,0.30150235,0.29206377,0.18031457
Pea15a,0.08245805,0.13577662,0.119949654,0.09920423,0.13283291,0.11823335,0.12640613,0.12285177,0.21944065,0.025379714,0.08385171,0.09352763,0.078561045,0.13109188,0.071802415,0.09161987,0.10836966,0.061419062
Ifi206,0.17689826,0.4077877,0.32160747,0.26957637,0.47354156,0.47776762,0.6916423,0.6537891,0.37116474,0.17837426,0.56562054,0.39985856,0.39805564,0.6636249,0.5076014,0.71565396,0.75890434,0.75706506
Ifi214,0.05654234,0.21929246,0.1047555,0.11874484,0.20676391,0.2336943,0.23305073,0.32558787,0.25624853,0.04382124,0.20455118,0.09212821,0.09032434,0.15077598,0.19995172,0.35531747,0.23325825,0.20066915
Ifi213,0.08334759,0.24156757,0.17186972,0.15417886,0.23344094,0.66158146,0.5014178,0.67558414,0.43786347,0.12643692,0.35629767,0.18352711,0.21582189,0.34368625,0.65991455,1.0532696,0.7788187,1.0294905
Ifi207,0.016265402,0.0014924115,0.023679784,0.0034346264,0.007203569,0.0120782545,0.0,0.006186326,0.00723353,0.0023206759,0.0,0.0012584546,6.862194e-05,0.0,0.006128084,0.00062098075,0.0,0.0
Ifi204,0.0040780148,0.005799148,0.0068541565,0.011389997,0.010105559,0.015869668,0.0,0.018150311,0.00023522788,0.0008535761,0.004742722,0.0023312452,0.0028543482,0.0021058016,0.015811147,0.008775381,0.0120876385,0.0
Mndal,1.4461396,1.9458286,1.9035019,1.5297903,2.0796423,2.8018076,2.442221,2.506933,1.8899298,1.5407016,2.1202464,1.969849,1.9364836,2.5957005,2.91086,2.4453392,2.9598422,2.3978362
