gene_name,0_CD25KO,0_CD25WT,0_P14NAV,1_CD25KO,1_CD25WT,1_P14NAV,2_CD25KO,2_CD25WT,2_P14NAV,3_CD25KO,3_CD25WT,3_P14NAV,4_CD25KO,4_CD25WT,4_P14NAV,5_CD25WT,5_P14NAV,6_CD25KO,6_CD25WT,6_P14NAV,7_CD25KO,7_CD25WT,7_P14NAV,8_CD25KO,8_CD25WT,9_CD25KO,9_CD25WT,9_P14NAV
Ikzf2,-0.67674214,-0.88170457,-0.944426,-1.3604068,-0.62694,-1.7163215,-1.1953696,-0.73190707,1.1896546,0.11734626,-0.26435083,-0.47142386,-0.49285153,-0.6455564,-0.07103653,1.4400134,7.7391443,-0.5950842,-0.88205,-1.354517,-0.78355354,-0.9462957,1.06206,0.54244083,0.031486366,0.8753815,1.3894438,1.4883938
Fn1,-0.073495515,-0.03857066,0.03539222,0.05319109,-0.010239943,-0.042324495,0.8513961,-0.19829881,-0.099877425,-0.34412038,-0.41604495,-0.16590886,-0.2912331,-0.3153186,-0.13892584,-0.24777894,-0.15761997,-0.051581785,-0.09429618,-0.16637474,-0.15867963,-0.13599256,-0.15858021,-0.19347832,-0.23827419,-0.15601575,0.21816018,-0.1840806
D230017M19Rik,-0.15681472,-0.0796367,-0.018499803,-0.13368595,-0.123705976,-0.17941982,-0.2740088,-0.29295364,-0.17032099,-0.20773657,-0.23520784,-0.1754453,-0.1954575,0.95275664,-0.060489476,-0.2409836,-0.38836947,-0.16926022,-0.1298188,-0.3952757,-0.19479732,-0.17983577,-0.18451591,-0.17307033,1.0842917,0.08455111,0.21092884,-0.12038487
Rpl37a,0.7907623,1.8873651,5.0533137,4.7770457,2.7965581,5.1906323,-3.5641336,-3.452775,-1.2176529,-2.4326284,-2.4530015,-0.16457202,-3.29859,-3.0727468,0.9550549,-0.32360232,-3.273551,1.3444158,1.757098,4.0329876,-4.9968667,-4.437589,-3.110897,0.79158676,0.9371741,4.3382745,3.8294713,3.6964362
Rufy4,-0.10928647,-0.034513388,0.0976023,-0.04407915,-0.063775964,-0.10857341,-0.1853769,-0.21282177,-0.1613195,-0.049941562,-0.053245608,-0.15472493,-0.015608175,0.0073996256,-0.002692411,-0.18053204,-0.33419174,-0.11951421,-0.08533227,-0.3156941,-0.12102628,-0.1086137,-0.17361335,-0.052824587,-0.093097724,0.24521388,0.43609127,-0.033460982
Cxcr2,-0.2838901,-0.19642842,-0.4053799,0.020370074,-0.2847914,0.8354759,-0.5023603,0.6288467,-0.19992633,0.3271874,-0.5126164,-0.22813107,0.03340617,0.0636716,-0.19680853,-0.39118674,-0.55075866,-0.30535248,-0.24445944,0.51294965,0.26277393,0.9097795,-0.21435715,-0.471145,1.4233392,-0.29210225,-0.30801138,-0.33090013
Retreg2,0.62539816,1.0133288,-0.19944738,0.056048065,0.35598066,-0.23843014,-1.0707023,0.62311167,0.5451922,0.7943775,0.60294,-0.62477726,-0.0058396775,0.35773835,0.66489416,0.3352115,-0.9396919,-0.86727816,1.799018,0.886309,-0.781923,-0.15980141,-0.5058696,0.073594004,0.38816038,0.055842664,-0.685801,-0.012533262
Ankzf1,-0.639575,-0.47356763,-0.31928766,0.30781457,0.071240075,2.141036,-0.4172359,0.25391144,-0.35430443,-0.3702147,-0.54805636,-0.34055483,-0.51740474,-0.6483079,-0.3432021,-0.0635334,0.65589404,1.653438,-0.5097862,0.5743642,-0.02510213,-0.18630666,-0.30680907,0.6687081,0.08151353,0.6207873,0.63481975,-0.25237298
Tuba4a,1.115413,0.3394925,1.7527179,0.6155565,-2.3076727,-1.6594341,-1.1524273,-1.4292638,-0.90436125,1.1207126,0.75252706,0.26495034,-0.49061984,-0.7057454,-1.7315499,0.60652584,1.527434,-1.0496285,-1.0774089,-1.4623507,-0.17188926,1.0335677,-0.73319995,-1.5511241,-1.945603,-0.7213861,0.3293415,-0.650824
A630095N17Rik,-0.038776785,-0.018381247,0.14853913,0.12865154,0.03636073,0.013758952,-0.16756953,-0.1551495,-0.07494647,-0.3675367,-0.022001687,-0.15976785,0.46239188,-0.33086377,-0.15706669,-0.2414869,-0.5076051,-0.005011006,-0.0760585,-0.07822492,-0.13608871,-0.11116899,-0.14832495,-0.18327668,-0.23356971,1.1909779,-0.32515687,-0.19314061
Dnajb2,-0.62217915,-0.4078764,0.9466746,0.5730463,-0.7355999,-0.9116137,0.079860345,-0.6150998,-0.42168027,-0.17049053,-0.5244048,-0.29833952,-0.23538789,-0.20770994,-0.08965259,2.5170286,-0.86938614,2.3015134,2.462445,0.754811,-0.13189249,-0.6352953,-0.31163958,-0.33673963,-0.23654535,0.0707622,0.45462734,0.55214924
Ptprn,-0.08280924,-0.031957082,0.21205181,0.023525817,-0.02539963,-0.061448786,0.34025228,-0.1953831,-0.12385334,-0.20722157,-0.24860376,-0.15908451,-0.15944684,-0.1628021,-0.07720936,-0.21380234,-0.6602092,-0.07371185,-0.08575891,-0.21829271,-0.13526252,-0.11703082,-0.16348915,-0.12309442,-0.16696905,0.024697565,0.074752815,-0.1133136
Gmppa,0.846708,-0.81239235,0.2989061,0.10145486,-1.2113326,0.7244722,0.35453674,-0.5464765,-0.43738204,-1.0441839,0.07118636,-0.4938225,0.608985,1.6003351,-0.7445938,-0.6842934,-0.049531635,-1.1176877,-0.84259456,-0.6970303,0.03126034,0.69174373,-0.3926586,0.25259557,-0.9434336,-0.46707726,-0.018515596,-0.33220556
Stk11ip,-0.5213665,-0.39298648,0.11622661,0.17695531,-0.5906207,-0.7339342,0.9810417,-0.8681246,-0.28643784,0.2572384,-0.10678124,-0.3113071,0.30007377,0.9526968,-0.34900758,-0.60754853,-0.033816494,-0.57706326,-0.43447196,0.48563007,-0.43211463,-0.34887457,-0.2740165,-0.16236834,0.08887357,0.83536845,-0.32846177,-0.6010351
Mogat1,-0.2706253,-0.16641572,-0.3432983,0.76669174,-0.2719148,2.4198012,-0.43865052,-0.15270805,-0.2224471,-0.35461247,-0.3913995,-0.21008095,-0.39623272,-0.38997355,-0.09835831,-0.32267246,-0.17909163,-0.30542296,-0.21259709,0.5919674,-0.31932193,-0.30507627,-0.2144389,0.23855886,-0.34468156,2.0630255,0.7460627,-0.20768814
Acsl3,-0.42845067,-0.26585943,0.44374433,0.05578423,0.8705933,-0.6086275,-0.620213,-0.6645952,-0.32476202,0.18788424,-0.33341423,-0.2433957,-0.4488371,-0.046726022,-0.052121706,-0.37400275,1.5704335,-0.51098454,-0.30406082,-0.087434575,-0.44080132,-0.43424723,-0.25968248,-0.42467785,0.10981476,0.44999194,1.0297655,-0.21005142
Utp14b,-0.17736746,-0.097100504,-0.07372687,-0.17403969,-0.15007445,1.2159106,-0.30775177,-0.32513705,-0.17715813,-0.25372446,0.070444666,-0.18296249,-0.25108722,-0.24571124,-0.07579964,-0.26105013,0.45649198,-0.19241346,-0.14676876,-0.43450475,-0.22167748,-0.20627055,-0.18959807,0.33960676,-0.24104962,0.043206047,0.15773043,-0.14633395
Serpine2,-0.07238492,-0.10031447,-0.05704476,0.42885038,0.0050383466,-0.019374406,1.663032,-0.2720738,-0.009419469,-0.67544234,-0.86163145,-0.20964971,-0.08193039,-0.5411987,-0.43434864,1.4119575,-0.3633022,-0.000112169284,-0.16336389,-0.01693424,-0.3108365,0.14336435,-0.1470609,0.7300749,-0.6144806,-1.014423,0.82112217,-0.538786
Col4a4,-0.13521735,-0.087027356,-0.1384592,-0.07111916,-0.09030849,-0.13776729,-0.2961458,-0.2901437,-0.1261423,0.78387165,0.24049619,-0.18567465,1.0983609,-0.44262603,-0.16605362,-0.29621518,-0.2635233,-0.124308445,-0.1407455,-0.29355696,-0.2296293,-0.20688337,-0.17455791,-0.2879866,-0.32243177,-0.22541717,0.68363184,-0.23934935
Agfg1,-0.52198505,0.5129129,0.9960549,0.6963929,-0.35816026,0.0665862,-0.15111855,-0.65563095,0.77071905,0.15984945,-0.4865771,-0.694949,0.34407246,-0.19570911,0.31269166,1.0237764,-0.95795536,-0.70853364,0.84263855,0.4366678,-0.1313366,-0.35252434,-0.5504391,-0.09333751,-0.10068927,-0.006281672,0.015133866,-0.79371846
Trip12,0.9854544,1.569437,-0.15241347,0.17770977,-1.15568,-0.5751372,0.7475546,-0.36548248,-0.74878395,-0.4845937,0.22233854,-0.806637,-0.009493978,0.42282647,0.75912094,0.1612448,1.1836324,-0.51580834,-0.89669275,-1.1976281,-0.3335512,0.38647538,-0.6126264,0.064359896,0.13792276,0.12618257,-0.26063138,0.0015356103
C130026I21Rik,-0.8947747,-0.5970058,0.71189106,-1.0477597,-0.16268508,4.5098734,-0.15475278,-0.59703976,1.4740915,-0.3282793,-0.338985,-0.36811364,-1.0075923,-0.70133924,-0.091882475,0.4020119,-0.04854044,-0.24686587,-0.6159726,2.010298,-0.8911872,-0.38758463,-0.38666832,0.055501785,-0.018819183,0.10583463,1.3298705,1.0935339
A530032D15Rik,-0.22524028,-0.13140297,-0.22401002,-0.27302766,-0.21290256,-0.28589115,0.5362468,-0.06839639,-0.20224574,-0.29161942,-0.32376185,-0.19598223,-0.3117667,-0.30398586,-0.08133231,-0.28888932,0.8033853,-0.2514507,-0.17913233,0.07222837,-0.26866636,-0.2542658,-0.20257936,-0.26596993,0.9971039,0.03443003,0.17124775,-0.17055991
Gm16094,-0.10402879,-0.040219206,0.36780572,-0.025787976,-0.054782305,-0.09710873,-0.1995066,-0.21684368,-0.14495032,-0.1486384,-0.1736859,-0.1599664,-0.11131804,-0.10302049,-0.04685317,-0.20555976,-0.72748363,-0.105441526,-0.092353605,-0.28175062,-0.13907863,-0.12351862,-0.1704884,-0.10454592,-0.14524837,0.11612027,0.23039848,-0.084614195
Sp100,-0.10886826,-0.012582466,-1.5724342,-1.6738151,-0.7544027,-0.20476428,2.9686332,2.4555066,0.30291188,1.3490167,1.1156858,1.1353893,0.752872,0.23162493,-0.7760804,-0.8599047,-0.317314,-1.6031386,-1.3047411,-1.748157,0.54124594,0.83796823,0.3304202,0.34215665,0.69853514,-2.6254935,-2.0804856,-1.0134364
Itm2c,-0.9262422,-0.23815957,-0.11149719,-0.70835847,-0.5858109,0.06573015,0.88119245,1.0886344,2.315868,-1.0065011,-0.053714138,-0.8019994,0.6237887,-0.9828582,-0.97234726,0.61823153,1.36845,-0.64164126,-0.77063555,-1.0992545,-0.3435947,-0.31488615,-0.6806491,0.28047186,0.34392697,-0.18647023,0.4046578,1.0173291
Armc9,-0.3391975,-0.2153993,0.5097596,0.42574283,1.3358784,-0.46396205,-0.1702783,0.040833965,-0.2585987,-0.015507118,-0.44211978,-0.22862406,-0.22312424,-0.24052672,-0.105571024,0.73411477,-0.34145772,2.0939898,-0.25878587,-0.17268649,-0.38625872,-0.37350288,-0.2330601,0.20300162,-0.4089154,-0.01861632,0.15293558,-0.24153289
Ptma,1.2553425,0.42574468,0.17783311,-1.0469513,-1.6056559,-2.7630541,-2.8683653,-3.179326,0.5109071,3.3460953,3.7499707,1.0175405,2.893121,4.092635,0.023273397,0.015016653,0.91887,-0.8466475,0.49388593,-0.37103838,2.4853904,3.2198286,1.7447,-6.1400237,-5.964629,-1.9611624,-2.5990608,-2.5408576
Pde6d,-0.24307045,3.564519,0.38958406,0.060160194,-0.3486269,0.5221154,0.0032192192,-0.6899916,1.1014501,0.42541707,-0.5132582,-0.488715,0.16743016,-0.60361016,-0.43179983,1.9194589,0.5897828,-0.5064959,-0.87439966,-0.40492803,-0.0920837,-0.6414906,-0.44942603,0.5489613,0.42051443,0.33988905,0.45815495,-0.71042293
Dis3l2,-0.69134605,-0.5240679,0.18751961,0.33092672,-0.8116493,0.8177817,-0.023619873,-0.36125472,-0.36217114,0.27250773,0.1009918,-0.36407477,0.05232043,-0.8780324,-0.4125328,-0.73392403,0.06748336,0.30374533,-0.5597497,0.16162533,-0.4872535,-0.4571293,-0.31844294,0.8423129,0.4960119,1.0580599,-0.14605653,0.9735408
Gigyf2,-0.6985192,0.1400329,0.2886902,0.65516883,-0.08172962,-0.8106227,-0.34435606,0.29817447,2.2471402,0.523888,-0.13176677,1.2516674,-0.41411975,-0.41214898,0.7970047,-0.88549304,-0.11529511,-0.29166883,-0.048564598,-0.68249696,-0.24117853,0.11229796,-0.51330197,-0.11778098,-0.29074797,0.69738173,-0.63953763,2.1703107
Atg16l1,-0.96393883,-0.72474617,0.083274044,-0.0877261,-1.1682155,-0.39105558,-0.007420459,-0.43164912,-0.49732476,-0.39012104,0.21376558,-0.44198272,-0.3750232,0.29065695,-0.46934992,-0.90832365,-0.5094303,-0.17561926,1.3743037,1.9682621,-0.16155179,0.30594873,2.4283392,0.30728078,0.25500616,-0.023106745,-0.16275908,1.0042821
Dgkd,2.099968,-0.9898322,0.7342886,-1.1613371,0.31343934,0.740889,0.2276879,-0.85087705,-0.63649964,0.41780788,-0.05946783,-0.5507881,-0.8314624,-0.33293742,-0.62724596,-0.8365776,0.30514783,-0.8951753,-0.50907576,0.7164709,-0.09212403,-0.7137494,1.6661236,0.34186167,0.863277,0.44525367,0.5939401,1.6429188
Usp40,-0.7504118,-0.52896243,0.63440776,0.5142547,-0.8974384,0.6048167,-0.27745268,-1.0225747,-0.44691235,-0.43813148,-0.4180278,-0.35378027,-0.7091443,-0.049972814,-0.24248075,0.08732259,0.21395466,2.4711404,-0.5578959,1.0399866,-0.34020507,-0.60967946,-0.34117308,0.074693695,0.043384086,1.4025525,0.25732145,0.29096553
Arl4c,1.0799028,1.3906875,3.5208907,0.78088903,-0.4050101,0.52794087,-1.390981,-1.3941226,-2.0259979,0.2489983,0.9833455,-0.24395074,-1.514655,-1.3947644,0.55435765,0.09147924,0.48566344,0.00021140078,0.30680794,-0.1813803,-2.4327805,-1.8720804,-1.6641332,-3.5859098,-1.6070592,0.28840563,1.0906522,1.0750463
Ramp1,2.3034205,0.82879055,4.1118994,-0.8919349,1.3292172,-1.0850065,-2.8457685,-2.9914396,-1.4441156,-0.89065266,-0.5337016,-0.7046937,-1.8078282,-1.596289,1.8286511,0.03212517,4.5741267,1.4303737,1.7382362,-1.1044515,-2.1131747,-2.1070902,-0.79233587,-1.9492537,-1.1475817,2.138229,2.8525941,3.091508
Hdac4,0.5561402,0.32579058,0.9181957,-0.2936514,-0.47737885,1.2050457,-0.6240798,-0.85524845,0.9767907,-0.1549438,-0.07536321,-0.51011235,-0.9371489,-1.0833815,-0.35685867,1.66513,-0.11539899,-0.8977863,0.25609407,1.941966,-0.21812631,-0.7322539,-0.4874953,0.27367565,-0.07993494,0.027237117,1.2749072,1.2618603
Gm26720,-0.17090937,-0.10304412,-0.26533133,-0.15240651,-0.13926275,-0.1970298,-0.32272485,-0.32879442,-0.15858208,0.15240632,-0.4209146,-0.18865068,-0.35714063,-0.36820948,-0.12501028,-0.28863484,0.069116056,-0.17598087,-0.15420431,0.21669671,0.46056002,0.47112057,-0.18595068,-0.26967102,0.8388374,0.68258727,-0.07196884,2.128754
Ankmy1,-0.055706058,-0.009619904,-0.18066028,0.077283286,0.009525913,-0.019897198,-0.1435765,-0.15377669,-0.1138418,-0.15409651,-0.18944538,-0.14965925,-0.09357155,0.47348824,-0.060292583,-0.18939358,-0.181268,-0.04262457,-0.06417994,-0.16493332,-0.10151234,-0.083645985,-0.15666302,-0.07515733,-0.12362585,0.06971159,0.12997694,-0.08302844
Dusp28,-0.7309294,-0.5510528,0.42956635,0.64953595,1.3517175,0.75372213,-0.7152401,-0.010096026,-0.3848949,-0.7131947,-0.2508716,-0.37386966,-0.38531712,0.4786464,2.178052,-0.21708563,0.17394818,0.5337234,-0.58497113,-0.4219742,0.06784274,-0.18766284,-0.32942364,-0.11991064,0.04006594,-0.3637797,0.6479527,-0.7520035
5033417F24Rik,-0.0905452,-0.038429193,-0.042319257,0.008257607,-0.035346963,-0.07327596,-0.19899854,-0.20737487,-0.12657222,0.25155276,-0.266757,-0.16184269,-0.17929208,-0.18367547,-0.08249384,-0.2210553,-0.23568273,-0.08250768,-0.092025824,-0.23329613,-0.14513212,-0.12676524,-0.1654202,-0.1373634,1.1070012,0.010524696,0.05691045,-0.12250588
9430060I03Rik,-0.35319433,-0.24653922,-0.4803274,0.9593507,3.2241504,2.2757869,-0.5965036,-0.006566466,-0.23559538,-0.3749535,0.3258552,-0.24729772,0.5331136,-0.51571,-0.20695414,-0.43282887,-1.1191766,1.976151,2.3704677,-0.17147765,0.34074125,-0.030642055,-0.23306875,0.5965724,-0.54955965,0.109634064,-0.29818642,-0.36853915
Sept2,-0.39357767,-0.281673,-0.24751687,-0.023141362,-0.42727533,0.42364115,1.003254,-0.34967282,-0.24785122,0.32599935,-0.39942622,-0.2626453,0.23578171,0.44679558,-0.24091099,-0.47468746,-0.3735424,-0.4352931,-0.32603556,0.07918359,0.2868811,0.20516573,-0.24290742,0.16136801,0.66001123,-0.010739236,-0.42038718,-0.4241828
Farp2,-0.15897816,-0.080809176,-0.49409714,0.6516717,-0.12662873,-0.18294358,0.25254554,0.10818382,-0.17199753,-0.20534799,-0.23190731,-0.17576769,-0.1941179,-0.1849158,-0.058954522,-0.2411219,-0.3945079,-0.1722308,-0.1308597,-0.40096983,0.73452437,-0.18120031,-0.1851703,-0.17318572,-0.20479053,0.08934009,0.21968178,-0.11933406
St8sia4,0.027302545,0.39986378,0.12156514,-0.67134774,-0.20928724,1.5436345,-0.3678415,0.9751237,-0.5801795,0.6220718,0.19702944,1.5921397,-1.158765,-0.45208475,-0.54703337,1.3415484,0.9244125,-1.3365016,1.0563152,-1.6266016,0.14094871,0.20629679,-0.44091877,-0.17487459,-0.057183836,0.06273859,0.4831281,0.28765514
Gin1,-0.2069163,-0.9492611,0.11651587,-0.77414006,-0.6774182,0.38966754,1.2118882,-0.45380858,1.1422416,0.17075518,0.35149506,-0.551863,0.9416273,-0.41396406,-0.85230076,-0.512296,-0.29266208,-1.3059331,-0.9749708,0.47824675,0.5817001,0.1570435,-0.43399003,0.015573507,-0.5235973,0.043666907,0.037224676,-0.23103593
Pam,-0.36978242,-0.23338817,1.3446426,-0.17444126,-0.40294924,-0.513299,-0.56277764,-0.5936626,-0.28026906,0.2022299,-0.26002547,5.5059137,-0.47785714,-0.4603998,-0.09055097,0.606271,-0.37721497,-0.4309706,3.952144,0.08363546,-0.40665805,-0.39580387,-0.24205787,0.41936913,-0.41428626,0.44781733,0.24620794,-0.2347066
1810006J02Rik,-0.11896524,-0.060503,0.1107823,0.7394503,-0.072267435,-0.11730369,-0.24101552,-0.24937819,-0.13900833,-0.2644952,-0.3110679,-0.17077614,-0.2337935,0.32961044,-0.09385907,-0.24265163,-0.722122,-0.11618575,-0.11314762,-0.29241747,-0.17721738,-0.15889975,-0.17281993,-0.179432,-0.21723594,-0.018160718,0.028075365,-0.14660123
Gm7967,-0.4222758,-0.2491714,0.9008897,-0.6987824,-0.47666562,0.39555046,-0.5844768,-0.40093628,-0.33915004,-0.19335917,-0.16752067,-0.23307988,-0.30848116,-0.25509694,0.0065471986,-0.33405396,1.2535905,-0.5131938,-0.28619552,-0.53908974,-0.4046899,-0.40193748,-0.26020786,0.7580751,-0.3324678,0.31976357,0.7316099,-0.13726145
2310035C23Rik,0.24359965,2.562962,0.062701285,-0.80549884,1.5703353,-1.0632927,0.22597978,0.44125167,-0.7257328,-0.029522099,-0.16569243,-0.6425846,0.26068813,0.011892276,-0.8051118,-1.4198211,0.27141663,0.07659178,0.7040479,0.57121783,-0.0025673443,-0.20585059,-0.5415187,0.7205433,-0.40942127,-0.39039102,-0.012353832,-0.6515633
Gm7160,2.0512652,-0.38802466,-0.056171764,-0.15734002,0.4097194,-0.77190095,0.27713105,-0.07545496,-0.3246725,-0.36813766,-0.12102103,-0.30315563,0.8360934,-0.21691819,-0.26008624,-0.56195396,-0.215117,-0.6172156,-0.42645243,0.46707302,-0.276693,0.45083657,-0.28290766,0.53028256,0.86375356,0.17911373,-0.12721136,-0.50149643
Bcl2,1.177537,2.5275958,0.07625418,4.0966816,1.0841835,1.5637023,-1.5755013,-1.9997483,-0.9878529,-1.317069,-1.581355,-0.05600902,-1.2131314,-2.07302,0.2972483,0.9781307,-1.300126,2.5359094,-1.319309,4.596215,-1.9910356,-2.178775,-0.9853938,1.9679172,1.0858388,2.2046263,1.8684992,2.1834385
D630008O14Rik,-0.06435093,-0.022208046,-0.19231413,0.06441588,-0.00040661334,-0.03129794,-0.169499,-0.17362885,-0.109183565,-0.230363,-0.28010648,-0.15651312,0.58334583,0.38520578,-0.091507636,-0.2133766,-0.17517717,-0.0481635,-0.077162124,-0.1691134,-0.12566495,-0.1059306,-0.15786028,-0.12365621,-0.17040811,-0.019654099,-0.0054103145,-0.123724274
Kdsr,-1.0857406,-0.14055121,1.1336629,0.691382,0.098014824,-0.6913283,-0.5561633,0.299589,-0.5687822,-0.484443,-0.2269967,-0.47137067,0.065858714,-0.34309998,-0.4583435,-0.5518884,0.047045447,-0.348652,0.7496498,-0.48801228,-0.9067022,-0.6462344,-0.42537904,-0.3230306,-0.62746537,0.32007074,0.68784773,0.9582845
2900060B14Rik,-0.6842095,5.8780475,-0.37783247,1.3516402,0.030139906,0.79287827,0.03180864,-0.2019116,2.1813488,-0.4681084,0.0047919955,-0.34416476,-0.15351762,-0.39560664,-0.29112598,-0.65412754,-0.8734042,-0.7908849,-0.5264399,1.4390447,-0.48042724,0.20148905,-0.3210847,0.28920135,-0.6278707,-0.089055516,-0.18592039,-0.59124273
Tmem185b,0.4784636,-0.5723987,0.68203574,-0.30532017,0.91341364,1.1930889,0.07923415,-0.9532489,-0.4410359,-0.29713264,-0.53276545,2.7347932,0.0835836,0.33186835,-0.32872602,-0.016578298,-0.0031198023,0.22905535,-0.6018787,0.16962716,-0.6733588,-0.1396418,-0.3479274,0.60255665,0.80120075,-0.5986812,-0.30161005,1.4939407
Dbi,-0.42238778,1.1641273,-1.6326855,-2.4002776,-2.3515577,-3.5495427,1.1089432,0.83188075,1.1589972,1.7994373,1.4985182,0.3598532,3.2550583,4.0986395,0.24352768,-1.0543414,-0.58294886,-0.7782685,0.021494035,-2.2344327,3.1001732,4.279252,1.0246584,-1.1152819,-2.0642743,-3.8690126,-3.6119077,-2.5088072
Ddx18,2.023347,1.3624299,1.3734844,1.2263564,1.925526,0.5752063,-1.3408659,-1.2117167,-0.26631722,-1.7332696,-1.3269392,-0.90821016,0.5270297,1.3022245,0.6571311,0.5320919,-1.0318784,0.70814544,1.3209289,-0.976,0.37662417,0.19819841,-0.75547963,-0.57539225,-1.0006341,1.6001133,0.8166083,1.4184463
Mgat5,1.2953026,-0.51104015,0.26260495,-1.0327318,-0.8623448,-0.42200407,-0.6454015,-0.20993736,-0.43140942,0.0047792355,0.3869567,-0.34733638,-0.42748266,-0.49491534,-0.24463193,4.4797664,0.4698774,1.2045869,-0.54117763,0.73217094,-0.8128708,-0.57191896,-0.33377448,1.3414477,0.74346167,0.292216,0.004483942,1.8267971
R3hdm1,-1.2124593,-0.74860406,0.09173247,0.6445912,-0.10391778,-0.34653658,-0.72210944,-0.6556955,0.4863843,0.031479307,0.9431398,-0.8458577,0.2944554,-0.09450255,-1.1328037,1.3407581,0.061099194,-0.3341836,-1.3270407,0.82663697,-0.8709495,-0.46608403,0.84628344,0.14178734,-0.0070374385,0.19411434,-0.45870847,0.7746931
Mcm6,-0.18447185,-0.9554615,-1.3513279,-1.3750243,-0.47025985,-0.7485679,-0.20135303,0.20304029,-0.31887305,-0.3931484,0.20158206,-0.9840605,7.5599113,7.245548,-0.25664464,-0.46116358,-0.30553138,-0.3812385,-0.7883146,-0.7636752,-0.6880236,-0.35842767,-0.54602754,-1.8959879,-2.5708075,-1.3780383,-2.6172788,-1.6805108
Cxcr4,-0.6126611,1.34397,-0.39912435,1.8655666,1.7304907,-0.12984942,-0.13442516,-0.15942258,-0.334795,-0.17681913,0.07387786,3.3550305,-0.78297776,-0.5543618,-0.35786673,-0.6595772,-0.6112775,0.5070374,-0.49579048,0.46228644,-0.48377314,0.023438035,-0.29883635,-0.004230461,-0.95040876,1.4991149,0.7777648,0.17784908
Cd55,-1.0490882,-0.74703884,0.026641883,2.0693498,0.8168973,1.8523494,-0.13926248,-0.6899042,-0.5975914,-0.6705508,-0.60722864,-0.43787238,-0.9638982,-0.33049852,-0.29620785,1.6102129,-1.0555843,-0.4999471,-0.7643486,1.8358834,-0.43866116,-0.37534815,-0.42143372,-0.69106627,0.37016433,0.9601683,0.68260056,1.5603616
Gm16083,-0.09696612,-0.037394483,-0.0737326,-0.009433047,2.1454964,-0.08526511,-0.19501828,-0.20961072,-0.13803591,-0.16732515,-0.19763875,-0.15962021,-0.126529,-0.12199592,-0.056603465,-0.20808151,-0.70536464,-0.094940595,-0.09007515,-0.26080516,-0.13762525,-0.12119998,-0.1681722,-0.11026504,-0.15202673,0.08671799,0.18020569,2.471196
Rassf5,-0.2187283,-1.0507593,-0.021010296,0.074410506,-0.28533176,-0.57514983,-0.09986059,0.8208835,1.5946412,-0.8626415,-0.15892148,-0.94771224,0.30138487,-0.7987777,-1.2956693,0.37252918,0.17880392,-1.067467,-1.9195265,0.4088456,-0.49143714,0.3501077,1.4180672,1.1747402,0.6546537,-0.15902773,0.07114842,-0.4434557
Ikbke,-0.9530837,-0.92387885,0.24409324,0.85079056,0.1923333,-0.021580983,-0.65769315,-0.8669943,-0.6844091,-0.48265526,-0.42394075,-0.5113592,-1.0552957,-0.6055099,-0.41422626,-0.21674867,0.55548084,1.6750156,0.84143466,1.2097567,-0.4618721,-0.22070414,-0.47741947,1.2606565,1.6041676,0.6288427,0.033072233,-0.7513976
Ctse,-0.52795887,3.3131273,-0.30613926,-0.2479552,0.78711045,-0.091632485,-0.6263443,-0.07999353,-0.34454912,-0.48651606,-0.30799505,-0.2863161,-0.8183054,0.09366734,-0.17003505,-0.49862683,0.6416013,2.4264324,-0.39646974,1.4362596,-0.2378305,-0.27444214,4.481891,0.70091754,-0.16161363,-0.1771199,0.7423933,0.6418836
Nucks1,-1.0955992,-1.2491584,-0.31253538,-0.3989055,0.1035383,0.18624534,-3.1860507,-1.0120916,0.997756,3.167383,2.795314,1.1991502,0.3812719,0.79382026,-0.35139742,-0.38347602,0.46424454,-1.4901323,0.08480291,-0.66650474,2.5542254,3.227065,1.7001011,-3.3841002,-2.4741166,-1.3054854,-1.9749559,-1.0220221
Elk4,-1.454521,0.77953774,-0.14774999,-0.9955857,2.251559,-0.19522592,0.08406052,0.080008216,-0.8374436,-0.22286433,-0.69586396,-0.66944766,-0.91907936,-0.095443465,0.6054797,-1.1610181,1.6154385,1.46472,-1.2931445,0.6482807,-0.53075755,-0.89208525,1.2030932,1.1530184,0.34122807,0.7543212,1.0028108,2.3349152
