gene_name,P0,P1,P2,P3,P4,P5,P6,P7
Ifi211,-0.06318646,-0.09441139,-0.048750736,0.7146358,-0.11404282,-0.13861485,0.18823421,0.09925414
Ifi205,-0.026711551,-0.032820135,-0.15440351,0.04283207,-0.0024454247,-0.052896168,0.053099155,-0.05390592
Opn3,-0.0064277984,-0.028399764,-0.031107232,-0.061789744,0.07686039,-0.050542437,-0.072525345,-0.069303595
Cep170,0.017111318,-0.06435703,0.16470015,-0.17223917,0.06833358,0.004861043,-0.013368586,-0.05354921
Zbtb18,0.036616147,-0.08409554,0.07137217,-2.4536745e-05,-0.005929464,-0.008078163,-0.09794337,-0.08477301
Efcab2,-0.036989056,0.09320607,-0.0024747294,0.121829025,-0.08464156,0.10119004,-0.03762336,-0.025725598
Smyd3,0.02756421,0.12313271,0.24036853,-0.07472998,-0.10674686,-0.06498191,-0.043312136,-0.095442295
Ahctf1,-0.021589188,-0.026896827,0.068459064,-0.18606809,0.07880546,0.03457183,0.027712163,0.03037971
Cdc42bpa,-0.0094410125,-0.05335803,-0.053868793,-0.053529657,-0.053589117,0.0833751,-0.053411,-0.05344661
Coq8a,-0.02901928,0.061684217,0.11938441,0.1204153,-0.014556711,-0.05566405,-0.02952903,-0.04537581
Itpkb,-0.0033134113,-0.052457973,0.08827672,0.28621516,-0.14607488,0.037869573,0.029039398,-0.024871033
Parp1,0.032884058,-0.10271957,-0.1010584,-0.08489668,0.19366802,0.050391737,-0.058652844,-0.24551824
Acbd3,-0.023829883,-0.0056634843,0.11566189,0.043897804,-0.055655006,0.05229762,-0.04377345,0.16000362
Sde2,0.022471381,-0.030607592,-0.11084878,-0.055635262,0.024354547,-0.0013746985,0.010459176,-0.028368952
Lefty1,-0.014514762,-0.026158227,-0.0017228391,-0.050400898,-0.005288879,-0.03255695,-0.022117486,-0.06232168
Tmem63a,0.02872416,-0.13708317,0.075653166,0.068799876,-0.01997584,0.002584866,0.001385021,0.02809631
Ephx1,0.116785444,-0.081368476,0.20637175,0.01740203,-0.10156845,-0.0053626536,-0.17010723,-0.17129076
Wdr26,0.038820535,-0.21163441,0.024682855,0.3178163,0.021928055,-0.06306402,0.037349746,-0.104006976
A430110L20Rik,-0.014252177,-0.07304707,0.03441929,-0.036935464,-0.024425693,-0.010778909,-0.012558273,-0.054409552
Lbr,-0.054444384,-0.14233296,-0.51588553,-0.27040026,0.012201586,0.5405653,-0.21260877,0.58773744
Enah,0.09417839,-0.10431797,0.04742663,-0.018383928,-0.07061534,-0.067352384,-0.09769916,0.065027475
Brox,-0.009034359,-0.1196429,-0.16119666,0.007038071,-7.698828e-05,0.031347524,0.09142335,0.16799629
Mia3,-0.02061188,-0.023357727,0.024666553,0.092279755,0.045464844,-0.034600746,0.026829692,0.0065978947
Taf1a,0.027302667,-0.043099754,0.00083156745,0.16098003,-0.02537542,0.055632293,-0.11900401,-0.056663025
Dusp10,0.12501353,-0.07551444,0.03529854,-0.05824222,-0.03480592,-0.027152946,-0.21999377,-0.03270742
1700056E22Rik,-0.012548337,0.12086438,0.1890813,0.019481027,-0.028662328,-0.02410179,-0.0798704,-0.044718876
4930532G15Rik,-0.010532417,-0.011213284,0.09860248,-0.015663806,-0.022725774,0.089731105,-0.0996183,-0.09622586
Rrp15,0.08107306,0.099969134,0.16040923,0.032648034,0.11699007,-0.24324627,-0.22191839,-0.15397246
Cenpf,-0.02858506,-0.09205976,-0.909155,-0.6417278,-0.72054464,1.5165929,-0.26768678,0.49877045
Ptpn14,0.0065957555,-0.084709965,0.017086398,-0.050503634,0.000120829216,0.007146382,-0.07415291,-0.06705578
Rps6kc1,-0.015169867,0.029524582,-0.023568371,-0.0952254,-0.039731566,-0.02386238,0.11408949,-0.10158044
Atf3,-0.026832415,-0.032437414,-0.14399758,0.04648054,-0.08291097,-0.046352465,0.10391636,-0.05178491
D730003I15Rik,-0.0052123517,0.1673918,0.1861287,-0.06948881,-0.050795786,-0.08643212,-0.034486834,-0.029964045
Nenf,0.051680535,-0.10072421,0.062919766,0.09001266,0.012996661,-0.023054358,-0.08107697,-0.055410236
Dtl,-0.0957852,-0.17366213,-0.3868285,-0.33545914,0.68592596,0.37231028,-0.20766598,-0.20046738
Rd3,-0.019858187,-0.067259185,0.18143845,-0.06263162,-0.061028544,-0.059279762,-0.016487697,0.13175799
Gm26670,-0.06120692,0.24371226,-0.021272374,-0.019125955,0.07034095,-0.06493385,-0.09061319,0.016868811
Hhat,-0.025708644,-0.0842164,0.17458296,0.064994946,-0.031721972,-0.016988123,-0.022645267,-0.06409426
Irf6,-0.005284154,-0.046934657,0.022540227,-0.056087088,-0.009603019,-0.027264627,0.01019701,-0.075342156
A130010J15Rik,0.049120974,0.053828083,0.026613707,-0.11983647,0.11886362,-0.046367053,-0.16208866,-0.16010626
4930570N18Rik,-0.1301372,-0.103354625,-0.38167432,0.03768356,0.011735927,0.101453066,0.34149495,0.35429564
Lamb3,-0.14601466,-0.19018547,-0.21017891,-0.25205252,0.11452017,0.10725067,0.51059055,0.19966479
Hsd11b1,-0.12809454,-0.42355138,-0.61632615,-0.09423332,0.13281582,0.18019186,0.5197447,0.52193666
G0s2,-0.045126807,-0.08901105,-0.25191587,-0.08360888,0.058865257,0.10988051,0.10913011,0.15753931
Acbd7,-0.029759891,0.014271293,0.078986704,-0.06578994,0.024990663,-0.038085237,-0.044119857,-0.050623033
Dclre1c,0.0027573754,-0.036481664,-0.11642817,-0.035150845,0.0014458895,0.11606889,-0.042562485,0.016397769
Frmd4a,0.08038042,-0.12937027,0.07744582,0.07606583,-0.049788542,-0.05437605,-0.060193934,-0.03979339
Optn,2.1249156e-05,-0.06620783,0.17448746,-0.08044992,-0.051516034,-0.019142073,-0.021288771,-0.07355829
Camk1d,0.050316278,-0.17609213,-0.11318944,0.067811854,-0.03541582,0.04748955,0.082664415,-0.14809187
Upf2,0.050118797,-0.018879633,-0.084532,0.050887655,-0.016275784,0.10005644,-0.098153085,-0.2596448
Usp6nl,0.012433602,0.01264853,-0.002728862,-0.03972166,0.06452225,-0.044809077,-0.086368,-0.008987836
Gata3,0.028020779,-0.17896448,-0.18431081,-0.20335297,-0.03444958,0.20376584,0.0806798,-0.018151041
Gm13256,-0.0093111135,-0.056563612,0.05700529,-0.05125675,0.043694448,-0.04741285,-0.054925762,-0.053824693
Kin,0.03801588,-0.1876535,-0.07683711,-0.024075735,-0.015793586,0.045342337,0.0138527565,0.1447501
Itih5,-0.008741365,-0.053695686,-0.13853635,0.09677142,0.11758678,0.0106321275,-0.11621886,-0.024243735
Sfmbt2,0.04709199,0.008269099,0.039784085,0.08831468,-0.03473378,-0.00992375,-0.10738137,-0.13163085
Il15ra,-0.070118785,-0.1549653,-0.18848066,-0.03691448,0.13615952,0.03937012,0.1854251,0.20602068
Vim,-0.3697975,-0.7468412,-1.0859021,0.03901138,0.5314306,0.1293466,0.9985725,1.3042719
Nsun6,0.0007557291,-0.0063139037,0.029313918,-0.07685048,0.06229546,-0.01223334,-0.10735152,0.19608717
Arl5b,0.006548331,-0.015561052,0.046210736,0.21715781,-0.1003106,0.009588972,0.0033210914,-0.061189048
Plxdc2,0.025913758,-0.12890337,0.066859365,0.27290404,-0.026786752,-0.03941792,-0.059353676,-0.10211943
Mllt10,0.020368153,0.0043507726,0.040248547,-0.15906925,-0.10980706,0.1422827,0.012724599,-0.1303878
Msrb2,0.029306712,-0.025650144,0.028590353,-0.09780469,0.054407462,-0.111793146,0.048268087,-0.052246634
Otud1,0.05797241,-0.05426258,0.08254422,-0.08176459,0.00422257,0.033815008,-0.11104582,-0.09270682
Arhgap21,0.0141362725,-0.08446388,0.13514096,-0.09979612,-0.02127019,-0.012714764,-0.04917674,-0.01796705
Enkur,-0.028156985,0.02525696,0.0045904224,0.06891962,-0.03758344,-0.027802868,-0.064442486,-0.0590727
Thnsl1,0.08874687,-0.14099567,0.17711309,-0.08950029,-0.071661286,0.0038605742,-0.09566846,-0.03152236
Psd4,0.016143283,-0.09697932,-0.019258214,0.07921915,-0.08942014,0.068988115,-0.058639564,0.22278062
Dph7,0.010682353,0.03748986,0.11309051,-0.050292328,-0.012655067,-0.032011606,-0.018112669,-0.052119765
Pnpla7,0.003980845,0.10532911,0.26162976,-0.042294618,-0.07217047,-0.069079384,0.037704982,-0.18720695
Tor4a,-0.010785082,-0.002448895,-0.014834117,-0.0741309,-0.053992756,-0.028991327,0.16900074,-0.037627652
Tubb4b,0.057345737,-0.15598819,-0.548029,-0.8309617,-0.44874305,1.0683751,-0.41963127,0.7140983
Tmem203,0.010358383,-0.07070283,0.22077635,0.0020507537,-0.10158973,-0.020712983,0.11719818,-0.0655494
AA543186,-0.029420372,0.05755425,-0.0019688036,0.024364986,-0.0057969973,-0.008180159,-0.08027421,-0.07418315
Paxx,0.0051465025,-0.14181505,-0.17550422,0.07864254,-0.046199355,0.082874045,0.09209497,0.04619509
Tmem141,0.028122084,0.0050137457,0.28811717,0.28242955,-0.08054801,-0.1509028,-0.043904435,-0.14982986
Bmyc,0.06074396,0.18719722,0.086043864,-0.043896962,-0.07302486,-0.07173557,-0.15248023,-0.20539556
Nacc2,0.015624427,0.14349097,0.25122672,-0.09461346,-0.053145748,-0.063007444,-0.12478153,-0.040335167
Tmem250-ps,0.03893625,-0.067380436,0.06674638,-0.06868528,-0.07592378,-0.04076853,0.043505013,0.060487192
Qsox2,0.030393062,0.08568698,0.11779106,0.040402383,-0.02037877,-0.06137077,-0.08079128,-0.16668248
Snapc4,0.061953116,-0.031704996,0.08152533,-0.077355035,-0.12148524,-0.016228344,-0.091921255,0.16229501
Notch1,0.074139744,-0.047164865,0.08935167,-0.16039588,-0.12120644,0.04687254,-0.10380784,0.07992558
Fam69b,-0.020954574,-0.07646923,0.22246279,0.12979338,-0.009339932,-0.09087497,0.04489543,-0.102232665
Lcn4,-0.12478249,0.59158546,0.12557921,0.055295072,-0.12674586,-0.11689843,0.03346623,-0.16336316
Med22,0.008434656,-0.062026348,-0.12560105,0.15040872,0.032238975,0.016211066,0.01947909,-0.13645127
Cacfd1,0.008331027,-0.0383195,-0.093219414,0.23869301,0.13159414,-0.11123767,-0.009666635,-0.15527147
Vav2,-0.028816499,-0.041735366,0.025179436,0.020765148,0.0701118,-0.021926004,-0.03630162,-0.08245177
Rxra,-0.05906815,0.0054565747,-0.05785192,0.09081193,0.030873548,-0.054915756,0.0012322862,0.16729817
Olfm1,-0.07613739,-0.07153007,0.020172814,-0.040715415,0.019815572,0.005842358,0.13554831,-0.05562635
Gtf3c4,-0.011782647,-0.113499366,-0.052082125,-0.13752653,-0.02451498,0.083776474,0.11376926,0.061473317
Ddx31,-0.038850214,-0.0134863695,-0.008525711,-0.089517385,0.07854982,-0.005395262,0.04568526,0.10939052
Cfap77,-0.042076495,-0.021913603,-0.0031684919,-0.048052713,0.060229793,-0.031599477,-0.06375739,0.05289575
Ttf1,0.087133035,-0.11890123,0.13411996,-0.059881076,-0.062205784,0.049599353,-0.10230142,-0.114817314
Setx,-0.0006735456,0.00693812,0.0016633185,0.004979061,-0.080564216,0.09958961,-0.03958433,0.02847891
Sptan1,0.09864695,-0.28754127,-0.03284054,0.042234678,-0.013813431,-0.012217158,-0.016346784,0.046931423
Zdhhc12,-0.011179613,-0.0025268623,-0.15913226,0.08297985,0.03780774,-0.008519818,0.054482423,-0.07099816
Zer1,0.010136668,-0.058570668,-0.0010888517,0.060880158,-0.078612156,0.0007308191,0.08729909,-0.021301439
Tbc1d13,-0.018924767,-0.008859659,-0.062083628,0.097253494,-0.03050714,-0.0824516,0.11154807,0.07197808
Usp20,-0.016690033,-0.059351925,0.053327702,-0.043836977,0.0066995993,0.04521222,0.049025778,0.024667285
Gpr107,-0.029123899,-0.13783452,-0.19639967,0.14093773,0.038299598,0.094026245,0.016536841,0.1914403
Ass1,0.03147958,0.13096526,0.01790288,-0.18357866,0.042995185,-0.063084096,-0.10440665,-0.072441466
Nup214,-0.012010548,0.046376977,0.031202918,-0.07933745,-0.011369354,0.01738662,-0.04088188,0.111200534
Fam78a,0.14181265,-0.04472382,0.2949554,0.09643999,-0.06469649,-0.12553138,-0.27833918,-0.13794765
Lcn2,-0.046750158,-0.0451449,-0.013194354,0.08074066,-0.030689403,-0.026632113,0.05669032,-0.039603826
Naif1,-0.06326755,-0.0077516097,-0.09682441,0.033667598,-0.007374877,0.07584933,0.030051336,0.20586777
Fam102a,0.14631273,-0.11276348,0.1697239,-0.07198084,-0.15812626,-0.07201183,-0.09562717,-0.089286715
Eng,0.10141017,-0.050529253,0.28611854,-0.10819663,-0.07509209,-0.038978685,-0.12554723,-0.15443821
Fpgs,0.04846526,-0.040733974,0.08838425,0.05986687,0.10128254,-0.120734945,-0.13699545,-0.019077102
Cdk9,-0.049130913,-0.08823741,-0.1358258,-0.057865523,0.062175408,0.07790485,0.054055415,0.26488072
Stxbp1,-0.022518927,-0.033313163,0.16555539,-0.051823683,0.00044756458,0.005790945,-0.072856724,-0.06654472
Lrsam1,-0.03323209,-0.06370554,0.043446068,0.062473007,-0.04943466,-0.0142785935,0.038216494,-0.058235236
Rpl12,0.43734762,0.8638482,1.0087396,0.14893372,-0.5240138,-0.43669903,-1.0966244,-1.2813077
Garnl3,-0.021140547,-0.01908618,0.056600228,0.056386277,-0.0097968355,-0.01816257,-0.06525973,-0.063453935
Ralgps1,0.016387507,-0.0004311773,0.082242794,0.073575966,-0.002565702,0.039646585,-0.12996353,-0.100793764
Angptl2,-0.012736876,-0.056774426,0.023169808,-0.029910998,-0.020604977,-0.010453135,-0.0484836,-0.042909972
Zbtb34,-0.008040225,-0.062064227,-0.026111722,0.03016063,0.17560345,-0.008958159,-0.10947991,-0.11170375
Mvb12b,0.03703812,-0.03611664,-0.06460344,0.017804816,-0.007078308,0.024633318,-0.036904033,-0.1025672
Gapvd1,-0.023511274,0.0051880167,-0.053077575,0.025583154,0.021052282,0.08692097,-0.035623442,0.0064690625
Hspa5,-0.10791062,-0.1682387,-0.13933633,-0.16228706,0.32803166,-0.17527023,0.14566697,0.73165834
Gm34653,-0.01858227,-0.04825738,-0.001759747,-0.032632917,0.023375774,-0.02131572,-0.043435223,-0.040193457
Traf1,-0.09912131,-0.0044789244,-0.060690425,1.128011,-0.13436261,-0.13330536,0.19770192,-0.20164722
Gsn,0.13376705,-0.3567474,-0.13500282,0.22414656,-0.09646735,0.004787699,0.051242393,-0.1520752
Rbm18,-0.030760808,-0.0055905483,-0.0069116736,-0.01673428,-0.016659906,-0.0005864331,0.08807363,0.08685108
Rc3h2,0.017962385,-0.022711638,0.11262874,0.05758139,-0.051589932,-0.008427396,-0.030432012,-0.007902025
Zbtb6,0.032620937,-0.032081064,-0.03706463,0.06733919,-0.02665538,-0.044816826,0.029705621,-0.11920184
Rabgap1,0.07454308,-0.054695617,0.10706859,-0.0068896464,-0.10750747,0.032889362,-0.12085679,-0.027059518
Dennd1a,0.002647444,-0.023947472,0.06751941,-0.03556444,-0.007115414,0.10907738,-0.017487383,-0.16439721
Nr6a1,-0.03525218,-0.013936745,0.18436135,-0.032391522,-0.021860503,-0.010372318,-0.053408932,-0.04710162
Wdr38,-0.0039363494,-0.08074615,0.06927597,0.057240736,-0.005189513,-0.008312813,-0.07352784,-0.06867523
Golga1,0.057042565,-0.07480141,0.115756206,-0.19462925,0.02418108,-0.025429599,0.0065214057,-0.13246211
Scai,0.04203791,-0.13052064,0.18837592,-0.026700327,0.022475304,-0.0005736459,0.008197768,-0.16948234
Arhgap15,0.11824407,-0.049713325,0.15866645,0.035769366,-0.20387052,0.066017084,-0.12821785,-0.26626143
Gtdc1,-0.0016163113,-0.06675561,-0.1984958,0.18570966,-0.06390524,0.105908126,0.06725775,-0.16803242
Zeb2,-0.35167104,-0.3688244,-0.6279675,-0.30821052,0.17116354,0.39173046,0.92361194,0.7019797
Orc4,0.001004518,0.027505597,-0.00035293435,-0.035935707,0.033419475,-0.021496492,0.02317852,-0.11326857
Mbd5,-0.023142854,0.028816067,0.0045906436,-0.044631205,0.026130984,0.022315381,0.020878583,-0.018994717
Lypd6b,0.095139086,-0.01985456,0.22842668,-0.110072084,-0.07257057,-0.01702744,-0.18491617,-0.10883475
Nr4a2,-0.17266336,-0.21384074,-0.39845002,0.5875681,0.18865575,-0.010578662,0.46809974,-0.042936645
Gpd2,-0.035628945,-0.19709174,-0.09336965,-0.038522348,0.08054495,0.1211634,0.1074659,0.1133262
Pkp4,0.10884155,-0.14119934,0.13418922,0.16458221,-0.1911829,-0.08510866,-0.075861916,0.09088428
Dapl1,0.2857591,0.5804363,0.57109493,-0.27628383,-0.34988725,-0.19902878,-0.7022186,-0.6578217
Tanc1,0.1357035,-0.12532946,0.17544912,-0.018617501,-0.06032997,-0.025851557,-0.115779035,-0.31420428
Baz2b,-0.008236408,-0.12626855,0.07776076,0.083664805,0.04829321,-0.095726475,0.12265938,0.038766492
Gm13572,-0.0041440586,-0.06470328,0.11634003,-0.04084616,-0.032581586,-0.023565842,-0.057340287,-0.05239041
March7,-0.040782616,0.001034752,0.0033912573,0.019559579,-0.09015028,0.03295882,0.18687195,-0.037603162
Cd302,-0.015985185,-0.036140732,-0.026397416,0.052026976,-0.07384637,-0.084429376,0.05387024,-0.050594036
Ly75,0.11874466,-0.15542032,0.19435847,-0.033369534,-0.034897838,-0.025664639,-0.122308135,-0.16774774
Tank,0.004903984,-0.10487916,-0.050769877,0.37794685,-6.694144e-05,-0.06484445,0.034205854,-0.05669496
Tbr1,-0.064196795,-0.010387216,0.04018813,-0.02580501,-0.014235225,-0.0016138646,0.00051578495,0.06983352
Dpp4,-0.025222663,0.1287407,0.047020644,0.4121734,-0.120508224,-0.007739147,9.7956436e-05,-0.26845202
Ifih1,-0.06487236,-0.04855201,-0.038531978,0.09378321,0.011886633,-0.03123483,0.19606097,0.09939371
Spc25,-0.017277714,-0.16176741,-0.8399699,-0.7645126,-0.5604319,1.7259976,-0.3084582,-0.076259606
Abcb11,-0.027454354,0.026800232,0.019650396,-0.040541686,-0.029988933,-0.01847704,-0.061602473,-0.055282146
Ppig,-0.074633434,-0.100624286,-0.3090578,-0.11836741,0.22178295,0.07890844,0.17238289,0.03128043
Ccdc173,0.0012570056,-0.051617276,0.19058916,-0.09701678,0.009738708,-0.05307573,-0.022167645,0.15987529
Mettl5,-0.0057557314,-0.09547733,-0.21311077,0.06774461,0.07792358,0.027763402,0.012713093,0.08281351
Myo3b,-0.035880465,-0.0645312,0.0033160655,-0.04173268,-0.033834826,-0.025219135,0.041054185,0.059000973
Mettl8,0.078817315,0.0503968,0.10845537,-0.04541143,-0.03369835,-0.13182066,-0.10606275,-0.09106838
Dcaf17,-0.012042577,0.10424009,0.045891736,-0.031827185,-0.029237388,-0.044122268,-0.03991166,0.09640677
Dync1i2,-0.01337545,-0.28068477,-0.1822407,0.007863689,-0.012910987,0.08255769,0.1469591,0.36961433
Metap1d,0.04949441,-0.056220178,0.108439215,0.3089403,-0.07555396,-0.0458488,-0.07705392,-0.16122082
Pdk1,0.24729793,0.17455596,0.5195503,-0.17909765,-0.18765132,-0.121987514,-0.49060458,-0.52550614
Rapgef4,0.1332134,0.06767541,0.20198621,0.03143429,-0.120965205,-0.08937386,-0.2372739,-0.25590324
Cdca7,-0.081744306,-0.11007479,-0.13393468,-0.39171278,1.1795352,-0.31669256,-0.16301207,-0.22548148
Cir1,-0.030809157,-0.09867987,-0.029959293,0.14037356,-0.10292705,-0.029851442,0.15706563,0.26321724
Gpr155,-0.052110802,-0.017449133,0.05631323,-0.094184004,0.05283916,-0.0042655105,0.028590925,0.12123389
Lnpk,0.05203476,-0.07600365,-0.11669035,-0.27295178,-0.03896541,0.26953554,-0.16921468,0.02801946
Nfe2l2,0.06904152,-0.10628399,-0.0032183311,0.024410898,-0.016430017,-0.023636185,0.016653402,-0.20886958
Pde11a,-0.01608925,-0.027343249,0.09078266,-0.04951909,-0.04024693,-0.030132022,-0.018693697,-0.062470775
Rbm45,-0.020119319,-0.08266051,-0.11613712,0.17347397,0.12770581,-0.10656287,0.082948215,-0.023326352
Prkra,-0.009344398,-0.1606652,0.08958443,0.13353059,-0.03803372,-0.013029211,0.19606774,-0.10923816
Fkbp7,-0.004486578,-0.019881858,0.029065505,-0.084241465,0.009820447,-0.044962835,0.060566023,-0.09804922
Ccdc141,-0.03937539,0.15224916,0.046433352,0.051484775,-0.027201703,-0.016609987,0.027939722,-0.123091765
Sestd1,-0.01805959,-0.04111731,0.08393967,0.0002481666,0.00467956,0.068042636,-0.08975171,-0.089518875
Ube2e3,-0.05602553,-0.16316555,-0.16635585,-0.29732314,0.23978928,0.107404366,0.049316183,0.2921153
Itga4,-0.41117835,-0.39795023,-0.79797035,0.25535777,0.32835665,0.15779085,0.94277436,0.89058864
Dnajc10,0.037373833,-0.079401225,-0.12887195,-0.090341136,-0.05670468,0.09517301,-0.018486718,0.055084266
Itgav,-0.04566613,-0.042124912,-0.04865546,0.0073595075,0.05914331,0.026553389,0.091346204,0.046378385
Calcrl,0.06780309,-0.11562675,0.04002722,0.00847647,-0.08631541,0.020868557,-0.056116894,0.021620259
Selenoh,-0.12221454,-0.2885579,-0.51915735,-0.6366846,0.28682253,0.31048536,-0.04305497,1.2745174
Tmx2,0.047670003,-0.14271863,-0.06342492,-0.06690643,0.032899056,0.052036002,-0.095362924,0.13195728
Ube2l6,-0.040963337,0.009823871,-0.030835342,-0.059183888,9.017159e-05,0.050054055,0.06092959,0.086099006
Tnks1bp1,-0.014331211,-0.13173416,-0.09293665,-0.09544701,-0.11520835,0.13193427,0.22571564,-0.059568863
Celf1,0.04274964,-0.12952472,-0.08176217,0.2351328,0.015099583,-0.008157782,-0.07326912,-0.019996848
Spi1,-0.05234655,-0.029160434,-0.073333636,0.07808183,-0.045445178,-0.06295863,0.13564718,-0.06583446
Madd,0.021602836,-0.075495616,0.04208797,0.07837036,-0.14155567,0.09247644,0.045042783,-0.079803675
Nr1h3,-0.019284246,-0.016806867,0.05744387,0.061338194,-0.050285533,-0.04596969,-0.012837804,-0.059768032
A330069E16Rik,-0.012714371,-0.12607172,-0.05805455,-0.055032227,-0.07426379,0.013969306,0.062164184,0.31825617
Atg13,-0.04067955,0.15257493,-0.018516574,-0.027311211,0.0273029,-0.0152921565,0.0060860477,-0.065684855
Harbi1,0.013392565,-0.011807847,0.017414652,0.024203636,-0.062027622,0.012064545,0.01505772,-0.06098587
Ambra1,0.057246525,-0.057855997,-0.045651928,-0.030666318,-0.020516202,-0.024333132,-0.027477456,-0.06620343
Phf21a,-0.023664573,0.044023752,0.08587834,-0.1007244,-0.10582844,-0.0027110048,0.19024697,-0.09172093
Cry2,0.03348387,-0.06845788,0.018616678,-0.10681568,0.00686526,-0.053388394,0.06648069,-0.06431474
Prdm11,0.027519913,0.07122976,-0.05915242,-0.120267265,-0.0020618555,0.035755496,-0.06795882,-0.12550274
Trp53i11,0.064909436,-0.103653185,0.06445994,-0.036444616,-0.00018723776,-0.034190673,-0.08496568,0.042698693
Cd82,-0.060533155,-0.29519197,-0.33897913,0.12631126,0.068907894,0.087304294,0.2942401,0.20444834
B230118H07Rik,-0.02572023,-0.0360899,0.096721716,-0.051586736,-0.040012464,0.001408953,0.019401222,-0.06775409
Prr5l,-0.0343593,-0.07157599,-0.12585609,-0.05701509,0.07636765,0.027244909,0.06436009,-0.09189305
Trim44,0.015070668,-0.021240948,-0.06936368,-0.09160781,0.011084381,-0.0074548665,0.10328168,-0.16058652
Cd44,-0.2559613,-0.24852331,-0.5642861,0.5706516,0.134858,0.13895792,0.6083509,0.22011212
Cat,-0.039693706,-0.25862956,-0.16314077,0.19258152,0.109148376,-0.031549614,0.19891755,0.17790136
Lmo2,-0.008327757,-0.045834612,-0.09186366,0.03378727,-0.052727714,-0.063089535,0.041471105,0.024647871
Fbxo3,-0.0278755,-0.124390796,-0.12637106,0.029410468,-0.013364058,0.089453764,0.16849065,-0.010637872
