gene_name,P0_CD25KO,P0_CD25WT,P0_P14NAV,P1_CD25KO,P1_CD25WT,P1_P14NAV,P2_CD25KO,P2_CD25WT,P2_P14NAV,P3_CD25KO,P3_CD25WT,P4_CD25KO,P4_CD25WT,P4_P14NAV,P5_CD25KO,P5_CD25WT,P5_P14NAV,P6_CD25KO,P6_CD25WT,P6_P14NAV,P7_CD25KO,P7_CD25WT,P7_P14NAV
Mogat1,-0.11301291,-0.09121234,-0.016312625,0.07326285,-0.11119116,0.4827967,0.54957145,0.17463917,-0.060888086,0.041550517,-0.07532191,-0.0680881,-0.063609675,-0.028903969,-0.0555139,-0.049623173,-0.09245393,-0.09797253,-0.03559477,-0.1373987,-0.09297984,-0.095148064,-0.115394205
Acsl3,-0.1685417,-0.12386875,0.09102671,-0.0437182,0.18031478,-0.16561288,0.10701746,0.24559243,-0.06172936,-0.09840451,0.032100204,-0.076483384,-0.010453096,0.00381134,0.056616668,-0.038645707,-0.12641296,-0.13772148,-0.14880106,-0.21851218,-0.12749064,-0.13193367,-0.17342134
Utp14b,-0.081591025,-0.06379765,-0.00040298293,-0.08153612,-0.08010413,0.22503458,-0.0045888554,0.027498903,-0.03904735,0.06287347,-0.050828066,-0.044923916,-0.04126868,-0.012942286,-0.034661002,0.037810765,-0.06481102,-0.06931523,-0.07372827,-0.10149442,-0.065240264,-0.06700994,-0.083534606
Serpine2,-0.03552193,0.21763362,-0.01964788,0.017670482,-0.04052778,-0.039449308,-0.29476136,0.19341134,-0.17875163,0.14526935,-0.13909006,-0.017927697,-0.08702895,-0.26663828,-0.12182737,-0.13864505,-0.09201434,0.36214286,-0.061993077,0.031485863,-0.090569235,0.032559894,-0.028978577
Col4a4,-0.0645906,-0.0677559,-0.029465456,-0.06460037,-0.064855106,-0.064798124,-0.078288674,0.15902539,-0.07215878,-0.06956017,-0.070063084,0.17043836,-0.07176363,-0.07680266,0.17980342,0.07000404,-0.067575626,-0.06677437,-0.06598932,-0.061049946,-0.06749927,-0.06718446,-0.06424485
Agfg1,-0.21389604,0.35602653,0.04696015,0.061695058,-0.13319631,-0.021044489,-0.01816637,-0.008164101,-0.26950198,-0.028485665,-0.01765331,0.050059315,-0.033525165,0.26193973,0.050822057,-0.067641705,-0.58669883,-0.035023965,-0.14681858,0.64996606,-0.039575532,-0.10866044,-0.54633117
Trip12,0.025463572,0.11671013,0.0009565476,-0.023655143,-0.33667994,-0.15844235,0.018176693,-0.077132225,0.0135909645,0.0047913617,0.03874365,-0.0063673626,0.06226353,0.57781655,-0.08238018,0.06656653,-0.7005468,0.16172,-0.082650855,-0.5546693,-0.097022206,0.10179362,-0.62608945
C130026I21Rik,-0.18937987,-0.07283362,0.106006585,-0.22530824,-0.083321676,0.93029714,0.012594005,0.32064787,0.40231833,0.0029221394,0.0016970291,-0.16565673,-0.11182891,-0.024321903,-0.050071,-0.039700337,-0.2535428,-0.035819598,-0.13386086,1.2075874,-0.25543973,-0.11864499,-0.336287
A530032D15Rik,-0.097889565,-0.07688638,0.016422912,-0.09782476,-0.09613445,-0.09651257,-0.0069966535,0.030879548,-0.04767126,-0.06491425,0.24181472,-0.054607928,-0.050293304,-0.016856996,-0.04249364,-0.03681837,-0.07808255,0.11545897,-0.01694884,-0.12138342,-0.07858922,-0.080678135,-0.100183755
Gm16094,-0.057192814,-0.040414646,-0.010227364,-0.057141047,-0.055790756,-0.056092817,0.015415987,0.045672975,-0.017076472,-0.030850844,-0.02818504,-0.022617754,-0.019171065,0.00753916,-0.01294039,-0.008406764,-0.041370194,-0.045617424,-0.04977867,-0.07596062,-0.041774947,-0.043443654,-0.0590255
Sp100,-0.3040108,-0.3033947,-0.17756526,-0.32832676,-0.23429583,-0.07914269,-0.73677677,-0.5322727,-0.34771678,0.06341154,0.17124674,0.1153008,0.032653358,-0.508435,0.29661524,0.2356904,1.2790365,0.64797443,0.5412244,0.2790967,0.15149686,0.2303708,0.5834147
Itm2c,-0.25859782,-0.011828134,0.013975605,-0.1694592,-0.19128038,-0.021227777,-0.06760314,0.08925475,0.37519112,0.050394926,0.08743361,0.09470003,-0.15542598,-0.64730614,-0.19025508,0.014305664,-0.69581956,0.19097695,0.23893405,1.8749329,-0.099875435,-0.09794175,-0.71333194
Armc9,0.2718908,0.07621173,0.018401628,0.017159121,0.2990302,-0.1346389,-0.021550521,0.026299724,-0.07293608,0.03404729,-0.09050385,-0.040461224,-0.040465787,-0.034007415,0.014576986,-0.059225272,-0.11135565,-0.039218556,0.0072079776,-0.16605906,-0.11199576,-0.11463475,-0.13927683
Ptma,0.008272419,0.12941775,0.03798151,-0.22517523,-0.45148933,-0.626892,-0.55451,-0.6619669,-0.8914451,-1.3044467,-1.4036201,0.45686924,0.63058364,0.05715812,0.7093985,0.73439956,1.1589086,-0.6299031,-0.70494586,0.44399166,0.7038043,0.9086825,2.3972988
Pde6d,-0.14226356,0.66328204,0.039635938,-0.042998128,-0.13076392,0.07648778,0.07680948,0.102634236,-0.23985061,0.10705109,0.10553537,0.021868465,-0.09669422,-0.26483482,0.10571317,-0.072692834,-0.3764765,-0.0012352368,-0.1544176,0.91216373,-0.028424269,-0.19095291,-0.4167769
Dis3l2,-0.07085818,-0.24946052,0.02021401,0.0015569696,-0.24890205,0.13979217,0.2738478,-0.04847737,0.35960343,0.16895361,0.12337952,0.003497775,-0.13919227,-0.2512022,0.074107796,0.04359379,-0.24942581,-0.0071110427,-0.08171587,-0.24816948,-0.14068712,-0.13845007,-0.24878457
Gigyf2,-0.16970463,-0.12804444,-0.003240352,0.05491156,-0.062666245,-0.20886159,0.17489165,-0.17189561,0.7856272,-0.03364368,-0.06257448,-0.070942745,-0.06704384,0.6046217,0.12606648,-0.00047085484,1.3975633,-0.077328905,0.06412006,1.8204468,-0.07078027,0.023712737,-0.498701
Atg16l1,-0.18719922,-0.05596317,0.04063235,-0.06733307,-0.33987835,-0.11902907,-0.02278252,-0.05265463,0.37054667,0.056052092,0.0664168,-0.06470321,0.041795272,-0.2914039,-0.06285329,0.06494354,-0.32884046,-0.0035645512,-0.09728392,-0.3553169,-0.048159294,0.07886105,3.2741
Dgkd,0.116663404,-0.31765887,0.08521667,-0.24399762,0.038159378,0.123328865,0.10571746,0.13659373,0.5978873,0.06334929,0.21018417,-0.13754764,-0.054776847,-0.40312526,0.10414039,0.013216405,-0.43975002,0.04790705,-0.1899982,-0.46565232,-0.028435726,-0.21153094,2.2965207
Usp40,0.2772224,-0.11043814,0.08339329,0.0317239,-0.27079076,0.09419474,0.3683632,0.052406345,0.11662165,0.006971983,0.016399033,-0.11802655,-0.010955906,-0.13087967,-0.072776735,-0.054664306,-0.23893224,-0.062681936,-0.22796994,-0.31535083,-0.098912485,-0.18189366,-0.27793708
Arl4c,0.12328549,0.23707171,0.27144322,0.07559904,-0.14514984,0.07773505,0.062684424,0.26082006,0.39573717,-0.76548207,-0.3736902,-0.2465803,-0.2192153,0.43293363,0.06924855,0.21063642,-0.12697873,-0.3064635,-0.31013954,-1.5672222,-0.6933874,-0.5414032,-1.9746991
Ramp1,0.526905,0.34129095,0.44940835,-0.199667,0.29733065,-0.26760924,0.5702044,0.7014768,1.1135532,-0.4201178,-0.26509073,-0.29336867,-0.25042415,1.3345765,-0.16630994,-0.07656307,-0.596632,-0.624956,-0.66339386,-1.1059161,-0.6025913,-0.60832983,-0.85657585
Hdac4,-0.096463665,0.36673126,0.11659151,-0.10121843,-0.1636144,0.22270834,-0.008970112,0.30690172,0.46223885,0.048960797,-0.012747938,-0.15441446,-0.17099339,-0.21180923,-0.0142436735,0.010207173,-0.39828768,-0.13856803,-0.19096495,0.813336,-0.06423142,-0.21680069,-0.46560267
Gm26720,-0.07800052,-0.07016285,-0.011383693,-0.077976346,-0.07734557,-0.07748668,0.17083262,-0.029948244,0.77083385,-0.06569525,0.20440775,-0.06184928,-0.06023921,-0.04776191,0.04928361,-0.05521082,-0.07060921,-0.07259325,-0.07453711,-0.086767636,0.128575,0.12589908,-0.07885664
Ankmy1,-0.040211074,-0.030299218,-0.025719497,-0.040180493,-0.039382797,-0.039561242,0.0026832407,0.020557834,-0.016511979,-0.024649315,-0.023074467,-0.019785542,0.0701092,-0.0019700665,-0.0140685495,-0.011390268,-0.030863719,-0.03337281,-0.0358311,-0.05129833,-0.031102829,-0.032088634,-0.04129375
Dusp28,-0.03851407,-0.16828872,0.025761072,0.053984668,0.3030715,0.12607653,-0.11625,0.15010212,-0.25465238,-0.03409308,0.015614775,-0.06634605,0.07090802,1.5817995,-0.12963054,-0.023019163,-0.25941014,-0.1585255,-0.004055434,-0.26618448,0.01700886,-0.061710797,-0.26286784
5033417F24Rik,-0.051565886,-0.042782556,-0.019630628,-0.051538788,-0.050831914,-0.05099004,-0.0135553535,0.0022841063,-0.030565077,-0.03777593,0.26778942,-0.033465926,-0.031661592,-0.017678855,0.06977654,-0.026026506,-0.043282785,-0.045506198,-0.0476846,-0.061390787,-0.04349467,-0.044368237,-0.052525297
9430060I03Rik,0.25059518,0.21115616,-0.084706105,0.10496522,0.7808145,0.45196217,0.013636424,-0.086524636,-0.11814751,0.11709789,-0.123745725,0.080228925,-0.08308168,-0.10574234,-0.059718262,0.08616376,-0.13039044,-0.13253085,-0.0032748547,-0.14782244,0.09453596,-0.016994052,-0.13928792
Sept2,-0.151297,-0.14571705,-0.03131916,-0.056705542,-0.15083072,0.05540369,-0.019389354,-0.1170867,-0.13795543,0.025261842,0.16214144,0.032776885,0.06597548,-0.12976895,0.08516417,-0.051142756,-0.14603485,0.21769956,-0.07915447,-0.15753865,0.07923495,0.050159838,-0.1519065
Farp2,-0.07574039,-0.05637414,-0.06370313,0.054336105,-0.07412206,-0.074470714,0.008068542,0.042992763,-0.029435981,-0.04533509,-0.04225808,-0.03583202,-0.031853672,-0.0010233088,-0.024661895,-0.019428942,-0.057477087,0.053349067,0.022102723,-0.09740318,0.20640488,-0.05987038,-0.07785577
St8sia4,-0.2414275,0.42343497,-0.0011732131,-0.16336901,-0.09521201,0.2952028,0.0007701206,0.10887995,0.11544322,-0.04569147,-0.007370618,-0.1897828,-0.07322844,-0.3463698,0.14636044,0.061775137,1.7446201,-0.08247051,0.21383063,-0.4210027,0.037777364,0.05048194,-0.4058659
Gin1,-0.26867253,-0.31731737,0.009753913,-0.18028367,-0.21465357,0.048129678,-0.0044624135,-0.002639251,-0.06919939,-0.005503455,-0.1176094,0.1454248,-0.06732493,-0.5623657,0.0530762,0.09101777,-0.44084573,0.26337522,-0.10218459,0.94450265,0.1629894,0.036455475,-0.39697942
Pam,-0.14730825,0.59176356,0.08541542,-0.0816022,-0.14462402,-0.14520232,0.10642082,0.04962688,-0.070506066,0.07970478,-0.09177327,-0.08111478,-0.07451614,-0.023379778,0.059581824,-0.024752125,5.7340827,-0.12514733,-0.13311398,-0.18323895,-0.11779096,-0.12098568,-0.15081692
1810006J02Rik,-0.061016504,-0.05186797,-0.029163923,0.06878023,-0.06025201,-0.060416713,-0.021425521,-0.0049274685,-0.039142497,-0.04665317,-0.045199603,-0.04216396,0.047827754,-0.025720472,-0.03688724,-0.034415215,-0.052388996,-0.054704856,-0.056973834,-0.07124992,-0.052609693,-0.053519577,-0.0620158
Gm7967,-0.16805406,-0.11274785,0.09942928,-0.16788343,-0.16343243,0.04938926,0.071287826,0.17102456,-0.03581774,0.15117791,-0.07243514,-0.05408358,-0.042722188,0.045323282,-0.022183886,-0.0072396,-0.11589764,-0.12989786,-0.09049163,-0.22991876,-0.11723183,-0.12273242,-0.17409518
2310035C23Rik,0.020618781,0.17559052,0.03056681,-0.1854438,0.35885087,-0.26296017,-0.123551115,-0.015038698,-0.21889788,0.14325802,-0.090623416,0.036751773,-0.0013752502,-0.52897656,0.01168018,-0.006893487,-0.5333218,0.0475331,0.09576227,-0.53639483,-0.0029937767,-0.066890344,-0.5348903
Gm7160,0.15563704,-0.18646911,-0.00017811866,-0.07878816,0.062724814,-0.20057097,0.03269895,-0.04376425,-0.16547738,0.10310953,0.2102968,0.12858234,-0.036809683,-0.14333664,-0.058309466,0.0015634731,-0.18732858,0.058731504,-0.018509874,-0.21844123,-0.08086949,0.12012255,-0.20320879
Bcl2,0.5534868,0.31902406,0.08284188,0.62121844,0.23481137,0.29949948,0.5884213,0.4553574,0.79030037,0.40647665,0.26278758,-0.1984593,-0.32425243,0.2510126,-0.25444746,-0.27489936,0.064597614,-0.34686005,-0.4440766,-0.744199,-0.5678931,-0.62874436,-1.1041822
D630008O14Rik,-0.042312447,-0.037580654,-0.026452258,-0.042297848,-0.041917037,-0.042002227,-0.021835247,-0.013302144,-0.0309988,-0.034883462,-0.03413165,0.08824563,0.05643745,-0.024056677,-0.029832339,-0.028553762,-0.037850138,-0.039047945,-0.040221505,-0.04760536,-0.03796429,-0.038434897,-0.042829305
Kdsr,-0.2324187,-0.0036626493,0.07055599,0.060870502,-0.016805239,-0.18331975,0.07137211,0.16007978,0.35417253,-0.07695509,-0.14215906,0.005658389,-0.05635066,-0.28361616,-0.08234903,-0.018499294,-0.35879675,-0.12369926,0.0644329,-0.4119671,-0.25984734,-0.19230387,-0.38593546
2900060B14Rik,-0.2497809,0.5555112,-0.022328915,0.16951714,-0.034123227,0.13446017,-0.04087631,-0.058447212,-0.19742508,0.052237008,-0.14225486,-0.029352505,-0.06448203,-0.16529922,-0.07897278,0.025381742,-0.22913082,0.005023764,-0.046476368,1.7682885,-0.13874787,0.049112782,-0.25217274
Tmem185b,0.07803458,-0.13904805,0.053929422,-0.10313855,0.19124018,0.22014832,-0.18069789,-0.08738087,0.54485434,0.11836068,0.19551218,0.008487154,0.04817742,-0.1919036,-0.04363319,-0.07638585,2.9093714,0.015406498,-0.21263821,-0.31069207,-0.19355735,-0.048035257,-0.28659984
Dbi,-0.21163535,-0.021811409,-0.20606475,-0.44786742,-0.64180297,-0.79528517,-1.0779502,-0.9152771,-0.8800359,-0.24413456,-0.4817549,0.51463187,0.6315135,0.21300188,0.38971427,0.30816627,0.48850223,0.24083777,0.18215176,0.95778614,0.87845653,1.2103876,1.4738098
Ddx18,0.36961788,0.43829966,0.032078106,0.14890146,0.4494762,0.08785494,0.42256626,0.19228244,0.51798,-0.130208,-0.23035906,0.07925798,0.19845034,0.5056523,-0.3404734,-0.2267347,-0.8040843,-0.29549196,-0.2697996,-0.17217818,0.10472985,0.048175663,-0.80930585
Mgat5,0.3509047,0.639418,0.057536937,-0.22283538,-0.26183677,-0.12565538,0.063729845,-0.010827618,0.6633439,0.27428016,0.1818653,-0.07307537,-0.07986134,-0.13240176,0.018770045,0.09773118,-0.23236375,-0.14323592,-0.048251305,-0.30306038,-0.23319098,-0.17114013,-0.26844802
R3hdm1,-0.24749921,-0.023238657,0.031607438,0.05317101,-0.06832746,-0.10949721,0.03681454,-0.12667075,0.28881803,0.021129962,0.0044816937,0.04214079,-0.017851945,-0.76083916,0.024288777,0.20302488,-0.740526,-0.16002938,-0.14683285,0.4245504,-0.24969043,-0.14100023,1.2450349
Mcm6,-0.1136038,-0.28548872,-0.13325238,-0.2791602,-0.16179803,-0.19557518,-0.39452332,-0.6665232,-0.5851806,-0.40887773,-0.60147613,1.2016556,1.1188552,-0.14090149,-0.06347902,0.062637016,-0.8814016,-0.04602166,0.043080684,-0.21384352,-0.19772345,-0.1103416,-0.54067314
Cxcr4,-0.026605817,0.0010331703,-0.041017108,0.2540846,0.3997138,-0.06310285,0.3948562,0.18256778,0.07635468,-0.009682453,-0.21848808,-0.12980984,-0.089067444,-0.21252249,-0.018765166,0.03846072,3.5416036,-0.031369332,-0.037079718,-0.22646613,-0.1396984,-0.0015929982,-0.22363813
Cd55,-0.25223482,0.09477367,0.011317915,0.28761747,0.16661447,0.361301,0.24699013,0.15876746,0.56849873,-0.15461732,0.09363492,-0.15868345,-0.05439915,-0.16889496,-0.12081632,-0.09048283,-0.32465065,-0.03242835,-0.15439828,-0.43480653,-0.12688264,-0.11516026,-0.38087532
Gm16083,-0.054493908,-0.04020345,-0.04114907,-0.054449815,0.5056007,-0.05355701,0.007349138,0.033119902,0.8927357,-0.03205768,-0.029787136,-0.025045315,-0.022109669,0.000640214,-0.016802821,-0.012941398,-0.04101732,-0.044634808,-0.048179064,-0.070479,-0.04136206,-0.042783346,-0.056054864
Rassf5,-0.23110723,-0.30062628,0.01623353,-0.040653214,-0.114614435,-0.15844506,-0.060073975,0.0058449823,-0.14481615,0.23910184,0.16087517,0.04324668,-0.12691858,-0.8760768,-0.16052023,-0.0056116427,-0.84435034,-0.023802208,0.17971967,1.3031571,-0.14187565,0.091436744,1.9783762
Ikbke,0.118454,-0.031334933,0.07294759,0.08710146,0.0072597032,-0.039921753,0.15608719,-0.0036777663,-0.2544367,0.25723174,0.3852968,-0.17326984,-0.096988425,-0.25240043,-0.08197952,-0.05578372,-0.39955863,-0.14592691,-0.1935626,-0.5036341,-0.13347659,-0.071120374,-0.45267984
Ctse,0.3005225,0.28318885,0.0423388,-0.093699045,0.1590145,-0.054920312,-0.06503777,0.17372146,0.24154077,0.13911663,-0.03205304,-0.13544787,0.011288739,-0.07961977,-0.082777515,-0.03383348,-0.17016341,-0.13906379,-0.019513601,-0.23419905,-0.069829136,-0.08642401,5.9078827
Nucks1,-0.42138284,-0.1965591,-0.024123222,-0.11853817,-0.015395951,0.004575442,-0.3746176,-0.50588,-0.3507731,-0.7228966,-0.5786228,0.05599608,0.119717,-0.20794506,0.67245984,0.5536689,1.3440305,-0.69945306,-0.22565156,0.82995695,0.72335947,0.91074336,2.3400986
Elk4,0.014806717,-0.255622,0.07007234,-0.21672292,0.5326621,-0.077100456,0.19051364,0.23885114,0.8442228,0.23451814,0.08679571,-0.15153068,-0.017997658,0.46910572,-0.028282411,-0.1072628,-0.56070435,0.01646312,0.015871553,-0.62495714,-0.15304609,-0.26231784,1.7026612
Mfsd4a,0.32901806,0.004656588,0.03874843,-0.11302069,-0.3248068,0.24325265,0.20102088,0.064146005,0.086292826,-0.02335179,-0.028416675,-0.03006829,-0.119168565,-0.21138434,-0.028185597,-0.028331727,-0.29897994,-0.0652275,-0.080671534,-0.3609306,0.11307832,0.1938118,3.4525816
Nuak2,-0.12774329,-0.09130144,0.033955593,0.054338284,-0.12469805,-0.12535413,0.42433026,0.09567919,-0.040611383,-0.07052905,-0.064738974,-0.05264694,-0.0451608,0.012853292,-0.031627893,-0.021780947,-0.093376875,-0.10260177,-0.021857208,-0.16850659,-0.094255984,-0.097880386,-0.13172385
Dstyk,0.18017705,-0.11204739,0.04284265,-0.10796434,0.26971388,0.07511843,0.04784152,0.13449208,-0.04521105,-0.011246038,-0.07702399,-0.061080284,-0.051209588,0.025283702,-0.033366054,-0.020382563,-0.11478391,-0.050846186,-0.081909746,2.3399055,-0.115943044,-0.008997466,-0.16534553
Ppp1r15b,0.4174925,-0.013116537,-0.045297947,-0.07761896,-0.19181262,-0.20321925,-0.16263367,-0.038064953,0.10527509,-0.050301164,-0.12318591,-0.07874837,0.13800786,-0.7725035,0.13394807,0.13598455,-0.5063465,0.14285305,0.052266624,-0.3181109,-0.0333027,-0.011743773,-0.41026914
Plekha6,0.4636358,-0.09587606,0.007554374,0.058024377,0.44214493,-0.12135216,0.29073465,0.04401122,-0.05795291,-0.080335446,-0.07600368,-0.06695717,-0.0613565,-0.017953966,-0.05123202,-0.043865148,-0.09742877,-0.014568858,-0.0458774,-0.15363616,-0.09808647,-0.10079802,-0.1261176
Sox13,-0.0846731,0.869908,-0.024243817,-0.08457469,-0.08200784,-0.08258205,0.053353697,0.11087117,-0.008413335,-0.034597933,-0.029530335,-0.018947117,-0.012395084,0.038380124,-0.0005507873,0.0080674775,-0.054594856,-0.06266869,-0.070579074,-0.12035005,-0.055364273,-0.05853643,-0.088156976
Zc3h11a,-0.1317881,-0.13088317,0.021102091,-0.08592051,-0.13171248,0.14047007,-0.021304447,-0.12624003,0.10651537,-0.13036734,-0.13022356,-0.020811707,-0.051726952,3.4083874,-0.034461025,0.05978705,-0.13093472,0.076953284,0.04309499,-0.13280034,-0.13095653,0.12552252,-0.13188694
Btg2,-0.20672789,0.5660853,0.0010115163,-0.22311269,-0.3175968,-0.104927465,-0.13211036,0.14978655,0.06061074,-0.11039948,0.08871833,-0.1613383,-0.16711712,0.28187922,0.14008921,0.18664321,1.1621925,0.12964784,0.29694226,1.4913806,-0.21605282,-0.11652358,0.4013236
Klhl12,0.11923586,0.26816764,-0.024888113,0.10818839,-0.024426742,-0.00556559,0.13680609,0.0580113,0.4100496,-0.1071061,-0.037530795,-0.014169625,0.036080196,-0.250162,-0.046670415,0.050912708,-0.29370454,-0.018777834,-0.07297295,-0.32449937,0.044484835,-0.13373527,-0.30942255
Kdm5b,0.15998186,0.39124766,0.06433889,-0.07528955,-0.27640173,0.1528457,0.37296712,0.17591894,0.34413767,0.3288572,0.43153104,-0.19507232,-0.19168232,-0.047929917,-0.16814668,-0.114864804,-0.33503217,0.033429477,0.012536346,-0.538081,-0.2347798,-0.27502057,-0.43867037
Ppp1r12b,-0.17891769,0.4095389,0.046277437,-0.08030973,-0.17702305,0.014599062,0.25116813,0.036574494,-0.124707505,0.12670015,-0.13971879,-0.03725197,-0.053319063,-0.09144381,0.0054882453,-0.06826167,-0.1575362,0.011927519,-0.075739995,-0.20427907,-0.15808316,0.17059806,-0.18139423
Ptpn7,-0.26198944,-0.18784344,-0.014137079,-0.31275088,-0.34942782,-0.24885918,-0.37809753,-0.18645163,-0.28054625,-0.0331162,0.023659192,0.074533455,-0.025063226,1.1560814,0.24367878,0.1809147,1.6808861,0.23749259,-0.017133795,0.33608168,0.19441319,0.50137645,-0.57037485
Arl8a,-0.2100959,0.14885466,-0.04988835,0.025668433,-0.008184433,-0.06463754,-0.07558562,0.027787508,-0.44856343,-0.06662237,0.18677461,0.07111452,-0.06259534,0.8957403,0.06025056,0.08997116,-0.38643402,0.046681546,0.19317685,-0.29797155,-0.09951707,-0.040238682,-0.3412819
Gm15445,-0.06720522,-0.063215576,-0.033958208,-0.0022195845,-0.06687183,-0.06694366,-0.04993971,-0.042744957,-0.057666034,0.11096513,-0.060307518,-0.058983684,-0.00042875303,-0.051812727,0.16141133,-0.05560448,-0.06344279,-0.06445273,0.023627255,-0.071667984,-0.063539036,-0.06393584,-0.06764102
Shisa4,-0.074042276,-0.052142154,-0.011184007,-0.073974706,-0.072212204,-0.072606474,0.020732168,0.06022585,-0.021679422,-0.039658763,-0.03617916,-0.028912319,-0.024413442,0.010450744,-0.0162807,-0.01036307,-0.053389408,-0.058933206,0.024853438,-0.09853942,-0.05391772,-0.056095842,-0.07643444
Phlda3,-0.07445129,-0.09305208,-0.0009423875,-0.07450868,-0.07600566,-0.07567078,0.2672874,0.15820454,-0.1189255,0.013795573,-0.1066102,-0.051684164,-0.116603374,-0.14621516,-0.054295983,-0.018972704,-0.09199273,0.1387095,0.006670287,-0.053644724,0.17481859,-0.08969403,-0.07241952
Lad1,-0.05526682,-0.0477127,-0.00587614,0.009349766,-0.054635562,-0.05477156,0.15927804,-0.008953039,-0.037205037,-0.04340674,-0.042206503,-0.039699916,-0.038148094,-0.026122216,-0.035342827,-0.03330163,-0.04814292,-0.050055172,-0.05192871,-0.06371674,-0.048325155,-0.049076464,-0.056091957
Tmem9,0.5366402,0.44470656,0.04817014,0.001305087,-0.16014959,0.6180424,0.020454628,0.024614006,0.079683006,0.18138151,-0.077903666,-0.09183709,-0.0056351023,-0.2177783,-0.11621933,-0.006886889,-0.3432468,-0.24783431,-0.270544,-0.43198252,0.052260228,-0.099515416,-0.38853842
Camsap2,-0.14368072,-0.14544603,0.0034152097,0.2227558,-0.14382824,-0.14379646,0.528163,-0.07440504,-0.14790155,-0.04766521,0.05513349,0.008046302,-0.07233579,-0.15049148,-0.08810062,0.0016146614,-0.1453455,-0.09281662,0.0038022741,-0.14170608,-0.1453029,-0.14512734,-0.1434879
Gm33994,-0.15643771,0.31735128,0.04825211,0.056931783,-0.153023,0.5378572,0.020401139,0.09409208,0.4347361,-0.09228181,-0.08578924,-0.03449934,-0.06383569,0.0012171159,-0.048660867,-0.03761921,-0.117901705,-0.12824583,-0.13838056,-0.20214674,-0.11888748,-0.12295162,-0.16090122
Zfp281,0.1588459,-0.38564026,0.07573145,0.0018752727,0.06522753,-0.063354805,0.009377563,0.07749446,0.07975186,-0.022716576,-0.1418795,0.055477418,-0.1089256,-0.21562281,0.040077813,-0.097578466,-0.3890281,0.007865145,-0.05780114,0.9639142,-0.34600958,-0.10632854,-0.45162395
