gene_name,P9_A,P4_A,P3_A,P10_A,P0_A,P5_A,P6_A,P2_A,P7_A,P8_A,P1_A,P9_C,P4_C,P3_C,P10_C,P0_C,P5_C,P6_C,P2_C,P7_C,P8_C,P1_C
Ankzf1,-0.06795636,0.07115395,-0.03954076,-0.0045113135,0.022878924,-0.13948788,-0.051029462,0.029341485,0.12389698,0.24562797,0.1843928,-0.03410512,0.13821286,-0.06577917,1.0463839,0.021369763,-0.11783446,-0.13050576,0.1722391,-0.015399271,0.1024303,1.7127916
Dnajb2,-0.11014537,0.12138318,-0.09350688,-0.07892549,0.24258721,-0.10731246,-0.048820753,0.056705043,0.056186832,-0.21359426,0.38915905,0.4860389,0.0763792,-0.06840579,-0.23216963,0.24833305,-0.026991889,-0.090523645,0.35549653,0.09691843,-0.10278994,-0.22084233
Mogat1,-0.038973067,0.012979506,-0.0040029255,-0.08410484,-0.037877806,-0.01928286,0.006490372,0.012718048,0.15819636,-0.08570532,0.06028664,-0.07785159,-0.01414445,-0.043206125,-0.09520989,-0.037231594,-0.037857138,-0.07285629,0.018888153,-0.07199355,-0.037572186,-0.08941398
Acsl3,-0.085102215,0.016839895,-0.049827557,-0.091786765,0.23275962,0.0010250878,-0.09600855,0.10771712,-0.008717028,-0.095197335,0.16065112,-0.09818062,-0.078686215,-0.084796265,-0.09158696,0.22543007,-0.03536269,-0.06621719,-0.045744028,-0.05561532,-0.082406655,-0.09378857
Utp14b,-0.12542248,-0.035142764,-0.05325092,-0.15067971,0.32969832,-0.06121613,-0.072745144,0.031275943,0.099554785,-0.14094725,0.3625069,-0.13243409,-0.027459191,-0.044119563,-0.15124989,0.30642593,-0.033557698,-0.103075184,0.09047353,-0.0007828863,-0.12842123,-0.14496732
Wdfy1,0.28023392,0.15250255,0.024806712,0.020755893,-0.20367837,-0.034346875,-0.09757606,0.022511296,0.10876153,-0.117006145,-0.20921782,0.0092709465,0.07704223,-0.14365396,-0.41775528,-0.20124465,-0.13193092,-0.16243033,0.22632751,0.08041928,0.2623084,-0.39804304
Serpine2,0.00095943856,-0.14173652,-0.071650445,-0.054671254,-0.027766116,-0.046886012,0.01040771,0.06502565,0.06389068,0.9231906,-0.06858234,1.0101551,-0.2496737,-0.060121555,-0.05277662,-0.037234396,0.009662872,-0.036792234,0.124129936,-0.023445632,0.22778867,-0.0736532
Fam124b,-0.040905055,0.031231675,-0.041158266,0.017495535,-0.019464182,-0.038668416,-0.06167407,-0.0050195,-0.07093489,-0.08732091,-0.06373313,-0.0771598,0.0052641705,-0.007359966,-0.099617876,-0.018554239,-0.045465615,-0.03894072,-0.026451325,0.020459838,-0.038697336,-0.09211916
Dock10,0.2693899,0.24237454,0.08249739,-0.06459707,0.1294795,-0.098437734,-0.27690664,-0.12345301,-0.11669368,0.3273446,-0.02080955,0.45251667,0.36946726,0.11641392,0.3930986,0.120574765,-0.07243482,-0.31398034,-0.22962233,-0.040193632,0.024907257,0.181211
Rhbdd1,0.0027580853,0.067804486,-0.018932104,-0.01295005,-0.022051148,-0.06824737,0.14036563,0.013722542,0.1529542,0.3284667,0.02356248,-0.078161895,-0.010730069,-0.06723747,-0.24686551,-0.037916675,-0.020533321,-0.09299174,0.010525827,0.0060294108,-0.04331721,-0.24338067
Col4a4,-0.047491368,0.0443436,0.033659264,-0.053404737,-0.01647832,-0.04049095,-0.052235037,0.004747625,0.21072082,-0.08623806,-0.061465308,-0.07792943,0.05695701,-0.04707012,-0.09629315,-0.015557849,-0.021867895,-0.015952291,-0.036465675,-0.021192893,-0.014755326,-0.090161525
A030005L19Rik,-0.01020082,0.019144392,-0.0014076944,-0.018425005,-0.046001535,-0.024599677,-0.0494151,0.011491795,0.022187904,-0.09062878,0.053448617,-0.079673894,0.00918895,0.014753246,-0.10388638,-0.045373127,-0.063647054,-0.072706126,-0.025004126,-0.040565066,-0.026086839,-0.09580185
C130026I21Rik,-0.0726394,0.055971105,-0.050106253,-0.05464919,0.0408394,-0.06256003,-0.050699584,0.014592006,-0.060676463,-0.11513488,-0.062380623,0.1478535,0.05713349,-0.016316367,-0.12979034,0.042852107,-0.085308224,-0.095322475,-0.04259083,-0.06138538,-0.0077373325,-0.120853394
A530032D15Rik,-0.044792328,0.050776463,-0.041493554,-0.062234305,-0.0319639,-0.04537806,-0.047849588,0.025616702,-0.064975105,-0.07574068,-0.049908023,-0.069064856,0.051767383,-0.053416092,-0.08381975,-0.03742745,-0.059298225,0.048381984,0.025224807,-0.03884054,-0.07443147,-0.07889311
AC147806.2,-0.054545786,0.013097053,-0.014688255,-0.035140768,-0.042943604,-0.04110101,-0.04465439,0.029548451,-0.052789982,-0.06718504,-0.042857166,-0.05825854,0.014150574,-0.0013744379,-0.077987865,-0.042581383,-0.045199208,0.014124775,-0.0137113575,0.049250025,-0.06543445,-0.07140027
G530012D18Rik,-0.012275843,0.013922876,-0.002354775,-0.0451602,-0.042580917,-0.028881824,-0.03063136,0.0044901473,-0.05713939,-0.06867251,-0.024288286,-0.06152072,-0.003507498,-0.025270386,-0.0773276,-0.042208277,-0.05105776,-0.056971885,-0.025830109,0.019497408,0.002495558,-0.07204971
Sp110,0.43306214,0.28578302,0.1309736,0.16688421,-0.040391494,-0.20003706,-0.41199496,-0.068648286,0.22690354,0.39388433,-0.20610422,0.051165666,0.25637338,0.04557834,0.13648848,-0.03445876,-0.20090154,-0.44885844,-0.11890956,0.17406517,-0.0015291796,0.51434267
Sp140,0.10692779,0.16937967,0.13762726,-0.0028557011,-0.13595119,-0.1211142,0.04608793,-0.17323823,-0.014857315,0.61876976,0.11555598,-0.08213104,0.067751564,-0.043096263,-0.8798113,-0.13808416,-0.28662556,-0.100796506,-0.3693226,0.026916107,-0.055644527,-0.8637292
Sp100,0.61239433,0.57845086,0.36863068,0.6247637,-0.4880486,-0.29712477,-0.1792254,-0.26195368,0.031947482,-0.047478385,-0.6221793,0.33760217,0.4148349,0.13768022,0.40097815,-0.4899534,-0.4793576,-0.42285857,-0.32663643,-0.1050915,0.08387111,-0.5417845
A630001G21Rik,0.12057848,0.05346962,0.0053542685,0.032668453,-0.29400316,-0.10562264,-0.06887583,-0.0948158,0.20724621,0.16524181,-0.30946022,-0.13031535,0.026173504,0.07791166,-0.6708096,-0.2926913,0.013717413,-0.032476716,-0.07599253,0.34287995,0.40649468,1.6621274
Itm2c,0.10006154,0.014612005,-0.13797002,-0.0005890689,-0.16792543,-0.19178472,-0.09729484,-0.029076422,0.21977027,0.4269273,-0.27608287,0.63521117,0.23370124,0.15583394,-0.8243287,-0.15997909,-0.03506969,0.15751925,0.049585316,0.42817476,0.5470111,-0.8088607
Gpr55,0.16764541,0.017543374,-0.091859974,-0.08113927,-0.32014242,-0.08707598,-0.026496539,-0.14349459,0.047256086,0.34457794,-0.2572143,0.35305375,0.31378448,0.27722538,-0.33562168,-0.31995323,0.0724552,0.1693473,0.0104831215,0.16238832,0.45283443,-0.3354228
Armc9,-0.07131979,0.009426996,-0.027188744,-0.08107303,0.15927953,-0.08203934,-0.07899164,0.0119906925,-0.001540489,-0.1330489,0.09822193,0.4415949,0.052008357,-0.03226938,-0.1455726,0.16296515,-0.025001848,-0.08271244,0.072698995,0.03809846,0.039811928,-0.13793561
Ncl,-0.07292389,-0.5615667,-0.3311246,-0.15137188,0.10057772,0.24752882,-0.06288093,0.4768463,0.06614527,0.005146372,0.5694541,-0.2125758,-0.5458165,-0.18816555,-1.0614433,0.10166418,0.29382855,-0.09655458,0.44533828,-0.05472114,-0.259144,-1.1164525
Ptma,-0.7026265,-0.79552364,0.65046316,-0.9160788,-0.23162654,1.0087188,0.7267473,-0.25487557,-0.45224133,-0.055717856,-0.15353726,-0.96514255,-0.8152032,0.652915,-1.0571111,-0.24109471,0.94901353,0.7956117,-0.3276686,-0.6252201,-0.2121646,-0.51134914
Dis3l2,0.015801622,0.10607017,-0.05661518,-0.05690339,0.09188371,-0.03776396,-0.105444856,-0.012625926,0.15083826,0.58692026,0.18314166,0.107186146,0.12620622,-0.022494284,-0.36038455,0.09485035,0.026029877,-0.095455505,0.04064447,0.057218384,0.14654341,-0.35344332
Gigyf2,0.01911673,0.0878086,-0.008423194,-0.06206698,0.14699231,-0.14372778,-0.119919926,-0.06517426,-0.026047422,-0.21365368,0.01513307,0.26156527,0.22503401,0.08555166,-0.73106354,0.13979937,-0.053571224,-0.12760627,-0.019615922,0.18502995,0.10659609,1.4377229
Kcnj13,-0.01947896,-0.022508955,-0.00802766,-0.05780806,-0.044078693,-0.036136046,-0.04529389,-0.01942795,-0.071313,-0.08197574,-0.05608384,-0.07536369,0.04653145,0.029603267,-0.08997766,-0.04356393,-0.010976326,-0.037796207,-0.04236656,0.0026298182,-0.010830874,-0.08509807
Inpp5d,0.24470885,0.14283416,0.070919976,0.07124057,-0.2646694,-0.15818359,-0.014859953,-0.03999186,0.019448398,0.2367768,-0.22482488,-0.1101852,0.16498391,0.03532918,-0.74235797,-0.26260898,-0.16996446,-0.049478862,0.11185738,-0.05806219,0.043759923,0.2938106
Atg16l1,0.09905738,0.0142923165,0.042826205,0.032841984,-0.11403907,-0.037509207,-0.07474101,-0.050072648,0.031242773,-0.55058444,-0.008628433,-0.23951966,0.24659288,0.10574068,-0.5628894,-0.10857225,-0.042770818,-0.0062578064,0.042031735,-0.011126489,0.019537624,1.3349131
Sag,-0.044547196,0.06040676,0.030040376,-0.04083533,0.19811943,-0.05139962,-0.013872492,0.031420793,-0.036799792,-0.17461418,-0.024580514,-0.16448207,0.19403693,-0.035538886,-0.18687603,0.20279732,-0.09287829,0.04237513,0.28512636,-0.0053582555,-0.018846985,-0.17939872
Dgkd,0.09386276,0.16006397,0.02542915,-0.040312503,0.041555744,-0.085973226,-0.13775866,-0.0075366725,-0.08453177,0.48973024,-0.035089996,-0.058055375,0.1185753,0.066229336,-0.7104339,0.041183952,0.023443533,-0.11309048,-0.068840496,-0.0471929,0.21873632,0.5435922
Usp40,-0.043997306,0.02896112,-0.10051042,-0.014779783,0.34701514,-0.16196829,-0.11295109,0.013445176,-0.07087315,0.11276349,0.06628608,-0.26284808,0.15664607,0.017551282,-0.29303664,0.34740883,-0.018481255,-0.087663025,0.14204285,0.13833356,0.0934189,-0.28295672
Hjurp,-0.25290254,-0.240779,0.85931,-0.21884786,-0.19569868,0.4421983,-0.21566424,-0.34799248,-0.12118833,-0.3290627,-0.10471543,-0.23170362,-0.023395903,1.0489377,-0.58529717,-0.19417839,0.47787774,-0.06950496,-0.5231486,-0.30599263,-0.18143977,-0.66417956
Glrp1,-0.040759217,0.040648762,-0.0028219556,-0.04765658,0.008831137,-0.0064664823,-0.0013223625,0.011818452,-0.056812204,-0.057624083,0.0022742886,-0.057120632,-0.053036775,-0.05594049,-0.058233358,0.009656025,-0.056384087,-0.056800414,-0.05460818,0.014739161,-0.034298513,-0.05786182
Arl4c,0.14775376,0.61760885,0.39332485,0.28093264,0.9579379,-0.117956765,-0.09097797,-0.015404355,-0.34679946,-0.95645183,0.39631814,-0.41667724,0.14376307,-0.33641016,-0.69857055,0.95992154,-0.7076014,-0.76576483,-0.22832054,-0.85362333,-0.8611671,0.72879875
Ramp1,-0.37732637,0.18087895,-0.14766441,-0.42104658,1.8231949,-0.18486054,-0.2192643,0.12507418,-0.27199182,-0.36131656,0.62678945,-0.11016561,0.16749088,-0.17422594,-0.42835078,1.7911255,-0.22488922,-0.2706945,0.010665764,-0.24468467,-0.34631917,-0.3874731
Per2,-0.062192414,-0.075275406,-0.06810122,-0.048924036,0.02942798,-0.013414393,-0.06300387,0.006641002,0.0016935435,-0.064344145,0.05893817,-0.06861037,-0.015657118,-0.057473905,-0.059181157,0.030557038,0.014933679,-0.038348164,0.026333801,-0.009046302,-0.018695017,-0.06232956
Traf3ip1,0.011957473,-0.054460917,0.09095347,0.30425474,-0.15824685,0.013046505,-0.039356135,0.0071720723,0.13803744,-0.2833299,-0.1587172,-0.12310258,0.004033394,-0.025246587,-0.27915132,-0.1567251,-0.008702866,-0.089559205,0.0076829656,-0.10038249,0.0057899295,-0.28169942
Hdac4,-0.058315974,0.11449058,0.005598892,-0.21269274,0.49111652,-0.11773499,-0.20328219,0.034774657,0.017547656,-0.25779766,0.4156174,0.36898616,0.13921915,-0.027640961,-0.5078652,0.50324893,-0.096313596,-0.25937912,0.03479143,-0.05302239,-0.1055425,0.8346213
Rnpepl1,0.02472897,0.054277062,-0.0150953615,0.04377886,0.05157933,-0.050798196,-0.09529013,0.055887125,0.0075925807,0.11904828,-0.0060207006,0.012397989,0.07154354,-0.076445155,-0.5389736,0.04783123,-0.06529613,-0.1358475,0.1957731,0.08069284,0.080942534,0.7462418
Gpr35,-0.041105952,0.07940923,-0.031387866,-0.04261326,-0.042376798,-0.014145305,0.00509741,0.05405657,-0.036111202,-0.03991597,-0.04145303,-0.037556604,-0.018418087,-0.032026015,-0.04277128,-0.042390667,-0.03410488,-0.036055945,-0.025782298,-0.035796765,-0.03945327,-0.041030105
Farp2,-0.014423069,0.059164897,-0.00030560253,-0.052220896,-0.016513018,-0.06231914,-0.014822417,-0.017447589,-0.07655033,-0.08086927,-0.052435912,-0.07819106,-0.056466166,-0.0398209,-0.084110446,-0.015698818,-0.028472792,-0.043118108,-0.0062692887,0.026918393,-0.018818596,-0.08213397
D2hgdh,-0.018058483,0.039394118,-0.028674442,-0.019621152,0.0758681,0.0055824765,0.034976207,-0.0073619755,0.05485921,-0.0071820347,-0.014416135,0.006687148,0.041910473,-0.023665141,-0.27828783,0.072806545,0.014630491,0.005024407,-0.063411005,0.12654781,-0.014706335,-0.27425796
Pdcd1,-0.26479092,-0.44263986,-0.3139565,-0.29409647,-0.39586747,-0.09659511,-0.17749155,-0.29139626,-0.04159596,1.5814549,-0.41580492,0.32568064,0.6642669,0.7322746,-0.40768778,-0.39521408,0.93580574,0.71753246,0.550474,0.8248433,1.2095928,-0.45481455
Fam174a,0.017717939,0.07144073,-0.11581521,0.09789067,0.030945264,-0.10177538,-0.06260893,0.0285691,0.1164696,0.11051404,-0.0688105,-0.030131005,0.0984284,-0.089605086,0.24247648,0.03651135,-0.027814783,-0.062522486,0.21376164,0.149061,0.32032427,0.64988625
St8sia4,0.17145567,0.18562125,0.20085478,-0.010098481,0.054794896,-0.06653265,-0.028936667,0.009254982,0.048021525,-0.073264346,-0.114643455,0.057597525,0.16319633,0.065293774,-0.7052037,0.057679903,-0.22064191,-0.1701613,0.030246943,-0.15458015,-0.2505704,0.50799805
D1Ertd622e,0.04797585,-0.09812065,0.06604816,0.30025482,-0.3723682,0.26970333,0.12026552,-0.08427477,-0.377518,0.00895447,-0.31709224,-0.036128692,-0.20740245,-0.05148429,0.5953601,-0.36782798,0.1828518,0.10016385,-0.010900716,-0.4026542,-0.10578005,0.926667
Pam,-0.053243,0.031603165,-0.057071816,-0.061691504,0.14572066,-0.03605302,-0.046747264,0.04942328,-0.038573552,-0.12589037,0.10684898,-0.11698776,-0.04477233,-0.036473613,-0.13666432,0.14914009,-0.02500321,-0.11132532,0.064357094,-0.09762788,-0.046077266,4.9361997
Relch,0.14037788,0.09308734,-0.038648933,0.038601298,0.016191341,-0.1499503,-0.0031841479,0.007648515,0.039534196,0.44384527,-0.10401752,0.070618376,0.17480394,0.014295372,-0.77162457,0.016756838,-0.106517136,-0.044596218,-0.012524367,0.08474395,0.07338364,0.40643394
Zcchc2,0.075225875,0.07671176,-0.039406355,-0.020178674,-0.051060844,-0.09736306,-0.1291663,-0.0137427235,0.44032878,-0.47130823,0.14789766,0.13940062,0.030876437,0.054716196,-0.49357876,-0.04573771,-0.03046034,-0.10220642,0.07314881,0.22726141,0.073887415,-0.47999817
Bcl2,-0.1707106,0.25325137,-0.25285,-0.60556245,0.33477765,-0.33055606,-0.34173372,0.04654437,0.37377733,-0.895559,1.0544925,0.06703838,0.35280207,0.013104082,-0.9817531,0.3322041,-0.10979595,-0.22822511,0.5103255,0.8073566,0.4159186,0.34773043
Kdsr,0.016198892,0.11194931,-0.104706705,-0.08702261,0.115670085,-0.05982237,-0.15552656,0.041818723,0.17667952,0.1004291,0.25944445,0.0783085,-0.065734535,-0.072671816,-0.5029792,0.120487005,-0.016177576,-0.19027452,0.14599945,0.13636488,0.0810713,-0.49047664
Dsel,-0.03381535,0.03867387,-0.0120253675,-0.053167302,-0.040176146,-0.00047785518,-0.018060716,0.02033252,0.00043945402,-0.085655816,0.035567556,-0.086334065,-0.09183582,-0.054034647,-0.084835,-0.039618794,-0.015289178,-0.025964435,0.0024758119,0.01708732,-0.0004748171,-0.08533554
Tmem185b,0.019829072,0.14224629,-0.036532827,-0.06552456,0.01806946,0.016946837,-0.018685149,-0.010700291,-0.06744181,0.66466814,0.20391993,0.02902003,0.035541397,-0.016664075,-0.30300692,0.018781,-0.046335712,-0.003634143,0.1369458,0.072289445,0.030425677,-0.29490688
Ptpn4,0.2613532,0.1582708,0.078819364,0.39517403,-0.364768,-0.11172813,0.02920953,-0.015279804,-0.118757896,0.56490886,-0.3998385,0.17795435,0.11231163,-0.01965262,1.3799654,-0.3650899,-0.07626351,-0.0013607009,-0.026244562,-0.2588174,0.21023692,-0.6132314
Sctr,-0.012777622,0.036024295,-0.022867225,-0.046684105,-0.033700515,-0.013307644,-0.0071015744,-0.0064662583,0.04276498,-0.061311923,-0.06500362,-0.055645213,-0.009678501,-0.0423619,-0.06816977,-0.044631865,-0.047354896,0.014567809,-0.027365794,-0.05141845,-0.036997236,-0.063987836
Tmem37,-0.027636092,0.059232682,0.051551633,0.28298253,-0.2571058,0.017956078,0.19858293,-0.05547693,-0.23732746,-0.30660734,-0.1341732,0.56192774,0.058355946,-0.11098593,-0.31999242,-0.2564164,-0.08034479,0.15830745,-0.09299952,-0.2404829,-0.01875006,-0.31183016
Dbi,-0.39280754,-0.4465892,0.47867513,-0.41340756,-0.5830514,0.6483635,0.71370304,-0.521434,0.01532179,0.3856902,-0.82486916,-0.23265354,-0.3927189,0.42425856,1.6213194,-0.5845829,0.6713162,0.7196326,-0.5673063,0.12383985,-0.011098041,-0.6028132
Insig2,0.041929536,0.05845894,-0.0689837,-0.05429597,0.010813582,-0.12790403,0.050336882,0.013799488,-0.14405982,0.104268625,-0.13390203,0.28957838,-0.0035844576,0.07226868,1.3058004,0.01614222,-0.019363126,0.19125724,0.0017247206,0.04795328,0.10431607,-0.42090082
Ccdc93,0.028870637,0.0891652,-0.057684477,0.07671244,-0.08359884,-0.022368018,0.006861031,0.01251493,0.02381952,0.011285436,-0.025865827,-0.042930353,0.002835282,-0.015766237,-0.36917204,-0.0853481,0.06854568,-0.0866925,-0.07280626,0.08192,0.035813052,-0.36905527
Mgat5,-0.09607614,0.109803125,-0.04194582,-0.082169324,0.18165927,-0.051528208,-0.1694555,-0.0123402905,0.09685856,0.13216627,0.17326997,0.016194616,0.04576736,0.020016434,-0.3291047,0.18494844,-0.1161999,-0.14406815,-0.1308734,0.4251531,-0.16583146,-0.3182006
Tmem163,0.020092895,-0.009705845,0.1431621,0.26926783,-0.52633727,0.09832483,0.00909198,-0.07743275,-0.4290394,0.9017514,-0.45743677,0.8008549,0.05210298,0.30207506,-0.53097486,-0.5260533,0.12523034,0.015652027,-0.19407627,-0.32929966,1.062815,-0.55202836
Ccnt2,0.04292697,0.045957867,0.00060134806,0.017525887,0.087365754,-0.05114798,-0.009363678,-0.019852636,0.0057784594,0.32855514,-0.09763126,0.3726043,0.011711057,-0.0015606249,-0.72770953,0.08744858,-0.055700857,0.034301702,-0.014071728,0.017063774,0.033731963,-0.7187133
Rab3gap1,-0.017195653,0.10170097,-0.050245285,-0.18416116,0.23944174,-0.086686045,-0.034508828,-0.045647312,0.1092651,0.4207256,0.119498834,-0.13123563,0.24798198,0.120745026,0.07348154,0.24235965,-0.07649012,-0.005351442,0.1669058,0.0841701,0.06492047,-0.6453077
R3hdm1,-0.077008165,-0.022422269,0.15916832,-0.23119621,0.23722096,0.07599192,-0.16698015,-0.06841256,-0.03149434,-0.41989645,0.059676252,-0.15852824,0.1531018,0.18728694,-1.100616,0.24208556,0.082480095,-0.17280823,0.014495855,0.029600173,-0.005875377,-0.33145088
Mcm6,-0.2563766,-0.62055504,-0.12921917,-0.25156337,-0.54044795,0.9095232,0.2694012,-0.20379537,-0.28546,1.1672153,-0.59800255,0.16072875,-0.6031524,0.006415334,0.26559523,-0.5361764,1.1510632,0.46669015,-0.26927403,-0.09040911,0.49138469,-1.0131326
Cxcr4,-0.20962763,-0.1552851,-0.040846486,-0.21722972,-0.22794953,-0.1252699,-0.32018682,0.038660754,0.088895194,0.31158292,0.77934366,0.23005623,0.08799107,0.49848816,-0.4991367,-0.23478487,0.0950413,-0.040938996,0.14524266,0.46904677,-0.07458338,0.48612988
Cd55,0.0625766,0.16612549,-0.038100284,-0.3915842,0.33967733,-0.112805225,0.021500548,-0.028288424,0.03346699,-0.4664768,0.4566703,-0.046559345,0.07607581,-0.07767703,-0.50745153,0.3540022,-0.084984116,-0.058105502,-0.07533458,-0.1887172,-0.15696043,3.6616225
Pfkfb2,-0.015320083,-0.0020055166,0.03410711,-0.06387706,-0.02869564,-0.047682118,-0.02266298,0.0011548407,0.020029757,-0.080897495,0.0073287915,-0.077290595,-0.04803247,-0.02177042,-0.08526257,-0.02802515,-0.01725434,0.008146855,-0.059290554,-0.04934488,-0.010345333,-0.08260073
Yod1,0.004052802,0.02933176,-0.0099473,-0.011276078,-0.07335546,-0.052207988,0.16459872,-0.027814098,0.034185063,-0.03581064,-0.01463731,-0.18056147,0.0474027,0.06904347,-0.32113585,-0.07542029,-0.04905283,0.062659405,-0.035953447,0.017016973,-0.12968767,-0.3233139
Fcmr,-0.107559234,0.043336477,-0.023971349,-0.1173919,-0.11584938,-0.049872547,-0.060949568,0.019219304,-0.07497685,-0.0997966,-0.10982334,-0.08440565,0.040441167,-0.033388864,-0.1184227,-0.11593984,-0.061888933,-0.07461637,-0.007598001,-0.056600463,-0.08469944,-0.107064456
Il10,0.02350549,0.02576954,0.08067716,-0.08368989,-0.09504023,0.0071704406,0.1236408,-0.0745606,-0.06793228,-0.10300709,-0.09803091,-0.110645495,-0.08466811,-0.07730568,-0.09376311,-0.09499534,-0.09087426,-0.07954314,-0.013666911,-0.11634292,-0.068400756,-0.09940012
Ikbke,-0.02338661,0.13130529,-0.09988533,-0.20728646,0.49208033,-0.1991813,-0.13155694,0.041729707,0.38925645,-0.48534152,0.37528986,-0.2131839,0.11281394,-0.13429527,-0.5237653,0.4950927,-0.11548524,-0.109448045,-0.020540258,0.2437946,-0.023031482,-0.5003344
Ctse,0.07975054,-0.0012989169,0.017815577,-0.025100963,0.085767314,-0.08418195,-0.031556405,0.033025544,0.08437514,-0.17771395,-0.06498523,0.27703184,0.009292519,-0.024839427,-0.1904674,0.08909774,-0.01784176,0.024361152,-0.048926417,-0.018291885,-0.0138260955,-0.18269031
Slc41a1,-0.039422136,0.04900616,-0.06774278,0.020703195,-0.0015123194,-0.053904194,-0.044682886,0.030955287,0.28664774,-0.30829775,0.08759059,0.41475055,0.043698076,0.014027917,1.0248119,0.0023844081,-0.1298555,-0.017804213,-0.0280689,0.22839814,0.14579915,-0.3153671
Nucks1,-0.49478364,-0.5213114,0.68292683,-0.48624274,-0.096678294,0.39776137,0.6582478,-0.24102516,-0.36004487,-0.5916065,-0.29856274,-0.61823064,-0.38203454,0.8968095,-1.3135213,-0.09508252,0.30763647,0.6705251,-0.1399895,-0.35544667,-0.3797057,0.87476796
Elk4,-0.023972856,0.08749501,-0.069233164,-0.08781018,0.18777181,-0.17051642,-0.08047626,-0.012803231,0.3414,-0.41594043,0.18066342,0.16925572,0.29865894,0.007108728,-0.21013957,0.1877569,-0.14773387,-0.17643279,0.06803031,0.2721026,0.014981547,-0.816044
