gene_name,A5P,A5T,A8P,A8T,C5P,C8P,NP14B
Ifi206,-0.15793857,0.044166747,-0.029261706,0.00837204,0.12666325,0.35119236,-0.31150964
Ifi214,-0.09761601,0.08500615,0.020376384,0.08302841,0.031970065,0.21738003,-0.39981872
Ifi213,-0.11257901,0.042980026,-0.123569414,-0.021638537,0.034122765,0.45968074,-0.07968805
Ifi209,-0.05552658,0.23099987,-0.022748156,-0.030671677,-2.907367e-05,0.08253458,-0.39535433
Ifi208,-0.12545022,0.050683655,-0.0105991885,0.004008556,-0.021059848,0.17961974,0.1326073
Ifi207,-0.0332836,-0.0067898864,-0.03414818,-0.044440206,-0.043583933,0.030456189,-0.050554268
Ifi204,0.008402656,0.0019322232,-0.06452339,-0.056840416,-0.0055605597,0.1923612,-0.17901836
Mndal,-0.12197172,-0.034392346,0.051472783,-0.08578346,0.232683,0.23568586,-0.22433041
Ifi203,-0.14066458,-0.08967854,0.068049856,0.0040190504,0.19834,0.38597828,-0.26073167
Ifi205,-0.028855348,0.00014922366,-0.03847619,-0.032039307,-0.021466438,-0.0022771202,-0.056452606
Kmo,-0.024559105,-0.00740151,-0.057104073,-0.04092422,-0.012759457,-0.035719622,-0.057369463
Cep170,-0.018698258,-0.024973148,-0.015591825,-0.009723564,-0.030016065,0.13815105,0.115023084
Akt3,-0.01448041,0.026408577,0.033167146,-0.06606116,-0.036607735,-0.060686473,0.13751678
Zbtb18,-0.003197468,0.001051304,-0.10951763,-0.081393786,-0.043908767,-0.068610676,0.2766257
Smyd3,-0.038751066,-0.0076960055,0.0078053637,-0.019884946,-0.04433118,0.005925033,0.22568749
Coq8a,-0.05641169,-0.050452437,-0.012475244,-0.032294657,0.05222903,0.09177438,-0.022669222
Psen2,-0.10740746,-0.19710945,-0.0895832,-0.057833828,0.47408363,0.14181764,-0.22444291
Itpkb,-0.046635326,0.19068223,-0.049823686,0.026652765,-0.004070525,-0.15765804,-0.1236854
Parp1,0.1166463,-0.11509796,-0.009635565,-0.072430536,0.09581186,-0.13662715,-0.033116296
Acbd3,-0.0056251744,-0.026147913,-0.030279478,0.009763403,0.020304985,0.01661544,0.068407655
Lefty1,0.008406331,-0.026104767,-0.049296156,-0.04180016,-0.0298616,-0.04099669,0.018530989
Tmem63a,-0.023855204,-0.065167695,0.011173199,0.023829002,0.0038203185,0.04092828,0.053797133
Ephx1,-0.036159478,-0.034935758,-0.18743794,-0.1128157,0.056593664,0.4030917,0.22577757
Wdr26,-0.044226427,-0.073403224,0.08928642,0.04934313,0.06798919,0.33292687,-0.2165948
Trp53bp2,0.023591889,-0.002387796,0.10286819,0.020936405,-0.058490083,-0.07646834,0.042922262
Capn2,0.08015751,0.024534255,0.28828773,0.19578664,-0.20938355,-0.02831521,-0.47761223
Disp1,-0.005679038,-0.021332784,0.0050208056,0.0047561983,0.016706003,0.04251916,-0.03249102
Brox,-0.017651578,0.009515496,0.026471293,-0.025351709,0.019644214,0.13334315,-0.10861508
Mia3,-0.014357386,-0.04936585,0.02900489,-0.007233483,0.024498856,0.041319445,0.0984518
Dusp10,-0.034767527,0.091941535,-0.2039128,-0.20294103,0.0036702466,-0.024391562,0.23091386
1700056E22Rik,-0.033354364,0.05158745,-0.094762556,0.018524995,-0.006561712,0.047278512,0.013515954
Hlx,-0.0056715044,0.09623653,-0.04763589,-0.025205368,-0.05227253,-0.053081803,-0.065276615
Gpatch2,0.00013730416,-0.028096376,-0.006818103,0.054581262,-0.049243566,0.10558077,0.082634084
Kctd3,-0.018421603,-0.052974716,-0.040603634,-0.018314023,0.0014509453,0.10604815,0.088541016
Cenpf,-0.057447784,0.11079521,-0.17738982,-0.14427695,0.21997936,0.16337521,-0.24653132
Ptpn14,-0.0015665335,-0.032064773,-0.04726197,-0.04036259,-0.027210375,-0.016622324,-0.022164049
Rps6kc1,-0.018901814,-0.04112457,-0.042963136,-0.0026444707,0.019665249,0.0051521244,0.007143324
Angel2,0.017432405,-0.07585976,0.05938958,0.041590784,0.0055685844,0.10702099,-0.01429829
Batf3,-0.01560912,-0.018315643,0.08751498,0.0720175,-0.18966883,0.0072146785,0.14187717
Atf3,-0.008757863,0.032910265,-0.069661,-0.047278043,-0.0024854483,-0.07108955,-0.086737335
Dtl,0.18120092,-0.038099363,-0.21706149,-0.1409076,0.17656511,-0.055971757,-0.36125872
Slc30a1,0.010588551,-0.029321916,0.00014514042,-0.00032907975,0.0052569928,-0.026787862,-0.03454736
Traf5,-0.11403797,-0.005444787,-0.027328216,-0.09193787,0.08737428,0.366054,0.017603714
Rcor3,0.017701415,-0.07971809,0.034413956,0.016970847,-0.066116475,0.2922498,0.094698824
Hhat,-0.010895801,-0.073994026,-0.10079146,-0.06977191,-0.044245135,0.6294818,-0.041600775
Irf6,-0.0062556616,-0.021341829,-0.05056635,-0.0765142,0.02959003,-0.052336913,0.05558618
Traf3ip3,-0.060538147,0.00067979994,-0.01673187,-0.04823719,-0.0006627464,0.18813005,0.105375655
Lamb3,-0.010491285,0.095269606,0.2011846,0.28204432,-0.1367696,0.0027947775,-0.47468588
Hsd11b1,-0.10681759,0.018868387,0.17916568,0.0510492,0.036920298,0.49367028,-0.42247862
G0s2,-0.030105397,0.105969526,-0.0226737,0.049457885,-0.13465859,-0.1279533,0.076110035
Cd46,-0.0031724768,-0.040213194,-0.013472688,0.0076763355,-0.06735634,0.15075964,0.13550362
Cr2,-0.0045987596,-0.035168998,-0.073775925,-0.07847221,-0.044164386,-0.04566085,-0.023596883
Rpp38,-0.0036861892,-0.035055153,-0.10830835,-0.052653488,0.018812183,-0.029173033,0.27825746
Cdnf,-0.033465568,-0.0044743773,-0.035167135,-0.029826386,-0.020402206,-0.02153853,-0.039129157
Frmd4a,-0.053669736,-0.057866294,-0.14577508,-0.1396108,0.069835685,0.32138196,0.18469319
Camk1d,-0.0543637,-0.05650452,0.27169567,0.09017153,-0.0764766,-0.040497467,-0.08541723
Gm13199,-0.011342384,-0.028198175,-0.029958567,-0.031956967,-0.026971575,-0.021385746,-0.013761505
Upf2,0.018252458,-0.024030082,-0.05028184,-0.023414668,0.0054212604,0.032999728,0.09323766
Usp6nl,-0.014666461,-0.05029059,-0.0418817,-0.018136654,0.08961448,0.02406801,0.05156637
Gata3,-0.023075242,-0.047065467,0.06377039,0.019495215,0.09876794,0.043404154,-0.08775081
Taf3,0.01823111,0.03707961,-0.01660788,-0.049262203,-0.057284005,-0.021829726,0.08952162
Itih5,-0.05499989,-0.10069284,-0.16189042,-0.15301438,0.018132135,1.1849285,-0.20374368
Sfmbt2,0.020270696,-0.08779952,-0.058954746,-0.02733122,-0.02114501,-0.103036605,0.32224405
Prkcq,-0.08208119,0.08660845,0.03456092,0.054645855,0.060942035,-0.09157127,0.077914685
Pfkfb3,-0.010721703,0.06827438,0.082453154,0.019148964,-0.024221674,0.040130533,-0.10594486
Ankrd16,-0.016935298,-0.04373713,0.09861258,0.04842404,-0.051269587,0.16063237,0.033302944
Rsu1,0.023632022,-0.079405956,0.30526364,0.3009938,-0.120008826,-0.20484087,-0.18957447
Vim,0.22477421,-0.06139531,0.12510364,0.027860828,0.02606092,0.54143536,-1.1354839
St8sia6,-0.013182214,-0.022260042,-0.035865188,-0.043038815,-0.022936257,-0.029163856,-0.008842492
Stam,-0.025106816,0.017453989,0.02917867,-0.041663643,-0.05008511,-0.003682181,0.109748654
Nsun6,0.02422053,0.0013345598,-0.06133239,0.067221254,-0.06948606,-0.0052249245,-0.007260695
Arl5b,-0.007105331,0.039930172,0.12962957,-0.006926171,0.13671082,-0.16349827,-0.311227
Nebl,0.01756728,-0.07881879,0.20062435,0.17031796,-0.02896486,-0.09582545,-0.18035394
Mllt10,-0.0010339011,-0.0071115396,0.03208229,0.028790344,-0.11372241,0.069511406,0.09232681
Dnajc1,-0.021470541,-0.091055155,0.30147597,0.08758316,0.069475584,0.15023562,-0.4859134
Armc3,-0.039872177,-0.05893536,0.04414362,0.116584204,0.0801128,0.21281439,-0.22041127
Otud1,0.00657178,0.087685294,-0.046889096,0.039509214,-0.06515349,-0.12753756,0.105246596
Enkur,-0.008305231,0.026428727,-0.055312432,-0.018216612,-0.007103164,-0.059468355,-0.051639218
Apbb1ip,-0.040769648,-0.13953903,0.5870105,0.323337,-0.09837691,-0.15693986,-0.31135318
Abi1,-0.04156162,-0.01562612,0.096575305,0.050358765,0.084745094,0.094158165,-0.3459697
Acbd5,0.02531451,-0.032151114,-0.04168255,0.058439348,-0.0023101869,0.11503404,-0.13188934
Spopl,-0.030291483,-0.071536936,0.14546882,0.026973737,-0.12790084,0.2349432,0.22431156
Psd4,-0.005478754,0.025148423,0.003987089,0.057754204,-0.055499382,0.06401041,-0.019290961
Pnpla7,-0.030140288,0.019865686,0.07808132,0.092885874,-0.099315055,-0.14320008,0.17017168
Nrarp,-0.0037790623,0.08437445,0.027860431,0.031613555,-0.17731524,0.12690707,-0.19191836
Tor4a,0.029673059,-0.0084586255,0.024775488,-0.0015298522,-0.02298782,-0.009642333,0.040349524
Tubb4b,0.08045502,0.14444487,-0.34657,-0.25125718,0.12872633,0.06521765,-0.13522288
Tmem203,-0.024768604,-0.043883715,0.02405977,0.030042177,-0.0077122827,0.17624958,-0.017655872
Tmem141,0.039389905,-0.06575815,-0.057759892,-0.07050001,0.06479567,-0.04305573,0.16381381
Bmyc,-0.015536867,0.109189056,-0.15460566,-0.07422331,-0.16176125,-0.14079781,0.45458803
Camsap1,-0.0067072534,-0.020075282,-0.014202424,0.040586248,-0.031740703,0.0038949286,0.100978
Nacc2,0.0139225,0.022068996,-0.097176,-0.0677467,-0.080335714,-0.08915264,0.10458071
Gpsm1,-0.0038977226,-0.05079681,0.005495238,0.014309828,0.012341469,-0.01748271,0.08541188
Card9,-0.00863469,0.01754149,-0.05323005,-0.07104376,-0.035772,-0.065124474,0.017535299
Inpp5e,-0.009269108,-0.046511132,0.08202983,0.0063867834,0.04901583,0.10230309,-0.029992018
Sec16a,-0.031821135,-0.025068108,0.08248281,0.033940308,-0.009875989,-0.08833759,0.087770134
Notch1,-0.021077828,-0.011163033,0.04723523,-0.066417076,-0.09873521,0.15146995,0.1924715
Lcn4,-0.056660376,0.17269273,0.021641865,0.14554058,-0.19181636,-0.056339096,-0.11475051
Adamts13,-0.0045368155,-0.044323225,-0.09039527,-0.08118058,-0.026106754,-0.07034661,0.22864765
Cacfd1,-0.007657444,-0.027375428,-0.010013368,-0.021136094,0.012440053,0.11540881,0.05933244
Brd3,0.026909169,-0.017169096,0.12387631,0.018951153,-0.1314602,0.035166845,0.12700868
Rxra,0.01992076,-0.019883918,0.15158843,0.049740106,-0.08085643,-0.0895774,-0.0492225
Olfm1,-0.005876938,-0.005149981,-0.077010915,-0.028463088,-0.04470414,0.14303467,-0.10815435
Tsc1,0.012549448,0.01358163,-0.009328115,0.039582722,-0.0475289,0.004401374,0.05585928
Cfap77,-0.015802398,-0.021629063,-0.05417211,-0.030436877,-0.005488922,-0.010418208,-0.04215171
Ttf1,-0.003500289,0.0051167845,-0.00069648185,-0.04606729,-0.08807961,0.151282,0.093580976
Setx,-0.031845823,-0.086670995,-0.060929336,-0.014198717,0.06746106,0.13875952,0.21017954
Ntng2,-0.019943176,-0.022405846,-0.04093237,0.0124426335,-0.031282082,0.04282101,-0.04456522
Rapgef1,-0.0035344015,-0.012556922,0.10692739,0.13928951,-0.033089254,0.04041292,-0.1664487
Trub2,-0.009286427,-0.035378855,0.06703151,0.032977268,-0.042968806,0.15268885,-0.011926683
Set,0.21441212,-0.037368294,-0.3199152,-0.25526908,0.1234669,0.0657684,0.07427912
Zer1,-0.05667224,-0.008213555,0.03288202,0.06981975,-0.08483838,0.23297048,0.124715075
Ier5l,-0.02175949,0.106337324,-0.08356099,-0.05869353,-0.029575448,0.0048476113,-0.05620983
Cstad,-0.020908458,-0.043420836,-0.060869765,-0.014785154,0.011519366,0.010759242,-0.010365515
1700001O22Rik,-0.022580795,0.0023538906,0.05814207,0.11286898,-0.071984954,-0.014886103,-0.1422516
Usp20,-0.03579476,0.005271676,-0.031982332,0.07345013,-0.01249189,0.09036849,0.04906776
Fnbp1,-0.061691124,-0.0132896155,0.20898712,0.054389365,0.028324625,0.15960678,-0.22539142
Ass1,0.27624953,0.15058792,0.0118556665,-0.043450326,-0.40195888,-0.32226393,0.13265865
Abl1,-0.0142720435,-0.02018857,0.009156409,0.023211634,0.005257065,0.04346182,0.057062976
Fam78a,0.0021444308,-0.015209557,-0.10321486,-0.12134789,-0.10648895,-0.09162108,0.68631333
Prrc2b,0.019148258,-0.08490083,0.30915323,0.14554967,-0.074528314,0.23164935,-0.31678957
Lcn2,-0.013828687,-0.0061216336,-0.036433868,-0.036162928,-0.021973267,0.0023580322,-0.0372248
Fam102a,-0.092972286,0.009172349,-0.07980489,-0.08151053,-0.06964207,0.27075288,0.50032884
Eng,-0.014491589,0.02402112,-0.13275045,-0.10878185,-0.060752653,-0.1002434,0.41326997
Sh2d3c,-0.080279976,-0.0027891058,0.17030713,0.07021003,-0.06530768,0.1718659,-0.19072683
Ttc16,0.015119487,-0.00087731716,-0.046150405,-0.044150706,-0.012123502,-0.0022649663,-0.05876533
Rpl12,0.011947888,0.10633321,-0.6974317,-0.3969559,-0.21551824,-0.16734987,1.8319055
Ralgps1,0.0019837276,-0.039976086,-0.07370986,-0.084632926,-0.0014698278,0.08395222,0.19871423
Zbtb34,0.0003313344,-0.055489056,-0.017811261,0.004047571,-0.0040053613,0.01986192,0.04255879
Zbtb43,-0.023265002,-0.036884997,0.06333403,0.017955648,0.026456846,0.0009216448,0.0077895294
Gapvd1,-0.026777063,-0.006041211,0.026353916,0.03676288,-0.04012263,-0.05515754,0.12588821
Hspa5,0.11425659,0.08006166,-0.24812864,-0.07726761,0.29975575,-0.3566759,-0.62817687
Traf1,-0.085089006,-0.06167274,-0.19750808,0.04849399,0.5533767,-0.29450724,-0.5295662
AI182371,-0.0065870085,-0.0058912123,-0.044040754,-0.03693442,-0.019412918,-0.044743493,-0.030506372
Gsn,-0.023837281,-0.045621756,-0.14932075,-0.041151118,0.11286802,-0.1113943,0.21169151
Rc3h2,-0.037032075,-0.07723858,0.07149067,-0.011152854,-0.014453057,0.17561664,0.110760204
Zbtb26,-0.014219235,0.04094494,-0.08648925,-0.10264582,0.0011430617,0.02267466,0.20112857
Rabgap1,-0.02659353,-0.063179344,0.014770806,0.0125530325,-0.027666597,0.0236218,0.2680951
Gpr21,0.02316249,-0.020266628,-0.017231114,-0.04834852,-0.031168446,0.024722107,-0.02384526
Dennd1a,-0.007800788,0.0110870935,-0.06827756,0.013261189,-0.05604457,0.04012489,0.1526036
Nr6a1,-0.03441072,0.0010070346,-0.026422346,-0.02957277,-0.034671236,-0.01871251,-0.0071900124
Golga1,0.039037153,-0.008314124,0.0067777853,-0.00035309745,-0.026930954,0.12122187,0.12652448
Scai,-0.049496934,-0.061058614,0.09379916,0.03531907,-0.002923679,0.072479166,0.074362725
Arhgap15,-0.10801465,-0.032820046,0.029852275,-0.023341846,-0.07422967,0.09786405,0.46796116
Gtdc1,-0.035384774,0.02470824,-0.021193737,0.010929636,-0.02438568,0.23660456,-0.06964851
Zeb2,0.0033148606,-0.21339694,0.9585291,0.6732672,-0.24463598,-0.23191243,-0.842261
Acvr2a,-0.013485526,-0.030002508,-0.04105296,-0.059269078,-0.01887586,-0.0015745768,0.01983798
Mbd5,-0.048753064,-0.020703152,-0.042778715,0.02694192,-0.015957907,0.070620626,0.17834952
Epc2,-0.05546524,0.009672564,0.031602204,-0.0033228975,0.056566197,0.027270084,-0.060525287
Kif5c,-0.020077908,0.022078509,-0.028514376,-0.04055217,0.035338867,0.046730228,-0.06711445
Lypd6b,-0.016989818,0.03990179,-0.15941596,-0.080624714,-0.07941316,-0.13189176,0.5390855
Rif1,0.10496549,-0.06363716,-0.08620596,-0.12468363,0.058529507,0.0712799,0.073130734
Fmnl2,-0.015942598,-0.00027998726,-0.047465265,-0.04006775,-0.025416957,-0.003985708,-0.023690287
Nr4a2,-0.020383319,-0.15987821,0.09469275,0.05044819,0.42922544,-0.008634951,-0.8223982
Pkp4,-0.018563837,0.0076708947,0.0038825984,-0.14544126,0.041710034,-0.01826899,0.22517304
Dapl1,-0.06524282,0.16718571,-0.54403377,-0.34908485,-0.17972177,-0.40396172,1.7274861
Tanc1,0.0024147043,0.035548385,-0.012637508,-0.105645515,-0.15329228,-0.26554126,0.648193
Wdsub1,-0.016674507,-0.0018050655,-0.032162454,-0.040158402,0.056782626,0.028996231,0.0022380992
Baz2b,0.022878155,-0.06298585,0.102580525,-0.040830694,-0.058861524,0.05091543,0.099051416
March7,-0.081872664,0.019011002,0.16484171,0.05933251,-0.00095324113,-0.2031528,-0.06502632
Cd302,-0.0071211224,-0.008023748,-0.027477331,-0.037889283,-0.039830014,-0.038390808,-0.043474946
Ly75,-0.012245721,-0.04775504,-0.017140757,-0.037505623,-0.028557425,0.016988892,0.30966026
Tbr1,-0.0111582065,-0.005343817,-0.041117582,-0.05864986,-0.00838975,-0.041490693,-0.026356451
Dpp4,-0.004737149,0.020634195,-0.050491042,0.10637809,-0.030388273,-0.18451297,0.10116654
Ifih1,-0.10727004,-0.12735352,0.014940628,-0.0394176,0.28243005,0.37546656,-0.18870886
Fastkd1,-0.03460157,-0.02835622,-0.0012667623,0.0025720252,0.00051839795,0.014998824,0.14312255
Ccdc173,0.02586308,-0.034633074,-0.083006375,-0.04028893,-0.015605119,0.02549081,0.044139806
Ubr3,-0.043444414,-0.040489487,0.04645869,0.039825227,0.032837693,-0.015192944,0.07271137
Myo3b,-0.020615723,-0.030502725,-0.03044917,-0.0056782835,-0.0031479914,0.004607224,-0.06013029
Mettl8,0.0040563988,-0.03291682,-0.062157337,-0.09547665,-0.030165862,-0.08137524,0.47892025
Dcaf17,-0.008799582,-0.024119036,-0.028889233,-0.08457118,-0.067791216,0.03227677,0.3719782
Metap1d,-0.028751407,-0.0598252,-0.11244274,-0.049963977,0.00734469,-0.030152746,0.27241054
Itga6,-0.05286571,0.115070336,-0.077681474,0.01440236,-0.031393453,-0.069068104,-0.0021389488
Pdk1,-0.018167902,0.07342123,-0.29896024,-0.20450677,-0.18792377,-0.21742252,1.2263005
Rapgef4,-0.015749443,0.0011593476,-0.30706552,-0.22609225,-0.13239557,-0.23965792,1.2754064
Cir1,-0.026252924,-0.0013618786,0.13567594,0.08198397,-0.037031986,0.039108347,-0.1564696
Gpr155,-0.008382401,0.06368073,-0.042153846,0.026899891,-0.03248495,-0.07961816,-0.00052151526
Wipf1,-0.09448144,-0.047426354,0.18284804,0.057553846,0.05074415,0.050235275,-0.32511383
Atf2,-0.020961886,-0.06747171,0.049271148,0.033040073,0.022477822,0.045283984,-0.063410595
Nfe2l2,-0.025836904,0.012265255,-0.0020707939,-0.050134264,-0.067899935,-0.028767373,0.24237786
Pde11a,-0.008127876,-0.0024601256,-0.06787733,-0.02762966,-0.022722598,-0.020728612,0.017738935
Prkra,-0.0059163705,-0.020243144,0.04241368,0.056115057,-0.0117115155,0.017979741,-0.043784104
Fkbp7,-0.024346892,-0.027683685,-0.027418029,-0.036839962,0.029961651,0.10644867,-0.020664545
Itga4,0.040548638,-0.35580957,0.7297255,0.43554205,0.22735573,0.4048029,-1.3931284
Itprid2,-0.0020410572,0.0005257371,0.02317924,0.0034077773,-0.047543786,0.009459297,-0.018703932
Nckap1,0.020668237,-0.044151504,0.10712016,-0.0034277756,-0.05692224,0.13664204,0.04338478
Itgav,-0.05223295,-0.064564705,0.046371084,0.048422065,0.02562947,0.31756544,-0.20950903
Calcrl,0.011796679,-0.028889231,0.00891709,-0.010128247,-0.040195275,-0.041849084,0.2919136
Selenoh,0.14095165,0.10403394,-0.4259427,-0.34941182,0.3822538,-0.07214003,-0.43837288
Ube2l6,-0.030759066,0.019433934,-0.094390534,-0.08197784,0.050721753,0.36095592,-0.19214329
Fnbp4,0.0037924733,-0.052542012,0.03228845,-0.015798407,0.049993794,0.03387134,-0.038244426
C1qtnf4,-0.054294433,-0.011082908,-0.05373764,0.008389482,-0.023852138,0.2250006,0.114212655
Celf1,-0.036127638,-0.07903762,0.24232326,0.1439676,-0.0744948,0.15600766,-0.08144565
Slc39a13,0.01824375,-0.040113185,0.052050825,-0.03089133,-0.011558573,0.066202484,0.09359115
Spi1,-0.03200978,-0.0017091095,-0.10070815,-0.065478735,-0.050888453,-0.005958601,-0.07918745
Madd,-0.04460672,-0.06942162,0.100307725,0.0060032867,0.07581358,0.12556882,-0.044954475
Acp2,0.0050120424,-0.0029122045,-0.01995691,0.004107225,0.03529424,0.10938545,0.00057887076
Ckap5,-0.02209393,-0.030244669,-0.07681697,-0.114370346,0.24664764,0.051967956,-0.20812693
Zfp408,-0.01642914,-0.050692618,0.020753153,-0.071714215,0.0037349653,0.03887734,0.18722913
Atg13,-0.026565999,-0.039928146,0.043089744,0.01759679,-0.0286142,-0.020650921,-0.029650554
Harbi1,0.01280444,-0.018487846,-0.09573331,-0.048272792,0.010244674,0.04988545,0.10406194
Ambra1,-0.033597443,0.03940248,0.08877711,-0.014531876,-0.029343659,0.022294672,-0.026483556
Phf21a,-0.06987412,0.037840113,0.2255065,0.21448922,-0.18016464,-0.24898683,0.070885465
Mapk8ip1,-0.0016521303,-0.047298606,-0.0071730725,-0.02012734,0.006065964,-0.029288033,-0.06086946
Cry2,-0.030011706,0.010630376,-0.061567903,-0.02650865,-0.027880372,-0.023623344,0.15466003
Prdm11,-0.004483779,-0.003133749,-0.0018371628,-0.031981576,-0.03290159,-0.0023715761,0.17652178
Cd82,-0.06657258,-0.19010854,0.33201832,0.19148956,0.091202915,0.30483592,-0.41024756
Accs,-0.021798873,-0.044915643,-0.023684906,0.024354827,-0.026333854,0.1650076,-0.016506981
Ttc17,-0.010723102,-0.026909007,0.084575154,0.05223273,-0.056257207,0.0057761692,0.07591616
Gm10800,-0.0036780352,-0.02130697,-0.016420718,-0.035298727,-0.019929018,-0.028927399,-0.031432703
Prr5l,0.004166451,0.02691763,-0.077837974,-0.0092191445,-0.044551156,-0.024003714,-0.09390508
Trim44,0.005411217,0.009418267,-0.12286901,-0.05487103,-0.0654205,0.2656046,0.27029502
Cd44,-0.093358584,-0.07284422,0.1922116,0.1108392,0.14107396,0.49778098,-0.72120005
Abtb2,-0.032520756,0.015282558,0.09368013,0.015834166,0.046289172,-0.10085722,-0.06398828
Lmo2,-0.01253679,-0.020138621,-0.079414584,-0.06265522,-0.056757998,-0.05317566,-0.10478553
Qser1,-0.014739754,-0.0054942933,-0.08248966,-0.06355078,-0.046602055,-0.052385062,0.11825106
Prrg4,0.0047825663,0.00084701384,-0.047397707,-0.057888523,-0.020956235,-0.06318787,-0.0031901738
Ccdc73,-0.005232953,0.0025785624,-0.018489977,0.012155538,-0.044679113,0.094218105,-0.05375589
Ccdc34,0.12596118,0.029836977,-0.24100067,-0.21831688,0.09183069,0.18016051,-0.2318037
Slc12a6,-0.06404719,-0.07298113,0.23396721,0.09814038,-0.09195161,0.16942506,-0.06554565
Ryr3,0.0049865395,-0.04023231,-0.02769167,-0.023909042,-0.0046263575,0.07693763,-0.083230466
Scg5,-0.0006581773,-0.035820007,-0.059433736,-0.051414862,-0.033852324,-0.040987372,0.051309433
Rasgrp1,-0.033810366,-0.035998113,0.17595898,0.07517277,-0.15005316,-0.112125106,0.344266
Thbs1,-0.01759955,-0.0062618875,-0.027654469,-0.033116866,-0.025402818,-0.0069413153,-0.022037856
Bmf,-0.02947867,-0.027771546,-0.089874275,-0.026194973,0.017553264,0.13704099,-0.0043738796
Plcb2,-0.031180846,0.047761537,0.0008390089,0.056973737,-0.0788357,-0.211814,0.22422431
Ivd,0.0019267559,0.026195718,-0.031338997,-0.009646725,-0.06277561,-0.037976775,0.25596216
Bahd1,-0.0022447626,-0.027179582,0.10737722,-0.05731585,-0.020897917,-0.04261536,0.11256757
Knl1,-0.010820146,0.03744069,-0.1663193,-0.17557864,0.20300682,0.23214732,-0.25608826
