gene_name,P9,P3,P10,P0,P5,P6,P2,P7,P8,P1,P4
Zc3h11a,0.019868342,0.008605785,0.012157503,0.033801872,-0.03469445,-0.034556873,0.032851838,0.023505235,-0.037552238,-0.07195765,0.118256405
Gm38394,0.07334556,0.081784636,0.009362304,-0.08368834,-0.08641872,-0.07651666,-0.03832936,-0.013506002,0.0107423235,0.028268354,0.04707065
Lax1,0.14684905,0.09877325,0.04926203,-0.40823892,-0.04873168,-0.0648949,-0.1179194,0.21240133,0.56187594,-0.32885313,0.073126815
Atp2b4,0.2843131,0.19431856,0.30210257,-0.6602329,-0.10596503,0.037996415,-0.0957776,-0.25541684,0.39377037,-0.49448976,0.1297493
Btg2,0.3956512,0.034375034,0.35255343,-0.2568699,-0.27744564,-0.22901891,-0.08440401,-0.29825953,-0.121317916,-0.03787871,0.53905886
Chit1,-0.022126647,0.11897962,0.113399334,-0.19683586,-0.023039838,-0.014951061,-0.044762067,-0.12760113,0.76247156,-0.19811115,0.033959303
Ppfia4,-0.039414573,-0.026350943,-0.039027136,-0.04834496,-0.025462968,-0.041021723,0.023772452,-0.043726034,-0.052444987,-0.02714679,0.09217084
Klhl12,-0.0050159926,-0.0016228434,0.082491726,-0.07510977,-0.08917085,-0.033239324,-0.008953814,0.048414584,0.059439898,0.101420216,0.041833382
Kdm5b,0.14339544,-0.23192683,0.03534071,0.27593815,-0.2940159,-0.2112136,0.14983305,0.2790989,-0.11685776,0.2586704,0.19395952
Ppp1r12b,-0.0007632081,-0.006551302,0.049078815,0.086042635,-0.024193928,-0.10248515,0.04657563,-0.0394201,0.052515186,0.21915938,0.056515843
Nav1,-0.0436678,-0.017821223,-0.054662567,-0.023321835,-0.027610252,-0.0292834,0.04821493,-0.023683397,-0.02680261,-0.052759375,0.08188075
Phlda3,-0.013435447,-0.04682348,-0.092959374,-0.10377904,-0.00068977306,-0.055697314,0.05119633,-0.030420417,0.17037381,0.10303969,-0.022579754
Kif21b,0.058744863,0.08057534,0.43511763,-0.07663853,-0.20739321,-0.008436681,-0.10478321,-0.18842079,0.08433052,-0.20835379,0.27035743
Camsap2,-0.003365502,-0.06243676,0.0025022607,0.15989147,-0.07357822,-0.15597805,0.10631381,0.0458554,-0.19415843,0.12791985,0.03712653
Zfp281,-0.20771389,-0.032289725,-0.26259914,0.396052,-0.109215245,-0.044739347,0.0036684417,0.14037295,0.045089472,0.33923563,0.058903776
Ptprc,0.42088798,0.3006456,0.77993,-0.52862,-0.56093717,-0.32163522,-0.33192244,0.10527993,0.11000706,-0.41471407,0.6009938
Atp6v1g3,0.013357636,-0.010515521,-0.095657475,-0.08366663,0.028718865,-0.043132942,-0.036015164,-0.047989544,-0.013588581,0.025274828,-0.019842792
Dennd1b,0.25929618,0.18293639,0.051690884,-0.26817688,-0.06747584,-0.06083831,-0.100579605,-0.1846556,0.3103306,-0.3313538,0.12837832
Aspm,-0.24816303,1.4283786,-0.1933047,-0.20356333,-0.10641647,-0.046614535,-0.5275802,-0.36816037,-0.28247052,-0.25297078,-0.05971042
B3galt2,-0.027850335,-0.038444594,-0.060825456,-0.048833173,-0.018633705,-0.007973801,0.014439644,-0.025886826,0.067628026,-0.010092129,0.014166766
Ro60,-0.005887684,-0.010449255,0.0047871163,0.027981583,-0.03852684,-0.031600032,0.027540717,-0.03070038,0.0139967725,0.026429998,0.06309852
Rgs2,0.09613666,0.064839765,0.14115597,-0.37395278,-0.09185218,-0.10628972,-0.09336632,-0.0073844823,-0.26697874,0.20339318,0.18410064
Rgs1,0.21935025,0.10763706,-0.15516263,-0.7463281,0.09635214,0.24022898,-0.16670187,-0.31301647,0.10534795,-0.32262775,0.062108938
Rgs18,-0.025014004,-0.031801578,-0.043526594,-0.021023272,-0.033631567,-0.035077535,0.012951287,-0.03627707,-0.040144492,-0.042281017,0.014578948
Ptgs2,-0.03628678,-0.026459416,-0.02743462,-0.03273906,-0.01596413,-0.022703007,0.0354798,-0.030838467,-0.03462255,-0.036713034,0.06673092
Prg4,-0.013183359,-0.041522104,-0.055036865,-0.064370304,-0.031733487,0.0033507023,0.014978933,-0.059641764,0.013792371,0.07749645,0.038721375
Swt1,0.11557542,0.041950006,-0.08430673,0.033373363,-0.07578273,-0.019548878,-0.011305384,0.0031244375,0.046485927,-0.07250278,0.016181529
Trmt1l,0.0042411434,0.02532632,-0.15534,0.16072778,-0.070310645,-0.017047416,-0.04881741,0.1381671,0.19638361,0.07060923,0.027268939
Fam129a,0.23255852,-0.051207475,0.21137224,-0.47218025,0.13548319,0.12286375,-0.17537832,0.057419095,-0.08296792,-0.48850238,0.049694516
Edem3,0.020444121,0.021344895,0.060099937,-0.065697275,0.023091324,-0.043399762,-0.004116044,-0.069718696,0.08243335,0.020510841,0.0056899283
1700025G04Rik,-0.11457631,0.06965535,0.44150397,-0.3967315,0.15053923,-0.051928826,-0.107424356,-0.27466536,-0.46610215,-0.027832413,0.14851005
Rgl1,-0.052077286,-0.016179312,-0.042581644,-0.0529433,-0.022504088,-0.023031732,0.01680762,-0.015716027,-0.051045895,-0.052341454,0.052078493
Ncf2,-0.07165995,-0.039967235,-0.106763385,-0.069289766,-0.05532751,-0.06454837,0.12176015,-0.011154114,-0.03991757,-0.10266093,0.058965705
Nmnat2,0.026768066,0.023264263,-0.01831317,-0.1809238,-0.023879323,0.07289892,-0.076826096,-0.055130642,0.02042588,-0.017115064,0.0328328
Rgs16,-0.2138169,0.39580518,-0.30393913,-0.35052702,0.09852237,0.19071825,-0.3251687,0.3031613,0.6265617,-0.39100406,-0.07846337
Rnasel,0.049669027,-0.016331598,0.09808674,-0.06168706,-0.12358252,0.015067071,-0.018347373,0.09349235,0.18414101,-0.19705287,0.18381603
Teddm2,-0.030616894,-0.019785197,-0.05094749,-0.0034333535,-0.017685773,-0.029301131,-0.006338745,-0.073089905,0.019006632,-0.031633884,0.03671893
Glul,0.0019313808,-0.018476453,0.08905232,-0.15531856,0.063197665,0.060943842,-0.007003793,-0.009049238,-0.08061878,-0.04468012,0.059278015
Ier5,0.38189098,-0.035558864,0.55378735,-0.35337764,-0.27778646,-0.2076868,-0.028929226,0.011453587,-0.5936878,-0.18786266,0.32783076
Mr1,0.00050941354,-0.026029516,0.07652628,0.08472307,-0.063392654,0.008160461,0.003811418,-0.018340569,0.05872868,-0.0137358485,0.069152206
Xpr1,0.12065919,0.011054847,0.13661227,-0.064549685,-0.13623966,-0.14911936,0.005122253,-0.03549145,-0.15803428,0.12213999,0.17508006
Cep350,0.03529486,0.20118344,0.046770178,-0.029581878,-0.07661467,-0.16714756,-0.11027205,0.03699053,0.031210179,0.026175097,0.07694409
Tor1aip1,0.31457695,0.13899764,-0.12343591,-0.40305704,-0.07009405,0.07815417,-0.11721604,0.12196756,0.047552805,-0.27679443,0.0058864783
Abl2,-0.06458139,-0.07921476,-0.044136867,0.18894844,-0.077286154,-0.085155405,0.05014719,-0.0016803242,-0.058780104,0.3116223,0.13471255
Tor3a,0.10666181,-0.07734646,-0.06452089,-0.08865524,-0.09257808,-0.0011873135,0.019221881,0.3657152,0.088977315,-0.10822157,0.017045645
Ralgps2,-0.1892836,-0.10050021,-0.23267664,0.51448387,-0.035336062,-0.16113079,0.050433505,-0.090326905,-0.25594398,0.34951428,0.083424345
4930523C07Rik,0.20036016,0.14326747,0.073717564,0.003720716,-0.19922638,-0.25253603,-0.14924832,-0.15858665,-0.47502902,0.36435646,0.28510088
Rabgap1l,0.09781136,0.12408367,-0.07633336,0.17023715,-0.13769495,-0.2605492,-0.012933447,0.39266413,0.4171465,-0.25341156,0.24209017
Rc3h1,0.05010448,0.03200207,0.07768113,-0.0025524013,-0.14321601,0.014281979,-0.023977922,-0.07012471,0.104953155,0.036826506,0.08594845
Serpinc1,-0.079441324,-0.020274103,-0.03114494,0.09243941,-0.013043971,0.020383678,0.012339731,-0.047207173,0.021955518,0.043892942,0.05287253
Zbtb37,0.048953205,-0.011247349,0.054452524,0.09173046,-0.11280436,-0.036523897,0.052520785,-0.01664007,0.13996884,-0.096975945,0.07738991
Klhl20,0.049470406,0.015069115,0.050567273,0.09812435,-0.09398542,-0.05906681,0.045213256,0.07761678,0.25482494,-0.14082913,0.00813996
Fasl,0.42916623,0.09146967,0.65319735,-0.7106118,-0.085785404,0.009280925,-0.14583138,-0.5141274,0.10355855,-0.5590073,0.19644783
Suco,0.1680529,0.14037713,0.15933292,-0.32599467,-0.011591351,-0.097771406,-0.12192296,-0.10906422,-0.13645232,-0.046705335,0.07026266
Eef1aknmt,-0.043610957,-0.14771713,-0.14882609,0.27315703,-0.016334357,0.082172625,0.103993475,0.06445924,-0.026519442,-0.028016994,-0.053799704
Sell,-0.6205972,-0.2628093,-0.71556497,1.6968282,-0.3546484,-0.40291741,0.20348945,-0.044769682,-0.58598024,1.8225464,0.3366025
Selp,-0.06637233,-0.022068623,-0.0720373,-0.037685554,-0.03000727,-0.034748252,0.0012151714,-0.047609568,-0.037917063,0.11301764,0.047148533
Atp1b1,-0.30025885,-0.12253081,-0.33571616,0.92796665,-0.1391375,-0.18898995,0.049704064,-0.2326202,-0.30211747,0.5503544,0.18175636
Xcl1,-0.21310832,-0.10247162,-0.22197644,-0.18301581,-0.07228431,-0.12445478,0.07534832,1.4691647,-0.19169135,0.16069476,-0.06417792
Dcaf6,0.06662846,-0.0018843235,0.013096688,0.033991933,-0.084446244,-0.08836863,0.0062670344,0.058229104,0.026888235,0.04591323,0.033248287
Rcsd1,-0.14472857,0.15719019,-0.4771948,0.57082254,-0.03734481,-0.050827462,-0.021452783,-0.054089807,-0.06491517,0.14121628,0.08896214
Pou2f1,-0.022946097,0.21781228,-0.07299626,0.26763618,-0.10157421,-0.18654262,0.025813878,-0.082308844,-0.112840764,0.015241518,0.050379585
Pogk,0.1099219,0.07491155,0.39611483,-0.43018448,0.010832991,-0.044398893,0.021821724,-0.15520743,0.31106278,-0.21271926,0.12284128
Fam78b,-0.02114182,0.048973463,0.008714589,-0.12611061,-0.004685012,-0.013601074,-0.04420812,-0.09796343,-0.027771855,-0.040443927,0.053590164
Pbx1,-0.022546245,-0.0151128005,-0.031880297,-0.02062987,-0.026438348,-0.027233584,0.032209296,-0.008036868,-0.012628969,-0.031195268,-0.017726734
Sh2d1b1,-0.07098276,-0.03506271,-0.06527489,-0.07508669,-0.035048436,-0.0515348,-0.0056960713,-0.025367128,-0.043387,-0.072234616,0.07495149
Gm26620,-0.0530461,-0.001109429,-0.040538818,-0.059696596,0.0059330664,0.07203472,-0.0055988277,-0.04252957,-0.03480744,-0.09302087,-0.029864604
Fcrla,-0.08197086,-0.024309594,-0.09417073,-0.093005404,-0.04208998,-0.04274688,0.0059356187,-0.060787946,-0.036262833,-0.088435054,0.08915064
Fcgr2b,0.16907996,-0.030515501,0.7190565,-0.32370278,-0.1291475,-0.10970556,0.036263674,-0.16037276,-0.1367065,-0.2811801,0.17534742
Fcgr4,-0.038484216,-0.0032960663,-0.0436925,-0.054126516,-0.031911325,-0.012424668,0.0578627,-0.031954832,-0.0344716,-0.053804852,0.057094213
Fcgr3,-0.053714126,-0.054393426,-0.12232041,-0.07995126,-0.059829306,-0.040733527,0.10156196,-0.05925354,-0.040485512,-0.08942749,0.13003036
Fcer1g,-0.16917394,0.059650376,-0.14666192,-0.2077012,0.0071911877,0.068698175,0.017225293,-0.18094766,0.13644734,-0.20036735,0.20401683
Usp21,-0.026524516,0.07023951,0.055700384,0.039876856,-0.058995903,0.015797284,-0.057803184,0.004836217,-0.08282389,0.009854205,-0.049865328
Arhgap30,0.2736812,0.09856672,0.054041717,-0.10751611,-0.3143277,0.025999917,-0.10242896,0.06853058,0.2943779,-0.32721514,0.23786803
Cd244a,-0.14209266,0.0728475,-0.11926517,-0.113678314,0.021850735,0.14581579,-0.017267799,-0.041441564,0.1781552,-0.16839135,0.016895276
Slamf7,0.18247187,0.31222758,0.3412492,-0.9218914,-0.0024572648,0.16254248,-0.24384905,0.018674837,0.6029607,-0.8190591,0.08132138
Slamf1,0.1281844,0.17488022,0.052624907,-0.37829027,0.0056932047,0.06306979,-0.11441044,-0.013620659,0.3865454,-0.2239694,-0.03557575
Cd84,0.18029504,-0.038248535,0.15366037,0.12960608,-0.2659493,-0.15726753,-0.011880658,0.254542,0.16333494,-0.261149,0.24374561
Gm10521,0.019113092,-0.017770825,0.02264561,0.016926182,-0.056708418,-0.06628863,0.011309037,0.015732003,-0.02444433,-0.0034368816,0.098813914
Slamf6,-0.06318203,-0.0073094834,-0.560281,0.07836227,-0.16573364,-0.066673264,-0.0743401,1.5368853,-0.16327551,0.21734501,-0.116073534
Vangl2,-0.07812659,-0.042813696,-0.058812737,0.105302446,-0.015941815,-0.031645514,0.07467909,-0.034245003,-0.08287365,-0.027253943,-0.022144228
Dcaf8,0.023737,-0.109764084,0.06548745,0.15012364,-0.07026851,-0.1317679,-0.0005211546,0.19975758,0.053578924,0.08046081,0.07933789
Pea15a,0.053580903,-0.025235718,0.31741452,-0.20474139,-0.06912952,0.120163344,-0.040304787,-0.16477105,0.014115942,-0.1873194,0.070329994
Pigm,0.002541877,0.052683074,0.0013329714,-0.07070915,-0.015594083,0.00085395086,-0.007868899,-0.00611716,-0.089968316,0.020553183,0.027572125
Tagln2,0.20823696,0.27158454,-0.24841481,-0.31222758,0.5356449,0.42476276,-0.22450572,-0.61148095,-0.6103315,-0.705235,-0.457689
Ackr1,-0.021670392,0.03226878,-0.01628725,-0.057919048,-0.02845499,-0.018369392,-0.01963613,-0.045453254,-0.02964909,-0.056150656,0.028168749
Aim2,-0.10676147,-0.123752564,-0.23439877,0.34804803,-0.12447241,-0.13064392,0.2529637,0.56052697,-0.008503237,0.27286926,-0.15274368
Ifi206,0.2771586,0.19258638,-0.25781262,-0.3021116,-0.29330814,-0.0694455,-0.24479488,0.25770155,0.5108257,-0.04026489,0.24474317
Ifi214,0.30393687,0.086323865,-0.084979504,-0.3954319,-0.21715078,-0.0075229155,-0.14479852,0.14628789,0.35640252,-0.22267587,0.18053633
Ifi213,0.21512088,-0.048317675,-0.3351945,-0.06141414,-0.2761688,-0.1737969,-0.04024573,0.4127858,0.579315,0.20990367,0.27878603
Ifi209,0.20718022,0.14313677,-0.19841987,-0.39993888,-0.24372987,0.06244251,-0.26068762,0.2900262,0.21013714,-0.026914502,0.30230576
Ifi208,0.27096486,0.007771137,-0.30312833,0.14887667,-0.32114813,-0.18764241,-0.06692702,0.30574468,0.23726578,0.1806979,0.2833582
Ifi207,-0.05986625,-0.030910477,-0.030361615,-0.050468676,-0.04294832,-0.051542453,0.05193549,-0.037982214,0.029734334,-0.060402047,0.0872522
Ifi204,0.06843106,6.3299667e-06,-0.15974194,-0.17904149,-0.029347118,-0.039752025,0.043443028,0.18581112,0.1608672,-0.16211553,-0.004315706
Mndal,0.15083334,0.14454208,-0.19885305,-0.23098299,-0.24119182,0.1209223,-0.27213117,0.49986774,0.32082877,-0.25602794,0.16090791
Ifi203,0.35742754,0.1438335,-0.26972845,-0.27304673,-0.33367392,0.08398165,-0.26134694,0.44589266,0.43918502,-0.3204061,0.26602328
Ifi205,-0.039144285,-0.029038472,-0.046009928,-0.056449585,-0.039242633,-0.036417842,0.04287128,-0.011608691,-0.010072499,-0.056139126,0.11585498
Kmo,-0.048368637,-0.019960549,-0.05746607,-0.05736563,-0.015836285,-0.0238341,0.018996043,-0.014768138,-0.05612371,-0.0569717,0.016263306
Cep170,-0.04241491,-0.08393303,0.038589172,0.10830686,0.06175708,-0.072782226,0.11178428,-0.051805086,0.15233131,-0.010296179,-0.031115238
Akt3,-0.028785713,0.009110691,0.009912285,0.12367451,0.0318131,-0.09430479,-0.014730208,-0.103272215,-0.068162166,0.07352256,0.07598311
Zbtb18,-0.10907317,-0.055375718,-0.094292425,0.27960926,-0.039550442,-0.08309613,0.07489934,0.008784371,-0.14041036,0.087464914,0.068987116
Smyd3,0.021820912,0.0062551717,-0.058968045,0.23157944,-0.09724637,-0.093102284,0.00840008,0.000488328,0.003083477,0.058582507,0.07699332
Coq8a,0.0042385277,-0.09169852,-0.0830016,-0.027899597,-0.037430815,-0.11607029,-0.014239826,0.3414158,0.13585286,0.0194557,0.023867788
Psen2,-0.049432352,-0.0029626258,-0.08187729,-0.23267497,0.029904746,0.025417643,-0.08118419,0.57928467,0.1772672,-0.17767645,-0.055369806
Itpkb,0.23965232,0.12902798,-0.23153436,-0.12902851,-0.18910655,-0.29128617,-0.13759236,0.15794104,-0.19470237,0.61385846,0.37863472
Parp1,-0.19038902,-0.16718838,0.07538459,-0.026806682,0.28340322,0.018816428,0.19763862,0.08257775,-0.129916,0.0051853377,-0.3901272
Acbd3,-0.044255774,0.10893154,-0.036811702,0.06360683,-0.086736016,0.016570669,0.027354578,-0.03180419,0.0039051706,-0.00266591,0.06893965
Lefty1,-0.0487897,-0.035604924,-0.048795525,0.019058881,-0.0134565495,-0.012336179,0.037094403,-0.035121765,-0.034145266,-0.057762887,-0.027175613
Tmem63a,0.106282696,0.0013207598,-0.13070938,0.06839028,-0.082875274,-0.049565513,0.0387442,0.029652484,0.08240554,-0.106079586,0.06602588
Ephx1,-0.18586028,-0.03757286,-0.16284302,0.22894809,-0.08633238,-0.08710925,-0.004980816,0.40075275,0.39675796,0.29681373,0.046917774
Wdr26,0.09665645,0.007017326,0.08902006,-0.2264111,-0.21669091,-0.08461513,0.046804864,0.3119086,0.44448194,-0.00489066,0.066359855
Trp53bp2,-0.0036386987,0.0030507268,0.14056548,0.046801157,-0.06496762,-0.06935839,0.0023926161,0.015194604,-0.090028256,0.034488976,0.09595389
Capn2,0.12950197,0.037333526,0.46825996,-0.49904034,-0.020863678,0.16280258,-0.044597443,-0.29797873,0.029385587,-0.47659457,0.017029746
Disp1,0.006260589,-0.02142775,-0.018212734,-0.031220417,0.0069779684,0.014201712,-0.01655833,0.050981496,0.03770758,0.0022985286,0.030804839
Brox,0.05543553,0.05948279,-0.048012957,-0.10970971,-0.0689802,0.036384508,-0.028468497,0.05086718,0.15186453,-0.043066688,0.0073465463
Mia3,0.03537392,0.0024073243,-0.023522777,0.07582856,-0.107908905,0.045743845,-0.057349127,0.06210394,0.09748648,-0.04735122,0.09970729
Dusp10,-0.2018858,0.05196229,-0.29281688,0.24781795,-0.0561281,-0.17496607,-0.08242565,-0.021471158,-0.003952279,0.68090683,0.15995394
1700056E22Rik,0.04973473,-0.005844607,-0.1494124,0.019055853,-0.06464219,-0.047631685,0.0013824839,0.030759694,0.02649359,0.2882688,0.056778774
Hlx,-0.009990945,0.015589222,-0.044168167,-0.06527867,0.016907208,-0.024848698,0.05672098,-0.06676851,-0.06594498,-0.06549002,0.061336834
Gpatch2,0.083233796,-0.061501123,-0.03377679,0.10073689,-0.07309468,0.04445449,-0.01690302,0.067636475,0.07139122,-0.12583008,0.09887018
Kctd3,-0.037474886,-0.05928148,-0.011884237,0.08412143,-0.0047256267,0.0115478225,0.015021324,-0.038921166,0.14634733,-0.07979976,0.030601326
Cenpf,-0.2878181,1.7858384,-0.22375412,-0.24224627,-0.34305146,0.011085703,-0.6647601,-0.42443055,-0.34488627,-0.29474697,0.13922966
Ptpn14,-0.05530554,-0.007197258,-0.024923973,-0.021847676,-0.012439994,-0.024311805,0.009788058,-0.051018152,-0.05957118,-0.06429622,0.004352733
Rps6kc1,-0.010942748,-0.053761378,-0.029966196,-0.0031408856,-0.019442203,-0.03051787,0.0044555827,0.03981408,0.0311511,0.003725442,0.022363812
Angel2,-0.011874884,0.13249362,0.06333649,-0.0069543114,-0.001292651,-0.110912934,-0.035280216,0.07615056,0.10222398,-0.06359486,0.009103823
Batf3,0.05611345,-0.21886562,0.11598309,0.13089447,-0.11263188,-0.12302001,0.5516286,-0.08865586,0.021516355,0.123791404,-0.5647583
Atf3,-0.040274538,-0.0067999805,-0.077017285,-0.08665915,-0.0491405,-0.03158629,0.08391424,-0.018239504,-0.07068289,-0.011438837,0.07752742
Dtl,-0.26605174,-0.0030078643,-0.19600092,-0.36300954,0.991537,0.2112557,-0.006583662,-0.29653245,-0.10694397,-0.3859285,-0.6723523
Slc30a1,-0.036497053,-0.0013151984,0.04499628,-0.024271391,-0.021640113,-0.03472439,-0.018178686,0.04924242,-0.0078051463,-0.043016367,0.012561058
Traf5,-0.0151516,0.12190069,-0.15624206,0.022307366,-0.036492147,-0.12771788,-0.11467685,0.24764766,0.3945136,0.053404916,0.0672312
Rcor3,0.043784562,0.01354972,-0.0061893607,0.08539759,0.059732933,-0.06644599,0.020555243,0.05421508,0.18262388,-0.13063835,0.0028001228
Hhat,-0.083655745,0.07195821,-0.077614464,-0.041068193,-0.028422516,-0.021430662,0.004511319,0.19782613,0.3966265,-0.08905737,0.044466633
Irf6,-0.04284317,-0.011699296,-0.07789018,0.056483753,-0.046826333,-0.0004908537,0.0025641276,0.050905507,-0.06277563,-0.053023055,0.009642448
Traf3ip3,0.012704918,-0.04695848,-0.004257196,0.105861835,-0.16615084,-0.021205021,-0.03705384,0.21396437,0.22907476,-0.16121273,0.13345535
Lamb3,0.16098556,0.06124728,0.5189941,-0.48314822,-0.12460854,0.044062875,-0.1068143,-0.2694491,0.0045139315,-0.07742121,0.20343956
Hsd11b1,0.25551793,0.3748126,-0.006800923,-0.43658832,-0.05362687,0.20629403,-0.34584126,-0.21503018,0.6175533,-0.64899045,0.19490197
G0s2,-0.017759098,-0.008040718,0.16942519,0.060625654,-0.08819675,-0.06265083,-0.027639462,-0.20993982,-0.08345506,-0.029313039,0.12153265
Cd46,-0.02430673,-0.028866295,-0.013094947,0.14888282,-0.072737016,-0.055789948,0.020800572,0.03236184,0.14776902,0.02804965,0.09721827
Cr2,-0.06282779,-0.023606874,-0.09128196,-0.02311322,-0.04546996,-0.03930266,0.012337565,-0.06115458,-0.05445018,-0.086105615,0.027150767
Rpp38,-0.040464766,-0.09146474,-0.11568436,0.28123173,0.0057718316,-0.043788414,0.078163885,0.04106309,-0.037660502,0.0019680506,-0.029561415
Cdnf,-0.04559726,-0.03385484,-0.029518861,-0.03898962,0.008365977,-0.019671114,-0.01816603,-0.027102511,-0.018412953,-0.03198499,0.0010716377
Frmd4a,-0.17185998,-0.004935097,-0.15615551,0.18731609,-0.03576352,-0.031459272,0.024067331,0.17743908,0.26132113,0.07320562,0.07166832
Camk1d,0.21067405,0.063802525,0.13532618,-0.092608705,-0.05647176,-0.2271064,-0.0048395586,-0.10264591,-0.016093131,-0.12406918,0.16643001
Gm13199,-0.012762457,-0.022292797,-0.048092697,-0.013445427,-0.036788233,-0.039977293,-7.89228e-05,-0.022754878,-0.0057676225,-0.055864464,0.0127324695
Upf2,-0.015599096,0.06600117,-0.08629576,0.1105294,-0.06105113,-0.10620184,0.023657361,0.10260955,-0.032817677,0.11791993,0.020702869
Usp6nl,-0.03727944,0.012759162,-0.025109472,0.053439904,-0.06355503,-0.03459385,0.008939416,0.23184894,0.020121422,0.012033948,-0.06907519
Gata3,0.12604883,0.33084145,-0.06279944,-0.09462935,-0.07430331,-0.012334408,-0.13807896,-0.09674463,0.010985903,-0.25020325,0.13246691
Taf3,-0.024924941,-0.03267076,-0.0733512,0.096541986,0.12752956,-0.07067877,0.05388918,-0.16085958,-0.0039268304,0.12283782,-0.033695012
Itih5,-0.12040615,0.23157914,-0.21237543,-0.20933907,-0.030346239,0.07464,-0.062468108,0.114250086,1.0885534,-0.18647748,0.028519465
Sfmbt2,-0.010511228,-0.1082399,-0.10262094,0.31477693,-0.04460309,-0.07958045,0.11248174,0.051507518,-0.11254555,-0.014515795,-0.008903711
Prkcq,0.23807158,0.1512921,-0.072074704,0.058483616,-0.18973073,0.013869211,-0.24064834,0.02059305,-0.0050678244,-0.04719784,0.21719708
