gene_name,0_A,0_C,0_N,10_A,10_C,1_A,1_C,2_A,2_C,2_N,3_A,3_C,3_N,4_A,4_C,5_A,5_C,6_A,6_C,6_N,7_A,7_C,8_A,8_C,9_A,9_N
Klf7,0.20795159,0.37742397,-0.5273106,1.0806098,0.08514127,-0.1220681,-0.9016234,-0.24006724,-0.7553031,-0.52735,2.393913,-0.48187658,1.0416856,-0.6056497,-0.8479073,-0.5458792,-1.7387971,0.83804446,0.6794729,0.04466773,0.37204772,-0.39706317,1.2177712,-0.2968144,0.9239984,-0.7867617
Creb1,0.2778017,-0.5520621,3.208485,0.43035766,-0.34957117,1.2754337,0.50902927,-0.5340039,-0.916737,1.766117,0.39036506,1.6070501,0.27105638,0.043253627,-0.16659212,-0.14332595,-0.10758431,-0.46878096,-0.63321465,-0.3082979,-0.10486605,-0.050903622,-0.04394578,0.4855467,-0.37804762,1.0678322
Plekhm3,0.2105534,-0.92659765,-0.25844303,0.29007292,-0.0366625,-0.18950096,-0.2498359,0.69782686,-0.22740105,-0.21113682,-0.5407663,-0.13684566,-0.021475334,-0.34860185,-0.088988565,-0.52647483,-0.66975796,0.44521728,0.38950974,-0.6884671,0.06421601,-0.32748574,-0.64287627,-0.30042064,-0.167858,-0.33042774
Pikfyve,-0.1553222,-1.3609396,-0.33470353,0.48540637,0.064216085,-0.6421647,-0.72575223,-0.19483794,-0.3820008,-0.3007614,0.02329285,-0.23699024,0.45167047,0.35366124,0.08867627,-0.420543,0.11006575,0.5486853,-0.03999634,-0.9694221,0.37960663,0.077304356,-0.9482234,0.008887058,0.37767842,1.981789
Kansl1l,-0.35544622,0.022245746,-0.26464376,0.08116468,0.72052133,0.0042538885,0.96584547,0.096183576,-0.24635726,-0.21833915,-0.2894277,-0.14798124,0.60147154,-0.23635969,-0.017647972,-0.35755742,-0.14765354,-0.21357979,0.28647137,0.15392086,-0.44797465,-0.20291884,3.0181823,-0.20198119,-0.08064858,-0.35421294
Ikzf2,-2.0455751,1.6114473,-0.35203174,-0.72723,0.49661326,-0.51851386,1.2546414,-1.7432234,-0.4265832,4.595307,0.27994475,-0.26417613,0.43403497,-0.9496733,1.0345335,-0.9596183,0.65281993,-1.3718977,0.17557974,2.9747884,2.3352082,4.227897,2.1859412,-0.55628085,0.26857352,0.85130364
Fn1,-0.39652824,-0.3292992,-0.11204043,-0.35410932,0.05968237,-0.31245562,-0.032360904,-0.18775521,0.05354265,-0.038867097,-0.106261976,0.047979325,-0.053186268,0.06621224,0.11193408,-0.090462595,0.105927005,0.8565379,-0.13067615,-0.18343282,0.110899106,-0.21592912,-0.15429607,-0.3563329,-0.017501159,-0.09467136
Rpl37a,-0.31219727,-0.55089754,-0.4139426,1.950014,1.1226674,-3.6223807,-2.931345,-0.060069934,-1.0806315,-0.8634104,2.5542665,1.84276,4.0971174,-2.535512,-2.6691213,-4.1140275,-4.416845,3.8085501,2.0353422,2.0494645,2.0129797,1.4102339,-0.7563351,-1.8856324,5.126057,1.7560622
Cxcr2,-0.33085868,-0.36707065,-0.115632236,-0.45441368,-0.26355156,-0.2848839,-0.056420702,-0.16516636,0.045100756,-0.043072894,-0.12166084,0.042718753,-0.18144801,0.119569406,-0.034302626,0.080948226,-0.004534355,0.37238517,1.1311456,-0.19917884,-0.10934469,-0.39112732,-0.17582306,-0.17328277,-0.041912433,-0.103484936
Slc11a1,-0.42360097,-0.38116604,-0.11038694,-0.27806333,0.2145503,-0.40936255,-0.25183138,-0.13372189,0.05278755,-0.036869146,-0.11336963,0.04822575,-0.1631085,0.13837586,-0.05054967,0.4163712,0.19924861,0.39092055,0.059304483,-0.18623689,-0.5021805,-0.14339092,-0.17296673,-0.28482518,-0.13278991,-0.09969
Ttll4,-0.09200117,-0.3147671,-0.22000325,-0.38429618,0.12787175,-0.6619316,-0.40930954,0.20693082,-0.16792448,-0.16571502,-0.4703867,-0.09501433,0.36599016,0.1411861,-0.10662601,-0.16227387,-0.5576854,0.57309324,0.89422387,-0.5868121,-0.16089445,-0.6316257,-0.60258055,0.33963305,0.8229874,-0.29646793
Cnppd1,0.29637828,0.16354872,1.5965756,0.6921069,0.33724514,0.42878807,-0.41005585,0.38504454,-0.9510733,1.9857681,0.118068054,1.8131706,-0.38805124,-0.6384002,-0.6270304,0.33526438,0.12339036,-0.75976133,0.26665062,0.682387,-0.016961806,0.021857983,0.9755738,0.38030195,0.0344894,0.40800935
Atg9a,0.32410318,-0.84593475,-0.27985016,-0.19376072,-0.038672533,-0.42104682,-0.45982185,0.49821147,-0.27600423,-0.23622607,1.7219098,-0.16739695,0.01856693,0.31156796,-0.30245498,-0.20669605,-0.4864521,0.367005,-0.008503058,-0.067520164,-0.124074146,0.21949963,-0.76064426,0.09471516,-0.15515758,-0.3796118
Ankzf1,-0.5457473,-0.2163541,-0.28149047,0.18250538,0.42088255,-0.28676507,-0.44471163,0.07417077,2.4339745,-0.238094,0.24182576,-0.17165689,0.084353134,-0.61050755,-0.4799823,-0.11660433,-0.57503355,0.3093532,0.70947254,0.954938,0.5381651,-0.17616317,0.61543757,0.39514673,0.6711184,2.000606
Dnajb2,-0.8298281,1.7313884,-0.23248628,0.505322,0.08627675,-0.5550239,-0.456876,-0.30604222,-0.17956685,-0.18056758,-0.46977487,-0.10500296,0.80826217,-0.41048294,0.0284662,-0.10154045,-0.33735916,0.3418371,0.84125096,2.9287987,0.16877015,0.35661083,-0.56842214,-0.60022014,1.4229952,-0.2924934
Mogat1,-0.35209385,-0.4236455,-0.13955538,-0.19137406,-0.4035817,-0.11011092,-0.34017164,-0.33322424,0.0019423265,-0.071259506,-0.18425144,0.013805816,-0.103394635,0.13676985,-0.032346904,0.2756934,-0.23233527,0.29284844,0.34507626,-0.27574933,0.72528654,-0.4446156,-0.23872867,-0.28389856,0.27730963,-0.13663232
Acsl3,-0.66228634,-0.5017366,-0.13486417,-0.16656385,-0.7528421,-0.33789948,-0.5327834,-0.37247208,0.0044284426,-0.06565266,1.625288,0.01667421,0.7346823,0.26301807,-0.018385416,-0.42337143,-0.19286901,1.1065714,-0.12280742,-0.27367997,-0.18531503,-0.3669262,-0.26319876,-0.50135636,0.6262035,-0.14182015
Utp14b,-0.93302006,-0.6183984,-0.17707476,-0.5006495,-0.4756329,-0.35491657,-0.34440193,-0.67273074,-0.07284993,-0.11537077,4.353608,-0.03486942,0.9933329,-0.12391632,-0.008282821,-0.26470998,-0.411972,0.46571094,0.94367903,-0.41122723,0.40536547,-0.106831,-0.38114053,-0.72453797,1.3287901,-0.20251311
Wdfy1,1.7959937,-0.02973798,-0.3586642,0.705322,0.08986464,0.033098184,-0.80536443,0.20375837,-0.4252563,-0.3289919,-0.8551333,-0.2659623,-0.6255656,0.043121528,-0.55888057,-0.43406218,-0.7648098,0.2718389,1.2238882,0.7496421,0.45559314,0.27834785,-0.31942117,1.1705934,-0.6528929,-0.502636
Serpine2,-0.08391308,3.6703575,-0.10366478,-1.1857134,-1.6781214,-0.4463783,-0.41851014,-0.18328096,0.050817914,-0.028761283,1.459348,0.0497432,-0.103551835,-0.034830406,0.23362394,0.30241048,-0.017951822,0.7327742,1.0563236,-0.19525369,0.21079876,-0.21433073,2.3621714,1.0031646,-0.1708846,-0.11794158
Fam124b,-0.3650543,-0.42001617,-0.14297998,-0.0740698,-0.29855415,-0.2948055,-0.17416133,0.1853861,-0.003449817,-0.07530489,-0.19080718,0.010035306,-0.043784212,0.016255843,-0.07493177,-0.18920286,-0.03072354,0.14182371,0.023319986,-0.285008,-0.52474666,-0.0060670837,-0.2428936,-0.2893558,-0.15364753,-0.1398404
Dock10,1.7172401,1.4397234,0.32247102,1.2829173,1.6722894,0.31987134,0.39905876,-0.23743673,0.50864524,0.4831712,1.3726836,-1.4367778,0.40611196,-0.3553115,-0.22587918,-1.6571356,-1.6657014,-0.8596589,-1.3654804,-0.4143508,-0.7743852,-0.2937741,0.8261003,0.01914157,-0.010160757,0.18430226
Rhbdd1,-0.07064972,-0.39489886,-0.24005859,0.1609788,-0.38510516,-0.184322,-0.45146528,0.030765874,-0.2015306,-0.18937881,2.4581864,-0.11804607,-0.10503652,-0.16762736,0.06461499,1.1887517,-0.35203078,0.23026697,-0.1352138,0.41999927,0.69668776,-0.074517176,0.828993,-0.3117633,0.15288405,-0.31922165
Col4a4,-0.40936017,-0.42369562,-0.14037344,0.01019879,-0.018824238,0.077103116,-0.3580665,-0.17651995,0.00059279625,-0.072225034,-0.18600544,0.012876323,-0.034235194,0.004925706,0.05714534,-0.12482661,0.10593159,0.22479923,-0.053154968,-0.27809414,1.0118355,-0.20364495,-0.24010205,-0.17323138,-0.14580679,-0.13751884
A030005L19Rik,-0.15858665,-0.42860386,-0.14599384,-0.15175316,-0.27731568,-0.097210355,-0.071750894,0.002066808,-0.008984847,-0.07885457,-0.19899176,0.0063469475,-0.12934148,0.10371684,-0.1766938,-0.10559403,-0.2314426,0.28429818,0.039718535,-0.29486644,-0.016712131,-0.29553598,-0.25142118,-0.2281919,0.25367796,-0.1442077
C130026I21Rik,-0.578246,0.4349968,-0.16351527,0.08492723,-0.017869247,-0.33928484,-0.2156401,-0.18268596,-0.04337181,-0.09946159,-0.25332907,-0.016130796,0.1522563,-0.13227092,-0.297932,-0.114354484,-0.36588588,0.3172138,-0.049776852,-0.35696292,-0.46878144,-0.3942962,-0.3145971,-0.13919245,-0.1483491,-0.17391637
A530032D15Rik,-0.39128733,-0.3928313,-0.13171045,0.051541958,-0.046907317,-0.29647216,-0.38745588,-0.22165687,0.016916696,-0.062027443,0.80575097,0.023672152,-0.10406026,-0.025455931,-0.15235329,-0.094916895,0.48836783,0.4006105,0.37459722,-0.24886028,-0.49223283,-0.28735578,-0.21304016,-0.46267483,-0.10587555,-0.1241556
AC147806.2,-0.45689464,-0.35308006,-0.12829275,-0.1906186,-0.2504664,-0.16322637,-0.14644122,-0.083394915,0.025204794,-0.058028907,-0.1457794,0.028797423,-0.12052634,0.0011331687,-0.073440686,-0.07312497,0.28472525,0.43270743,0.08410727,-0.23332435,-0.4257565,0.13049789,-0.190984,-0.41903713,-0.0815272,-0.11526983
G530012D18Rik,-0.17269702,-0.36562917,-0.12747984,-0.18531115,-0.34602103,-0.101918176,-0.25710782,-0.13454214,0.02570147,-0.057058197,-0.14661908,0.029325346,-0.119338036,0.07709606,-0.10623116,0.02251515,-0.13791013,0.21796115,-0.0036908532,-0.23282309,-0.44948483,-0.01063233,-0.19481865,-0.08956049,-0.016980128,-0.11604
Sp110,2.829637,0.33976364,-1.0689919,1.5618979,1.0602947,0.5608406,0.071005896,0.93706733,-0.88195467,1.5104387,-0.92074776,0.56166667,-0.09680773,-0.98692316,-0.94491106,-2.5784671,-2.4674866,-0.47765788,-1.0826167,0.44137043,1.1001209,0.72255296,0.9976375,-0.109081425,-0.66105926,0.57936364
Sp140,0.6333943,-0.28312805,-0.66584194,0.813789,0.039589263,0.59391505,-0.33966282,0.08570501,-1.0441806,-0.690051,-0.074644975,-0.66756225,-0.422379,-0.4962841,-1.4247109,0.54575735,-0.39842638,-1.1474501,-1.5555962,-1.7705045,-0.21881355,0.02455794,1.5773847,-0.3715537,0.48550448,-1.054894
Sp100,4.0187926,0.8445061,0.8656242,3.4428353,1.9177911,1.7422042,0.49754697,3.2767894,-0.02151876,1.1234925,-0.82117724,-0.7386916,-1.5448136,-1.5904874,-2.5034375,-0.99092835,-2.31293,-2.0589936,-2.140741,-0.2903613,0.036531575,-0.60161424,-0.1401809,0.30513027,-2.085092,-0.6730993
A630001G21Rik,0.72395754,-0.5071799,-0.52384627,0.068850525,-0.18540569,-0.063597485,0.22074758,0.26588568,-0.7673853,-0.52302426,-0.8997858,-0.48628148,-0.91644025,-0.39997786,0.25631732,-0.2383204,0.007701851,-0.5698977,0.005622177,-0.8483174,0.9928796,1.5233183,0.4082047,1.8699311,-1.0441447,1.9405233
Itm2c,0.5869097,2.4120963,-0.6286582,-0.18088222,0.9376071,-0.7760446,0.5816203,0.09697593,-0.9701712,-0.64633274,-1.7384204,-0.6193757,-0.49243915,-0.93562084,-0.016745478,-0.4321442,1.1371362,0.07337049,1.3843203,-1.6304379,1.061205,1.9279104,1.0828211,2.5514688,-0.8767238,-0.98982537
Gpr55,1.0384803,1.2492794,-0.29832798,-0.16204269,1.3709683,-0.54683733,1.1438068,-0.31681442,-0.3211829,-0.25783923,-0.7118825,-0.19527972,-1.0046271,-0.284679,0.58507437,0.05071552,1.2074484,-0.9854252,0.6390684,-0.8634031,0.12004817,0.6671643,0.87052727,2.0946898,-0.8210012,-0.4283746
Armc9,-0.5692864,1.5462087,-0.17367296,-0.21420556,-0.045603313,-0.22536474,-0.2895215,-0.31747562,-0.06485897,-0.11138744,-0.2895771,-0.029889185,0.53556424,-0.25336778,0.039604515,-0.3073124,-0.29092532,0.29895356,0.8063545,-0.39632356,-0.14616317,0.07760092,-0.36077887,0.09143276,0.41015822,-0.1941742
Ncl,-0.59552723,-1.4580693,1.6279906,-3.8839061,-3.2806644,-1.7361921,-1.011506,-0.6798034,-2.3408322,0.40341127,0.03411966,0.087739386,0.33948258,1.7954555,1.8241074,-0.19743392,-0.37321016,4.244292,3.275788,-0.030208562,0.22309875,-0.36268467,-0.004516026,-1.3585745,2.0682237,-1.3545988
Ptma,-4.809355,-3.6026585,-0.7054064,-5.387516,-4.73842,3.1431582,2.883696,-4.5775204,-1.6504287,-0.39611456,0.8778115,-0.816064,-0.7504476,6.5275383,5.4911966,5.188001,4.9302883,-1.9518667,-1.8740038,-0.7446598,-2.6049767,-3.0688212,-0.16142198,-1.1307132,-0.4570249,-0.6370059
Dis3l2,0.017707316,0.32719058,-0.31676343,0.40690726,0.35590997,-0.37163988,-0.24425119,-0.19296268,-0.35230723,-0.27958855,-0.34636295,-0.21656013,0.31899688,0.021878563,0.32523054,-0.4877291,-0.3666767,0.14139809,0.88965195,-0.91778684,0.6851441,0.16829543,1.4952778,0.6091058,0.7097698,-0.44974512
Gigyf2,0.042119686,0.9832817,-0.5642484,0.2895426,0.8907054,-0.13208354,0.25612983,-0.21733326,-0.8477377,-0.57052726,1.3193347,-0.5386092,0.46374702,-0.63686574,-0.12029909,-0.5864522,-0.55779755,-0.3188801,0.39527705,-0.8195276,-0.27986157,0.77456385,-0.5685753,0.4153518,0.08860412,1.6744018
Kcnj13,-0.22105621,-0.41537598,-0.13580464,-0.41945368,-0.07524097,-0.13011739,-0.0029776553,-0.19903184,0.008668568,-0.06683981,-0.17456141,0.018320004,-0.12361818,0.031998806,0.11810576,-0.077486485,-0.023919959,0.01620799,-0.104366586,-0.2638316,-0.52680945,-0.09064299,-0.22911395,-0.15419684,-0.1272096,-0.13151407
Inpp5d,1.5589947,-0.41600904,-0.5749979,0.64318454,0.5657511,0.26232147,0.02354013,0.46317443,-0.85950637,-0.5832939,-0.9742207,-0.54802763,-0.82020015,-0.726733,-0.7717554,0.13007957,-0.09336772,-0.32738805,0.021616725,1.3723203,-0.031657595,-0.3785328,0.59261954,0.11058147,-0.7215309,0.31783432
Atg16l1,0.5786427,-0.94055754,-0.45200232,-0.1829368,1.0073687,0.12267084,0.34962898,0.26619518,-0.6229275,-0.4385743,-1.1889101,-0.39249367,-0.32934868,0.02346229,-0.059848916,-0.27832225,0.16356063,-0.27016866,0.36447856,-0.031043382,0.03268701,-0.15589543,-1.4371717,-0.006902427,0.00816385,1.5524794
Sag,-0.38904324,-0.73212975,-0.20117864,0.11343459,0.72296816,0.059114076,-0.30466318,-0.11187607,-0.120136306,-0.1437197,-0.3788405,-0.065782644,0.662807,-0.062890105,-0.34030187,0.13681425,0.45266,0.17441182,0.6234376,2.447892,-0.33852148,-0.12853405,-0.46793276,-0.1930769,-0.015761731,-0.24334535
Dgkd,0.5445875,-0.225725,-0.5535503,0.75391823,0.3146161,0.036192246,0.16664454,-0.1063803,-0.8169766,-0.5580752,0.55457515,2.0429199,0.13843775,-0.2778235,0.3107547,-0.70811623,-0.4715081,0.18136072,0.07770866,-0.8822003,-0.5989249,-0.3269748,1.2447251,0.95925856,-0.06733181,0.6140507
Usp40,-0.3847322,-1.0819321,-0.27273226,-0.08866235,0.5206318,-0.5898376,-0.05879266,0.021689247,-0.26132506,-0.22786416,0.5807544,-0.15793292,1.1246071,-0.7502613,0.07610046,-0.53892326,-0.32035416,0.27768788,1.1080589,-0.066691205,-0.5244098,0.55306166,0.27291733,0.35143933,0.3021876,-0.36615494
Hjurp,-1.8052754,-1.518111,1.5872704,-1.8222462,-0.4536449,4.1813097,4.717751,-1.0185493,-0.6783653,-0.42626816,-0.72421116,-0.4149826,-0.60240406,3.0056555,2.854236,-1.2394491,-0.21241322,-2.6687863,-2.808199,-1.5352248,-0.7989059,-1.5545799,-0.86609596,-0.98169047,-0.28417096,-0.81824774
Glrp1,-0.36432797,-0.35323584,-0.11334778,-0.01354743,-0.6140431,-0.10424048,-0.39914685,-0.14739776,0.049787134,-0.040388837,-0.11395543,0.045744546,0.046080455,0.21644531,-0.13604277,0.22240886,-0.13689081,0.27643293,-0.2369218,-0.19064303,-0.44769984,-0.033202857,-0.16633618,-0.26802048,0.07503915,-0.09921456
Arl4c,0.8955555,-1.9732792,0.77203417,3.6944985,0.45091686,1.8649558,-1.6980546,1.538201,-0.18077362,-1.2763171,1.6061361,0.19484696,3.0775287,-0.47665527,-3.7809248,-0.38906178,-4.3513427,-0.12987918,-2.5119991,1.5008638,-2.029735,-4.1522417,-2.4834843,-4.278529,1.428113,0.83368737
Ramp1,-2.6250415,-0.47643656,-0.37175146,0.8876934,0.5793173,-0.82423425,-0.946949,-2.0511575,-0.43318295,-0.34462032,8.659343,-0.2744288,5.7316327,-0.8925753,-1.0791708,-1.2640023,-1.408388,1.3351344,0.7554785,-1.0540955,-1.6216193,-1.2637682,-0.94924533,-1.7813947,2.2523143,-0.4901011
Per2,-0.5084386,-0.3966926,-0.112978905,-0.75857663,-0.41176733,-0.42873555,-0.40624836,-0.15387025,0.047481753,-0.039914656,-0.12207732,0.044798005,0.11277436,0.17325228,0.2631248,-0.19827236,-0.02720108,0.23261106,0.35063827,-0.19589697,-0.1285198,-0.14602815,-0.18366027,-0.19233981,0.2720596,-0.10451286
Traf3ip1,-0.00862703,-0.5585451,-0.25987872,-0.62480474,-0.30521438,0.3619055,-0.25699762,1.6499826,-0.24648176,-0.21260874,-0.5949628,-0.14630954,-0.48400837,0.3377515,0.13083038,-0.036989707,-0.33162603,0.2916848,0.53760046,-0.7287796,0.6153089,-0.5792773,-0.74819833,-0.07358201,-0.4798062,-0.36466393
Hdac4,-0.47975108,1.3452666,-0.4188608,0.46102414,0.42632797,-0.062381495,-0.26808643,-0.98731357,-0.5456569,-0.39975923,-0.3644839,2.9679396,1.6089567,-0.4752766,-0.35952938,-1.1550009,-1.3411236,0.39043522,-0.07918774,0.61744606,-0.042027157,-0.35462674,-0.68237704,-0.61357075,1.4929826,0.9591825
Rnpepl1,0.07876331,0.0054110186,-0.4371112,0.07403985,0.060109094,-0.16525005,-0.49410778,0.3218994,-0.589847,-0.42111215,0.6149582,-0.3715832,0.16961008,-0.059151247,-0.18592373,-0.41847166,-0.6067876,0.38876164,0.0062020267,2.4016953,-0.0963374,0.2796455,0.28911933,0.29092598,0.029477231,0.85437316
Gpr35,-0.36674443,-0.2823815,-0.10342348,0.23556092,-0.426708,-0.24623804,-0.28839442,-0.12173542,0.070866674,-0.028738163,-0.07827689,0.059227176,-0.120043375,0.16870843,-0.011345413,0.2661931,-0.013574941,0.6343676,-0.052125853,-0.15200025,-0.33476484,-0.27291778,-0.12068525,-0.29302227,-0.077279344,-0.07925381
Farp2,-0.18710327,-0.42745346,-0.13106532,0.105453305,-0.6326009,-0.091731995,-0.324494,-0.17055242,0.015658006,-0.061235063,-0.16693504,0.023316454,-0.034728073,-0.1307734,0.020177541,0.13033557,-0.055556096,0.031969123,0.14913511,-0.25204244,-0.55538183,0.024568781,-0.2262615,-0.1929392,-0.11459343,-0.12799895
D2hgdh,-0.21043007,-0.06850633,-0.26117355,-0.021610862,-0.10024686,-0.23274997,-0.24967365,-0.0031149804,-0.24338731,-0.21420665,0.5999757,-0.14532936,0.24836661,0.29134995,0.26142785,0.46997297,0.23062795,0.086582914,-0.4509859,0.058731996,0.16152726,0.4971565,-0.036298253,-0.17299375,0.021537224,-0.35583907
Pdcd1,-1.8687353,1.1563126,-0.33293918,-3.1195793,3.267564,-1.6508515,3.2512252,-1.4035043,-0.43150452,-0.29798108,-0.948892,-0.2595508,-1.2445008,-0.34385648,5.417272,-0.9791031,4.466145,-2.3000321,4.2580504,-0.400021,-0.36468711,3.8094897,4.059155,5.765148,-1.3696764,-0.5699614
Fam174a,0.031806685,-0.14870425,-0.4583842,0.18434843,0.20559347,-0.66591585,-0.5550539,0.5982643,0.99887383,-0.44610167,-0.9199707,-0.3999188,0.13360804,-0.3760606,0.023860438,-0.19557878,-0.17090577,0.33532465,1.2014923,0.6364311,0.4976448,0.60394675,0.2671183,1.4519842,-0.1867348,0.7401049
St8sia4,1.0468516,-0.4638645,1.7122066,0.9181715,0.5560777,0.9082112,0.16231178,0.047815032,-0.8091492,-0.55495167,-0.46837384,-0.5156648,0.20162927,-0.15696748,-1.0553985,0.03407332,-0.8107667,0.086980715,-0.6122466,1.4462967,0.12422405,-0.83636147,-0.20665625,-1.3169905,-0.34306806,0.5718395
D1Ertd622e,0.23604758,-0.14357306,-0.5516351,-0.90540004,-1.4493754,0.23810428,-0.37850934,1.6319051,1.799868,-0.5553951,-1.5800416,-0.53289735,-1.1559906,1.9333075,1.2029673,1.0516645,0.79618603,-0.53908366,0.12460574,-0.26680332,-2.197321,-2.0130897,0.005301124,-0.6147229,-1.0553634,1.0683396
Pam,-0.44779956,-0.56299645,-0.1674273,-0.07168228,-0.56932104,-0.37390977,-0.3089921,-0.21859974,-0.0532616,-0.1040331,-0.27222735,-0.022186207,0.4914201,0.03251495,0.039596893,-0.087398805,-0.46101514,0.44996798,-0.25488836,1.2622375,-0.34819826,-0.56621087,-0.3423244,-0.32515022,0.33454484,5.823251
Relch,0.8576777,0.27161652,-0.5935213,0.32346833,0.61889106,-0.2823319,-0.07387138,0.2967273,-0.89967656,-0.60502857,-0.18594405,-0.5735796,0.07129281,-0.67554915,-0.41663888,0.20971107,-0.064342745,0.1613142,-0.40138927,0.5852835,0.077921145,0.2988617,1.1264352,0.25426352,-0.30402547,0.4513945
Zcchc2,0.39104366,-0.46064177,2.7381344,0.21822466,-0.15995629,-0.28609696,0.11332503,-0.004786238,-0.52845436,-0.38632715,-1.0290848,-0.3320584,-0.12910846,-0.3486306,0.009053176,-0.6495145,-0.40680757,0.040249735,0.5841268,-0.022738336,2.2644694,0.9748869,-1.2328002,0.25670698,0.5899178,-0.59982675
Bcl2,-1.2454512,-0.14115606,0.7477615,1.3528212,1.5821077,-1.3470987,-0.079388484,-2.989964,-1.1697382,-0.7826037,0.90738064,-0.75486284,1.0785555,-1.7983193,-0.43499047,-2.0992703,-1.155928,0.12100777,1.1699977,4.236234,1.9013957,3.7265425,-2.3265047,1.9156393,3.7234366,0.3817779
Kdsr,0.021207927,0.24702951,-0.41346154,0.44469172,-0.68275565,-0.61069685,-0.47663277,-0.34591937,-0.54134244,-0.3933255,-0.62060714,-0.340264,0.4013076,-0.115251735,0.08899422,-0.8292972,-0.93033004,0.47471005,0.8648296,0.38364074,0.82612205,0.5437233,0.2411197,0.29155052,0.97780126,-0.6122531
Dsel,-0.3174904,-0.45824015,-0.13084415,-0.026239797,-0.8239997,-0.14998949,-0.39032054,-0.17538498,0.013958693,-0.060946528,-0.17277455,0.022600329,-0.11104789,0.25367475,0.0939666,0.108249664,0.04641422,0.35605478,0.21458918,-0.2558793,-0.13536152,-0.022064473,-0.23860106,-0.10396751,0.191317,-0.13179569
Tmem185b,0.044460632,0.021001033,-0.27881977,0.6394064,-0.1347124,-0.271813,-0.2172504,-0.23727064,-0.275241,-0.23499745,-0.12148956,-0.16666514,0.07607244,0.36199868,-0.07980173,0.10399089,0.17915703,-0.0945655,0.09573586,1.549632,-0.50569004,0.23978435,1.6957092,0.045907214,0.7807636,-0.38032666
Ptpn4,1.6703204,0.650794,-0.5069661,0.7423938,0.280721,0.30158836,-0.23109092,2.0955684,0.7721327,2.4956615,-0.77245426,-0.4571102,-1.1475667,-0.4379338,-0.24730846,0.430643,0.19267157,0.047015235,-0.015888544,-0.21757084,-0.7856467,-1.3308063,1.4385331,0.91803443,-1.3108904,-0.7578283
Sctr,-0.17612584,-0.34537402,-0.121059485,-0.043268267,-0.3794147,-0.203883,-0.33626187,-0.14237194,0.037623975,-0.04949818,1.6788305,0.03724413,-0.12710378,0.17391592,-0.08550613,0.18299338,0.28735888,0.12191075,-0.02762518,-0.21153735,0.0955468,-0.34701854,-0.1758433,-0.2811099,-0.15864837,-0.106479414
Tmem37,-0.27457702,2.034862,-0.2901675,0.105888955,-0.011254055,0.16604386,-0.6540726,1.5416498,-0.2979354,-0.24833794,-0.6644547,-0.18142141,-0.8019539,0.3682728,-0.2701515,1.5858063,1.1418217,-0.37650612,-0.96455276,0.55569965,-1.4325068,-1.2438374,-0.8082068,-0.19260679,-0.39387992,-0.40039602
Dbi,-2.734887,-1.1383003,0.2993079,-3.144961,-2.4521945,2.2892213,1.824745,-2.0255477,2.005858,1.6164905,-1.1861902,-1.3085194,-1.844402,4.2873206,3.9369166,5.0990367,4.4786296,-4.2056255,-3.4268084,-1.0384974,-0.05417044,0.48431137,0.9765133,-0.15549266,-2.788242,-0.74547327
Insig2,0.1936727,1.0254533,-0.35088655,0.10091621,-0.3464375,-0.43312222,0.19461387,-0.20702408,-0.4305982,3.7317781,-0.89404154,-0.26564214,0.06806113,-0.53849435,0.07116461,0.5747361,1.3376924,0.31219497,0.2806233,-0.37427467,-0.92368215,0.12434684,0.25101787,0.40429318,-0.39066768,-0.5297431
