gene_name,A5P,A5T,A8P,A8T,C5P,C8P,NP14B
Ifi204,0.46027812,0.14006345,-0.44051555,-0.44979924,0.0067952005,0.9113226,-0.56434226
Mndal,-1.9770327,-0.36061913,0.31323653,-0.7058761,2.092977,1.1549624,-0.71054655
Ifi203,-2.3264904,-1.1226609,0.42095563,0.08866179,1.7922522,2.0001447,-0.8279992
Ifi205,-0.23624939,0.11548734,-0.27125883,-0.23036863,-0.13248476,-0.18324271,-0.16887033
Kmo,-0.15593237,0.011411197,-0.39230424,-0.3089789,-0.05624201,-0.37130952,-0.17182867
Cep170,-0.046365563,-0.23078887,-0.12255445,-0.03292755,-0.20734964,0.6064671,0.38441488
Akt3,0.032485876,0.47743523,0.19428511,-0.53138083,-0.26506966,-0.51171273,0.45699322
Zbtb18,0.24341719,0.12792122,-0.73289156,-0.66703796,-0.32900122,-0.5562751,0.9058435
Smyd3,-0.42124695,0.007351996,0.029482286,-0.12283153,-0.3327001,-0.1371172,0.7414857
Coq8a,-0.75140715,-0.5819847,-0.10230266,-0.23262785,0.51283026,0.34566396,-0.059864525
Psen2,-1.704758,-2.6034431,-0.6033561,-0.45858854,4.206804,0.6270866,-0.7109096
Itpkb,-0.5686409,2.7417142,-0.34499574,0.28891614,0.019842703,-1.0570407,-0.38580433
Parp1,2.4838614,-1.4730314,-0.08385021,-0.5877346,0.89446366,-0.93877167,-0.09357316
Acbd3,0.19803192,-0.24698134,-0.21799594,0.1394856,0.23328708,-0.07699879,0.23400505
Lefty1,0.4603468,-0.24638663,-0.34156778,-0.31672886,-0.20599706,-0.40098554,0.07307249
Tmem63a,-0.14277315,-0.7848136,0.051366735,0.2639326,0.088938944,0.059726566,0.18686259
Ephx1,-0.37279797,-0.3681093,-1.2392237,-0.9450469,0.55104923,2.0963836,0.7417764
Wdr26,-0.5236072,-0.8983287,0.55895245,0.48967174,0.65083426,1.7018056,-0.6855868
Trp53bp2,0.74423635,0.08051812,0.64720786,0.23833999,-0.45668262,-0.6004634,0.15177363
Capn2,1.8017142,0.45160034,1.8520783,1.7853472,-1.7779827,-0.32967016,-1.5277882
Disp1,0.19702497,-0.18061161,0.011388011,0.09518379,0.20177256,0.068673,-0.09155564
Brox,-0.026798187,0.24458809,0.15077493,-0.17119934,0.22750103,0.5794295,-0.3371783
Mia3,0.034785774,-0.5670076,0.16723844,-0.010896276,0.27001074,0.061926305,0.3309458
Dusp10,-0.34677583,1.3807139,-1.3462787,-1.7424409,0.08762484,-0.30760518,0.7583492
1700056E22Rik,-0.32035717,0.82449025,-0.63701195,0.21700478,-0.0019713978,0.09543763,0.05689093
Hlx,0.19716579,1.4399142,-0.33077925,-0.16990457,-0.40223858,-0.4689472,-0.19734196
Gpatch2,0.3057598,-0.27383813,-0.065542124,0.5360167,-0.37571543,0.4233054,0.27990818
Kctd3,-0.04119358,-0.6167507,-0.28508312,-0.108932614,0.068191506,0.42593375,0.29896757
Cenpf,-0.7707766,1.6405851,-1.1739303,-1.2234038,1.9817375,0.74831736,-0.78218025
Ptpn14,0.27390704,-0.32853684,-0.32834947,-0.3040098,-0.18278159,-0.2639142,-0.05823453
Rps6kc1,-0.05017097,-0.45341328,-0.30041534,0.029705528,0.22768521,-0.14146373,0.036328934
Angel2,0.6290866,-0.9321885,0.3646805,0.42108196,0.10424765,0.4314046,-0.03285479
Batf3,0.011384976,-0.13902462,0.5474415,0.6902858,-1.6053506,-0.12986478,0.4710625
Atf3,0.13946722,0.56705177,-0.4739001,-0.36519504,0.03372244,-0.57021534,-0.26658735
Dtl,3.690691,-0.4117151,-1.4317199,-1.1935931,1.6015801,-0.4851991,-1.1523608
Slc30a1,0.5011428,-0.29073048,-0.020294437,0.050191212,0.10151919,-0.32108098,-0.09819064
Traf5,-1.8287135,0.038381845,-0.19881842,-0.76032794,0.82057995,1.8880988,0.07008054
Rcor3,0.63411564,-0.9853701,0.20238698,0.20325427,-0.5234632,1.4730546,0.3188364
Hhat,0.0994991,-0.9064721,-0.67618823,-0.5642121,-0.3319466,3.3695078,-0.12094926
Irf6,0.18624514,-0.18073629,-0.3498216,-0.62386525,0.31459165,-0.46475828,0.19263515
Traf3ip3,-0.82855004,0.12280058,-0.12996255,-0.37368122,0.049682945,0.8875283,0.3532864
Lamb3,0.107061416,1.4265866,1.2860755,2.5485218,-1.1421379,-0.15472047,-1.5183461
Hsd11b1,-1.6937307,0.3735044,1.1429948,0.50476635,0.3787792,2.60576,-1.3498936
G0s2,-0.2596187,1.57407,-0.168573,0.49068704,-1.1236529,-0.88999355,0.25885764
Cd46,0.24388438,-0.44085124,-0.10878414,0.121020034,-0.5343201,0.67737263,0.45049754
Cr2,0.21722046,-0.37132418,-0.5006392,-0.641189,-0.33123955,-0.42721486,-0.062857725
Rpp38,0.23428068,-0.369755,-0.7250336,-0.4127549,0.22021535,-0.3344942,0.91110855
Cdnf,-0.3224361,0.051757563,-0.24975634,-0.21078955,-0.1231658,-0.29156092,-0.112974316
Frmd4a,-0.7001471,-0.6841742,-0.96849525,-1.1821196,0.6670031,1.6368818,0.6092131
Camk1d,-0.7131206,-0.6654041,1.7442619,0.85090566,-0.6141817,-0.3981781,-0.26232788
Gm13199,0.09115036,-0.2752413,-0.21591064,-0.22964011,-0.18069054,-0.29070172,-0.031122794
Upf2,0.6444173,-0.21779004,-0.34797284,-0.15406115,0.10295761,0.015139662,0.3141218
Usp6nl,0.029007705,-0.5797538,-0.29338807,-0.10736332,0.8401963,-0.035088625,0.17966479
Gata3,-0.12819198,-0.5353001,0.39314732,0.2255889,0.92034864,0.073649846,-0.26985744
Taf3,0.64401823,0.62452024,-0.12915686,-0.38275012,-0.4461216,-0.29319847,0.30213156
Itih5,-0.725014,-1.2744772,-1.0732139,-1.3007092,0.2142605,6.49311,-0.6441212
Sfmbt2,0.6821476,-1.0967612,-0.40433004,-0.18871328,-0.12967017,-0.7498723,1.0530362
Prkcq,-1.2312909,1.307205,0.20334193,0.5365882,0.58912575,-0.685396,0.26468053
Pfkfb3,0.10275381,1.0544958,0.5145494,0.22252542,-0.15661101,0.05524036,-0.32856253
Ankrd16,-0.013407538,-0.4894237,0.6195545,0.48153996,-0.3934563,0.73289275,0.12073584
Rsu1,0.74498665,-0.9810677,1.9623891,2.7161794,-0.99537206,-1.3223773,-0.5984027
Vim,4.505281,-0.73281664,0.7916955,0.29960462,0.28368896,2.8743713,-3.6504836
St8sia6,0.056755267,-0.19339256,-0.25429234,-0.327688,-0.14535524,-0.3344426,-0.015251057
Stam,-0.16617167,0.35400894,0.16836767,-0.315521,-0.38308442,-0.19114418,0.36739632
Nsun6,0.75598866,0.1318255,-0.41978016,0.64785045,-0.552969,-0.19981997,-0.010147217
Arl5b,0.17036083,0.6638112,0.8211053,-0.008177301,1.2525958,-1.0898837,-0.99092793
Nebl,0.63160807,-0.9729745,1.2824348,1.5600103,-0.19814476,-0.7093198,-0.5686517
Mllt10,0.28386444,0.015408028,0.18723562,0.30782863,-0.94032496,0.22046623,0.31118286
Dnajc1,-0.09819258,-1.1416355,1.9377766,0.8280047,0.6638499,0.6744258,-1.5545728
Armc3,-0.4422058,-0.6989097,0.26561108,1.0845947,0.7569947,1.0263429,-0.69790107
Otud1,0.42605042,1.3220477,-0.32592654,0.40266505,-0.5150308,-0.8876556,0.35286996
Enkur,0.14792904,0.47771293,-0.38066202,-0.10807076,-0.00671263,-0.50486255,-0.1533394
Apbb1ip,-0.45898372,-1.8099169,3.7932017,2.9138634,-0.80595195,-1.053002,-0.9913351
Abi1,-0.4737894,-0.10195336,0.6063162,0.49865767,0.7975575,0.35906938,-1.1030291
Acbd5,0.77644026,-0.32972693,-0.292094,0.5701515,0.035257116,0.47646666,-0.41227528
Spopl,-0.2630975,-0.8726045,0.92403,0.29175597,-1.0644785,1.150786,0.7370461
Psd4,0.2007692,0.4600658,0.0046708398,0.56408966,-0.43049455,0.18953091,-0.048964195
Pnpla7,-0.26027095,0.38725075,0.48614082,0.8749211,-0.81416684,-0.9757351,0.56235784
Nrarp,0.23254445,1.2764125,0.15980166,0.3328073,-1.4971762,0.54323566,-0.60596555
Tor4a,0.8579221,-0.0031596376,0.13975546,0.03956724,-0.14580676,-0.22466162,0.1434724
Tubb4b,1.8072759,2.1043978,-2.2732759,-2.1699235,1.1826795,0.19631992,-0.42303133
Tmem203,-0.1598489,-0.49144417,0.13510467,0.31890434,-0.012046381,0.82071745,-0.043688398
Tmem141,1.0395757,-0.7929521,-0.3965658,-0.57065403,0.6228702,-0.41256475,0.54184353
Bmyc,0.012735724,1.6184466,-1.025877,-0.6035963,-1.3609776,-0.96222574,1.4800586
Camsap1,0.17780279,-0.16327874,-0.11352602,0.41219422,-0.22245145,-0.14853367,0.33909687
Nacc2,0.56347,0.41762024,-0.6526947,-0.5462938,-0.6479741,-0.67179465,0.3507214
Gpsm1,0.23032612,-0.5867314,0.01447091,0.17971061,0.16355446,-0.26875266,0.28887105
Card9,0.1417699,0.355215,-0.36713055,-0.5754649,-0.25775152,-0.5366702,0.069859795
Inpp5e,0.12990965,-0.52765936,0.51179856,0.10961057,0.48469386,0.40487307,-0.08349233
Sec16a,-0.29169393,-0.23209776,0.5147421,0.35339352,-0.030992892,-0.6672112,0.29648024
Notch1,-0.09085093,-0.040436048,0.2857006,-0.5345298,-0.8090895,0.6813671,0.6343107
Lcn4,-0.75605625,2.4937544,0.11939294,1.3407896,-1.6241554,-0.4872649,-0.35697496
Adamts13,0.21837848,-0.49750218,-0.60863304,-0.6651516,-0.17311773,-0.5660373,0.751037
Cacfd1,0.16003923,-0.26390088,-0.08630521,-0.13390121,0.16441771,0.47857422,0.20472287
Brd3,0.80625194,-0.12322109,0.78372025,0.22077526,-1.0956463,0.027326629,0.4230877
Rxra,0.6756058,-0.16064106,0.96379566,0.49318403,-0.6525337,-0.6741833,-0.1455416
Olfm1,0.19332528,0.042445328,-0.52166045,-0.19872762,-0.3359659,0.63393056,-0.3356917
Tsc1,0.5378012,0.30063397,-0.08185238,0.40331542,-0.36070094,-0.14568563,0.19351633
Cfap77,0.007771695,-0.18469541,-0.37325212,-0.21619095,0.0074224975,-0.22902483,-0.12272691
Ttf1,0.23775603,0.18395811,-0.025763363,-0.35448277,-0.7157836,0.6803102,0.31522954
Setx,-0.29215544,-1.0812061,-0.41716108,-0.07252198,0.64620966,0.609889,0.6914476
Ntng2,-0.06963893,-0.19540226,-0.28721926,0.1631904,-0.21843554,0.07037048,-0.13051437
Rapgef1,0.2371183,-0.059648827,0.6735848,1.2854825,-0.23426005,0.05682839,-0.5237849
Trub2,0.12958588,-0.37421677,0.41433832,0.34487292,-0.32077044,0.6882217,-0.02520254
Set,4.311565,-0.40163836,-2.1000712,-2.2054193,1.1366253,0.1994171,0.25294998
Zer1,-0.7562781,0.00021830531,0.19243233,0.6708409,-0.6874018,1.1396923,0.4156871
Ier5l,-0.103594385,1.5791394,-0.5642233,-0.46619484,-0.20349139,-0.14317618,-0.16808699
Cstad,-0.0876846,-0.48506406,-0.41677397,-0.07771055,0.15635572,-0.10993162,-0.02016526
1700001O22Rik,-0.11894845,0.14587554,0.35657406,1.0517238,-0.5748506,-0.25415042,-0.44571024
Usp20,-0.36597967,0.18609306,-0.22906123,0.70296115,-0.053899057,0.3377578,0.17160276
Fnbp1,-0.85010463,-0.06974797,1.3367769,0.53431886,0.3035111,0.7271253,-0.71397007
Ass1,5.4675975,2.189071,0.055801462,-0.3313289,-3.4642704,-1.982716,0.44131792
Abl1,0.03638123,-0.16484025,0.038261477,0.25847033,0.10151982,0.073974125,0.1974002
Fam78a,0.3432824,-0.096211635,-0.69193566,-1.0205364,-0.87698513,-0.6856761,2.2277458
Prrc2b,0.661164,-1.0568068,1.987664,1.34087,-0.59712154,1.1322628,-1.0088762
Lcn2,0.044669643,0.029052475,-0.25798765,-0.26685283,-0.13692282,-0.15717654,-0.106829695
Fam102a,-1.4348967,0.23985831,-0.5398159,-0.66807085,-0.55433506,1.3521649,1.6276462
Eng,0.032276895,0.44452754,-0.88386023,-0.90935695,-0.47649485,-0.7341645,1.3467413
Sh2d3c,-1.1976179,0.07498664,1.0854312,0.674294,-0.51638097,0.79606545,-0.60212094
Ttc16,0.5858473,0.10133793,-0.32112646,-0.33752558,-0.05067326,-0.18317437,-0.1763326
Rpl12,0.5265552,1.5790827,-4.5532026,-3.4590096,-1.8317012,-1.1115435,5.924125
Ralgps1,0.34027812,-0.43758306,-0.5002099,-0.6956966,0.04261573,0.30167538,0.6544535
Zbtb34,0.30938712,-0.6514073,-0.13697651,0.088914126,0.02041331,-0.058741927,0.15060084
Zbtb43,-0.1317395,-0.3949768,0.39031184,0.21196741,0.2871559,-0.16525419,0.03841399
Gapvd1,-0.19739644,0.030160986,0.15001221,0.37836653,-0.29584786,-0.4806203,0.41947237
Hspa5,2.4391863,1.2169666,-1.6335965,-0.63053113,2.6803002,-2.1762347,-2.0136018
Traf1,-1.2875211,-0.73664063,-1.3046603,0.48215887,4.901134,-1.8266239,-1.6954236
AI182371,0.18005072,0.032228507,-0.30741778,-0.2736787,-0.11450309,-0.422056,-0.085151955
Gsn,-0.1424381,-0.5154006,-0.9915353,-0.31098637,1.0438161,-0.79687256,0.6963262
Rc3h2,-0.3891109,-0.9511936,0.44331428,-0.045573357,-0.07107203,0.81715804,0.37066022
Zbtb26,0.037368476,0.67779833,-0.5832514,-0.85506773,0.06549552,-0.042924248,0.66224366
Rabgap1,-0.19396536,-0.757407,0.07474426,0.16416715,-0.1867765,-0.037597924,0.8783186
Gpr21,0.73620886,-0.16591617,-0.13320667,-0.3746662,-0.21744049,-0.03141025,-0.06365914
Dennd1a,0.15735947,0.26625034,-0.46491042,0.17043266,-0.4352685,0.05520862,0.5056725
Nr6a1,-0.3401054,0.12731104,-0.19293201,-0.20854566,-0.2481127,-0.27566856,-0.009919152
Golga1,1.032981,-0.0011678936,0.022805,0.049978714,-0.18033485,0.51126444,0.42152536
Scai,-0.6221378,-0.72817576,0.58827657,0.36559227,0.029885069,0.23715568,0.25321975
Arhgap15,-1.7161093,-0.3389472,0.17274481,-0.15341684,-0.5945065,0.37990972,1.5232085
Gtdc1,-0.3583151,0.45399845,-0.1589561,0.14980398,-0.15804712,1.1601288,-0.21144837
Zeb2,0.36516327,-2.827943,6.2073584,6.0099106,-2.0866709,-1.4746166,-2.7043679
Acvr2a,0.05108495,-0.30011144,-0.28800288,-0.4712871,-0.10980034,-0.17929192,0.07728964
Mbd5,-0.60823137,-0.17193304,-0.29921696,0.29147446,-0.08424926,0.22670402,0.5887446
Epc2,-0.7337135,0.24675305,0.18411599,0.02370307,0.55080867,-0.01708148,-0.18201129
Kif5c,-0.07215772,0.41775137,-0.20652618,-0.30568713,0.3649314,0.092354305,-0.20327194
Lypd6b,-0.014426766,0.66341996,-1.0571347,-0.6602335,-0.63989574,-0.9121418,1.7526989
Rif1,2.265492,-0.76371735,-0.5814105,-1.0500498,0.56800044,0.2304115,0.24924459
Fmnl2,0.0051507074,0.10957127,-0.32967052,-0.30140117,-0.16707751,-0.19285111,-0.0631591
Nr4a2,-0.07786728,-2.0902636,0.5940832,0.49944887,3.8140028,-0.21899654,-2.640278
Pkp4,-0.04385259,0.21916288,0.003991853,-1.2337053,0.42072058,-0.27317438,0.7398258
Dapl1,-0.91650254,2.4178479,-3.556411,-3.0354652,-1.518249,-2.4421506,5.5872045
Tanc1,0.3483351,0.6034145,-0.10335707,-0.8816079,-1.286819,-1.6637312,2.1047463
Wdsub1,-0.008532129,0.08855023,-0.23023167,-0.3022032,0.55270386,-0.007374346,0.02050169
Baz2b,0.7308933,-0.75474,0.6453386,-0.3081514,-0.45993516,0.11589015,0.33288053
March7,-1.2273926,0.37547016,1.0499165,0.57805383,0.047139224,-1.3128844,-0.19653437
Cd302,0.17006561,0.002834529,-0.19978738,-0.28212693,-0.29328558,-0.38633114,-0.12699649
Ly75,0.07426273,-0.5448049,-0.13261953,-0.27873245,-0.19457705,-0.074898645,1.0124332
Tbr1,0.0945935,0.039773572,-0.2884228,-0.46580848,-0.017978625,-0.40376362,-0.07176177
Dpp4,0.2146333,0.39784357,-0.34933227,0.99429506,-0.21060888,-1.2080617,0.3397052
Ifih1,-1.7021891,-1.6419569,0.075847775,-0.29564887,2.5285876,1.9410312,-0.5956097
Fastkd1,-0.34367332,-0.27741972,-0.02946909,0.07585907,0.060025647,-0.08608996,0.47508088
Ccdc173,0.7866956,-0.36393723,-0.5606194,-0.30335808,-0.081160076,-0.027087387,0.15570216
Ubr3,-0.5089877,-0.44465956,0.28065458,0.405461,0.34302986,-0.25587595,0.24789147
Myo3b,-0.082212,-0.30700624,-0.21909863,0.0028635256,0.027920876,-0.14452802,-0.18073678
Mettl8,0.3790261,-0.34028113,-0.4251407,-0.79163766,-0.20866135,-0.6280578,1.5585692
Dcaf17,0.1386873,-0.21901615,-0.20896202,-0.6951503,-0.5381281,0.011074036,1.2135088
Metap1d,-0.23430623,-0.7111749,-0.7518992,-0.38895917,0.11980013,-0.34000367,0.89224285
Itga6,-0.68511605,1.6995116,-0.5260178,0.18052928,-0.21941076,-0.55884755,0.006378662
Pdk1,-0.0364507,1.125438,-1.9639041,-1.756294,-1.59007,-1.3931314,3.9700737
Rapgef4,0.008761673,0.12941046,-2.016573,-1.947274,-1.1038368,-1.5181739,4.128519
Cir1,-0.18759781,0.09465893,0.86039513,0.7784653,-0.2687846,0.049492005,-0.4915862
Gpr155,0.14648637,0.99117893,-0.2951565,0.29110262,-0.22896844,-0.6181767,0.011597489
Wipf1,-1.46311,-0.54027444,1.166923,0.56231695,0.4998279,0.11206524,-1.0357354
Atf2,-0.08868343,-0.81657124,0.29893014,0.3454286,0.25231355,0.08422123,-0.19132105
Nfe2l2,-0.17982045,0.2824896,-0.03469375,-0.3904658,-0.5390801,-0.33221295,0.79533905
Pde11a,0.15124466,0.07952116,-0.4623097,-0.19135377,-0.14348434,-0.28700626,0.07051685
Prkra,0.1925881,-0.16559248,0.2543698,0.54958713,-0.047065698,-0.06932652,-0.12799402
Fkbp7,-0.15196511,-0.26814976,-0.19940202,-0.27284297,0.31784573,0.42818612,-0.053396218
Itga4,1.0612378,-4.790899,4.720575,3.9066103,2.0463288,2.1060066,-4.481802
Itprid2,0.26503596,0.12067704,0.12938292,0.08325348,-0.3608313,-0.11724197,-0.047070082
Nckap1,0.6895795,-0.49513525,0.67483747,0.022775149,-0.4429538,0.5979811,0.15326598
Itgav,-0.67328686,-0.77650225,0.2800853,0.4815225,0.27991095,1.6154193,-0.6627238
Calcrl,0.5237284,-0.28476653,0.036706362,-0.036508027,-0.296484,-0.40577903,0.95517164
Selenoh,2.9382427,1.5473906,-2.7890458,-3.038358,3.402695,-0.57612276,-1.4011781
Ube2l6,-0.27183884,0.38129967,-0.63459456,-0.6722054,0.4996318,1.8594295,-0.6066913
Fnbp4,0.3740921,-0.6107865,0.18857527,-0.08667541,0.4932574,0.020041255,-0.11011963
C1qtnf4,-0.71182567,-0.039331645,-0.3704289,0.12732968,-0.15337516,1.0948731,0.38179994
Celf1,-0.37220272,-0.9759909,1.5533977,1.3268725,-0.5968281,0.7068853,-0.24951313
Slc39a13,0.64425445,-0.43947276,0.3169927,-0.22021177,-0.045726456,0.20185822,0.31526238
Spi1,-0.29522058,0.08987285,-0.6756469,-0.5262277,-0.3901189,-0.20394583,-0.24222682
Madd,-0.53071666,-0.8434479,0.63056976,0.10621754,0.71934855,0.5357099,-0.13177034
Acp2,0.3968916,0.07328989,-0.1509191,0.089441925,0.3645406,0.44470134,0.015148006
Ckap5,-0.10984664,-0.3034493,-0.52040017,-0.9588018,2.2152586,0.12180912,-0.6582643
Zfp408,-0.0039450442,-0.5852952,0.113618016,-0.5813969,0.08819155,0.048192907,0.6173956
Atg13,-0.19345067,-0.43692225,0.2587629,0.20879237,-0.1950742,-0.28656936,-0.08239056
Harbi1,0.5425682,-0.1413982,-0.64331996,-0.3739962,0.14519386,0.11009798,0.3490475
Ambra1,-0.32490146,0.6565377,0.5556429,-0.075469635,-0.20146172,-0.045061138,-0.0721719
Phf21a,-1.0030833,0.6350027,1.444121,1.9508204,-1.522127,-1.5706358,0.24199998
Mapk8ip1,0.27230683,-0.5385136,-0.06784875,-0.124976136,0.108602956,-0.3351409,-0.1831218
Cry2,-0.25786716,0.25995514,-0.42131054,-0.18143551,-0.18864843,-0.30328506,0.5123078
Prdm11,0.21936998,0.07023623,-0.033175595,-0.22985785,-0.23261677,-0.1837739,0.5828472
Cd82,-0.94136196,-2.5069456,2.136243,1.7473284,0.8541054,1.5438337,-1.3104287
Accs,-0.10433065,-0.5056678,-0.17514391,0.26858488,-0.17510633,0.75749725,-0.039981376
Ttc17,0.10272766,-0.25747192,0.52833825,0.5152378,-0.43713045,-0.13795435,0.2582321
Gm10800,0.23443313,-0.1802558,-0.12794065,-0.2592067,-0.119022325,-0.33311284,-0.08814086
Prr5l,0.3810835,0.48445183,-0.5270347,-0.028464643,-0.33462632,-0.30542406,-0.28971484
Trim44,0.40435404,0.24324794,-0.8196498,-0.43237486,-0.5173689,1.323213,0.8854169
Cd44,-1.4421184,-0.8906237,1.2277682,1.0337652,1.2908016,2.628877,-2.3137512
Abtb2,-0.30477312,0.32407886,0.58750314,0.19319735,0.46081784,-0.73761636,-0.19318503
Lmo2,0.06882128,-0.16415179,-0.53727967,-0.50124633,-0.44151562,-0.46947503,-0.32482183
Qser1,0.027637526,0.037699472,-0.55726177,-0.50916994,-0.35258502,-0.46502903,0.3948303
Prrg4,0.3926016,0.12510538,-0.32923153,-0.45907247,-0.12801716,-0.52577955,0.0029867685
Ccdc73,0.20536439,0.14897232,-0.14138687,0.16065028,-0.33574677,0.35940647,-0.16016908
Ccdc34,2.6580005,0.52469087,-1.5872785,-1.8784806,0.8596026,0.8427109,-0.73465997
Slc12a6,-0.89415056,-0.8925106,1.4990994,0.9214109,-0.7496888,0.78233916,-0.19821003
Ryr3,0.39641482,-0.44111472,-0.20118016,-0.15843518,0.014975551,0.26222825,-0.25527206
Scg5,0.2908885,-0.38029742,-0.40744257,-0.401796,-0.24094188,-0.40093315,0.17883575
Rasgrp1,-0.328882,-0.38275236,1.1221573,0.71820235,-1.2584556,-0.8009823,1.1240925
Thbs1,-0.025825514,0.027119275,-0.20093843,-0.23990245,-0.16695371,-0.20947222,-0.057827353
Bmf,-0.24790218,-0.2693608,-0.60524756,-0.17866021,0.2091916,0.6002246,-0.00083258894
Plcb2,-0.27972388,0.77175546,-0.015785625,0.55718434,-0.63483924,-1.3615913,0.73676467
Ivd,0.33921304,0.47450122,-0.2248808,-0.03224771,-0.4942089,-0.3840028,0.83917034
Bahd1,0.26122773,-0.26120144,0.6765079,-0.45400566,-0.12750651,-0.41008827,0.37649187
Knl1,0.10091345,0.62949723,-1.1019932,-1.5003492,1.8331172,1.1350632,-0.8130167
Rhov,0.029810099,0.41106954,-0.28007662,-0.16347796,-0.1869783,-0.3588961,-0.14497761
Ino80,-0.09480294,-0.7086531,-0.13191156,0.13709268,-0.048279103,-0.18479382,0.65191674
Nusap1,-1.7826339,1.2801623,-0.9932793,-1.0919436,2.3119278,0.7307318,-0.7458448
Mga,0.013392111,-0.45072466,-0.1908184,-0.11634181,-0.6963563,-0.59934795,1.4598547
Mapkbp1,0.33373255,-0.02361207,-0.029667048,0.10011605,-0.12713586,-0.015021245,0.044627436
Ganc,-0.39675626,-0.56085604,-0.512208,-0.2950439,0.0005408974,0.843806,0.26867646
Ttbk2,0.40364787,-0.24884467,-0.1525171,-0.16127136,-0.24802282,-0.24988784,0.05289063
Ubr1,-0.22293165,-0.32862782,0.7930129,0.15113322,-0.2652467,0.08636367,0.44490987
Ccndbp1,-1.2654704,-0.08791282,1.2437491,0.9555751,0.8828266,-0.26743522,-1.0207963
Zscan29,0.25731513,-0.44042844,0.44806385,0.033275038,0.09225075,-0.014170894,-0.013500456
Pdia3,3.9236023,1.222016,-1.9155586,-2.1771336,2.3693848,-0.87479573,-1.3878565
Frmd5,0.36451724,-0.027781323,-0.18285538,-0.04147396,-0.33208168,-0.3249755,-0.122084245
Casc4,0.31126925,0.11966184,-0.28168008,0.66536057,-0.5054744,-0.1583221,0.50448173
Shf,0.4067957,1.1238737,-0.5118874,-0.31054166,-0.13249621,-0.3274272,-0.051805615
Slc28a2,-0.8878201,0.18719992,0.05742515,0.4619236,-0.027405513,0.16731319,-0.043922707
Slc28a2b,-0.15633857,1.4315894,-1.381161,-1.2050524,-0.57781076,-1.0569091,1.6245174
Gatm,0.022095231,-0.28837892,-0.058283992,-0.396524,0.12830497,0.008461405,-0.10597026
AA467197,-0.07465972,1.5124443,0.6956105,-0.14274448,-1.9752517,4.2641206,-1.7453109
Sqor,0.09325155,0.4618612,-0.48063716,-0.57410455,-0.2435785,-0.55399776,0.18019487
Dut,3.310967,-0.92915285,-2.8060238,-3.02802,4.3384824,1.8777525,-1.9823918
Secisbp2l,0.5268152,0.11766795,0.8593745,0.304847,-0.09698538,-0.05590919,-0.12112716
Atp8b4,0.031454984,1.2193342,0.980054,1.1224746,-1.0717735,0.20902395,-1.0437666
Hdc,-0.21468642,-0.454506,-0.3705317,-0.43906724,0.2880049,0.17247665,-0.2311995
Trpm7,0.9494809,-0.18655333,0.7325477,0.27823144,-0.50487506,-0.32368678,0.17561167
Ap4e1,-0.16201758,-0.15506749,0.06668827,0.12164649,0.0029164923,-0.034777757,0.14443728
1810024B03Rik,0.028434645,0.30876866,-0.37719664,0.34422973,0.055575185,0.196288,-0.11578106
Tmem127,-0.12620899,-0.09574264,0.3926175,0.32537124,-0.068528086,0.40830967,-0.08545353
Dusp2,0.85573876,0.7181165,1.7934514,0.82532376,-1.001998,2.3998692,-3.0159597
Kcnip3,0.12276695,0.08314739,-0.32581475,-0.1876177,-0.29991156,-0.5080368,-0.15976512
Zfp661,-0.49087936,-0.052026898,-0.300585,-0.34819236,0.07479468,-0.4698761,0.07326854
Mtln,0.8276993,-1.2375611,-0.4570418,-0.3541657,0.19105592,-0.1260428,1.2115849
Acoxl,-0.70242834,0.35583192,-0.5180226,-0.18364233,0.020572469,1.4266212,-0.1746849
Bcl2l11,-2.4427745,-0.46652618,-0.18540114,-0.9244859,1.8719872,4.491636,-1.5344048
Tmem87b,-0.45832804,0.07572958,0.6146808,0.044203304,-0.065131426,-0.3248683,-0.09970215
Zc3h6,-0.0863352,0.13838476,-0.04034377,0.07461439,-0.890669,0.746457,0.97743505
Slc20a1,0.42514688,0.17288503,1.7445654,2.8358302,-1.6565783,-1.4396218,-0.5601839
Il1b,0.19570446,0.26771668,-0.3136879,-0.26447988,0.0049993545,-0.3153811,-0.15949522
Sirpa,-0.1413574,0.441775,-0.27264693,-0.10760102,-0.3042644,-0.1249395,-0.20169215
Nop56,2.1974783,1.9386082,-1.3706021,-1.3669716,-0.50527275,-1.1269119,0.6933541
Ptpra,1.1178646,-0.52763253,0.2690954,0.18069603,0.17414366,-0.023698492,-0.13468371
