gene_name,P9_A,P9_C,P9_N,P4_A,P4_C,P3_A,P3_C,P10_A,P10_C,P10_N,P0_A,P0_C,P0_N,P5_A,P5_C,P6_A,P6_C,P2_A,P2_C,P2_N,P7_A,P7_C,P8_A,P8_C,P1_A,P1_N
Eef1b2,-0.4656946,-0.3995837,-0.49178147,-0.17733982,-0.19534314,-0.4790909,-0.33143848,-0.6339927,-0.9246633,0.7285261,1.3689446,1.8518994,1.2231824,-0.071881734,-0.08669561,-0.3556441,-0.40681845,0.31752944,0.41373384,0.85407573,0.48595563,0.6162427,-0.7164609,-0.19355547,1.4870092,1.2509017
Klf7,0.044443835,0.14738153,-0.67898774,0.21089612,0.07616937,-0.006408371,-0.16443892,-0.065820105,-0.6602304,-0.6794137,1.106087,-0.6654585,0.32211152,-0.13870646,-0.18357024,-0.113970995,-0.32627666,0.08140734,0.105477445,0.03893811,0.09344764,-0.0619687,0.47927475,-0.040235113,0.24838756,-0.6376293
Creb1,0.05484154,-0.112679675,4.9215627,0.10971898,-0.0041635376,0.2747296,0.14015956,-0.123468414,-0.7809572,2.2454205,0.17614391,1.7386909,0.08032039,-0.034325626,-0.061842225,-0.054947466,-0.05187041,-0.07566842,-0.12256348,-0.10662589,0.0060292776,0.011007544,-0.010148531,0.12106856,-0.12851995,0.92623913
Plekhm3,0.04483113,-0.2174711,-0.27591258,0.08789112,0.05366058,-0.019973963,-0.023700172,0.11812429,-0.26544395,-0.27615032,-0.25603896,-0.2683618,-0.0114638,-0.097358435,-0.04797709,-0.11112587,-0.1464405,0.034190908,0.055104855,-0.26340872,0.037022043,-0.04730061,-0.24247521,-0.04097863,-0.06767568,-0.2528301
Pikfyve,-0.009632147,-0.33899575,-0.39023915,0.11828438,0.07230249,-0.11103715,-0.12646352,-0.056949515,-0.38105989,-0.3904476,0.0057680383,-0.38361838,0.13698952,0.015605699,-0.016234383,-0.09559383,-0.015256832,0.046627395,-0.019509215,-0.37927535,0.09483319,0.038035937,-0.36092016,0.022793029,0.090242535,1.6969242
Kansl1l,-0.039422084,0.0480061,-0.28520843,0.055385664,0.19358477,0.019004053,0.23879866,0.00012705506,-0.27962017,-0.28533536,-0.13938062,-0.28117776,0.1839908,-0.079303466,-0.035230935,-0.0863587,-0.058610942,-0.044994146,0.037204966,0.0839944,-0.05686258,-0.021039816,1.1776589,-0.02068283,-0.04243088,-0.27288672
Ikzf2,-0.29101023,0.49264932,-0.41621688,-0.07039797,0.15220755,-0.08616208,0.3011576,-0.36062646,-0.4144004,5.8534565,0.12489254,-0.41490668,0.13145624,-0.19404517,0.15275837,-0.17463462,0.076046474,-0.18421982,0.0179408,1.247328,0.4532952,0.91305053,0.85483044,-0.09373073,0.058659587,0.7436535
Fn1,-0.045537442,-0.050352775,-0.05643184,-0.012341579,0.07146468,-0.044708975,0.02325862,-0.055560414,-0.055342898,-0.05645657,-0.05436459,-0.05564641,-0.021413362,-0.030632567,-0.012078997,-0.047196485,-0.015953062,0.083630174,-0.03526217,-0.05513119,0.04557906,-0.023782603,-0.052953694,-0.052506372,-0.02415139,-0.054030806
Rpl37a,-0.032984156,-0.11235384,-0.5090311,0.34617266,0.26789957,-0.7105726,-0.6027113,-0.03051815,-0.90352416,-1.107988,1.1805147,2.00997,1.2807779,-0.44913888,-0.5089597,-0.6371433,-0.77678376,0.43845153,0.34101993,0.8657218,0.3942307,0.31903985,-0.28648618,-0.3678104,1.4647712,1.5065823
Cxcr2,-0.03576204,-0.060920853,-0.06181653,-0.02794862,0.011732497,-0.03916232,0.018063452,-0.05113018,-0.061656088,-0.061820175,-0.06151195,-0.06170081,-0.06165652,-0.022049677,-0.03820656,-0.022063732,-0.034535117,0.025436755,0.18394232,-0.061624896,0.0052083433,-0.060717322,-0.06130407,-0.014765923,-0.031217802,-0.061462767
Slc11a1,-0.04956742,-0.06486461,-0.05395299,-0.0005090701,0.10008358,-0.06420392,-0.024131058,-0.044963133,-0.055907592,-0.0539086,-0.057663597,-0.0553628,-0.055902347,-0.019024521,-0.041109357,0.027116964,-0.0002542973,0.027664637,-0.0022586118,-0.05628759,-0.06679852,-0.008490333,-0.06019609,-0.037763227,-0.0575244,-0.05826273
Ttll4,-0.00020634344,-0.04628683,-0.21828525,-0.017038558,0.08406577,-0.11501369,-0.058134895,0.021847347,-0.22096497,-0.21822439,-0.22337241,-0.22021806,0.11010663,-0.018572472,-0.051128305,-0.057725664,-0.12758741,0.049561143,0.14278412,-0.22148593,-0.004240736,-0.11141842,-0.2268444,0.09098474,0.21914758,-0.22419381
Cnppd1,0.057606798,0.087541305,2.505055,0.15044633,0.12275704,0.10440836,-0.058296047,0.056779888,-0.80663526,2.5255392,0.04975777,1.9759153,-0.12647995,-0.14397462,-0.14410698,0.015224846,-0.013015338,-0.11064322,0.03376169,0.30193532,0.022142138,0.02634691,0.38532576,0.09936967,-0.009101514,0.36984983
Atg9a,0.061733853,-0.19490239,-0.30800527,0.012608148,0.053289134,-0.066554464,-0.069041885,0.078974746,-0.30179137,-0.30814636,0.79417795,-0.30352333,0.001099783,0.008834688,-0.08611633,-0.06423897,-0.11560439,0.024790073,-0.014038182,-0.0073284884,0.002508432,0.06801309,-0.2881577,0.04048868,-0.06399924,-0.29430407
Ankzf1,-0.06774979,-0.018751826,-0.31046435,0.07115395,0.13821286,-0.03954076,-0.06577917,-0.004190204,1.7248402,-0.31052852,0.10719968,-0.3084261,0.021740736,-0.13948788,-0.11783446,-0.051029462,-0.13050576,0.017860534,0.110689,0.41433612,0.12389698,-0.015399271,0.24562797,0.1024303,0.17518556,1.7127916
Dnajb2,-0.11003731,0.5262077,-0.23699929,0.12138318,0.0763792,-0.09350688,-0.06840579,-0.07875945,-0.2296716,-0.23716569,-0.22308843,-0.231714,0.24887304,-0.10731246,-0.026991889,-0.048820753,-0.090523645,0.021764984,0.13358164,1.2283617,0.056186832,0.09691843,-0.21359426,-0.10278994,0.39283377,-0.22084233
Mogat1,-0.03892306,-0.07674995,-0.09768111,0.012979506,-0.01414445,-0.0040029255,-0.043206125,-0.08409051,-0.093931705,-0.09776626,-0.09056326,-0.09497676,-0.03716664,-0.01928286,-0.037857138,0.006490372,-0.07285629,0.015876722,0.04738585,-0.09320278,0.15819636,-0.07199355,-0.08570532,-0.037572186,0.061188452,-0.08941398
Acsl3,-0.08509749,-0.09859908,-0.090648256,0.016839895,-0.078686215,-0.049827557,-0.084796265,-0.091787994,-0.09207249,-0.09061591,0.7493311,-0.09167552,0.22578678,0.0010250878,-0.03536269,-0.09600855,-0.06621719,0.11368331,-0.03389521,-0.09234937,-0.008717028,-0.05561532,-0.095197335,-0.082406655,0.1621839,-0.09378857
Utp14b,-0.1253982,-0.13123994,-0.15392861,-0.035142764,-0.027459191,-0.05325092,-0.044119563,-0.1506762,-0.14986438,-0.1540209,2.0156758,-0.15099718,0.30694047,-0.06121613,-0.033557698,-0.072745144,-0.103075184,0.036654178,0.1513755,-0.14907424,0.099554785,-0.0007828863,-0.14094725,-0.12842123,0.36556396,-0.14496732
Wdfy1,0.2808356,0.033461556,-0.42616004,0.15250255,0.07704223,0.024806712,-0.14365396,0.021225154,-0.4134081,-0.42644963,-0.40195182,-0.4169624,-0.201002,-0.034346875,-0.13193092,-0.09757606,-0.16243033,0.013351448,0.20005362,0.3296715,0.10876153,0.08041928,-0.117006145,0.2623084,-0.2080803,-0.39804304
Serpine2,0.0009976284,1.0687124,-0.04387542,-0.14173652,-0.2496737,-0.071650445,-0.060121555,-0.054682903,-0.057380565,-0.04356873,0.67231035,-0.05361636,-0.037215967,-0.046886012,0.009662872,0.01040771,-0.036792234,0.068754226,0.1709442,-0.060006145,0.06389068,-0.023445632,0.9231906,0.22778867,-0.06855179,-0.0736532
Fam124b,-0.04085232,-0.0757345,-0.10281514,0.031231675,0.0052641705,-0.041158266,-0.007359966,0.017621895,-0.09796417,-0.10292529,-0.09360609,-0.09931625,-0.018463392,-0.038668416,-0.045465615,-0.06167407,-0.03894072,-0.0022759142,-0.008509862,-0.09702108,-0.07093489,0.020459838,-0.08732091,-0.038697336,-0.063562125,-0.09211916
Dock10,0.26911256,0.4446026,0.5949698,0.24237454,0.36946726,0.08249739,0.11641392,-0.0653042,0.28500122,0.60929334,0.63208526,-1.7644562,0.12269516,-0.098437734,-0.07243482,-0.27690664,-0.31398034,-0.12265055,-0.24977316,-0.15036242,-0.11669368,-0.040193632,0.3273446,0.024907257,-0.02202654,0.181211
Rhbdd1,0.0029719775,-0.06870692,-0.24835137,0.067804486,-0.010730069,-0.018932104,-0.06723747,-0.012702986,-0.24609698,-0.24840257,1.1359193,-0.24672534,-0.037681796,-0.06824737,-0.020533321,0.14036563,-0.09299174,0.00835465,-0.036050454,0.19372587,0.1529542,0.0060294108,0.3284667,-0.04331721,0.025170572,-0.24338067
Col4a4,-0.047447573,-0.07676398,-0.098907515,0.0443436,0.05695701,0.033659264,-0.04707012,-0.053356897,-0.09494094,-0.098997585,-0.09137738,-0.096046515,-0.01546731,-0.04049095,-0.021867895,-0.052235037,-0.015952291,0.007697448,-0.02179514,-0.09416978,0.21072082,-0.021192893,-0.08623806,-0.014755326,-0.06129244,-0.090161525
A030005L19Rik,-0.010118083,-0.07813725,-0.10733339,0.019144392,0.00918895,-0.0014076944,0.014753246,-0.018331587,-0.10210349,-0.10745216,-0.09740495,-0.103561185,-0.045307674,-0.024599677,-0.063647054,-0.0494151,-0.072706126,0.014849008,-0.0056610955,-0.10108672,0.022187904,-0.040565066,-0.09062878,-0.026086839,0.054347716,-0.09580185
C130026I21Rik,-0.07258747,0.16348985,-0.1336008,0.055971105,0.05713349,-0.050106253,-0.016316367,-0.05456621,-0.12781945,-0.1337321,-0.122625515,-0.12943086,0.0430459,-0.06256003,-0.085308224,-0.050699584,-0.095322475,0.018805351,-0.021208292,-0.12669548,-0.060676463,-0.06138538,-0.11513488,-0.0077373325,-0.062028375,-0.120853394
A530032D15Rik,-0.044757295,-0.06812844,-0.085920334,0.050776463,0.051767383,-0.041493554,-0.053416092,-0.062209375,-0.082733266,-0.08599271,0.3689445,-0.08362158,-0.037375487,-0.04537806,-0.059298225,-0.047849588,0.048381984,0.028829338,0.052514248,-0.08211366,-0.064975105,-0.03884054,-0.07574068,-0.07443147,-0.049733415,-0.07889311
AC147806.2,-0.054523427,-0.057006422,-0.080796644,0.013097053,0.014150574,-0.014688255,-0.0013744379,-0.03509276,-0.07653509,-0.08089342,-0.072706535,-0.07772289,-0.042541854,-0.04110101,-0.045199208,-0.04465439,0.014124775,0.03268727,0.0020501441,-0.07570659,-0.052789982,0.049250025,-0.06718504,-0.06543445,-0.04268522,-0.07140027
G530012D18Rik,-0.012218516,-0.060517542,-0.07957795,0.013922876,-0.003507498,-0.002354775,-0.025270386,-0.045124006,-0.07616366,-0.07965548,-0.07309627,-0.077115305,-0.042169012,-0.028881824,-0.05105776,-0.03063136,-0.056971885,0.006875536,-0.0132022025,-0.07549988,-0.05713939,0.019497408,-0.06867251,0.002495558,-0.024000566,-0.07204971
Sp110,0.43470106,0.13684453,-1.4910539,0.28578302,0.25637338,0.1309736,0.04557834,0.1650453,-0.7549456,1.9193566,-0.43240666,0.53555727,-0.03509995,-0.20003706,-0.20090154,-0.41199496,-0.44885844,-0.07673539,-0.20063388,0.20253941,0.22690354,0.17406517,0.39388433,-0.0015291796,-0.21044426,0.51434267
Sp140,0.10777412,-0.037434533,-0.88666826,0.16937967,0.067751564,0.13762726,-0.043096263,-0.0019280527,-0.8762647,-0.88690454,-0.03968962,-0.87916446,-0.13725056,-0.1211142,-0.28662556,0.04608793,-0.100796506,-0.15724203,-0.2828002,-0.70964396,-0.014857315,0.026916107,0.61876976,-0.055644527,0.12145529,-0.8637292
Sp100,0.6117156,0.27806658,1.4092426,0.57845086,0.4148349,0.36863068,0.13768022,0.62392306,-0.11147685,1.4258882,-0.3861912,-0.9610274,-0.4894235,-0.29712477,-0.4793576,-0.1792254,-0.42285857,-0.2668063,-0.38445196,-0.099228784,0.031947482,-0.1050915,-0.047478385,0.08387111,-0.6226637,-0.5417845
A630001G21Rik,0.12125512,-0.10012207,-0.6737942,0.05346962,0.026173504,0.0053542685,0.07791166,0.033409867,-0.669266,-0.673897,-0.42267722,-0.6705281,-0.29226628,-0.10562264,0.013717413,-0.06887583,-0.032476716,-0.08782229,-0.011584337,-0.32933143,0.20724621,0.34287995,0.16524181,0.40649468,-0.32133728,1.6621274
Itm2c,0.100854546,0.7166631,-0.83092386,0.014612005,0.23370124,-0.13797002,0.15583394,0.0002824547,-0.8209175,-0.83115107,-0.81192786,-0.8237065,-0.1592325,-0.19178472,-0.03506969,-0.09729484,0.15751925,-0.010503747,0.22792399,-0.6518801,0.21977027,0.42817476,0.4269273,0.5470111,-0.27287337,-0.8088607
Gpr55,0.16807415,0.39131823,-0.33570647,0.017543374,0.31378448,-0.091859974,0.27722538,-0.08087214,-0.33557782,-0.3357094,-0.3354622,-0.33561367,-0.31993562,-0.08707598,0.0724552,-0.026496539,0.1693473,-0.13776721,0.09845836,-0.3355528,0.047256086,0.16238832,0.34457794,0.45283443,-0.25674316,-0.3354228
Armc9,-0.07125377,0.4743962,-0.1488288,0.009426996,0.052008357,-0.027188744,-0.03226938,-0.08100182,-0.14388841,-0.148941,-0.13944997,-0.14526542,0.16331187,-0.08203934,-0.025001848,-0.07899164,-0.08271244,0.016610533,0.1275194,-0.14292793,-0.001540489,0.03809846,-0.1330489,0.039811928,0.099644564,-0.13793561
Ncl,-0.07515991,-0.36617172,2.552151,-0.5615667,-0.5458165,-0.3311246,-0.18816555,-0.15206333,-1.8459532,0.50757635,0.010793281,-0.009886477,0.10178966,0.24752882,0.29382855,-0.06288093,-0.09655458,0.49082607,0.556511,0.00805892,0.06614527,-0.05472114,0.005146372,-0.259144,0.57961017,-1.1164525
Ptma,-0.7024192,-0.966207,-0.9459817,-0.79552364,-0.8152032,0.65046316,0.652915,-0.9165028,-1.3296415,-0.51205045,0.40239125,-1.0500754,-0.24018472,1.0087188,0.94901353,0.7267473,0.7956117,-0.25393003,-0.33811417,-0.28658274,-0.45224133,-0.6252201,-0.055717856,-0.2121646,-0.15138176,-0.51134914
Dis3l2,0.016124573,0.13332671,-0.3633441,0.10607017,0.12620622,-0.05661518,-0.022494284,-0.05658173,-0.35885382,-0.3634461,-0.16580701,-0.36010534,0.095362104,-0.03776396,0.026029877,-0.105444856,-0.095455505,-0.0023270722,0.14198989,-0.35798082,0.15083826,0.057218384,0.58692026,0.14654341,0.1863741,-0.35344332
Gigyf2,0.019758534,0.31689465,-0.7343634,0.0878086,0.22503401,-0.008423194,0.08555166,-0.061361406,-0.72935677,-0.7344771,0.60732347,-0.73075217,0.14077863,-0.14372778,-0.053571224,-0.119919926,-0.12760627,-0.05765087,0.056106757,-0.31745845,-0.026047422,0.18502995,-0.21365368,0.10659609,0.0065632523,1.4377229
Kcnj13,-0.019417139,-0.07443622,-0.092058174,-0.022508955,0.04653145,-0.00802766,0.029603267,-0.057772044,-0.08890155,-0.092129864,-0.08606565,-0.089781374,-0.043511942,-0.036136046,-0.010976326,-0.04529389,-0.037796207,-0.017374475,-0.030691655,-0.08828786,-0.071313,0.0026298182,-0.08197574,-0.010830874,-0.055909052,-0.08509807
Inpp5d,0.24555655,-0.07461334,-0.75047857,0.14283416,0.16498391,0.070919976,0.03532918,0.072103105,-0.7381578,-0.75075835,-0.457226,-0.7415919,-0.26207018,-0.15818359,-0.16996446,-0.014859953,-0.049478862,-0.058673494,-0.008805754,0.5864657,0.019448398,-0.05806219,0.2367768,0.043759923,-0.22794919,0.2938106
Atg16l1,0.09962394,-0.22137693,-0.5660887,0.0142923165,0.24659288,0.042826205,0.10574068,0.033470567,-0.5612346,-0.56619895,-0.5568737,-0.56258756,-0.10806155,-0.037509207,-0.042770818,-0.07474101,-0.0062578064,-0.051795926,0.05075642,0.007714637,0.031242773,-0.011126489,-0.55058444,0.019537624,-0.016722057,1.3349131
Sag,-0.04442325,-0.16306084,-0.19006416,0.06040676,0.19403693,0.030040376,-0.035538886,-0.040678624,-0.18522704,-0.190174,-0.18088141,-0.18657526,0.20323531,-0.05139962,-0.09287829,-0.013872492,0.04237513,0.0016410612,0.095742956,1.0300344,-0.036799792,-0.0053582555,-0.17461418,-0.018846985,-0.023647873,-0.17939872
Dgkd,0.09455457,-0.021373715,-0.71832526,0.16006397,0.1185753,0.02542915,0.066229336,-0.039600767,-0.70635235,-0.7185971,0.2523617,2.2403343,0.038710218,-0.085973226,0.023443533,-0.13775866,-0.11309048,0.002476295,0.00093857374,-0.34330484,-0.08453177,-0.0471929,0.48973024,0.21873632,-0.038576033,0.5435922
Usp40,-0.043781515,-0.26093215,-0.29733443,0.02896112,0.15664607,-0.10051042,0.017551282,-0.014483138,-0.29081368,-0.29748252,0.26451278,-0.29263118,0.3481288,-0.16196829,-0.018481255,-0.11295109,-0.087663025,0.014054474,0.17993169,-0.006986624,-0.07087315,0.13833356,0.11276349,0.0934189,0.06838995,-0.28295672
Hjurp,-0.25523984,-0.38297078,2.4911048,-0.240779,-0.023395903,0.85931,1.0489377,-0.21849984,-0.6026932,-0.55050504,-0.34118456,-0.5884701,-0.19373487,0.4421983,0.47787774,-0.21566424,-0.06950496,-0.34010118,-0.50040317,-0.612614,-0.12118833,-0.30599263,-0.3290627,-0.18143977,-0.10134517,-0.66417956
Glrp1,-0.040744197,-0.057050012,-0.058391772,0.040648762,-0.053036775,-0.0028219556,-0.05594049,-0.04764531,-0.058151424,-0.05839723,-0.057935495,-0.05821842,0.009732374,-0.0064664823,-0.056384087,-0.0013223625,-0.056800414,0.013903636,-0.053719234,-0.058104698,-0.056812204,0.014739161,-0.057624083,-0.034298513,0.0026365544,-0.05786182
Arl4c,0.14679874,-0.51032245,1.2689364,0.61760885,0.14376307,0.39332485,-0.33641016,0.2829426,-0.23057407,-1.6345636,0.7404418,0.11338382,0.9608737,-0.117956765,-0.7076014,-0.09097797,-0.76576483,-0.03493363,-0.44894713,0.6394774,-0.34679946,-0.85362333,-0.95645183,-0.8611671,0.39431524,0.72879875
Ramp1,-0.37726805,-0.09152038,-0.4457799,0.18087895,0.16749088,-0.14766441,-0.17422594,-0.42102,-0.41933596,-0.4463804,4.0141745,-0.42670652,1.7936203,-0.18486054,-0.22488922,-0.2192643,-0.2706945,0.14115576,0.11868119,-0.4141949,-0.27199182,-0.24468467,-0.36131656,-0.34631917,0.63289946,-0.3874731
Per2,-0.06219612,-0.06920879,-0.057838764,-0.075275406,-0.015657118,-0.06810122,-0.057473905,-0.04891473,-0.05987548,-0.05779251,-0.061705258,-0.059307795,0.030658124,-0.013414393,0.014933679,-0.06300387,-0.038348164,0.008636403,0.048352085,-0.060271442,0.0016935435,-0.009046302,-0.064344145,-0.018695017,0.0596687,-0.06232956
Traf3ip1,0.012204511,-0.114493564,-0.27806488,-0.054460917,0.004033394,0.09095347,-0.025246587,0.30486575,-0.27971327,-0.27802745,-0.28119415,-0.2792538,-0.15658727,0.013046505,-0.008702866,-0.039356135,-0.089559205,0.015736857,0.080831274,-0.2800337,0.13803744,-0.10038249,-0.2833299,0.0057899295,-0.15797634,-0.28169942
Hdac4,-0.05792578,0.4181745,-0.5164043,0.11449058,0.13921915,0.005598892,-0.027640961,-0.21237373,-0.50344855,-0.5166985,-0.17421782,3.3049412,0.5000974,-0.11773499,-0.096313596,-0.20328219,-0.25937912,0.027606301,-0.02631757,0.2751535,0.017547656,-0.05302239,-0.25779766,-0.1055425,0.4130933,0.8346213
Rnpepl1,0.025213208,0.043295905,-0.54376453,0.054277062,0.07154354,-0.0150953615,-0.076445155,0.04439555,-0.5364957,-0.54392964,0.2803884,-0.53852165,0.048490793,-0.050798196,-0.06529613,-0.09529013,-0.1358475,0.027405147,-0.011483605,1.0109828,0.0075925807,0.08069284,0.11904828,0.080942534,-0.010552403,0.7462418
Gpr35,-0.0411039,-0.037225652,-0.043513667,0.07940923,-0.018418087,-0.031387866,-0.032026015,-0.04261229,-0.04238729,-0.04353925,-0.041375365,-0.04270124,-0.042390317,-0.014145305,-0.03410488,0.00509741,-0.036055945,0.0569261,-0.021616362,-0.04216831,-0.036111202,-0.035796765,-0.03991597,-0.03945327,-0.041455578,-0.041030105
Farp2,-0.014362992,-0.07781538,-0.08495317,0.059164897,-0.056466166,-0.00030560253,-0.0398209,-0.05218652,-0.083674565,-0.084982194,-0.08252589,-0.08403095,-0.015621955,-0.06231914,-0.028472792,-0.014822417,-0.043118108,-0.015480042,0.013346823,-0.08342599,-0.07655033,0.026918393,-0.08086927,-0.018818596,-0.05225701,-0.08213397
D2hgdh,-0.017835358,0.022614546,-0.28000602,0.039394118,0.041910473,-0.028674442,-0.023665141,-0.019347865,-0.27739912,-0.28006524,0.2734343,-0.2781257,0.07320129,0.0055824765,0.014630491,0.034976207,0.005024407,-0.00891566,-0.09090658,0.04473825,0.05485921,0.12654781,-0.0071820347,-0.014706335,-0.012850823,-0.27425796
Pdcd1,-0.26468632,0.36530703,-0.38759416,-0.44263986,0.6642669,-0.3139565,0.7322746,-0.29399908,-0.41808075,-0.3869019,-0.44546974,-0.4095834,-0.39519793,-0.09659511,0.93580574,-0.17749155,0.71753246,-0.29577827,0.72715026,-0.14445277,-0.04159596,0.8248433,1.5814549,1.2095928,-0.41556993,-0.45481455
Fam174a,0.018223368,0.00017594629,-0.5756561,0.07144073,0.0984284,-0.11581521,-0.089605086,0.098597586,0.65161395,-0.5757985,-0.43204597,-0.57113314,0.037194863,-0.10177538,-0.027814783,-0.06260893,-0.062522486,0.020982206,0.196163,0.28298298,0.1164696,0.149061,0.11051404,0.32032427,-0.07314,0.64988625
St8sia4,0.16932029,-0.08800284,2.678404,0.18562125,0.16319633,0.20085478,0.065293774,-0.009359221,-0.7004987,-0.71461374,-0.22243814,-0.70434546,0.058537073,-0.06653265,-0.22064191,-0.028936667,-0.1701613,-0.008867845,-0.11892089,0.61697376,0.048021525,-0.15458015,-0.073264346,-0.2505704,-0.11839431,0.50799805
D1Ertd622e,0.048626132,0.001611602,-0.715454,-0.09812065,-0.20740245,0.06604816,-0.05148429,0.3013203,1.2506298,-0.7151793,-0.7384167,-0.72417843,-0.36742714,0.26970333,0.1828518,0.12026552,0.10016385,-0.08411855,0.009085563,-0.08951341,-0.377518,-0.4026542,0.00895447,-0.10578005,-0.32458478,0.926667
Pam,-0.053169556,-0.11573899,-0.13946557,0.031603165,-0.04477233,-0.057071816,-0.036473613,-0.061609793,-0.13521543,-0.13956209,-0.13139711,-0.13640004,0.14946128,-0.03605302,-0.02500321,-0.046747264,-0.11132532,0.034761928,-0.05684039,0.54106724,-0.038573552,-0.09762788,-0.12589037,-0.046077266,0.07775651,4.9361997
Relch,0.14116035,0.11777762,-0.7782481,0.09308734,0.17480394,-0.038648933,0.014295372,0.039458673,-0.7681987,-0.7784763,-0.09134888,-0.77099967,0.017642953,-0.1499503,-0.106517136,-0.0031841479,-0.044596218,6.6773704e-05,-0.08229063,0.26188958,0.039534196,0.08474395,0.44384527,0.07338364,-0.10709252,0.40643394
Zcchc2,0.07169844,-0.087101154,4.2164326,0.07671176,0.030876437,-0.039406355,0.054716196,-0.01967564,-0.49058378,-0.49956867,-0.48269108,-0.4930325,-0.045234565,-0.09736306,-0.03046034,-0.1291663,-0.10220642,-0.014484743,0.08891385,0.011139661,0.44032878,0.22726141,-0.47130823,0.073887415,0.15168016,-0.47999817
Bcl2,-0.17190588,0.0022878563,1.2325478,0.25325137,0.35280207,-0.25285,0.013104082,-0.60514337,-0.9701617,-1.004936,0.41611573,-0.9796389,0.33367974,-0.33055606,-0.10979595,-0.34173372,-0.22822511,-0.004777915,0.19069172,1.7675517,0.37377733,0.8073566,-0.895559,0.4159186,1.05875,0.34773043
Kdsr,0.016645664,0.11089842,-0.50830996,0.11194931,-0.065734535,-0.104706705,-0.072671816,-0.08658035,-0.50022197,-0.5084936,-0.29309693,-0.50247633,0.121187754,-0.05982237,-0.016177576,-0.15552656,-0.19027452,0.037735835,0.13767773,0.17873153,0.17667952,0.13636488,0.1004291,0.0810713,0.26396206,-0.49047664
