gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Acta2,-0.14,0.14
Hic2,0.119,-0.119
Ankhd1,-0.127,0.127
Atp6v1g1,0.036,-0.036
Btbd35f18,,
Smoc1,0.632,-0.632
2310009A05Rik,1.439,-1.439
Bub3,0.158,-0.158
Slc22a21,0.435,-0.435
Hook2,0.562,-0.562
Rnf26,0.097,-0.097
Nfatc2ip,-1.258,1.258
4921524J17Rik,0.235,-0.235
4921507P07Rik,0.982,-0.982
Usf1,2.376,-2.376
Gm47147,0.046,-0.046
Gm18268,,
Gm9772,-0.096,0.096
Dynll2,0.091,-0.091
Gm49114,0.042,-0.042
Klk8,-0.007,0.007
Calhm5,0.476,-0.476
Gm4134,,
Ccl6,-2.529,2.529
Orai1,1.265,-1.265
Zfp157,0.451,-0.451
Adra2b,-0.347,0.347
Clec12a,0.502,-0.502
Gm18889,1.464,-1.464
Gm867,-0.997,0.997
Olfr443-ps1,-0.096,0.096
Olfr521,,
Pthlh,,
Gm12443,-0.096,0.096
Tk1,-0.552,0.552
Gm5436,0.302,-0.302
Vmn1r-ps107,-0.785,0.785
Golga1,-0.78,0.78
Hps5,1.909,-1.909
Gm12873,,
Pcsk1n,0.312,-0.312
Atp6v0a1,-0.094,0.094
Gm4764,,
Pcbd1,,
Gm15054,-0.096,0.096
Gm43110,-0.472,0.472
Dcaf12l1,,
Gnai1,0.26,-0.26
Gm15321,-0.241,0.241
Rhoh,0.608,-0.608
Gm13539,,
Gm21034,,
Gm3591,,
Gm16560,,
Gm11168,-1.283,1.283
Gm20403,0.595,-0.595
Gm49868,,
Itch,-0.23,0.23
Gpatch1,0.697,-0.697
Cd300ld5,0.501,-0.501
Otud4,0.779,-0.779
Rer1,0.802,-0.802
Gm44656,,
Gm48785,,
Tipin,-0.357,0.357
Olfr639,-0.135,0.135
Gpr50,,
Gm10256,,
Fh1,0.274,-0.274
Pdia6,-0.786,0.786
Gm9613,0.312,-0.312
Cdc34,0.189,-0.189
Gm13680,0.286,-0.286
Cyp26c1,-0.419,0.419
Ccn3,0.312,-0.312
Slc6a15,-0.367,0.367
Pabpn1,2.143,-2.143
Vmn1r88,0.041,-0.041
Gm9207,-0.88,0.88
G3bp1,0.124,-0.124
Gm28328,,
Pea15a,1.49,-1.49
Rps6ka6,0.617,-0.617
Olfr783-ps1,,
Gm17838,,
AC166748.1,-0.688,0.688
Smco2,,
Gm6478,0.224,-0.224
Gm13119,,
Gm5554,,
Gm44030,,
Timm29,-0.016,0.016
Olfr116,-1.272,1.272
Ncapd3,-0.062,0.062
Apip,2.041,-2.041
Gm49023,,
Gm11397,0.312,-0.312
Gm5739,-0.096,0.096
Glcci1,0.912,-0.912
2310057J18Rik,0.975,-0.975
Gm17229,0.802,-0.802
Rpl29,0.478,-0.478
Nrarp,-0.73,0.73
Olfr803,0.668,-0.668
Plekhb1,0.312,-0.312
Ran,-0.161,0.161
Zfp280d,-1.837,1.837
Gm12838,0.438,-0.438
Atxn2l,-1.697,1.697
B020031M17Rik,,
Prop1,0.975,-0.975
Gm20493,,
Gjb1,,
Gm3242,,
Ppp1r14a,-0.23,0.23
Gm47965,-1.508,1.508
Gm44651,,
Slc6a6,0.534,-0.534
Heatr3,-1.743,1.743
Mrpl51,-0.352,0.352
Gm9387,-0.128,0.128
Lce1l,,
Gm7645,-1.377,1.377
Gm17152,,
Vps25,-0.048,0.048
Ttn,-0.683,0.683
Zfp57,0.312,-0.312
Chrm2,,
Oat-rs1,-0.096,0.096
Rbmx2-ps,,
Ric1,-1.394,1.394
Gm16276,-1.492,1.492
Higd1b,,
1700013H16Rik,,
Serpina3b,,
Ear6,,
Armc1,0.329,-0.329
Dok2,0.057,-0.057
Gm49846,,
Gm21729,,
Ank3,1.066,-1.066
Usp26,-0.096,0.096
Pnn,0.944,-0.944
Pde4d,1.563,-1.563
Gm5261,,
Nadk,-0.992,0.992
Nr2f6,1.096,-1.096
Neu4,-0.843,0.843
Zfp687,0.187,-0.187
Dusp14,0.782,-0.782
Rhobtb3,-0.068,0.068
Olfr209,,
Tusc3,0.853,-0.853
Gm4536,,
Cdk5rap3,-0.653,0.653
Gm15926,,
Pag1,0.4,-0.4
Olfr945,,
Shbg,,
Trav14d-3-dv8,-0.101,0.101
Tas2r141-ps4,,
Gm11763,,
Sox18,-0.299,0.299
Vmn2r-ps131,,
Gm29410,,
Gm9616,-1.151,1.151
Zfp451,-1.505,1.505
Angptl7,-0.313,0.313
Tmppe,-1.401,1.401
Cavin2,-1.162,1.162
Gm49051,-0.837,0.837
Rarres2,,
Neurod1,-0.283,0.283
Gm5979,,
Igkv12-47,,
Itpa-ps2,,
Gm7589,-0.387,0.387
Gm18600,0.312,-0.312
Zhx3,-1.787,1.787
Dnm1l,-0.178,0.178
Gm18500,,
Olfr1202,1.455,-1.455
Gm16584,,
Gm37826,,
Gm6520,-1.251,1.251
Gm28819,-0.331,0.331
Pnpla3,0.566,-0.566
Pebp4,-0.096,0.096
Zfp3,0.636,-0.636
Cst10,,
Gm48476,,
Scgb1b5-ps,,
Dnajc18,0.125,-0.125
Ces2e,,
Utp14b,-0.239,0.239
Gm43115,,
Ttk,-0.202,0.202
Sostdc1,0.177,-0.177
Vmn2r-ps117,-0.554,0.554
Gm18702,,
Teddm1a,,
Gm11403,,
Gm5313,-0.232,0.232
Pdyn,,
Vmn2r94,0.087,-0.087
Gm14435,0.515,-0.515
Gm43058,-0.199,0.199
Fnbp1l,-1.813,1.813
Gm7416,-1.014,1.014
Gm11398,,
Pex7,0.722,-0.722
Mindy4,-0.096,0.096
Gm7611,0.048,-0.048
Gm18042,-0.796,0.796
Gm10224,-0.879,0.879
Dhtkd1,-0.978,0.978
Shc3,0.176,-0.176
Gm7137,,
Tmco1,0.137,-0.137
Trpm1,-1.081,1.081
Cmc2,-0.696,0.696
Plekho2,0.3,-0.3
Gm12375,,
4933411K16Rik,0.177,-0.177
B3gnt5,0.755,-0.755
Gm48443,-0.411,0.411
Efcab12,0.52,-0.52
Olfr1221,0.61,-0.61
Gm47464,-0.632,0.632
Gm28390,,
Gm6254,2.512,-2.512
Vmn2r63,0.111,-0.111
Gm16571,,
Plscr1,-0.326,0.326
Podnl1,0.655,-0.655
Hcst,0.622,-0.622
Gm48290,,
Vnn1,,
Alg9,0.892,-0.892
Wdr26,0.125,-0.125
Svbp,0.092,-0.092
Ogfod1,0.811,-0.811
St6gal1,-0.025,0.025
Sox3,,
Gm43493,-0.53,0.53
Rpl26-ps4,-0.215,0.215
Rnf227,-1.435,1.435
Olfr1459,1.134,-1.134
Gm14489,,
Idh3b,0.423,-0.423
Lactb,-0.01,0.01
Gm45752,-1.601,1.601
Gm19013,,
Ang5,,
Gm9583,,
Slc22a2,,
Gm14421,-0.471,0.471
Mknk2,-0.673,0.673
Gm5652,-0.85,0.85
Ephx2,0.987,-0.987
1700006A11Rik,,
Zfp930,-0.077,0.077
Gm14326,0.219,-0.219
Olfr840-ps1,,
Emsy,0.077,-0.077
Gm9119,,
Gm20118,,
Gm47458,,
Gm43380,,
Gm6524,-0.096,0.096
Gm8545,-0.096,0.096
Helt,,
Sccpdh,2.613,-2.613
Gm4373,-0.232,0.232
Gm18465,,
Gm1401,,
Btbd7,0.717,-0.717
Gm9797,-0.715,0.715
Esam,-1.711,1.711
Mrgprd,,
Ercc1,-0.64,0.64
Abcc9,-0.242,0.242
Olfr214,,
Uqcrq,-0.877,0.877
Gm5400,0.312,-0.312
4932415M13Rik,0.177,-0.177
Etfdh,0.303,-0.303
Gm11406,,
Cacng3,-0.347,0.347
Gm18071,,
Acp5,-0.386,0.386
Olfr589,,
Gm47227,,
Rps6kl1,-0.664,0.664
Gm7065,-0.788,0.788
Vmn2r121,0.944,-0.944
Hbb-bt,0.547,-0.547
Rnf186,,
Gm18760,,
Gm48101,0.312,-0.312
Fam189a2,,
Gm15088,,
Gm4891,-0.142,0.142
Lrrc8a,0.502,-0.502
Dnaaf1,0.786,-0.786
Gm14559,,
Gm11452,,
Aqp7,-1.148,1.148
Gm14942,-0.096,0.096
Txnl4a,-0.096,0.096
Fgf15,-1.217,1.217
Gm18857,,
Sp4,1.759,-1.759
Gm3338,-0.41,0.41
Olfr111,0.375,-0.375
Chadl,0.329,-0.329
Gm5385,0.045,-0.045
Reep1,-0.06,0.06
Gm28740,,
Ube3a,0.787,-0.787
Gng10,0.941,-0.941
Rrp36,-0.207,0.207
Tacc1,-0.328,0.328
Ccz1,0.57,-0.57
Gm43163,,
Trbj2-1,-0.199,0.199
Gm14876,,
Selenoo,0.249,-0.249
Cmss1,-0.524,0.524
Tas2r142-ps5,,
CN725425,,
Stxbp6,0.257,-0.257
Rmnd1,-0.601,0.601
Gm11793,0.066,-0.066
Gm16440,,
Cdhr4,-0.092,0.092
Gm43264,,
Trim5,0.746,-0.746
Wdr48,0.039,-0.039
Vmn1r-ps66,,
Gm16519,-0.467,0.467
Gm10717,-1.081,1.081
Insrr,-0.612,0.612
Slc51a,-0.096,0.096
Gm5254,0.048,-0.048
Gm44615,,
Gm6560,-1.258,1.258
Rergl,,
Trp53rkb,-0.577,0.577
Hist1h2aa,-0.805,0.805
Gm14502,,
Gm6108,0.531,-0.531
Cdr2,-0.954,0.954
Lancl3,3.618,-3.618
Capn11,0.069,-0.069
Gm7289,-0.671,0.671
AC138790.4,,
Gm16367,,
Zfp408,-0.681,0.681
Gm13359,-0.096,0.096
Gm14744,,
Gm42517,,
Gm11652,-0.838,0.838
Gm15989,-1.228,1.228
Hnrnpa0,0.855,-0.855
Gapvd1,-0.308,0.308
Cyp4f17,1.125,-1.125
Gm18384,,
Gm5276,1.185,-1.185
Ankrd29,1.9,-1.9
Gm45855,0.088,-0.088
Mthfd2,0.176,-0.176
Rusc2,-0.471,0.471
4931417E11Rik,,
Gpr55,4.099,-4.099
C77080,0.485,-0.485
Banf1,-0.431,0.431
BC002163,0.466,-0.466
Gm46611,-0.162,0.162
Gm47496,0.351,-0.351
Gm6065,0.179,-0.179
AC102249.1,-0.096,0.096
Gemin8,-1.111,1.111
Pcyt1a,1.662,-1.662
Gm10024,,
Gm29145,,
Ubald1,0.857,-0.857
Kat8,0.278,-0.278
Gm14973,,
Gm47048,-0.096,0.096
Mdn1,-2.282,2.282
Clcnka,,
Gm48467,,
Rps11,-0.224,0.224
Gm7446,-0.108,0.108
Gm7356,-0.392,0.392
Scgb2b21,,
Gm18765,0.429,-0.429
Gm3623,,
Pard3,-0.062,0.062
Gm43656,,
Tnfrsf13b,3.409,-3.409
Rgs10,-1.111,1.111
Gm13545,0.809,-0.809
Vmn2r3,-0.674,0.674
Gm47502,-0.326,0.326
Gm14554,0.793,-0.793
Ap3b2,0.303,-0.303
Gm21992,0.625,-0.625
Gm28927,,
Gm49320,0.93,-0.93
Nudt1,0.602,-0.602
Gm11410,-0.232,0.232
Gm2888,,
Gm6695,-0.349,0.349
Glo1,0.563,-0.563
Mapk9,0.984,-0.984
Gm18800,-0.232,0.232
Plce1,0.354,-0.354
Gm9004,-0.945,0.945
Casz1,-1.795,1.795
Gm7494,,
Lsmem1,0.067,-0.067
Fam83g,-0.101,0.101
Apobr,0.965,-0.965
Rnf6,1.671,-1.671
Ccnl2,0.379,-0.379
Gm7788,-0.371,0.371
Cmtm7,0.084,-0.084
Gm19158,,
Spg7,-0.285,0.285
Gm36728,,
Mark1-ps2,,
Tra2a,-0.29,0.29
Igkj3,-0.096,0.096
Colec10,,
Vwce,0.266,-0.266
2810025M15Rik,-0.183,0.183
Rps16-ps2,1.589,-1.589
4933408B17Rik,-1.448,1.448
Gm3164,,
Ebag9,0.169,-0.169
Fbxw23,,
Gm5646,,
Gm8261,-0.096,0.096
4921504E06Rik,,
Gm6161,-0.373,0.373
Fam183b,-0.232,0.232
Epb41l5,-0.24,0.24
Slc8b1,0.034,-0.034
Gm13608,-0.335,0.335
Scgb1b25-ps,,
Olfr1415,-1.006,1.006
Gm48450,,
Fam131b,1.229,-1.229
Gm48282,,
Agr3,,
Mfsd5,0.943,-0.943
Igkv10-95,0.312,-0.312
Gdap1,-1.437,1.437
Igkv9-129,,
Numbl,-0.552,0.552
Gm18092,,
Gm18038,0.312,-0.312
Gm49425,,
Sobp,0.313,-0.313
Plekha8,0.402,-0.402
Gm26620,0.021,-0.021
Vmn1r231,,
Edn2,,
Ndufs6,-0.259,0.259
Nasp,-0.779,0.779
Serpinb2,,
Olfr1001-ps1,,
Spag5,-0.196,0.196
Olfr742,-0.051,0.051
Gm3854,-0.445,0.445
Ccr7,-0.495,0.495
Defb23,,
Smg7,-1.7,1.7
Gm15196,,
Esr2,-0.489,0.489
Fcgrt,1.252,-1.252
Aprt,0.679,-0.679
St7,2.11,-2.11
Olfr724,,
Gm14898,,
C2cd4c,0.303,-0.303
Gm47264,,
Gm29385,,
Gm37128,,
Trpc3,,
Gm11830,-0.232,0.232
Phyh,1.208,-1.208
Rbck1,1.469,-1.469
Otud5,0.581,-0.581
Whamm,1.01,-1.01
Gm8369,-0.832,0.832
Gm10327,-1.19,1.19
Gm12885,,
Ggnbp1,-1.568,1.568
Phf21a,-0.016,0.016
Gm13009,-0.334,0.334
Kdelr1,-0.27,0.27
Dnah7b,-0.481,0.481
Klk1b22,,
Rhot1,-0.116,0.116
Gm7579,,
Igkv14-111,-0.81,0.81
Gm13123,,
Mylk3,1.361,-1.361
Catsperg2,0.491,-0.491
Tmem196,0.72,-0.72
Trrap,-1.155,1.155
Eif4enif1,-1.777,1.777
Gm29609,-1.335,1.335
Armcx1,0.002,-0.002
Gm47340,,
Gm8328,,
Hist1h4m,-0.662,0.662
Trav8-2,-0.282,0.282
Ehbp1l1,0.954,-0.954
Klc3,0.878,-0.878
4930432K21Rik,-1.035,1.035
Klrc3,0.053,-0.053
Ttc27,0.593,-0.593
Tmco3,0.499,-0.499
Dlg1,0.445,-0.445
Gm3972,,
S100a10,1.373,-1.373
Lyzl1,,
Chga,-0.659,0.659
Nfs1,-0.401,0.401
Rsph4a,0.06,-0.06
Gm6822,,
Gm44133,,
Wfdc5,,
4921524L21Rik,,
Traj44,-0.805,0.805
Gm17079,,
Sh2b3,-0.608,0.608
Gm20503,-0.039,0.039
Unc5c,-1.336,1.336
Gm11565,,
Lrrc45,0.471,-0.471
Gm5910,0.045,-0.045
Gm37000,,
Gm5404,,
Gm46541,,
Ighv5-13,,
Klri2,-0.434,0.434
Gm11692,,
Clmn,0.292,-0.292
Gm10110,1.027,-1.027
Cd53,0.898,-0.898
Hes6,0.29,-0.29
Gm16342,,
Hinfp,-0.949,0.949
Gtpbp4-ps7,,
Pde7b,0.232,-0.232
Map2k5,-0.328,0.328
Clec4f,1.58,-1.58
Gm31123,,
Gm37961,,
AC197447.1,,
4833418N17Rik,,
Arntl,-1.583,1.583
Eml2,1.107,-1.107
Gm47347,,
Gm21152,,
Tcp11l1,0.147,-0.147
Gm14904,,
Gm11235,,
Alg10b,0.126,-0.126
Gm7138,,
Gm4925,0.391,-0.391
Rfk,0.162,-0.162
Eps15,0.176,-0.176
Dgkd,0.05,-0.05
Mrgprc2-ps,-0.493,0.493
Ccdc174,1.884,-1.884
Fahd2a,2.659,-2.659
Gm8956,0.733,-0.733
Gm49649,,
Dnmt3a,-0.374,0.374
Casd1,-0.189,0.189
Plekhh1,-0.266,0.266
Vmn2r93,-0.118,0.118
Kcnk2,-0.265,0.265
Tmem178,0.312,-0.312
Hoxa1,,
Gm11954,-1.683,1.683
Aoah,0.15,-0.15
Zfp784,0.995,-0.995
Ap4m1,0.069,-0.069
Olfr385,,
Slc2a7,,
Tmpo,-0.329,0.329
Gm14743,,
Dhx34,0.744,-0.744
Ctsz,0.024,-0.024
Ggt1,0.332,-0.332
Yaf2,-0.393,0.393
Zfp600,0.474,-0.474
Ncam1,1.966,-1.966
Gm4900,0.489,-0.489
Olfr1274-ps,-0.516,0.516
Gm43602,,
Gm47626,0.545,-0.545
Creb5,-1.331,1.331
Fbxo6,0.011,-0.011
Zfp775,0.517,-0.517
Zbtb34,-0.631,0.631
Rplp1,0.33,-0.33
Zfp799,-2.194,2.194
Gm35405,0.269,-0.269
Zfp629,0.594,-0.594
Gm47103,0.889,-0.889
Gm48647,,
Ruvbl2,-1.015,1.015
Olfr872,,
Trav12-1,0.593,-0.593
Gm29293,0.578,-0.578
3830406C13Rik,2.241,-2.241
Nudt14,-0.251,0.251
Olfr716,-0.725,0.725
Olfr689,0.976,-0.976
Vmn1r-ps21,,
Gm13315,-0.232,0.232
Gm43564,-0.097,0.097
Gm14603,,
Gm8857,0.956,-0.956
Gm20480,,
Bcap31,-0.204,0.204
Adam23,1.529,-1.529
Ipo11,-0.81,0.81
Cdh6,-0.4,0.4
Vsig1,,
Gm47245,,
Uap1l1,3.525,-3.525
Gm13683,0.04,-0.04
Zfp273,-1.189,1.189
Nlrp6,-1.466,1.466
Gm14182,,
Gja10,1.159,-1.159
Gm27024,,
Gabrq,0.287,-0.287
Gm18984,-0.096,0.096
Chrna1,0.837,-0.837
Gabarap,2.139,-2.139
Gm49819,,
Rpl30-ps8,-0.547,0.547
Gm44768,0.068,-0.068
Gm11229,,
Tubb2a,0.706,-0.706
9930021J03Rik,-0.709,0.709
Tcim,-0.096,0.096
Lrrc4,-0.158,0.158
Lrcol1,0.969,-0.969
Fbxw9,1.085,-1.085
Gm12515,,
Gm46477,,
H2afb3,,
Gm15256,0.416,-0.416
Gm9292,,
Ccdc144b,-0.226,0.226
Gm43064,-0.869,0.869
Wfdc15b,,
Tmem250-ps,0.865,-0.865
Gm14593,,
Gm14839,,
Tas2r135,-1.511,1.511
Gm28391,,
Nid1,1.366,-1.366
Ddost,-0.337,0.337
Fmod,0.312,-0.312
Thbs4,,
Ttc14,0.999,-0.999
Tpt1,-0.264,0.264
Tab2,-1.792,1.792
Ppp4r1,-0.091,0.091
Kif21b,0.469,-0.469
Gm8756,0.408,-0.408
Vmn2r-ps25,,
Gm17965,,
Lta,0.106,-0.106
Samm50,-0.402,0.402
Gm5070,-0.28,0.28
Zkscan6,0.105,-0.105
Lhx8,,
Gm8667,,
Gm44965,-0.392,0.392
Col6a2,-0.387,0.387
Caap1,0.108,-0.108
Gm18713,-0.122,0.122
Rarb,,
Gm12036,0.312,-0.312
Gm3002,-1.63,1.63
Car8,-0.625,0.625
Mtx2,0.796,-0.796
Slc24a4,-2.346,2.346
Adamtsl3,,
Sf3b2,0.608,-0.608
Vmn2r-ps97,,
Fam114a1,0.174,-0.174
H2al1b,,
Fastkd2,2.386,-2.386
Gm15920,0.343,-0.343
Lgi4,-1.769,1.769
Gm13268,-1.226,1.226
Vmn1r139,-0.096,0.096
Gkn2,,
Trim35,0.147,-0.147
Gm44084,-0.093,0.093
Spin2c,0.2,-0.2
Gm15041,1.007,-1.007
Kctd6,2.558,-2.558
Gm12007,,
Gm5207,-0.344,0.344
Gm17051,,
Trp53rka,0.761,-0.761
Lipt1,1.242,-1.242
Cyp4a29-ps1,,
Flna,0.102,-0.102
Gm14294,,
4930447F04Rik,,
Tcstv3,,
Gm48255,-0.232,0.232
Krtap11-1,,
Btbd35f16,,
Gm48049,,
Gpaa1,-1.271,1.271
Sorl1,0.361,-0.361
Acsl5,0.601,-0.601
Igkv4-60,-0.096,0.096
Gm48554,,
Zfp329,0.762,-0.762
Gm47010,,
Gm18964,-0.232,0.232
Vmn2r-ps95,,
Gm4868,,
Olfr223,,
Gm16533,,
Gm3835,-0.769,0.769
Cts6,,
Gm14416,-0.291,0.291
Rpl5-ps2,0.287,-0.287
Olfr1444,0.482,-0.482
Gm43491,,
Kcp,0.953,-0.953
Olfr861-ps1,,
Gm21018,-0.096,0.096
Gm7369,-0.096,0.096
Zfp934,-0.579,0.579
Rbm6-ps2,1.677,-1.677
Nceh1,1.072,-1.072
Vmn2r98,,
Scgb2b25-ps,,
Prrt3,0.647,-0.647
BC055324,-1.141,1.141
Trbv12-1,-1.179,1.179
Gm18258,-0.547,0.547
Gm10401,0.412,-0.412
Rnf165,0.018,-0.018
AC140053.1,,
Slc25a51,1.365,-1.365
1700024B05Rik,,
Gm20833,,
Igkv4-57,-0.096,0.096
Gm371,,
Cox6a2,-0.133,0.133
Dgke,0.515,-0.515
Olfr124,0.537,-0.537
Olfr1123,-0.995,0.995
Gm7663,,
Phyhipl,-0.391,0.391
Grina,0.626,-0.626
Olfr575,0.061,-0.061
Chn2,1.306,-1.306
Fmo4,-0.096,0.096
Mfsd4b1,-0.096,0.096
4930595D18Rik,-0.707,0.707
Gpld1,-0.291,0.291
Gm15720,-1.428,1.428
Gm12178,,
4930563E22Rik,-0.569,0.569
Gm17873,,
Krt87,,
Gm13288,0.052,-0.052
Gm13366,,
Igkv12-42,,
Wfdc6b,,
Gm29468,,
Nek8,-0.783,0.783
Gm18956,,
Gm5353,0.983,-0.983
Gm7972,0.156,-0.156
Gm11598,,
Tbx21,1.041,-1.041
Gm18294,0.491,-0.491
AC124578.4,,
Ccdc97,-0.026,0.026
Tigar,-0.144,0.144
Gm8254,-0.096,0.096
Gm11100,0.244,-0.244
Gdi1,0.856,-0.856
Prss47,-1.381,1.381
Gm5113,1.218,-1.218
Zfp932,0.877,-0.877
Lce3a,,
Olfr925-ps1,,
Nae1,0.549,-0.549
Zkscan3,-0.334,0.334
Omg,-0.373,0.373
Plch2,-0.758,0.758
Fbln1,-0.176,0.176
Crcp,0.938,-0.938
Mill1,-0.232,0.232
Ighv1-54,0.357,-0.357
Prmt9,0.855,-0.855
Omd,-1.291,1.291
Klk1b8,,
Mybpc3,,
Gm48167,,
Erh,-1.213,1.213
Ak6,1.06,-1.06
Olfr394,-1.098,1.098
Mob1b,-0.038,0.038
Brd9,1.346,-1.346
Actr1b,-1.579,1.579
Olfm4,,
Lrrn3,0.758,-0.758
Gm44088,,
Ssxa1,,
Gm18269,-0.331,0.331
Usp10,-1.623,1.623
Olfr711,,
Trbj1-2,-0.051,0.051
Olfr1436,,
Thsd1,2.722,-2.722
Gm9242,,
Clca3a1,-0.163,0.163
Pdzd4,-1.634,1.634
Usp14,1.479,-1.479
Mad1l1,0.102,-0.102
Mars,-0.196,0.196
H2-M10.5-ps1,,
Timeless,-2.256,2.256
Fam167a,-0.195,0.195
Gm2288,,
Pcdhga12,-0.299,0.299
Gm12028,,
Mup7,,
Gm47759,0.083,-0.083
Lyve1,-0.219,0.219
Rft1,1.423,-1.423
Pim1,-0.532,0.532
Gm11564,,
Ephx3,-0.981,0.981
Tulp1,2.581,-2.581
Gm13104,-0.231,0.231
Ribc2,,
Akap3,-0.232,0.232
Slc4a4,1.164,-1.164
Gm6201,-0.857,0.857
Fut4-ps1,-0.523,0.523
Cnp,-0.996,0.996
Gm11507,,
Gm6428,,
Rxfp1,-0.462,0.462
Mad2l1,0.363,-0.363
Rab23,0.238,-0.238
Dctn1,1.273,-1.273
Cyp2d34,,
Gm37207,,
Stx16,-0.209,0.209
Rpl7a-ps2,-0.639,0.639
Acot6,0.906,-0.906
Gm7970,,
Gm18550,,
Gm5173,0.687,-0.687
Pim2,-0.984,0.984
Anxa2,1.109,-1.109
Atp5l,1.562,-1.562
Gm15493,,
Gm20409,,
CR974586.5,,
Krtap4-8,,
Nkx1-2,0.18,-0.18
Abcc10,-0.14,0.14
Kcnmb3,-0.096,0.096
Spin2-ps3,,
Gm14103,,
Gm9785,0.602,-0.602
Hapln2,0.466,-0.466
Ighv1-8,,
Gm29639,,
Olfr1409-ps1,,
Ppm1j,1.453,-1.453
Trav15d-3,-0.871,0.871
Zfp747,0.98,-0.98
Vmn1r-ps143,,
Jsrp1,,
Trp53-ps,-0.232,0.232
Usp13,0.225,-0.225
Gm48598,,
Gm48540,,
Gm49176,,
Gm15703,-0.096,0.096
Lrrc24,-1.91,1.91
Trav7n-4,0.312,-0.312
Pmp22,-0.225,0.225
Mlkl,-0.364,0.364
Psmc3ip,-0.855,0.855
Acot12,,
Med8,0.938,-0.938
Wdr46,0.67,-0.67
Zkscan1,0.295,-0.295
Gm8708,,
Agpat5,-0.994,0.994
Gm38149,,
Tspyl-ps,,
Foxf2,0.063,-0.063
Gm11253,0.847,-0.847
Gm17915,,
Gm47894,-0.13,0.13
Gabrr2,-0.919,0.919
Gm11905,,
Egr4,-0.235,0.235
Olfr704,0.102,-0.102
Arhgef6,0.809,-0.809
Il6,1.588,-1.588
Lgals1,1.61,-1.61
Defb18,,
Spem2,,
Gm38184,,
Ptpn9,-1.216,1.216
Rps12-ps21,0.436,-0.436
Gm8669,,
Ppp2r1b,0.613,-0.613
Nubp1,-0.748,0.748
Gm11675,0.366,-0.366
Gm8488,-0.159,0.159
Add2,-0.014,0.014
Rps28,-0.179,0.179
Gm29661,,
Gm5050,0.091,-0.091
Taf1a,0.379,-0.379
Olfr1428,-0.096,0.096
Gm3681,,
Gm18714,,
Cnga3,0.299,-0.299
Gm2080,,
Gpr151,-0.232,0.232
Igkv4-81,,
Mpg,-0.624,0.624
Fcho1,0.235,-0.235
Nlrx1,1.177,-1.177
Phactr2,-2.818,2.818
Gm2754,0.429,-0.429
Gm14439,0.602,-0.602
Gm7114,0.558,-0.558
Olfr133,0.372,-0.372
Igkv11-125,0.47,-0.47
Tlcd2,-0.473,0.473
Gm42579,,
Nell1,-0.222,0.222
Gm12935,,
Csn1s2a,-0.232,0.232
Fgf17,-0.593,0.593
Olfr1170,-1.033,1.033
Flt3,-0.167,0.167
Gm4994,-0.33,0.33
Olfr657,,
Klrb1a,-0.096,0.096
Fth-ps2,-0.267,0.267
Gm6728,0.633,-0.633
Gm15580,,
Prg4,0.141,-0.141
Olfr662-ps1,,
Prpf3,-0.022,0.022
Pdzd7,0.207,-0.207
Trib3,-0.197,0.197
Gm28339,,
Celsr2,0.067,-0.067
Gm12235,-0.096,0.096
Gm12170,,
Wdr73,-0.966,0.966
Spry1,0.597,-0.597
Lcn6,,
Gm48769,,
Gm18165,,
Gm49177,0.029,-0.029
Gm6736,0.38,-0.38
Rps13,0.201,-0.201
Olfr561,,
Zap70,0.147,-0.147
Ighv1-39,-0.297,0.297
Zscan4-ps3,,
Olfr248,,
Mfsd9,1.563,-1.563
Gm18587,-0.232,0.232
Ighv3-4,,
Nphp4,-1.607,1.607
Gm20926,,
Ankrd1,-0.145,0.145
Rdh9,1.808,-1.808
Gm5185,-0.096,0.096
Bmp5,-0.231,0.231
Gm13361,,
Gm7423,,
Gm19182,,
Gm45032,,
Sort1,-1.173,1.173
Gm11596,,
AC162463.3,,
Olfr529-ps1,-0.232,0.232
Gm37693,,
Gm29920,,
Hdac1,-1.252,1.252
Ppbp,0.51,-0.51
Gm14645,,
1700091H14Rik,,
Vmn1r84,-0.069,0.069
Ror1,,
Il12b,0.236,-0.236
Gm15488,-0.016,0.016
Gm5317,,
Gm3765,,
Gm11462,0.355,-0.355
Gm42807,1.042,-1.042
Tspan32,2.223,-2.223
Slxl1,,
Gm12097,0.528,-0.528
Gm14869,,
Gm6395,-1.19,1.19
Fam227b,,
Ap5z1,-0.37,0.37
Aar2,0.741,-0.741
Gm15235,0.578,-0.578
Zfp862-ps,0.2,-0.2
Sprr2j-ps,,
Yme1l1,0.546,-0.546
Inafm1,1.089,-1.089
Gm49877,0.041,-0.041
B4galt1,1.824,-1.824
Tsc2,-1.297,1.297
Gm47763,,
Btnl9,-0.254,0.254
Olfr1308,,
Pgap1,-0.83,0.83
Gm6679,-0.096,0.096
Gm38044,,
Kirrel2,-1.217,1.217
Zfp367,-1.37,1.37
Gm43779,,
Nsun6,0.384,-0.384
Pdia2,0.312,-0.312
Csnk2a1,-0.186,0.186
Gm18271,,
Gm14632,,
Slc6a13,0.239,-0.239
Zmpste24,-0.262,0.262
Gucy2e,0.548,-0.548
Gm15162,,
Olfr831-ps1,,
Anxa9,-0.726,0.726
