gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Itch,0.818,0.818
Gpatch1,0.486,0.486
Cd300ld5,0.617,0.617
Otud4,0.436,0.436
Rer1,0.422,0.422
Gm44656,,
Gm48785,,
Tipin,0.721,0.721
Olfr639,0.892,0.892
Gpr50,,
Gm10256,,
Fh1,0.784,0.784
Pdia6,0.432,0.432
Gm9613,0.755,0.755
Cdc34,0.85,0.85
Gm13680,0.775,0.775
Cyp26c1,0.675,0.675
Ccn3,0.755,0.755
Slc6a15,0.714,0.714
Pabpn1,0.032,0.032
Vmn1r88,0.967,0.967
Gm9207,0.379,0.379
G3bp1,0.901,0.901
Gm28328,,
Pea15a,0.136,0.136
Rps6ka6,0.537,0.537
Olfr783-ps1,,
Gm17838,,
AC166748.1,0.492,0.492
Smco2,,
Gm6478,0.822,0.822
Gm13119,,
Gm5554,,
Gm44030,,
Timm29,0.987,0.987
Olfr116,0.203,0.203
Ncapd3,0.95,0.95
Apip,0.041,0.041
Gm49023,,
Gm11397,0.755,0.755
Gm5739,0.924,0.924
Glcci1,0.362,0.362
2310057J18Rik,0.33,0.33
Gm17229,0.422,0.422
Rpl29,0.632,0.632
Nrarp,0.465,0.465
Olfr803,0.504,0.504
Plekhb1,0.755,0.755
Ran,0.872,0.872
Zfp280d,0.066,0.066
Gm12838,0.661,0.661
Atxn2l,0.09,0.09
B020031M17Rik,,
Prop1,0.33,0.33
Gm20493,,
Gjb1,,
Gm3242,,
Ppp1r14a,0.818,0.818
Gm47965,0.131,0.131
Gm44651,,
Slc6a6,0.593,0.593
Heatr3,0.081,0.081
Mrpl51,0.725,0.725
Gm9387,0.898,0.898
Lce1l,,
Gm7645,0.169,0.169
Gm17152,,
Vps25,0.962,0.962
Ttn,0.495,0.495
Zfp57,0.755,0.755
Chrm2,,
Oat-rs1,0.924,0.924
Rbmx2-ps,,
Ric1,0.163,0.163
Gm16276,0.136,0.136
Higd1b,,
1700013H16Rik,,
Serpina3b,,
Ear6,,
Armc1,0.742,0.742
Dok2,0.955,0.955
Gm49846,,
Gm21729,,
Ank3,0.286,0.286
Usp26,0.924,0.924
Pnn,0.345,0.345
Pde4d,0.118,0.118
Gm5261,,
Nadk,0.321,0.321
Nr2f6,0.273,0.273
Neu4,0.399,0.399
Zfp687,0.852,0.852
Dusp14,0.434,0.434
Rhobtb3,0.946,0.946
Olfr209,,
Tusc3,0.393,0.393
Gm4536,,
Cdk5rap3,0.513,0.513
Gm15926,,
Pag1,0.689,0.689
Olfr945,,
Shbg,,
Trav14d-3-dv8,0.92,0.92
Tas2r141-ps4,,
Gm11763,,
Sox18,0.765,0.765
Vmn2r-ps131,,
Gm29410,,
Gm9616,0.25,0.25
Zfp451,0.132,0.132
Angptl7,0.754,0.754
Tmppe,0.161,0.161
Cavin2,0.245,0.245
Gm49051,0.403,0.403
Rarres2,,
Neurod1,0.777,0.777
Gm5979,,
Igkv12-47,,
Itpa-ps2,,
Gm7589,0.699,0.699
Gm18600,0.755,0.755
Zhx3,0.074,0.074
Dnm1l,0.859,0.859
Gm18500,,
Olfr1202,0.146,0.146
Gm16584,,
Gm37826,,
Gm6520,0.211,0.211
Gm28819,0.74,0.74
Pnpla3,0.571,0.571
Pebp4,0.924,0.924
Zfp3,0.525,0.525
Cst10,,
Gm48476,,
Scgb1b5-ps,,
Dnajc18,0.9,0.9
Ces2e,,
Utp14b,0.811,0.811
Gm43115,,
Ttk,0.84,0.84
Sostdc1,0.86,0.86
Vmn2r-ps117,0.58,0.58
Gm18702,,
Teddm1a,,
Gm11403,,
Gm5313,0.817,0.817
Pdyn,,
Vmn2r94,0.931,0.931
Gm14435,0.607,0.607
Gm43058,0.842,0.842
Fnbp1l,0.07,0.07
Gm7416,0.311,0.311
Gm11398,,
Pex7,0.47,0.47
Mindy4,0.924,0.924
Gm7611,0.962,0.962
Gm18042,0.426,0.426
Gm10224,0.38,0.38
Dhtkd1,0.328,0.328
Shc3,0.86,0.86
Gm7137,,
Tmco1,0.891,0.891
Trpm1,0.28,0.28
Cmc2,0.487,0.487
Plekho2,0.764,0.764
Gm12375,,
4933411K16Rik,0.86,0.86
B3gnt5,0.45,0.45
Gm48443,0.681,0.681
Efcab12,0.603,0.603
Olfr1221,0.542,0.542
Gm47464,0.528,0.528
Gm28390,,
Gm6254,0.012,0.012
Vmn2r63,0.912,0.912
Gm16571,,
Plscr1,0.744,0.744
Podnl1,0.513,0.513
Hcst,0.534,0.534
Gm48290,,
Vnn1,,
Alg9,0.373,0.373
Wdr26,0.901,0.901
Svbp,0.927,0.927
Ogfod1,0.418,0.418
St6gal1,0.98,0.98
Sox3,,
Gm43493,0.596,0.596
Rpl26-ps4,0.83,0.83
Rnf227,0.151,0.151
Olfr1459,0.257,0.257
Gm14489,,
Idh3b,0.672,0.672
Lactb,0.992,0.992
Gm45752,0.109,0.109
Gm19013,,
Ang5,,
Gm9583,,
Slc22a2,,
Gm14421,0.637,0.637
Mknk2,0.501,0.501
Gm5652,0.395,0.395
Ephx2,0.323,0.323
1700006A11Rik,,
Zfp930,0.939,0.939
Gm14326,0.827,0.827
Olfr840-ps1,,
Emsy,0.939,0.939
Gm9119,,
Gm20118,,
Gm47458,,
Gm43380,,
Gm6524,0.924,0.924
Gm8545,0.924,0.924
Helt,,
Sccpdh,0.009,0.009
Gm4373,0.817,0.817
Gm18465,,
Gm1401,,
Btbd7,0.473,0.473
Gm9797,0.475,0.475
Esam,0.087,0.087
Mrgprd,,
Ercc1,0.522,0.522
Abcc9,0.809,0.809
Olfr214,,
Uqcrq,0.38,0.38
Gm5400,0.755,0.755
4932415M13Rik,0.86,0.86
Etfdh,0.762,0.762
Gm11406,,
Cacng3,0.729,0.729
Gm18071,,
Acp5,0.699,0.699
Olfr589,,
Gm47227,,
Rps6kl1,0.507,0.507
Gm7065,0.431,0.431
Vmn2r121,0.345,0.345
Hbb-bt,0.584,0.584
Rnf186,,
Gm18760,,
Gm48101,0.755,0.755
Fam189a2,,
Gm15088,,
Gm4891,0.887,0.887
Lrrc8a,0.615,0.615
Dnaaf1,0.432,0.432
Gm14559,,
Gm11452,,
Aqp7,0.251,0.251
Gm14942,0.924,0.924
Txnl4a,0.924,0.924
Fgf15,0.224,0.224
Gm18857,,
Sp4,0.078,0.078
Gm3338,0.682,0.682
Olfr111,0.708,0.708
Chadl,0.742,0.742
Gm5385,0.964,0.964
Reep1,0.952,0.952
Gm28740,,
Ube3a,0.431,0.431
Gng10,0.347,0.347
Rrp36,0.836,0.836
Tacc1,0.743,0.743
Ccz1,0.569,0.569
Gm43163,,
Trbj2-1,0.842,0.842
Gm14876,,
Selenoo,0.803,0.803
Cmss1,0.6,0.6
Tas2r142-ps5,,
CN725425,,
Stxbp6,0.797,0.797
Rmnd1,0.548,0.548
Gm11793,0.947,0.947
Gm16440,,
Cdhr4,0.927,0.927
Gm43264,,
Trim5,0.456,0.456
Wdr48,0.969,0.969
Vmn1r-ps66,,
Gm16519,0.641,0.641
Gm10717,0.28,0.28
Insrr,0.54,0.54
Slc51a,0.924,0.924
Gm5254,0.962,0.962
Gm44615,,
Gm6560,0.208,0.208
Rergl,,
Trp53rkb,0.564,0.564
Hist1h2aa,0.421,0.421
Gm14502,,
Gm6108,0.595,0.595
Cdr2,0.34,0.34
Lancl3,0.0,0.0
Capn11,0.945,0.945
Gm7289,0.502,0.502
AC138790.4,,
Gm16367,,
Zfp408,0.496,0.496
Gm13359,0.924,0.924
Gm14744,,
Gm42517,,
Gm11652,0.402,0.402
Gm15989,0.219,0.219
Hnrnpa0,0.392,0.392
Gapvd1,0.758,0.758
Cyp4f17,0.26,0.26
Gm18384,,
Gm5276,0.236,0.236
Ankrd29,0.057,0.057
Gm45855,0.93,0.93
Mthfd2,0.86,0.86
Rusc2,0.637,0.637
4931417E11Rik,,
Gpr55,0.0,0.0
C77080,0.627,0.627
Banf1,0.666,0.666
BC002163,0.641,0.641
Gm46611,0.871,0.871
Gm47496,0.726,0.726
Gm6065,0.858,0.858
AC102249.1,0.924,0.924
Gemin8,0.267,0.267
Pcyt1a,0.096,0.096
Gm10024,,
Gm29145,,
Ubald1,0.391,0.391
Kat8,0.781,0.781
Gm14973,,
Gm47048,0.924,0.924
Mdn1,0.023,0.023
Clcnka,,
Gm48467,,
Rps11,0.823,0.823
Gm7446,0.914,0.914
Gm7356,0.695,0.695
Scgb2b21,,
Gm18765,0.668,0.668
Gm3623,,
Pard3,0.95,0.95
Gm43656,,
Tnfrsf13b,0.001,0.001
Rgs10,0.267,0.267
Gm13545,0.418,0.418
Vmn2r3,0.5,0.5
Gm47502,0.744,0.744
Gm14554,0.428,0.428
Ap3b2,0.762,0.762
Gm21992,0.532,0.532
Gm28927,,
Gm49320,0.352,0.352
Nudt1,0.547,0.547
Gm11410,0.817,0.817
Gm2888,,
Gm6695,0.727,0.727
Glo1,0.573,0.573
Mapk9,0.325,0.325
Gm18800,0.817,0.817
Plce1,0.723,0.723
Gm9004,0.345,0.345
Casz1,0.073,0.073
Gm7494,,
Lsmem1,0.946,0.946
Fam83g,0.919,0.919
Apobr,0.335,0.335
Rnf6,0.095,0.095
Ccnl2,0.705,0.705
Gm7788,0.711,0.711
Cmtm7,0.933,0.933
Gm19158,,
Spg7,0.776,0.776
Gm36728,,
Mark1-ps2,,
Tra2a,0.772,0.772
Igkj3,0.924,0.924
Colec10,,
Vwce,0.791,0.791
2810025M15Rik,0.855,0.855
Rps16-ps2,0.112,0.112
4933408B17Rik,0.148,0.148
Gm3164,,
Ebag9,0.865,0.865
Fbxw23,,
Gm5646,,
Gm8261,0.924,0.924
4921504E06Rik,,
Gm6161,0.709,0.709
Fam183b,0.817,0.817
Epb41l5,0.81,0.81
Slc8b1,0.973,0.973
Gm13608,0.738,0.738
Scgb1b25-ps,,
Olfr1415,0.314,0.314
Gm48450,,
Fam131b,0.219,0.219
Gm48282,,
Agr3,,
Mfsd5,0.346,0.346
Igkv10-95,0.755,0.755
Gdap1,0.151,0.151
Igkv9-129,,
Numbl,0.581,0.581
Gm18092,,
Gm18038,0.755,0.755
Gm49425,,
Sobp,0.754,0.754
Plekha8,0.688,0.688
Gm26620,0.983,0.983
Vmn1r231,,
Edn2,,
Ndufs6,0.796,0.796
Nasp,0.436,0.436
Serpinb2,,
Olfr1001-ps1,,
Spag5,0.845,0.845
Olfr742,0.959,0.959
Gm3854,0.656,0.656
Ccr7,0.621,0.621
Defb23,,
Smg7,0.089,0.089
Gm15196,,
Esr2,0.625,0.625
Fcgrt,0.211,0.211
Aprt,0.497,0.497
St7,0.035,0.035
Olfr724,,
Gm14898,,
C2cd4c,0.762,0.762
Gm47264,,
Gm29385,,
Gm37128,,
Trpc3,,
Gm11830,0.817,0.817
Phyh,0.227,0.227
Rbck1,0.142,0.142
Otud5,0.561,0.561
Whamm,0.312,0.312
Gm8369,0.405,0.405
Gm10327,0.234,0.234
Gm12885,,
Ggnbp1,0.117,0.117
Phf21a,0.987,0.987
Gm13009,0.739,0.739
Kdelr1,0.787,0.787
Dnah7b,0.631,0.631
Klk1b22,,
Rhot1,0.908,0.908
Gm7579,,
Igkv14-111,0.418,0.418
Gm13123,,
Mylk3,0.174,0.174
Catsperg2,0.623,0.623
Tmem196,0.472,0.472
Trrap,0.248,0.248
Eif4enif1,0.076,0.076
Gm29609,0.182,0.182
Armcx1,0.998,0.998
Gm47340,,
Gm8328,,
Hist1h4m,0.508,0.508
Trav8-2,0.778,0.778
Ehbp1l1,0.34,0.34
Klc3,0.38,0.38
4930432K21Rik,0.301,0.301
Klrc3,0.957,0.957
Ttc27,0.553,0.553
Tmco3,0.618,0.618
Dlg1,0.656,0.656
Gm3972,,
S100a10,0.17,0.17
Lyzl1,,
Chga,0.51,0.51
Nfs1,0.689,0.689
Rsph4a,0.952,0.952
Gm6822,,
Gm44133,,
Wfdc5,,
4921524L21Rik,,
Traj44,0.421,0.421
Gm17079,,
Sh2b3,0.543,0.543
Gm20503,0.969,0.969
Unc5c,0.182,0.182
Gm11565,,
Lrrc45,0.638,0.638
Gm5910,0.964,0.964
Gm37000,,
Gm5404,,
Gm46541,,
Ighv5-13,,
Klri2,0.664,0.664
Gm11692,,
Clmn,0.771,0.771
Gm10110,0.304,0.304
Cd53,0.369,0.369
Hes6,0.772,0.772
Gm16342,,
Hinfp,0.342,0.342
Gtpbp4-ps7,,
Pde7b,0.816,0.816
Map2k5,0.743,0.743
Clec4f,0.114,0.114
Gm31123,,
Gm37961,,
AC197447.1,,
4833418N17Rik,,
Arntl,0.113,0.113
Eml2,0.268,0.268
Gm47347,,
Gm21152,,
Tcp11l1,0.883,0.883
Gm14904,,
Gm11235,,
Alg10b,0.9,0.9
Gm7138,,
Gm4925,0.696,0.696
Rfk,0.871,0.871
Eps15,0.86,0.86
Dgkd,0.96,0.96
Mrgprc2-ps,0.622,0.622
Ccdc174,0.06,0.06
Fahd2a,0.008,0.008
Gm8956,0.463,0.463
Gm49649,,
Dnmt3a,0.709,0.709
Casd1,0.85,0.85
Plekhh1,0.79,0.79
Vmn2r93,0.906,0.906
Kcnk2,0.791,0.791
Tmem178,0.755,0.755
Hoxa1,,
Gm11954,0.092,0.092
Aoah,0.881,0.881
Zfp784,0.32,0.32
Ap4m1,0.945,0.945
Olfr385,,
Slc2a7,,
Tmpo,0.742,0.742
Gm14743,,
Dhx34,0.457,0.457
Ctsz,0.981,0.981
Ggt1,0.74,0.74
Yaf2,0.694,0.694
Zfp600,0.636,0.636
Ncam1,0.049,0.049
Gm4900,0.625,0.625
Olfr1274-ps,0.606,0.606
Gm43602,,
Gm47626,0.586,0.586
Creb5,0.183,0.183
Fbxo6,0.991,0.991
Zfp775,0.605,0.605
Zbtb34,0.528,0.528
Rplp1,0.741,0.741
Zfp799,0.028,0.028
Gm35405,0.788,0.788
Zfp629,0.552,0.552
Gm47103,0.374,0.374
Gm48647,,
Ruvbl2,0.31,0.31
Olfr872,,
Trav12-1,0.553,0.553
Gm29293,0.563,0.563
3830406C13Rik,0.025,0.025
Nudt14,0.802,0.802
Olfr716,0.469,0.469
Olfr689,0.329,0.329
Vmn1r-ps21,,
Gm13315,0.817,0.817
Gm43564,0.923,0.923
Gm14603,,
Gm8857,0.339,0.339
Gm20480,,
Bcap31,0.838,0.838
Adam23,0.126,0.126
Ipo11,0.418,0.418
Cdh6,0.689,0.689
Vsig1,,
Gm47245,,
Uap1l1,0.0,0.0
Gm13683,0.968,0.968
Zfp273,0.235,0.235
Nlrp6,0.143,0.143
Gm14182,,
Gja10,0.246,0.246
Gm27024,,
Gabrq,0.774,0.774
Gm18984,0.924,0.924
Chrna1,0.403,0.403
Gabarap,0.032,0.032
Gm49819,,
Rpl30-ps8,0.584,0.584
Gm44768,0.946,0.946
Gm11229,,
Tubb2a,0.48,0.48
9930021J03Rik,0.478,0.478
Tcim,0.924,0.924
Lrrc4,0.875,0.875
Lrcol1,0.333,0.333
Fbxw9,0.278,0.278
Gm12515,,
Gm46477,,
H2afb3,,
Gm15256,0.677,0.677
Gm9292,,
Ccdc144b,0.821,0.821
Gm43064,0.385,0.385
Wfdc15b,,
Tmem250-ps,0.387,0.387
Gm14593,,
Gm14839,,
Tas2r135,0.131,0.131
Gm28391,,
Nid1,0.172,0.172
Ddost,0.736,0.736
Fmod,0.755,0.755
Thbs4,,
Ttc14,0.318,0.318
Tpt1,0.792,0.792
Tab2,0.073,0.073
Ppp4r1,0.927,0.927
Kif21b,0.639,0.639
Gm8756,0.683,0.683
Vmn2r-ps25,,
Gm17965,,
Lta,0.916,0.916
Samm50,0.688,0.688
Gm5070,0.78,0.78
Zkscan6,0.917,0.917
Lhx8,,
Gm8667,,
Gm44965,0.695,0.695
Col6a2,0.699,0.699
Caap1,0.914,0.914
Gm18713,0.903,0.903
Rarb,,
Gm12036,0.755,0.755
Gm3002,0.103,0.103
Car8,0.532,0.532
Mtx2,0.426,0.426
Slc24a4,0.019,0.019
Adamtsl3,,
Sf3b2,0.543,0.543
Vmn2r-ps97,,
Fam114a1,0.862,0.862
H2al1b,,
Fastkd2,0.017,0.017
Gm15920,0.732,0.732
Lgi4,0.077,0.077
Gm13268,0.22,0.22
Vmn1r139,0.924,0.924
Gkn2,,
Trim35,0.883,0.883
Gm44084,0.926,0.926
Spin2c,0.842,0.842
Gm15041,0.314,0.314
Kctd6,0.011,0.011
Gm12007,,
Gm5207,0.731,0.731
Gm17051,,
Trp53rka,0.447,0.447
Lipt1,0.214,0.214
Cyp4a29-ps1,,
Flna,0.919,0.919
Gm14294,,
4930447F04Rik,,
Tcstv3,,
Gm48255,0.817,0.817
Krtap11-1,,
Btbd35f16,,
Gm48049,,
Gpaa1,0.204,0.204
Sorl1,0.718,0.718
Acsl5,0.548,0.548
Igkv4-60,0.924,0.924
Gm48554,,
Zfp329,0.446,0.446
Gm47010,,
Gm18964,0.817,0.817
Vmn2r-ps95,,
Gm4868,,
Olfr223,,
Gm16533,,
Gm3835,0.442,0.442
Cts6,,
Gm14416,0.771,0.771
Rpl5-ps2,0.774,0.774
Olfr1444,0.63,0.63
Gm43491,,
Kcp,0.34,0.34
Olfr861-ps1,,
Gm21018,0.924,0.924
Gm7369,0.924,0.924
Zfp934,0.562,0.562
Rbm6-ps2,0.094,0.094
Nceh1,0.284,0.284
Vmn2r98,,
Scgb2b25-ps,,
Prrt3,0.518,0.518
BC055324,0.254,0.254
Trbv12-1,0.238,0.238
Gm18258,0.584,0.584
Gm10401,0.681,0.681
Rnf165,0.985,0.985
AC140053.1,,
Slc25a51,0.172,0.172
1700024B05Rik,,
Gm20833,,
Igkv4-57,0.924,0.924
Gm371,,
Cox6a2,0.894,0.894
Dgke,0.607,0.607
Olfr124,0.591,0.591
Olfr1123,0.32,0.32
Gm7663,,
Phyhipl,0.696,0.696
Grina,0.531,0.531
Olfr575,0.952,0.952
Chn2,0.192,0.192
Fmo4,0.924,0.924
Mfsd4b1,0.924,0.924
4930595D18Rik,0.479,0.479
Gpld1,0.771,0.771
Gm15720,0.153,0.153
Gm12178,,
4930563E22Rik,0.569,0.569
Gm17873,,
Krt87,,
Gm13288,0.959,0.959
Gm13366,,
Igkv12-42,,
Wfdc6b,,
Gm29468,,
Nek8,0.433,0.433
Gm18956,,
Gm5353,0.326,0.326
Gm7972,0.876,0.876
Gm11598,,
Tbx21,0.298,0.298
Gm18294,0.624,0.624
AC124578.4,,
Ccdc97,0.979,0.979
Tigar,0.886,0.886
Gm8254,0.924,0.924
Gm11100,0.807,0.807
Gdi1,0.392,0.392
Prss47,0.167,0.167
Gm5113,0.223,0.223
Zfp932,0.381,0.381
Lce3a,,
Olfr925-ps1,,
Nae1,0.583,0.583
Zkscan3,0.738,0.738
Omg,0.709,0.709
Plch2,0.448,0.448
Fbln1,0.86,0.86
Crcp,0.348,0.348
Mill1,0.817,0.817
Ighv1-54,0.721,0.721
Prmt9,0.393,0.393
Omd,0.197,0.197
Klk1b8,,
Mybpc3,,
Gm48167,,
Erh,0.225,0.225
Ak6,0.289,0.289
Olfr394,0.272,0.272
Mob1b,0.97,0.97
Brd9,0.178,0.178
Actr1b,0.114,0.114
Olfm4,,
Lrrn3,0.448,0.448
Gm44088,,
Ssxa1,,
Gm18269,0.741,0.741
Usp10,0.105,0.105
Olfr711,,
Trbj1-2,0.959,0.959
Olfr1436,,
Thsd1,0.006,0.006
Gm9242,,
Clca3a1,0.871,0.871
Pdzd4,0.102,0.102
Usp14,0.139,0.139
Mad1l1,0.919,0.919
Mars,0.845,0.845
H2-M10.5-ps1,,
Timeless,0.024,0.024
Fam167a,0.845,0.845
Gm2288,,
Pcdhga12,0.765,0.765
Gm12028,,
Mup7,,
Gm47759,0.934,0.934
Lyve1,0.827,0.827
Rft1,0.155,0.155
Pim1,0.595,0.595
Gm11564,,
Ephx3,0.326,0.326
Tulp1,0.01,0.01
Gm13104,0.817,0.817
Ribc2,,
Akap3,0.817,0.817
Slc4a4,0.244,0.244
Gm6201,0.392,0.392
Fut4-ps1,0.601,0.601
Cnp,0.319,0.319
Gm11507,,
Gm6428,,
Rxfp1,0.644,0.644
Mad2l1,0.717,0.717
Rab23,0.812,0.812
Dctn1,0.203,0.203
Cyp2d34,,
Gm37207,,
Stx16,0.834,0.834
Rpl7a-ps2,0.523,0.523
Acot6,0.365,0.365
Gm7970,,
Gm18550,,
Gm5173,0.492,0.492
Pim2,0.325,0.325
Anxa2,0.267,0.267
Atp5l,0.118,0.118
Gm15493,,
Gm20409,,
CR974586.5,,
Krtap4-8,,
Nkx1-2,0.857,0.857
Abcc10,0.889,0.889
Kcnmb3,0.924,0.924
Spin2-ps3,,
Gm14103,,
Gm9785,0.547,0.547
Hapln2,0.641,0.641
Ighv1-8,,
Gm29639,,
Olfr1409-ps1,,
Ppm1j,0.146,0.146
Trav15d-3,0.384,0.384
Zfp747,0.327,0.327
Vmn1r-ps143,,
Jsrp1,,
Trp53-ps,0.817,0.817
Usp13,0.822,0.822
Gm48598,,
Gm48540,,
Gm49176,,
Gm15703,0.924,0.924
Lrrc24,0.056,0.056
Trav7n-4,0.755,0.755
Pmp22,0.822,0.822
Mlkl,0.716,0.716
Psmc3ip,0.393,0.393
Acot12,,
Med8,0.348,0.348
Wdr46,0.503,0.503
Zkscan1,0.768,0.768
Gm8708,,
Agpat5,0.32,0.32
Gm38149,,
Tspyl-ps,,
Foxf2,0.95,0.95
Gm11253,0.397,0.397
Gm17915,,
Gm47894,0.896,0.896
Gabrr2,0.358,0.358
Gm11905,,
Egr4,0.815,0.815
Olfr704,0.918,0.918
Arhgef6,0.419,0.419
Il6,0.112,0.112
Lgals1,0.107,0.107
Defb18,,
Spem2,,
Gm38184,,
Ptpn9,0.224,0.224
Rps12-ps21,0.663,0.663
Gm8669,,
Ppp2r1b,0.54,0.54
Nubp1,0.454,0.454
Gm11675,0.714,0.714
Gm8488,0.874,0.874
Add2,0.989,0.989
Rps28,0.858,0.858
Gm29661,,
Gm5050,0.928,0.928
Taf1a,0.705,0.705
Olfr1428,0.924,0.924
Gm3681,,
Gm18714,,
Cnga3,0.765,0.765
Gm2080,,
Gpr151,0.817,0.817
Igkv4-81,,
Mpg,0.533,0.533
Fcho1,0.814,0.814
Nlrx1,0.239,0.239
Phactr2,0.005,0.005
Gm2754,0.668,0.668
Gm14439,0.547,0.547
Gm7114,0.577,0.577
Olfr133,0.71,0.71
Igkv11-125,0.638,0.638
Tlcd2,0.637,0.637
Gm42579,,
Nell1,0.825,0.825
Gm12935,,
Csn1s2a,0.817,0.817
Fgf17,0.553,0.553
Olfr1170,0.301,0.301
Flt3,0.867,0.867
Gm4994,0.741,0.741
Olfr657,,
Klrb1a,0.924,0.924
Fth-ps2,0.789,0.789
Gm6728,0.527,0.527
Gm15580,,
Prg4,0.888,0.888
Olfr662-ps1,,
Prpf3,0.982,0.982
Pdzd7,0.836,0.836
Trib3,0.844,0.844
Gm28339,,
Celsr2,0.947,0.947
Gm12235,0.924,0.924
Gm12170,,
Wdr73,0.334,0.334
Spry1,0.551,0.551
Lcn6,,
Gm48769,,
Gm18165,,
Gm49177,0.977,0.977
Gm6736,0.704,0.704
Rps13,0.841,0.841
Olfr561,,
Zap70,0.883,0.883
Ighv1-39,0.766,0.766
Zscan4-ps3,,
Olfr248,,
Mfsd9,0.118,0.118
Gm18587,0.817,0.817
Ighv3-4,,
Nphp4,0.108,0.108
Gm20926,,
Ankrd1,0.885,0.885
Rdh9,0.071,0.071
Gm5185,0.924,0.924
Bmp5,0.818,0.818
Gm13361,,
Gm7423,,
Gm19182,,
Gm45032,,
Sort1,0.241,0.241
Gm11596,,
AC162463.3,,
Olfr529-ps1,0.817,0.817
Gm37693,,
Gm29920,,
Hdac1,0.211,0.211
Ppbp,0.61,0.61
Gm14645,,
1700091H14Rik,,
Vmn1r84,0.945,0.945
Ror1,,
Il12b,0.814,0.814
Gm15488,0.987,0.987
Gm5317,,
Gm3765,,
Gm11462,0.723,0.723
Gm42807,0.297,0.297
Tspan32,0.026,0.026
Slxl1,,
Gm12097,0.598,0.598
Gm14869,,
Gm6395,0.234,0.234
Fam227b,,
Ap5z1,0.711,0.711
Aar2,0.458,0.458
Gm15235,0.563,0.563
Zfp862-ps,0.841,0.841
Sprr2j-ps,,
Yme1l1,0.585,0.585
Inafm1,0.276,0.276
Gm49877,0.967,0.967
B4galt1,0.068,0.068
Tsc2,0.195,0.195
Gm47763,,
Btnl9,0.8,0.8
Olfr1308,,
Pgap1,0.407,0.407
Gm6679,0.924,0.924
Gm38044,,
Kirrel2,0.224,0.224
Zfp367,0.171,0.171
Gm43779,,
Nsun6,0.701,0.701
Pdia2,0.755,0.755
Csnk2a1,0.852,0.852
Gm18271,,
Gm14632,,
Slc6a13,0.811,0.811
Zmpste24,0.794,0.794
Gucy2e,0.584,0.584
Gm15162,,
Olfr831-ps1,,
Anxa9,0.468,0.468
Parp3,0.204,0.204
Slc50a1,0.363,0.363
Gm8266,,
Gm29344,,
Aldoart1,0.983,0.983
Alms1-ps2,0.917,0.917
Gm44820,,
Efcab5,0.017,0.017
Zfp772,0.785,0.785
D230025D16Rik,0.949,0.949
Ldb2,,
Gm11804,,
Ctrc,0.679,0.679
Gm49372,0.755,0.755
Gm47008,,
Gm4607,0.924,0.924
Vmn2r36,,
Dcbld2,0.84,0.84
Fam3c,0.197,0.197
Rps15,0.964,0.964
Gm19129,0.312,0.312
Gm6651,0.924,0.924
Vmn2r-ps115,0.817,0.817
Gm6077,0.817,0.817
Bcas1,0.096,0.096
Fzd9,0.666,0.666
Pcdh9,,
Gm14663,,
Fhl3,0.707,0.707
Clcn3,0.786,0.786
Gm28428,,
Gm15216,0.924,0.924
Gm44575,,
Adamtsl4,0.446,0.446
Cela3a,,
Fitm1,0.382,0.382
Fam98b,0.48,0.48
Fancf,0.887,0.887
Gm20547,,
Olfr123,0.515,0.515
Ttc28,0.396,0.396
Gm28769,,
Zfp551,0.059,0.059
Vmn2r21,,
Gm48165,0.775,0.775
Vmn1r25,,
Gm49951,0.623,0.623
Olfr1105,0.411,0.411
Chsy1,0.933,0.933
Gm454,0.924,0.924
Snrnp25,0.423,0.423
AC127331.1,0.547,0.547
Gm14639,0.889,0.889
Gm2163,,
Gm7162,0.817,0.817
Gm12956,,
Gm12040,,
Akr1e1,0.482,0.482
Gm5364,,
Gpr4,,
Gm10155,0.622,0.622
Dnmbp,0.672,0.672
Lztfl1,0.08,0.08
Olfr1006,,
Gm21380,,
Rprd1b,0.668,0.668
Gm30517,,
Naf1,0.915,0.915
Gm16223,0.106,0.106
Cplx3,0.654,0.654
Ppm1e,0.0,0.0
Gm8644,,
Gm48541,0.396,0.396
Gm5732,0.509,0.509
BC051019,0.353,0.353
Gm20749,,
Spock1,,
Anapc4,0.56,0.56
Gm32983,,
Gm21573,,
Gm32033,,
Tnfsf13b,0.676,0.676
Gm17097,0.924,0.924
Dhx15,0.912,0.912
Gm8882,0.924,0.924
Gpbar1,0.723,0.723
Alas1,0.363,0.363
Gm16113,,
Gm21028,,
Malt1,0.418,0.418
Saa3,0.14,0.14
Gm18561,,
Mroh2b,,
Sh3bp5,0.444,0.444
Vmn2r90,0.167,0.167
Cpa1,,
Gm49261,,
Gm44126,0.276,0.276
Gm11673,,
Olfr49,0.083,0.083
Ndufb4c,0.716,0.716
Mettl2,0.262,0.262
Cnot6l,0.665,0.665
Gm29076,,
Sh2d5,0.591,0.591
Gm42533,0.644,0.644
Ear-ps4,,
Ubald2,0.679,0.679
Dph3,0.098,0.098
Gm7776,0.755,0.755
Nfib,0.201,0.201
Oas1c,0.02,0.02
Gm28273,,
Wdr35,0.293,0.293
Plppr1,,
Fhod1,0.409,0.409
Gm45795,0.605,0.605
Capzb,0.146,0.146
2410131K14Rik,0.853,0.853
Gm5870,0.864,0.864
