gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Acta2,-0.13,0.13
Hic2,0.026,-0.026
Ankhd1,-0.016,0.016
Atp6v1g1,0.004,-0.004
Btbd35f18,,
Smoc1,0.377,-0.377
2310009A05Rik,0.218,-0.218
Bub3,0.019,-0.019
Slc22a21,0.179,-0.179
Hook2,0.078,-0.078
Rnf26,0.02,-0.02
Nfatc2ip,-0.254,0.254
4921524J17Rik,0.06,-0.06
4921507P07Rik,1.467,-1.467
Usf1,0.241,-0.241
Gm47147,0.007,-0.007
Gm18268,,
Gm9772,-0.338,0.338
Dynll2,0.022,-0.022
Gm49114,0.149,-0.149
Klk8,-0.001,0.001
Calhm5,1.122,-1.122
Gm4134,,
Ccl6,-0.585,0.585
Orai1,0.178,-0.178
Zfp157,0.086,-0.086
Adra2b,-0.139,0.139
Clec12a,0.187,-0.187
Gm18889,2.377,-2.377
Gm867,-1.087,1.087
Olfr443-ps1,-0.338,0.338
Olfr521,,
Pthlh,,
Gm12443,-0.338,0.338
Tk1,-0.119,0.119
Gm5436,0.642,-0.642
Vmn1r-ps107,-0.762,0.762
Golga1,-0.105,0.105
Hps5,0.228,-0.228
Gm12873,,
Pcsk1n,1.104,-1.104
Atp6v0a1,-0.084,0.084
Gm4764,,
Pcbd1,,
Gm15054,-0.338,0.338
Gm43110,-0.184,0.184
Dcaf12l1,,
Gnai1,0.608,-0.608
Gm15321,-0.664,0.664
Rhoh,0.064,-0.064
Gm13539,,
Gm21034,,
Gm3591,,
Gm16560,,
Gm11168,-1.394,1.394
Gm20403,1.221,-1.221
Gm49868,,
Itch,-0.018,0.018
Gpatch1,0.095,-0.095
Cd300ld5,1.101,-1.101
Otud4,0.058,-0.058
Rer1,0.08,-0.08
Gm44656,,
Gm48785,,
Tipin,-0.076,0.076
Olfr639,-0.027,0.027
Gpr50,,
Gm10256,,
Fh1,0.047,-0.047
Pdia6,-0.168,0.168
Gm9613,1.104,-1.104
Cdc34,0.022,-0.022
Gm13680,0.173,-0.173
Cyp26c1,-0.251,0.251
Ccn3,1.104,-1.104
Slc6a15,-0.231,0.231
Pabpn1,0.18,-0.18
Vmn1r88,0.006,-0.006
Gm9207,-2.26,2.26
G3bp1,0.014,-0.014
Gm28328,,
Pea15a,0.185,-0.185
Rps6ka6,0.972,-0.972
Olfr783-ps1,,
Gm17838,,
AC166748.1,-0.857,0.857
Smco2,,
Gm6478,0.086,-0.086
Gm13119,,
Gm5554,,
Gm44030,,
Timm29,-0.002,0.002
Olfr116,-2.303,2.303
Ncapd3,-0.008,0.008
Apip,0.336,-0.336
Gm49023,,
Gm11397,1.104,-1.104
Gm5739,-0.338,0.338
Glcci1,0.12,-0.12
2310057J18Rik,1.93,-1.93
Gm17229,0.592,-0.592
Rpl29,0.04,-0.04
Nrarp,-0.147,0.147
Olfr803,0.179,-0.179
Plekhb1,1.104,-1.104
Ran,-0.03,0.03
Zfp280d,-0.261,0.261
Gm12838,1.065,-1.065
Atxn2l,-0.142,0.142
B020031M17Rik,,
Prop1,0.96,-0.96
Gm20493,,
Gjb1,,
Gm3242,,
Ppp1r14a,-0.217,0.217
Gm47965,-3.773,3.773
Gm44651,,
Slc6a6,0.065,-0.065
Heatr3,-0.183,0.183
Mrpl51,-0.062,0.062
Gm9387,-0.366,0.366
Lce1l,,
Gm7645,-0.835,0.835
Gm17152,,
Vps25,-0.006,0.006
Ttn,-0.983,0.983
Zfp57,1.104,-1.104
Chrm2,,
Oat-rs1,-0.338,0.338
Rbmx2-ps,,
Ric1,-0.122,0.122
Gm16276,-2.863,2.863
Higd1b,,
1700013H16Rik,,
Serpina3b,,
Ear6,,
Armc1,0.034,-0.034
Dok2,0.006,-0.006
Gm49846,,
Gm21729,,
Ank3,0.365,-0.365
Usp26,-0.338,0.338
Pnn,0.087,-0.087
Pde4d,0.357,-0.357
Gm5261,,
Nadk,-0.093,0.093
Nr2f6,0.416,-0.416
Neu4,-1.078,1.078
Zfp687,0.02,-0.02
Dusp14,0.211,-0.211
Rhobtb3,-0.233,0.233
Olfr209,,
Tusc3,0.124,-0.124
Gm4536,,
Cdk5rap3,-0.071,0.071
Gm15926,,
Pag1,0.039,-0.039
Olfr945,,
Shbg,,
Trav14d-3-dv8,-0.128,0.128
Tas2r141-ps4,,
Gm11763,,
Sox18,-0.813,0.813
Vmn2r-ps131,,
Gm29410,,
Gm9616,-0.563,0.563
Zfp451,-0.117,0.117
Angptl7,-0.146,0.146
Tmppe,-0.149,0.149
Cavin2,-2.563,2.563
Gm49051,-2.802,2.802
Rarres2,,
Neurod1,-0.779,0.779
Gm5979,,
Igkv12-47,,
Itpa-ps2,,
Gm7589,-0.4,0.4
Gm18600,1.104,-1.104
Zhx3,-0.309,0.309
Dnm1l,-0.014,0.014
Gm18500,,
Olfr1202,0.417,-0.417
Gm16584,,
Gm37826,,
Gm6520,-2.171,2.171
Gm28819,-1.168,1.168
Pnpla3,0.136,-0.136
Pebp4,-0.338,0.338
Zfp3,0.096,-0.096
Cst10,,
Gm48476,,
Scgb1b5-ps,,
Dnajc18,0.02,-0.02
Ces2e,,
Utp14b,-0.058,0.058
Gm43115,,
Ttk,-0.035,0.035
Sostdc1,0.625,-0.625
Vmn2r-ps117,-0.313,0.313
Gm18702,,
Teddm1a,,
Gm11403,,
Gm5313,-0.819,0.819
Pdyn,,
Vmn2r94,0.026,-0.026
Gm14435,0.241,-0.241
Gm43058,-0.12,0.12
Fnbp1l,-1.546,1.546
Gm7416,-1.685,1.685
Gm11398,,
Pex7,0.092,-0.092
Mindy4,-0.338,0.338
Gm7611,0.146,-0.146
Gm18042,-0.693,0.693
Gm10224,-1.371,1.371
Dhtkd1,-0.122,0.122
Shc3,0.623,-0.623
Gm7137,,
Tmco1,0.019,-0.019
Trpm1,-0.583,0.583
Cmc2,-0.108,0.108
Plekho2,0.029,-0.029
Gm12375,,
4933411K16Rik,0.625,-0.625
B3gnt5,0.151,-0.151
Gm48443,-0.065,0.065
Efcab12,0.15,-0.15
Olfr1221,0.118,-0.118
Gm47464,-0.829,0.829
Gm28390,,
Gm6254,1.726,-1.726
Vmn2r63,0.023,-0.023
Gm16571,,
Plscr1,-0.044,0.044
Podnl1,0.073,-0.073
Hcst,0.091,-0.091
Gm48290,,
Vnn1,,
Alg9,0.15,-0.15
Wdr26,0.017,-0.017
Svbp,0.012,-0.012
Ogfod1,0.1,-0.1
St6gal1,-0.015,0.015
Sox3,,
Gm43493,-1.856,1.856
Rpl26-ps4,-0.602,0.602
Rnf227,-0.363,0.363
Olfr1459,0.368,-0.368
Gm14489,,
Idh3b,0.04,-0.04
Lactb,-0.001,0.001
Gm45752,-1.342,1.342
Gm19013,,
Ang5,,
Gm9583,,
Slc22a2,,
Gm14421,-0.197,0.197
Mknk2,-0.079,0.079
Gm5652,-2.027,2.027
Ephx2,0.965,-0.965
1700006A11Rik,,
Zfp930,-0.011,0.011
Gm14326,0.045,-0.045
Olfr840-ps1,,
Emsy,0.009,-0.009
Gm9119,,
Gm20118,,
Gm47458,,
Gm43380,,
Gm6524,-0.338,0.338
Gm8545,-0.338,0.338
Helt,,
Sccpdh,0.733,-0.733
Gm4373,-0.819,0.819
Gm18465,,
Gm1401,,
Btbd7,0.069,-0.069
Gm9797,-0.196,0.196
Esam,-1.504,1.504
Mrgprd,,
Ercc1,-0.107,0.107
Abcc9,-0.087,0.087
Olfr214,,
Uqcrq,-0.115,0.115
Gm5400,1.104,-1.104
4932415M13Rik,0.624,-0.624
Etfdh,0.032,-0.032
Gm11406,,
Cacng3,-0.828,0.828
Gm18071,,
Acp5,-0.04,0.04
Olfr589,,
Gm47227,,
Rps6kl1,-0.295,0.295
Gm7065,-1.192,1.192
Vmn2r121,0.269,-0.269
Hbb-bt,0.371,-0.371
Rnf186,,
Gm18760,,
Gm48101,1.104,-1.104
Fam189a2,,
Gm15088,,
Gm4891,-0.402,0.402
Lrrc8a,0.049,-0.049
Dnaaf1,2.642,-2.642
Gm14559,,
Gm11452,,
Aqp7,-0.365,0.365
Gm14942,-0.338,0.338
Txnl4a,-0.012,0.012
Fgf15,-1.466,1.466
Gm18857,,
Sp4,0.173,-0.173
Gm3338,-1.276,1.276
Olfr111,0.668,-0.668
Chadl,0.237,-0.237
Gm5385,0.141,-0.141
Reep1,-0.065,0.065
Gm28740,,
Ube3a,0.089,-0.089
Gng10,0.076,-0.076
Rrp36,-0.028,0.028
Tacc1,-0.029,0.029
Ccz1,0.043,-0.043
Gm43163,,
Trbj2-1,-0.039,0.039
Gm14876,,
Selenoo,0.03,-0.03
Cmss1,-0.122,0.122
Tas2r142-ps5,,
CN725425,,
Stxbp6,0.181,-0.181
Rmnd1,-0.079,0.079
Gm11793,0.046,-0.046
Gm16440,,
Cdhr4,-0.104,0.104
Gm43264,,
Trim5,0.113,-0.113
Wdr48,0.005,-0.005
Vmn1r-ps66,,
Gm16519,-1.095,1.095
Gm10717,-1.252,1.252
Insrr,-0.222,0.222
Slc51a,-0.338,0.338
Gm5254,0.146,-0.146
Gm44615,,
Gm6560,-0.489,0.489
Rergl,,
Trp53rkb,-0.121,0.121
Hist1h2aa,-0.692,0.692
Gm14502,,
Gm6108,1.558,-1.558
Cdr2,-0.163,0.163
Lancl3,0.421,-0.421
Capn11,0.089,-0.089
Gm7289,-1.384,1.384
AC138790.4,,
Gm16367,,
Zfp408,-0.082,0.082
Gm13359,-0.338,0.338
Gm14744,,
Gm42517,,
Gm11652,-0.664,0.664
Gm15989,-1.544,1.544
Hnrnpa0,0.154,-0.154
Gapvd1,-0.021,0.021
Cyp4f17,0.266,-0.266
Gm18384,,
Gm5276,2.544,-2.544
Ankrd29,0.941,-0.941
Gm45855,0.045,-0.045
Mthfd2,0.024,-0.024
Rusc2,-0.553,0.553
4931417E11Rik,,
Gpr55,0.986,-0.986
C77080,0.403,-0.403
Banf1,-0.06,0.06
BC002163,0.645,-0.645
Gm46611,-0.244,0.244
Gm47496,1.142,-1.142
Gm6065,0.182,-0.182
AC102249.1,-0.338,0.338
Gemin8,-0.216,0.216
Pcyt1a,0.241,-0.241
Gm10024,,
Gm29145,,
Ubald1,0.125,-0.125
Kat8,0.029,-0.029
Gm14973,,
Gm47048,-0.338,0.338
Mdn1,-0.319,0.319
Clcnka,,
Gm48467,,
Rps11,-0.022,0.022
Gm7446,-0.136,0.136
Gm7356,-1.382,1.382
Scgb2b21,,
Gm18765,1.495,-1.495
Gm3623,,
Pard3,-0.046,0.046
Gm43656,,
Tnfrsf13b,0.428,-0.428
Rgs10,-0.312,0.312
Gm13545,2.151,-2.151
Vmn2r3,-0.159,0.159
Gm47502,-0.136,0.136
Gm14554,1.606,-1.606
Ap3b2,0.295,-0.295
Gm21992,0.103,-0.103
Gm28927,,
Gm49320,2.305,-2.305
Nudt1,0.172,-0.172
Gm11410,-0.819,0.819
Gm2888,,
Gm6695,-0.667,0.667
Glo1,0.069,-0.069
Mapk9,0.107,-0.107
Gm18800,-0.819,0.819
Plce1,0.216,-0.216
Gm9004,-1.433,1.433
Casz1,-0.299,0.299
Gm7494,,
Lsmem1,0.033,-0.033
Fam83g,-0.037,0.037
Apobr,0.203,-0.203
Rnf6,0.233,-0.233
Ccnl2,0.036,-0.036
Gm7788,-1.308,1.308
Cmtm7,0.013,-0.013
Gm19158,,
Spg7,-0.036,0.036
Gm36728,,
Mark1-ps2,,
Tra2a,-0.033,0.033
Igkj3,-0.338,0.338
Colec10,,
Vwce,0.07,-0.07
2810025M15Rik,-0.118,0.118
Rps16-ps2,0.33,-0.33
4933408B17Rik,-0.725,0.725
Gm3164,,
Ebag9,0.029,-0.029
Fbxw23,,
Gm5646,,
Gm8261,-0.338,0.338
4921504E06Rik,,
Gm6161,-0.892,0.892
Fam183b,-0.819,0.819
Epb41l5,-0.071,0.071
Slc8b1,0.006,-0.006
Gm13608,-0.093,0.093
Scgb1b25-ps,,
Olfr1415,-1.741,1.741
Gm48450,,
Fam131b,0.426,-0.426
Gm48282,,
Agr3,,
Mfsd5,0.11,-0.11
Igkv10-95,1.104,-1.104
Gdap1,-1.311,1.311
Igkv9-129,,
Numbl,-0.136,0.136
Gm18092,,
Gm18038,1.104,-1.104
Gm49425,,
Sobp,0.302,-0.302
Plekha8,0.161,-0.161
Gm26620,0.017,-0.017
Vmn1r231,,
Edn2,,
Ndufs6,-0.037,0.037
Nasp,-0.116,0.116
Serpinb2,,
Olfr1001-ps1,,
Spag5,-0.034,0.034
Olfr742,-0.016,0.016
Gm3854,-0.108,0.108
Ccr7,-0.189,0.189
Defb23,,
Smg7,-0.154,0.154
Gm15196,,
Esr2,-0.215,0.215
Fcgrt,0.225,-0.225
Aprt,0.081,-0.081
St7,0.378,-0.378
Olfr724,,
Gm14898,,
C2cd4c,0.235,-0.235
Gm47264,,
Gm29385,,
Gm37128,,
Trpc3,,
Gm11830,-0.819,0.819
Phyh,0.148,-0.148
Rbck1,0.103,-0.103
Otud5,0.059,-0.059
Whamm,0.121,-0.121
Gm8369,-0.11,0.11
Gm10327,-0.962,0.962
Gm12885,,
Ggnbp1,-0.228,0.228
Phf21a,-0.003,0.003
Gm13009,-1.178,1.178
Kdelr1,-0.03,0.03
Dnah7b,-0.143,0.143
Klk1b22,,
Rhot1,-0.01,0.01
Gm7579,,
Igkv14-111,-1.622,1.622
Gm13123,,
Mylk3,2.364,-2.364
Catsperg2,0.2,-0.2
Tmem196,1.051,-1.051
Trrap,-0.111,0.111
Eif4enif1,-0.164,0.164
Gm29609,-0.374,0.374
Armcx1,0.005,-0.005
Gm47340,,
Gm8328,,
Hist1h4m,-0.211,0.211
Trav8-2,-0.107,0.107
Ehbp1l1,0.091,-0.091
Klc3,0.177,-0.177
4930432K21Rik,-0.424,0.424
Klrc3,0.014,-0.014
Ttc27,0.117,-0.117
Tmco3,0.059,-0.059
Dlg1,0.063,-0.063
Gm3972,,
S100a10,0.11,-0.11
Lyzl1,,
Chga,-0.529,0.529
Nfs1,-0.04,0.04
Rsph4a,0.138,-0.138
Gm6822,,
Gm44133,,
Wfdc5,,
4921524L21Rik,,
Traj44,-0.235,0.235
Gm17079,,
Sh2b3,-0.085,0.085
Gm20503,-0.128,0.128
Unc5c,-0.818,0.818
Gm11565,,
Lrrc45,0.056,-0.056
Gm5910,0.142,-0.142
Gm37000,,
Gm5404,,
Gm46541,,
Ighv5-13,,
Klri2,-0.173,0.173
Gm11692,,
Clmn,0.08,-0.08
Gm10110,0.581,-0.581
Cd53,0.147,-0.147
Hes6,0.032,-0.032
Gm16342,,
Hinfp,-0.09,0.09
Gtpbp4-ps7,,
Pde7b,0.073,-0.073
Map2k5,-0.03,0.03
Clec4f,3.027,-3.027
Gm31123,,
Gm37961,,
AC197447.1,,
4833418N17Rik,,
Arntl,-0.208,0.208
Eml2,0.133,-0.133
Gm47347,,
Gm21152,,
Tcp11l1,0.039,-0.039
Gm14904,,
Gm11235,,
Alg10b,0.012,-0.012
Gm7138,,
Gm4925,0.132,-0.132
Rfk,0.022,-0.022
Eps15,0.018,-0.018
Dgkd,0.005,-0.005
Mrgprc2-ps,-0.085,0.085
Ccdc174,0.232,-0.232
Fahd2a,0.469,-0.469
Gm8956,0.25,-0.25
Gm49649,,
Dnmt3a,-0.036,0.036
Casd1,-0.038,0.038
Plekhh1,-0.08,0.08
Vmn2r93,-0.033,0.033
Kcnk2,-0.242,0.242
Tmem178,1.104,-1.104
Hoxa1,,
Gm11954,-3.347,3.347
Aoah,0.159,-0.159
Zfp784,0.242,-0.242
Ap4m1,0.009,-0.009
Olfr385,,
Slc2a7,,
Tmpo,-0.049,0.049
Gm14743,,
Dhx34,0.095,-0.095
Ctsz,0.003,-0.003
Ggt1,0.06,-0.06
Yaf2,-0.05,0.05
Zfp600,1.551,-1.551
Ncam1,0.66,-0.66
Gm4900,0.645,-0.645
Olfr1274-ps,-0.305,0.305
Gm43602,,
Gm47626,0.12,-0.12
Creb5,-0.245,0.245
Fbxo6,0.002,-0.002
Zfp775,0.111,-0.111
Zbtb34,-0.157,0.157
Rplp1,0.03,-0.03
Zfp799,-0.605,0.605
Gm35405,0.217,-0.217
Zfp629,0.239,-0.239
Gm47103,0.304,-0.304
Gm48647,,
Ruvbl2,-0.186,0.186
Olfr872,,
Trav12-1,0.925,-0.925
Gm29293,2.013,-2.013
3830406C13Rik,0.251,-0.251
Nudt14,-0.042,0.042
Olfr716,-0.221,0.221
Olfr689,0.768,-0.768
Vmn1r-ps21,,
Gm13315,-0.819,0.819
Gm43564,-0.158,0.158
Gm14603,,
Gm8857,3.249,-3.249
Gm20480,,
Bcap31,-0.018,0.018
Adam23,0.821,-0.821
Ipo11,-0.094,0.094
Cdh6,-0.169,0.169
Vsig1,,
Gm47245,,
Uap1l1,0.54,-0.54
Gm13683,0.143,-0.143
Zfp273,-0.191,0.191
Nlrp6,-2.817,2.817
Gm14182,,
Gja10,2.994,-2.994
Gm27024,,
Gabrq,0.189,-0.189
Gm18984,-0.338,0.338
Chrna1,0.261,-0.261
Gabarap,0.189,-0.189
Gm49819,,
Rpl30-ps8,-1.12,1.12
Gm44768,0.155,-0.155
Gm11229,,
Tubb2a,0.13,-0.13
9930021J03Rik,-0.115,0.115
Tcim,-0.338,0.338
Lrrc4,-0.395,0.395
Lrcol1,2.029,-2.029
Fbxw9,0.302,-0.302
Gm12515,,
Gm46477,,
H2afb3,,
Gm15256,1.453,-1.453
Gm9292,,
Ccdc144b,-0.038,0.038
Gm43064,-0.485,0.485
Wfdc15b,,
Tmem250-ps,0.134,-0.134
Gm14593,,
Gm14839,,
Tas2r135,-2.915,2.915
Gm28391,,
Nid1,0.717,-0.717
Ddost,-0.058,0.058
Fmod,1.104,-1.104
Thbs4,,
Ttc14,0.104,-0.104
Tpt1,-0.026,0.026
Tab2,-0.143,0.143
Ppp4r1,-0.009,0.009
Kif21b,0.038,-0.038
Gm8756,0.351,-0.351
Vmn2r-ps25,,
Gm17965,,
Lta,0.049,-0.049
Samm50,-0.048,0.048
Gm5070,-0.447,0.447
Zkscan6,0.011,-0.011
Lhx8,,
Gm8667,,
Gm44965,-1.382,1.382
Col6a2,-0.283,0.283
Caap1,0.015,-0.015
Gm18713,-0.187,0.187
Rarb,,
Gm12036,1.104,-1.104
Gm3002,-2.607,2.607
Car8,-0.208,0.208
Mtx2,0.174,-0.174
Slc24a4,-3.639,3.639
Adamtsl3,,
Sf3b2,0.053,-0.053
Vmn2r-ps97,,
Fam114a1,0.07,-0.07
H2al1b,,
Fastkd2,0.529,-0.529
Gm15920,0.276,-0.276
Lgi4,-1.166,1.166
Gm13268,-1.483,1.483
Vmn1r139,-0.338,0.338
Gkn2,,
Trim35,0.018,-0.018
Gm44084,-0.102,0.102
Spin2c,0.071,-0.071
Gm15041,0.589,-0.589
Kctd6,0.55,-0.55
Gm12007,,
Gm5207,-1.214,1.214
Gm17051,,
Trp53rka,0.087,-0.087
Lipt1,0.506,-0.506
Cyp4a29-ps1,,
Flna,0.01,-0.01
Gm14294,,
4930447F04Rik,,
Tcstv3,,
Gm48255,-0.819,0.819
Krtap11-1,,
Btbd35f16,,
Gm48049,,
Gpaa1,-0.193,0.193
Sorl1,0.041,-0.041
Acsl5,0.075,-0.075
Igkv4-60,-0.338,0.338
Gm48554,,
Zfp329,0.119,-0.119
Gm47010,,
Gm18964,-0.819,0.819
Vmn2r-ps95,,
Gm4868,,
Olfr223,,
Gm16533,,
Gm3835,-2.081,2.081
Cts6,,
Gm14416,-0.237,0.237
Rpl5-ps2,0.102,-0.102
Olfr1444,0.311,-0.311
Gm43491,,
Kcp,0.812,-0.812
Olfr861-ps1,,
Gm21018,-0.338,0.338
Gm7369,-0.338,0.338
Zfp934,-0.078,0.078
Rbm6-ps2,3.092,-3.092
Nceh1,0.161,-0.161
Vmn2r98,,
Scgb2b25-ps,,
Prrt3,0.459,-0.459
BC055324,-0.277,0.277
Trbv12-1,-0.503,0.503
Gm18258,-0.911,0.911
Gm10401,1.127,-1.127
Rnf165,0.011,-0.011
AC140053.1,,
Slc25a51,0.137,-0.137
1700024B05Rik,,
Gm20833,,
Igkv4-57,-0.338,0.338
Gm371,,
Cox6a2,-0.168,0.168
Dgke,0.082,-0.082
Olfr124,1.178,-1.178
Olfr1123,-0.674,0.674
Gm7663,,
Phyhipl,-0.236,0.236
Grina,0.094,-0.094
Olfr575,0.014,-0.014
Chn2,0.257,-0.257
Fmo4,-0.338,0.338
Mfsd4b1,-0.338,0.338
4930595D18Rik,-0.893,0.893
Gpld1,-0.335,0.335
Gm15720,-0.75,0.75
Gm12178,,
4930563E22Rik,-0.283,0.283
Gm17873,,
Krt87,,
Gm13288,0.07,-0.07
Gm13366,,
Igkv12-42,,
Wfdc6b,,
Gm29468,,
Nek8,-0.171,0.171
Gm18956,,
Gm5353,2.019,-2.019
Gm7972,0.108,-0.108
Gm11598,,
Tbx21,0.105,-0.105
Gm18294,0.145,-0.145
AC124578.4,,
Ccdc97,-0.004,0.004
Tigar,-0.024,0.024
Gm8254,-0.338,0.338
Gm11100,0.118,-0.118
Gdi1,0.108,-0.108
Prss47,-1.025,1.025
Gm5113,0.214,-0.214
Zfp932,0.127,-0.127
Lce3a,,
Olfr925-ps1,,
Nae1,0.054,-0.054
Zkscan3,-0.028,0.028
Omg,-0.176,0.176
Plch2,-0.921,0.921
Fbln1,-0.307,0.307
Crcp,0.12,-0.12
Mill1,-0.819,0.819
Ighv1-54,0.994,-0.994
Prmt9,0.079,-0.079
Omd,-0.813,0.813
Klk1b8,,
Mybpc3,,
Gm48167,,
Erh,-0.165,0.165
Ak6,0.128,-0.128
Olfr394,-0.269,0.269
Mob1b,-0.005,0.005
Brd9,0.116,-0.116
Actr1b,-0.187,0.187
Olfm4,,
Lrrn3,0.816,-0.816
Gm44088,,
Ssxa1,,
Gm18269,-0.485,0.485
Usp10,-0.189,0.189
Olfr711,,
Trbj1-2,-0.008,0.008
Olfr1436,,
Thsd1,1.184,-1.184
Gm9242,,
Clca3a1,-0.06,0.06
Pdzd4,-2.864,2.864
Usp14,0.181,-0.181
Mad1l1,0.017,-0.017
Mars,-0.026,0.026
H2-M10.5-ps1,,
Timeless,-0.258,0.258
Fam167a,-0.213,0.213
Gm2288,,
Pcdhga12,-0.081,0.081
Gm12028,,
Mup7,,
Gm47759,0.04,-0.04
Lyve1,-0.773,0.773
Rft1,0.208,-0.208
Pim1,-0.055,0.055
Gm11564,,
Ephx3,-0.236,0.236
Tulp1,0.566,-0.566
Gm13104,-0.818,0.818
Ribc2,,
Akap3,-0.819,0.819
Slc4a4,1.391,-1.391
Gm6201,-0.806,0.806
Fut4-ps1,-1.17,1.17
Cnp,-0.094,0.094
Gm11507,,
Gm6428,,
Rxfp1,-0.349,0.349
Mad2l1,0.059,-0.059
Rab23,0.045,-0.045
Dctn1,0.143,-0.143
Cyp2d34,,
Gm37207,,
Stx16,-0.032,0.032
Rpl7a-ps2,-2.02,2.02
Acot6,0.284,-0.284
Gm7970,,
Gm18550,,
Gm5173,0.964,-0.964
Pim2,-0.15,0.15
Anxa2,0.172,-0.172
Atp5l,0.136,-0.136
Gm15493,,
Gm20409,,
CR974586.5,,
Krtap4-8,,
Nkx1-2,0.11,-0.11
Abcc10,-0.018,0.018
Kcnmb3,-0.338,0.338
Spin2-ps3,,
Gm14103,,
Gm9785,2.091,-2.091
Hapln2,1.61,-1.61
Ighv1-8,,
Gm29639,,
Olfr1409-ps1,,
Ppm1j,0.17,-0.17
Trav15d-3,-1.689,1.689
Zfp747,0.193,-0.193
Vmn1r-ps143,,
Jsrp1,,
Trp53-ps,-0.819,0.819
Usp13,0.531,-0.531
Gm48598,,
Gm48540,,
Gm49176,,
Gm15703,-0.338,0.338
Lrrc24,-1.2,1.2
Trav7n-4,1.104,-1.104
Pmp22,-0.795,0.795
Mlkl,-0.071,0.071
Psmc3ip,-0.231,0.231
Acot12,,
Med8,0.099,-0.099
Wdr46,0.097,-0.097
Zkscan1,0.031,-0.031
Gm8708,,
Agpat5,-0.172,0.172
Gm38149,,
Tspyl-ps,,
Foxf2,0.073,-0.073
Gm11253,1.585,-1.585
Gm17915,,
Gm47894,-0.332,0.332
Gabrr2,-1.204,1.204
Gm11905,,
Egr4,-0.266,0.266
Olfr704,0.031,-0.031
Arhgef6,0.061,-0.061
Il6,2.128,-2.128
Lgals1,0.199,-0.199
Defb18,,
Spem2,,
Gm38184,,
Ptpn9,-0.14,0.14
Rps12-ps21,1.07,-1.07
Gm8669,,
Ppp2r1b,0.066,-0.066
Nubp1,-0.101,0.101
Gm11675,1.014,-1.014
Gm8488,-0.261,0.261
Add2,-0.034,0.034
Rps28,-0.018,0.018
Gm29661,,
Gm5050,0.154,-0.154
Taf1a,0.058,-0.058
Olfr1428,-0.338,0.338
Gm3681,,
Gm18714,,
Cnga3,0.074,-0.074
Gm2080,,
Gpr151,-0.819,0.819
Igkv4-81,,
Mpg,-0.082,0.082
Fcho1,0.024,-0.024
Nlrx1,0.217,-0.217
Phactr2,-0.469,0.469
Gm2754,1.495,-1.495
Gm14439,2.091,-2.091
Gm7114,1.11,-1.11
Olfr133,0.135,-0.135
Igkv11-125,1.622,-1.622
Tlcd2,-0.119,0.119
Gm42579,,
Nell1,-0.782,0.782
Gm12935,,
Csn1s2a,-0.819,0.819
Fgf17,-1.7,1.7
Olfr1170,-0.845,0.845
Flt3,-0.074,0.074
Gm4994,-0.086,0.086
Olfr657,,
Klrb1a,-0.338,0.338
Fth-ps2,-0.096,0.096
Gm6728,1.162,-1.162
Gm15580,,
Prg4,0.169,-0.169
Olfr662-ps1,,
Prpf3,-0.004,0.004
Pdzd7,0.226,-0.226
Trib3,-0.094,0.094
Gm28339,,
Celsr2,0.014,-0.014
Gm12235,-0.338,0.338
Gm12170,,
Wdr73,-0.137,0.137
Spry1,0.238,-0.238
Lcn6,,
Gm48769,,
Gm18165,,
Gm49177,0.018,-0.018
Gm6736,0.39,-0.39
Rps13,0.023,-0.023
Olfr561,,
Zap70,0.013,-0.013
Ighv1-39,-0.814,0.814
Zscan4-ps3,,
Olfr248,,
Mfsd9,0.496,-0.496
Gm18587,-0.819,0.819
Ighv3-4,,
Nphp4,-0.524,0.524
Gm20926,,
Ankrd1,-0.366,0.366
Rdh9,0.782,-0.782
Gm5185,-0.338,0.338
Bmp5,-0.444,0.444
Gm13361,,
Gm7423,,
Gm19182,,
Gm45032,,
Sort1,-0.83,0.83
Gm11596,,
AC162463.3,,
Olfr529-ps1,-0.819,0.819
Gm37693,,
Gm29920,,
Hdac1,-0.109,0.109
Ppbp,0.604,-0.604
Gm14645,,
1700091H14Rik,,
Vmn1r84,-0.029,0.029
Ror1,,
Il12b,0.374,-0.374
Gm15488,-0.023,0.023
Gm5317,,
Gm3765,,
Gm11462,0.696,-0.696
Gm42807,2.592,-2.592
Tspan32,0.325,-0.325
Slxl1,,
Gm12097,0.249,-0.249
Gm14869,,
Gm6395,-3.592,3.592
Fam227b,,
Ap5z1,-0.045,0.045
Aar2,0.065,-0.065
Gm15235,2.015,-2.015
Zfp862-ps,0.072,-0.072
Sprr2j-ps,,
Yme1l1,0.05,-0.05
Inafm1,0.26,-0.26
Gm49877,0.145,-0.145
B4galt1,0.122,-0.122
Tsc2,-0.114,0.114
Gm47763,,
Btnl9,-0.072,0.072
Olfr1308,,
Pgap1,-0.167,0.167
Gm6679,-0.338,0.338
Gm38044,,
Kirrel2,-2.363,2.363
Zfp367,-0.222,0.222
Gm43779,,
Nsun6,0.063,-0.063
Pdia2,1.104,-1.104
Csnk2a1,-0.017,0.017
Gm18271,,
Gm14632,,
Slc6a13,0.258,-0.258
Zmpste24,-0.033,0.033
Gucy2e,0.255,-0.255
Gm15162,,
Olfr831-ps1,,
Anxa9,-0.253,0.253
