gene_name,WT_0h_rep1,WT_0h_rep2,WT_0h_rep3,KO_0h_rep1,KO_0h_rep2,KO_0h_rep3,WT_6h_rep1,WT_6h_rep2,WT_6h_rep3,KO_6h_rep1,KO_6h_rep2,WT_24h_rep1,WT_24h_rep2,WT_24h_rep3,KO_24h_rep1,KO_24h_rep2,KO_24h_rep3,WT_48h_rep1,WT_48h_rep2,WT_48h_rep3,KO_48h_rep1,KO_48h_rep2,KO_48h_rep3
Tsga10,5.637,3.185,3.929,5.725,2.096,2.695,1.757,0.859,0.434,1.578,0.852,0.885,0.605,0.911,1.943,1.147,1.032,2.632,2.108,2.184,3.317,3.032,1.809
Lipt1,2.631,6.422,2.943,3.927,2.564,3.942,7.853,13.595,11.434,11.348,11.408,19.266,16.3,23.743,9.141,17.243,10.27,11.285,20.859,16.774,10.31,11.501,10.709
Mitd1,52.321,46.485,38.935,53.515,53.092,38.781,19.765,19.273,27.408,30.873,12.188,30.479,38.23,33.526,34.18,46.545,39.14,36.354,41.674,47.558,43.784,71.121,63.759
Mrpl30,34.344,23.258,24.595,42.124,16.666,46.569,49.501,56.816,51.325,60.861,42.679,71.312,60.785,70.359,66.215,70.952,62.947,50.304,49.946,52.518,31.427,53.758,52.509
Lyg2,0.319,0.0,0.0,0.417,0.363,0.0,1.668,0.825,0.0,1.205,2.769,0.0,0.0,0.0,0.555,0.0,0.364,0.32,0.0,0.0,0.515,0.0,0.0
Lyg1,0.153,0.0,0.0,0.6,0.348,0.0,0.4,0.0,0.0,0.963,1.991,0.0,0.0,0.0,0.0,0.0,0.0,0.613,0.0,0.325,1.729,0.0,0.436
Txndc9,121.273,90.028,81.539,124.225,102.385,113.974,71.296,85.461,95.42,86.566,49.534,91.438,90.848,87.349,65.076,97.977,94.976,80.034,111.976,89.208,76.949,92.132,81.372
Eif5b,89.9,45.327,74.59,78.717,50.586,82.587,74.608,84.601,107.364,103.074,54.909,87.152,83.223,87.877,68.747,93.984,86.372,103.563,105.744,101.918,78.329,88.202,72.829
Rev1,43.164,18.657,32.974,44.561,27.152,33.97,42.149,47.84,55.516,58.661,26.033,68.436,81.728,86.641,56.87,90.978,80.43,132.152,143.66,137.374,88.074,108.097,80.099
Aff3,283.332,147.134,194.666,191.426,176.757,174.507,39.53,29.606,41.354,35.327,15.711,110.633,68.014,106.321,110.092,62.153,100.725,248.21,184.349,194.849,409.549,298.176,349.269
Lonrf2,0.157,0.223,0.184,0.768,0.178,0.247,1.279,0.405,0.199,0.789,1.699,0.43,0.392,0.0,0.681,0.207,0.446,1.255,0.764,0.749,0.443,0.266,0.112
Chst10,16.681,29.287,20.882,15.939,26.74,15.381,6.49,4.196,5.822,8.419,6.188,15.855,11.984,13.706,14.191,11.896,11.653,12.411,10.407,11.922,13.578,11.126,13.46
Nms,0.152,0.0,0.475,0.396,0.345,0.0,1.386,0.0,0.0,0.763,0.658,0.0,0.0,0.435,2.108,0.0,0.345,0.304,0.0,0.0,0.245,0.258,0.0
Pdcl3,11.608,11.983,9.77,10.992,9.567,11.872,19.896,27.369,23.299,24.826,11.325,22.314,29.529,29.166,21.678,33.797,29.076,17.427,22.2,21.895,18.263,28.86,31.834
Npas2,0.587,0.198,0.343,0.975,0.362,0.251,1.599,0.309,0.471,1.127,1.036,2.989,2.059,3.402,3.009,3.18,6.007,14.787,11.08,11.679,18.474,18.126,24.423
Rpl31,298.178,265.727,291.593,267.594,292.316,295.811,437.608,578.651,654.009,556.715,359.658,672.705,593.57,640.705,576.384,669.611,651.611,386.025,446.65,438.934,197.416,304.571,334.407
Tbc1d8,0.928,0.493,0.616,1.562,0.644,1.221,1.603,0.569,0.239,1.762,1.705,1.094,1.207,0.949,1.913,1.055,1.254,2.425,2.053,3.41,1.625,1.15,1.703
Cnot11,93.898,40.393,97.731,94.116,50.311,103.256,30.749,43.98,49.867,44.97,19.682,44.665,44.956,37.065,40.905,59.07,44.573,46.281,47.02,47.328,49.21,51.843,37.181
Rnf149,74.197,36.627,60.221,75.641,48.79,81.355,77.991,90.014,92.093,129.533,75.389,65.79,71.805,63.475,66.921,79.493,75.943,95.352,89.483,81.181,78.742,98.559,78.819
Creg2,0.153,0.145,0.4,0.933,0.116,0.214,1.2,0.264,0.0,0.963,0.885,0.0,0.0,0.147,0.709,0.18,0.232,0.102,0.0,0.0,0.576,0.0,0.0
Rfx8,0.545,0.777,0.237,1.029,0.413,0.381,1.068,1.487,0.922,1.258,1.708,0.555,0.809,1.305,2.0,1.444,0.897,2.244,1.727,2.318,2.151,1.082,0.863
Gm3646,0.0,0.0,0.0,1.862,0.0,0.0,1.861,0.0,0.0,0.0,0.0,5.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.423,0.0
Map4k4,373.996,210.659,296.48,424.542,269.047,364.187,52.406,54.696,68.829,104.867,46.565,87.807,77.537,99.816,89.354,81.213,97.998,154.947,132.519,143.116,194.198,152.66,151.303
Il1r2,0.429,0.094,0.31,0.819,0.15,0.415,1.896,2.131,0.892,3.071,2.289,0.242,0.0,0.0,0.802,0.699,1.352,0.594,0.891,0.28,1.544,0.617,0.752
Il1r1,0.476,0.365,0.258,1.148,0.25,0.23,1.434,0.473,0.34,1.059,1.508,0.268,0.183,0.526,1.781,0.42,0.292,0.513,0.247,0.195,0.857,0.187,0.156
Il1rl2,22.403,12.871,17.787,20.945,14.388,13.522,20.223,28.435,29.031,13.796,8.351,7.34,9.966,11.399,5.872,10.542,9.576,10.385,18.276,19.045,7.484,9.087,8.287
Il1rl1,0.471,0.268,0.737,1.722,0.428,0.198,1.476,0.365,0.318,0.77,1.837,0.517,0.785,0.676,1.472,0.498,0.429,2.356,2.966,2.601,1.823,0.56,0.805
Il18r1,88.145,41.382,72.385,95.777,57.822,68.192,3.121,3.829,5.898,11.667,3.109,9.277,11.164,13.452,10.298,4.133,9.143,93.677,90.058,79.749,29.543,20.478,27.376
Il18rap,13.094,10.975,17.378,28.323,9.185,43.834,3.578,2.519,3.453,7.302,4.228,8.671,11.308,13.867,11.293,7.456,16.388,30.858,21.312,21.809,19.031,18.313,25.401
Slc9a4,0.267,0.19,0.209,0.783,0.076,0.07,1.262,0.258,0.451,0.796,1.011,0.61,0.222,0.0,1.158,0.059,0.0,0.2,0.0,0.212,0.43,0.0,0.0
Slc9a2,0.837,0.542,0.447,1.566,1.038,0.439,1.466,0.344,0.289,0.933,2.392,0.418,0.063,0.164,0.859,0.168,0.217,0.876,0.228,0.728,0.952,0.226,0.325
Mfsd9,1.629,1.804,2.551,2.127,1.646,1.519,1.182,0.935,0.612,1.594,1.569,1.988,1.509,3.118,3.458,2.874,2.06,3.623,5.158,3.269,5.11,6.307,6.961
Tmem182,0.23,0.094,0.464,0.516,0.0,0.414,1.16,0.17,0.278,0.952,0.713,0.482,0.0,0.0,0.572,0.0,0.075,0.395,0.247,0.07,0.85,0.056,0.0
Pou3f3,0.614,0.0,0.0,1.069,0.465,0.0,0.534,0.528,0.0,0.257,0.0,0.0,0.0,0.0,0.711,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0
Mrps9,79.957,42.451,48.143,73.916,57.994,49.283,53.788,66.705,68.832,82.426,51.469,66.498,67.724,80.451,65.901,81.704,76.923,99.694,116.543,106.373,88.566,106.004,84.065
Gpr45,0.655,0.117,0.256,0.775,0.14,0.343,1.63,0.159,0.173,1.107,0.621,0.225,0.0,0.176,0.498,0.144,0.14,0.328,0.491,0.043,0.759,0.104,0.117
Tgfbrap1,20.641,24.204,16.444,21.689,27.309,16.936,21.642,30.017,30.285,27.744,22.768,34.125,32.188,40.05,31.698,37.814,32.133,27.064,31.553,34.384,26.265,30.349,32.539
AI597479,19.775,10.315,10.271,24.04,13.133,11.707,23.652,24.031,30.116,35.595,14.433,42.657,31.029,41.888,41.499,46.471,44.363,38.998,57.858,48.479,36.176,56.42,43.794
Fhl2,2.237,2.471,1.037,1.133,0.831,1.054,2.534,1.77,1.042,2.499,2.97,9.112,14.397,10.556,18.88,24.778,23.604,13.345,13.048,14.217,17.721,15.099,17.63
Nck2,112.568,81.011,66.915,91.22,72.938,57.543,25.846,29.637,33.678,37.408,18.012,44.648,33.305,48.175,49.025,37.643,40.734,78.751,66.066,77.118,90.878,81.391,87.774
Ecrg4,0.705,0.401,0.0,0.92,0.0,0.296,1.104,1.456,0.476,1.241,3.055,0.0,0.0,0.0,0.49,0.0,0.642,0.282,0.211,0.0,0.455,0.0,0.803
Uxs1,53.024,33.589,30.533,49.681,32.752,29.43,40.103,49.086,47.706,57.282,40.735,65.279,52.027,66.541,63.613,72.829,72.542,95.32,81.51,85.762,78.287,78.786,71.556
Tpp2,253.512,45.274,152.746,171.78,70.572,152.807,50.819,53.655,76.068,76.683,32.56,86.244,106.816,106.548,61.953,124.776,97.468,199.955,195.511,171.28,157.201,170.77,101.19
Mettl21c,1.911,0.453,0.748,3.12,0.362,0.668,3.535,0.823,0.538,1.202,0.69,1.166,0.531,0.0,0.553,1.124,0.0,0.319,1.433,0.338,1.028,1.624,0.454
Gm8251,16.116,29.992,13.172,8.863,17.679,6.525,13.569,22.099,12.067,21.342,11.34,15.529,7.546,11.164,13.262,13.595,16.417,15.988,21.417,15.773,12.318,16.823,20.542
Tex30,154.162,35.219,83.643,120.456,48.482,81.637,30.77,35.536,36.942,43.995,20.803,65.193,67.937,71.333,42.6,83.531,81.086,74.268,100.43,96.978,52.643,81.923,51.338
Poglut2,7.018,5.095,4.526,6.651,5.319,4.331,15.097,13.512,21.633,17.314,18.499,59.461,82.185,65.601,39.21,93.009,77.717,37.741,56.768,41.532,31.312,45.387,30.193
Bivm,6.668,7.633,4.3,4.696,5.202,2.331,4.354,2.365,2.541,4.606,2.835,16.038,21.374,20.462,20.216,25.84,21.585,21.069,29.908,27.232,24.685,29.118,20.676
Ercc5,45.604,25.888,23.41,38.854,22.737,17.588,12.531,11.353,15.109,25.161,9.198,25.704,33.867,32.486,24.392,41.441,31.281,33.968,65.226,54.312,43.682,58.64,50.077
Mettl21e,0.68,0.323,0.355,1.036,0.0,0.0,1.776,0.0,0.575,0.428,0.983,0.0,0.0,0.0,0.787,0.0,0.0,0.227,0.0,0.0,0.914,0.0,0.0
Gulp1,0.605,0.353,0.205,0.88,0.313,0.303,1.662,0.409,0.291,1.021,0.925,0.227,0.229,0.257,0.956,0.182,0.188,0.537,0.113,0.19,0.622,0.234,0.216
Col3a1,0.398,0.0,0.277,0.693,0.0,0.0,1.27,0.114,0.224,0.834,2.301,0.0,0.0,0.127,0.768,0.078,0.0,0.177,0.066,0.0,0.499,0.075,0.0
Col5a2,0.406,0.075,0.164,0.872,0.327,0.165,1.453,0.237,0.088,0.856,1.532,0.0,0.175,0.075,0.773,0.115,0.06,0.157,0.039,0.111,0.633,0.044,0.037
Wdr75,75.676,26.685,54.424,70.029,35.061,58.602,89.767,102.367,140.543,138.635,60.178,113.141,142.464,143.229,73.566,171.949,121.816,113.852,157.106,121.508,64.79,113.225,69.96
Gm5269,0.0,0.0,19.288,0.0,28.006,0.0,32.171,0.0,0.0,15.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.876,0.0,0.0
Slc40a1,0.274,0.0,0.286,0.836,0.0,0.0,1.792,0.236,0.0,1.036,1.983,0.0,0.0,0.0,0.318,0.0,0.0,1.282,0.137,0.0,1.623,0.311,0.0
Dnah7b,0.621,0.266,0.439,1.034,0.4,0.208,1.753,0.384,0.232,1.149,1.359,0.262,0.165,0.126,0.803,0.184,0.225,0.319,0.19,0.281,0.781,0.159,0.235
Dnah7c,0.795,0.617,0.436,1.149,0.653,0.241,1.893,0.468,0.329,1.229,1.36,0.324,0.221,0.14,1.198,0.242,0.282,0.646,0.252,0.272,0.927,0.285,0.34
Slc39a10,10.919,8.619,5.142,9.017,11.559,4.191,9.584,11.705,10.632,14.384,6.347,20.063,18.413,20.449,15.945,18.884,16.756,36.192,45.338,40.149,16.215,22.396,16.12
Hspe1,8.194,4.728,5.195,10.347,9.945,7.455,3.914,2.185,3.606,5.03,2.251,4.235,3.981,4.209,6.265,5.757,5.618,6.191,6.836,6.589,13.438,12.935,11.461
Tmeff2,0.383,0.26,0.162,0.866,0.263,0.115,1.724,0.33,0.144,0.857,1.214,0.089,0.041,0.052,1.078,0.172,0.166,0.365,0.164,0.129,0.452,0.103,0.087
Cavin2,0.61,0.0,0.191,0.797,0.0,0.256,1.274,0.63,0.412,1.228,2.116,0.447,0.0,0.0,0.0,0.215,0.0,0.0,0.0,0.0,0.787,0.0,0.0
Nabp1,435.869,255.52,215.6,303.697,356.721,182.038,132.439,156.876,157.564,199.916,89.696,200.667,159.984,209.059,154.014,225.649,200.037,693.977,866.778,800.179,358.501,577.266,512.082
Myo1b,2.729,0.607,2.066,2.425,1.13,3.832,1.497,0.315,0.12,1.098,1.32,0.111,0.068,0.175,1.128,0.107,0.323,0.487,0.167,0.216,0.901,0.172,0.173
Stat4,253.174,102.243,116.385,193.567,140.67,122.801,16.798,19.215,20.22,45.541,15.971,33.406,33.768,41.377,74.926,70.003,81.66,138.11,187.268,152.788,278.378,225.096,225.464
Stat1,221.15,223.597,232.206,590.452,741.33,571.098,256.658,169.682,407.822,447.575,70.197,437.072,425.313,429.124,557.235,590.357,533.211,457.901,475.041,516.085,1233.167,1364.961,1101.252
Gls,422.954,89.797,192.365,299.836,115.573,179.94,81.033,90.287,102.795,128.263,53.791,141.845,146.67,160.475,108.554,188.819,164.147,253.451,330.404,256.295,208.018,254.793,148.411
Nab1,127.576,65.905,64.32,114.715,70.574,77.519,33.728,40.803,38.657,64.496,23.95,36.744,37.762,44.007,38.516,44.888,48.979,64.779,70.887,67.95,70.672,79.414,73.034
Nemp2,61.482,38.506,45.96,65.762,58.957,38.545,5.297,3.494,4.571,11.608,1.035,33.492,44.581,43.853,43.941,64.844,56.509,55.885,74.209,68.293,93.822,124.128,99.036
Mfsd6,109.912,23.023,90.626,94.141,33.422,101.714,5.604,5.636,5.129,9.038,4.832,15.713,10.362,14.297,14.004,11.38,11.769,27.811,23.151,24.841,25.02,20.152,22.765
Inpp1,86.254,55.71,60.942,74.949,62.083,74.839,7.241,8.92,9.46,15.465,6.124,14.365,15.706,14.42,23.263,23.629,25.966,38.846,42.84,40.132,61.532,66.781,62.596
Hibch,18.635,13.789,8.591,18.074,15.353,6.151,6.266,6.657,8.522,12.351,5.875,16.022,14.895,16.711,17.596,17.52,15.781,20.542,21.69,23.509,19.175,18.956,21.391
1700019D03Rik,1.414,1.228,0.405,1.554,0.823,0.543,2.23,0.713,0.466,1.454,1.346,0.568,0.23,0.347,1.138,0.913,0.785,1.243,0.983,0.843,2.004,1.818,1.13
Mstn,0.786,0.0,0.0,2.054,0.0,0.0,0.342,0.0,0.0,0.33,1.136,0.0,0.0,0.0,1.821,0.462,0.0,0.525,0.0,0.0,0.423,0.0,0.0
1700019A02Rik,16.144,2.481,7.184,12.439,4.357,5.239,4.323,2.551,2.846,4.457,2.518,10.632,8.718,14.008,13.922,14.039,13.488,19.18,12.456,15.551,27.924,27.148,14.726
Pms1,27.23,12.077,12.719,25.694,16.332,8.667,12.344,12.09,14.68,19.905,7.872,32.891,30.23,38.512,35.289,46.559,46.433,51.813,54.436,50.321,66.364,65.02,54.132
Ormdl1,16.346,10.546,6.999,18.682,6.969,9.913,14.343,18.478,17.7,28.116,12.736,22.912,27.268,23.837,31.504,43.042,33.733,32.21,49.996,39.897,33.795,49.716,38.934
Gm28778,16.613,10.105,7.577,15.906,9.352,10.828,14.534,21.464,19.084,26.989,14.688,24.805,33.364,28.022,29.703,46.109,37.28,31.803,53.954,44.393,36.699,56.486,43.66
Osgepl1,13.002,7.556,7.895,10.918,10.86,8.072,8.317,8.913,11.885,13.02,6.328,19.918,30.542,29.336,17.978,37.927,32.931,28.417,53.136,48.217,30.829,56.387,38.559
Gm28551,11.121,8.67,6.032,9.414,8.617,4.953,11.36,14.93,15.333,16.103,12.393,23.205,16.376,15.879,18.781,24.23,22.212,14.054,26.002,18.883,14.237,23.871,20.181
Asnsd1,31.53,17.722,14.618,24.114,23.111,12.185,22.214,28.407,29.452,33.144,19.789,53.927,45.676,39.91,43.245,58.567,59.044,38.202,72.187,47.613,31.799,60.654,52.603
Gm50478,16.712,13.929,8.298,22.361,16.682,9.406,14.372,13.692,18.602,30.256,19.442,17.91,29.917,22.239,26.909,48.91,32.486,25.294,53.192,36.384,23.021,43.655,33.68
Dnah7a,2.261,1.396,1.544,1.402,2.081,1.463,2.22,1.436,0.884,1.446,1.984,0.758,0.8,0.626,1.363,0.875,0.844,1.418,1.692,0.938,1.354,1.436,1.149
Stk17b,1875.414,619.975,664.943,1056.451,944.825,508.068,53.169,49.738,69.872,123.375,34.717,98.137,64.411,77.779,135.148,103.307,103.054,297.805,248.029,220.725,447.787,357.459,258.867
Hecw2,0.652,0.334,0.361,0.965,0.346,0.347,1.368,0.27,0.265,0.809,1.546,0.35,0.131,0.112,1.057,0.245,0.257,0.592,0.58,0.407,0.926,0.665,0.434
Ccdc150,0.743,0.611,0.515,1.102,0.618,0.21,1.4,0.48,0.29,1.133,1.302,0.366,0.382,0.328,1.689,0.505,0.586,2.06,2.123,2.309,2.03,2.673,1.874
Gtf3c3,73.049,21.362,42.805,70.689,36.523,42.267,13.027,15.831,19.384,24.755,9.537,34.801,35.116,33.834,28.111,46.503,39.529,58.57,57.379,59.179,64.895,70.772,46.999
Gm34066,1.137,0.36,1.385,0.495,0.862,0.265,2.145,0.326,0.0,0.636,1.095,0.0,0.0,0.0,0.878,0.0,0.0,0.253,0.0,0.0,0.815,0.215,0.36
Pgap1,38.975,13.675,21.811,24.725,15.132,16.428,8.509,14.725,9.834,10.905,8.64,7.588,6.914,9.842,9.9,14.135,15.246,11.647,14.257,11.603,31.382,26.354,21.234
Ankrd44,510.213,228.062,313.214,354.005,234.325,263.364,60.981,59.854,88.284,97.296,39.444,100.934,69.331,101.951,113.491,81.255,97.594,272.593,197.574,216.5,292.718,227.685,225.568
Sf3b1,504.5,208.635,396.641,362.666,259.982,365.378,96.51,118.816,155.583,150.376,75.227,144.863,161.798,153.578,123.191,217.322,178.635,269.439,302.345,238.94,311.352,349.372,222.839
Coq10b,198.276,104.395,124.755,184.009,148.417,111.54,30.737,41.345,42.501,46.546,29.736,29.45,35.872,35.252,28.24,40.785,33.159,26.099,40.257,35.806,23.908,30.081,27.741
Hspd1,71.662,51.712,77.691,72.638,48.293,82.654,255.353,363.214,476.839,354.11,204.585,547.952,643.697,662.989,332.372,655.461,563.766,244.712,383.04,295.994,125.842,208.1,188.02
Mob4,161.987,43.653,108.412,125.908,58.361,93.485,37.431,39.977,47.361,64.315,20.405,54.04,54.71,56.099,51.032,69.449,53.739,68.078,77.109,83.796,82.146,98.663,63.789
Rftn2,5.186,5.941,4.434,4.165,5.624,3.126,2.53,2.079,1.461,2.925,3.101,1.964,2.486,2.91,4.556,3.208,1.968,1.193,1.028,1.837,2.933,3.546,2.972
Mars2,71.276,37.872,35.099,58.943,41.111,37.618,36.492,66.796,48.746,49.255,29.806,71.128,57.331,78.954,55.035,61.965,69.754,57.43,79.794,92.097,36.41,51.314,55.349
Boll,34.452,10.631,16.319,29.987,11.195,19.734,7.217,8.811,5.913,12.278,5.609,5.866,4.217,4.98,6.281,6.328,5.991,4.237,3.417,3.561,7.803,7.596,4.188
Plcl1,24.491,7.739,13.942,15.324,7.886,6.768,2.252,1.114,0.884,2.413,2.437,2.572,1.681,2.601,7.439,2.53,3.122,33.162,19.139,21.238,38.332,24.622,20.882
Hsfy2,0.0,0.0,0.0,3.169,0.0,2.545,0.0,0.0,0.0,1.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Satb2,0.429,0.208,0.157,0.68,0.208,0.115,1.337,0.331,0.263,1.023,1.268,0.502,0.396,0.577,1.619,0.79,0.541,0.768,0.713,0.855,1.091,0.792,0.417
1700066M21Rik,15.787,11.085,11.514,16.383,17.21,14.518,10.732,8.941,12.428,15.508,15.004,12.67,18.038,15.525,27.802,22.515,16.251,25.108,28.546,25.279,27.918,36.765,26.496
Tyw5,46.874,17.068,31.519,40.311,22.374,29.088,24.533,28.199,30.24,30.387,18.231,27.842,26.562,32.11,25.487,33.465,30.759,32.411,42.402,32.89,33.633,39.844,36.958
Maip1,60.531,27.283,37.961,49.676,40.267,38.98,19.147,28.881,24.045,34.151,11.959,32.422,32.932,30.846,29.253,38.935,21.486,33.707,36.58,36.095,29.045,33.561,23.575
Spats2l,0.426,0.165,0.273,0.848,0.264,0.102,1.227,0.225,0.262,0.975,1.344,0.177,0.0,0.056,0.875,0.068,0.11,0.213,0.087,0.041,0.594,0.016,0.028
Kctd18,25.475,8.128,17.753,24.473,13.099,16.3,6.454,6.828,7.504,7.913,5.042,8.902,11.021,8.12,8.539,12.871,9.809,10.474,17.481,13.76,14.2,18.824,12.198
Sgo2a,4.567,1.766,3.002,4.124,1.538,4.022,1.546,0.291,0.572,0.709,1.956,16.93,18.623,22.992,17.828,24.178,36.721,61.739,77.98,68.904,60.687,84.832,69.243
Aox1,0.243,0.188,0.449,0.576,0.1,0.093,1.383,0.399,0.336,1.305,1.531,0.323,0.074,0.063,1.533,0.078,0.502,0.662,0.364,0.234,0.926,0.3,0.314
Aox3,0.405,0.22,0.06,0.831,0.263,0.283,1.284,0.299,0.033,1.091,0.836,0.282,0.064,0.0,0.737,0.068,0.088,0.116,0.029,0.082,0.622,0.098,0.055
Aox4,0.377,0.248,0.091,0.833,0.132,0.122,0.871,0.524,0.098,0.875,0.88,0.0,0.097,0.083,1.713,0.0,0.066,0.058,0.043,0.0,0.608,0.0,0.0
Aox2,1.341,0.896,0.648,1.514,0.903,0.938,1.708,0.599,0.504,1.75,0.861,0.303,0.055,0.428,1.726,0.409,0.528,0.497,0.646,0.387,1.256,0.844,0.755
Bzw1,325.002,186.836,278.603,294.29,217.923,299.278,102.603,137.549,166.933,147.606,95.167,157.731,170.981,183.037,118.442,189.728,165.348,150.727,161.277,163.006,114.346,138.327,120.411
Clk1,1960.316,687.415,1828.041,1809.19,1161.941,1824.944,168.76,220.433,274.684,300.173,142.512,258.093,421.801,351.405,223.043,542.689,432.159,331.466,548.789,434.551,433.524,673.083,480.176
Ppil3,27.247,22.217,20.058,30.875,28.594,28.337,31.782,33.999,25.586,44.828,27.265,63.528,62.934,48.485,61.902,56.506,58.334,46.385,61.656,37.121,48.29,52.656,44.458
Nif3l1,25.589,18.611,25.441,24.226,20.615,34.566,7.453,10.584,7.468,10.944,9.38,16.852,17.505,12.82,10.075,16.73,18.131,12.437,12.91,7.14,8.986,12.049,12.327
Orc2,29.135,22.928,28.336,34.256,31.084,26.339,54.498,67.147,67.032,81.686,38.887,84.646,88.961,97.63,62.458,109.649,95.298,81.141,84.478,93.433,60.779,64.574,62.007
Fam126b,16.95,9.987,9.194,18.253,13.29,7.023,8.535,8.444,10.373,12.768,6.336,18.288,16.664,18.844,16.985,19.503,19.057,35.791,39.054,40.428,31.81,33.016,28.16
Ndufb3,10.216,2.006,5.793,10.814,6.809,6.282,11.272,14.109,11.314,13.961,6.874,31.604,24.095,25.797,26.317,30.461,20.858,32.439,35.67,34.816,33.256,40.126,35.132
Flacc1,0.653,0.098,0.646,0.853,0.234,0.144,1.122,0.0,0.407,1.081,2.385,0.504,0.0,0.395,0.956,0.243,0.548,0.826,0.258,0.146,1.109,0.058,0.0
Cflar,81.641,116.044,63.421,94.064,121.025,69.482,239.31,383.305,311.12,375.241,256.466,125.188,124.414,143.327,143.321,163.505,144.18,134.238,153.8,171.996,129.67,164.671,155.317
Casp8,161.628,110.53,111.522,146.212,135.504,102.41,34.285,29.61,45.414,44.066,17.827,99.802,89.208,98.535,90.993,95.738,94.943,242.868,177.379,208.115,172.013,183.861,164.824
Trak2,90.846,42.8,64.885,70.581,49.524,67.863,31.072,39.013,43.147,46.573,22.86,45.803,45.36,53.251,45.794,54.062,55.759,68.641,69.575,72.434,62.123,62.225,51.915
Stradb,7.071,3.031,6.073,5.661,4.322,3.669,4.965,4.126,6.555,9.566,3.627,8.074,9.64,8.297,6.869,9.258,7.099,12.481,16.424,15.514,11.902,20.294,11.916
C2cd6,0.483,0.344,0.216,1.104,0.157,0.072,1.938,0.446,0.438,1.238,0.898,0.632,0.461,0.644,0.899,0.457,0.275,0.864,0.906,0.807,0.947,0.528,0.492
Tmem237,4.002,2.182,1.2,4.56,3.291,1.25,5.115,5.06,6.477,7.606,3.692,9.042,13.068,11.003,8.876,14.124,11.052,12.272,16.86,15.563,13.465,16.213,13.586
Mpp4,5.604,1.924,5.478,5.815,4.7,3.002,3.374,1.951,3.225,4.301,1.379,1.747,1.724,2.739,2.9,2.104,1.177,2.864,3.995,2.281,3.977,3.446,2.265
Als2,20.394,11.706,16.679,22.188,15.285,19.439,13.969,13.379,16.506,19.229,7.484,13.388,15.154,15.978,11.284,18.114,16.962,26.412,27.423,29.49,27.815,29.612,24.524
Cdk15,0.527,0.25,0.303,1.032,0.24,0.332,1.56,0.726,0.208,1.414,1.675,0.643,0.176,0.252,0.915,0.279,0.12,1.16,0.501,0.523,1.02,0.388,0.4
Fzd7,2.607,8.485,1.75,3.405,1.694,8.595,1.945,0.0,2.518,2.343,1.615,2.727,1.243,2.139,2.588,1.314,2.544,65.605,54.189,45.908,7.813,8.864,12.734
Gm973,0.407,0.16,0.264,0.881,0.383,0.147,1.339,0.181,0.285,0.883,1.34,0.206,0.234,0.242,1.074,0.248,0.192,0.675,0.211,0.209,0.703,0.334,0.16
Sumo1,301.486,115.241,216.704,277.201,158.363,220.076,58.813,68.736,62.768,92.223,45.675,83.434,69.388,82.872,87.762,87.531,94.23,124.79,121.644,131.12,149.765,141.793,121.581
Nop58,215.471,76.596,140.554,189.894,111.276,130.936,194.518,225.519,268.088,261.99,117.275,312.144,329.529,354.469,245.429,410.734,337.824,289.633,341.043,335.72,180.404,249.764,180.091
Bmpr2,8.626,2.826,8.457,8.522,4.248,8.053,5.127,4.526,4.145,6.776,4.367,5.398,5.697,8.131,8.419,7.624,9.14,16.128,15.61,15.541,17.452,13.871,11.52
Fam117b,232.522,80.181,171.249,202.619,97.062,164.529,22.086,23.628,26.851,37.947,15.071,23.745,18.6,27.598,29.746,27.209,27.887,82.65,81.773,73.919,104.719,88.791,83.282
Ica1l,0.999,0.356,0.587,0.734,0.426,1.179,1.223,0.484,0.317,0.825,0.677,0.572,0.0,0.269,0.759,0.275,0.213,0.5,0.421,0.199,3.677,1.327,1.957
Wdr12,40.696,24.644,37.083,29.098,28.85,31.893,76.283,91.556,99.226,101.296,50.202,107.263,113.535,106.285,77.608,128.355,118.501,69.642,80.427,78.165,75.671,81.112,67.474
Carf,13.965,8.454,10.863,12.741,12.605,8.961,5.341,4.54,4.199,6.441,2.364,9.65,6.367,8.96,12.209,8.072,9.657,15.705,14.495,14.614,24.881,21.732,15.277
Nbeal1,23.119,7.83,11.443,18.278,11.433,9.808,9.221,8.846,10.054,14.241,6.541,10.851,10.815,11.644,9.368,15.99,12.766,26.813,31.775,28.718,23.91,25.336,17.589
Cyp20a1,12.523,4.297,8.21,12.12,7.805,6.964,13.891,13.937,17.724,18.128,12.594,20.855,19.632,24.696,15.596,22.231,21.645,31.335,29.195,29.1,23.86,23.47,18.593
Abi2,13.752,7.255,6.501,10.321,4.452,5.74,8.009,8.35,8.373,10.951,6.342,27.639,29.433,32.378,27.128,36.921,34.538,56.473,54.56,48.478,57.171,51.489,33.739
Raph1,4.696,1.303,1.994,4.444,1.402,2.964,3.898,3.753,4.036,3.58,3.365,19.67,17.923,19.655,17.698,23.067,22.518,43.094,46.23,39.453,44.885,38.966,32.654
