gene_name,WT_0h,KO_0h,WT_6h,KO_6h,WT_24h,KO_24h,WT_48h,KO_48h
Fev,0.144,0.564,0.376,1.75,0.0,0.827,0.288,0.232
Cryba2,0.499,0.229,0.458,0.662,0.0,0.0,0.0,0.283
Cfap65,0.373,0.446,0.793,1.443,0.048,0.33,0.025,0.191
Ihh,3.063,3.33,1.072,1.819,0.902,1.129,0.631,1.91
Nhej1,9.624,9.348,5.739,8.16,7.743,9.799,14.423,18.395
Slc23a3,20.17,18.176,4.709,4.691,2.017,2.965,4.229,4.601
Cnppd1,133.748,118.45,65.622,60.284,84.217,69.965,58.907,68.524
Retreg2,111.789,105.936,54.397,57.463,82.472,72.996,53.035,80.025
Zfand2b,65.651,60.344,46.706,46.911,39.345,40.401,36.026,37.992
Abcb6,13.913,13.051,34.655,32.954,52.067,32.191,43.492,24.47
Atg9a,95.284,108.051,12.191,13.145,31.123,31.636,55.768,68.492
Ankzf1,59.107,52.288,43.685,38.657,85.41,81.547,132.938,142.315
Glb1l,22.017,23.859,11.769,14.415,27.159,33.42,29.13,42.603
Stk16,82.61,79.546,196.2,166.53,164.945,163.648,90.218,97.248
Tuba4a,207.15,186.319,106.415,86.717,155.217,103.533,100.865,73.415
A630095N17Rik,0.407,0.54,0.489,1.317,0.156,0.998,0.668,1.035
Dnajb2,44.52,50.227,68.409,59.561,57.518,46.684,36.846,28.34
Ptprn,0.789,0.503,0.845,1.33,0.092,1.008,0.395,0.843
Resp18,0.09,0.75,1.098,2.62,0.0,0.629,0.0,0.808
Dnpep,43.274,41.384,25.154,24.672,26.307,20.95,25.99,28.618
Des,0.369,0.802,1.004,1.215,0.196,0.361,0.273,0.55
Speg,0.295,0.311,0.637,0.741,0.101,0.313,0.257,0.204
Gmppa,89.773,83.951,73.107,60.602,104.108,85.972,96.096,100.754
Asic4,0.922,0.556,0.576,1.189,0.165,0.721,0.524,0.485
Chpf,42.339,41.325,118.137,105.144,64.878,50.899,46.391,27.277
Tmem198,16.464,11.718,12.345,8.199,27.119,23.881,10.277,13.871
Obsl1,0.351,0.743,0.399,1.0,0.428,0.448,0.743,0.872
Inha,0.707,0.0,1.335,2.403,0.491,3.068,4.085,5.516
Stk11ip,105.711,118.663,28.86,27.776,55.876,47.562,36.33,47.865
Slc4a3,0.272,0.626,0.593,1.09,0.377,0.88,0.256,0.288
Epha4,0.487,0.484,0.757,1.123,0.294,0.411,0.36,0.266
Pax3,0.231,0.434,0.653,1.349,0.082,0.344,0.1,0.18
Sgpp2,0.315,0.34,0.626,0.864,0.086,0.365,0.079,0.224
Farsb,65.259,64.784,108.44,94.629,114.358,103.676,145.242,91.185
BC035947,0.259,0.376,0.34,2.425,0.0,0.26,0.223,0.515
Mogat1,1.278,1.438,0.941,1.411,0.195,0.289,0.127,0.171
Acsl3,76.535,60.071,11.148,12.327,17.611,17.583,49.486,37.493
Utp14b,200.044,154.892,22.883,20.138,31.667,29.556,92.482,71.233
Kcne4,0.0,0.449,0.0,0.325,0.0,0.0,0.71,0.0
Scg2,0.368,0.604,1.072,1.255,0.378,0.359,0.0,0.0
Ap1s3,57.825,56.127,16.679,17.063,28.351,34.346,52.861,75.843
Wdfy1,25.186,25.404,25.99,29.522,14.031,14.797,30.178,30.109
Mrpl44,16.469,11.492,28.401,31.349,41.805,36.937,26.957,31.469
Serpine2,0.617,0.669,2.978,6.872,3.492,6.271,14.597,25.257
Fam124b,3.042,6.242,10.789,22.754,13.467,24.077,12.716,31.955
Cul3,219.745,187.214,55.124,60.028,82.229,95.028,187.858,186.24
Gm45261,0.426,0.393,0.619,0.488,0.174,0.825,0.392,0.46
Dock10,443.417,394.812,274.142,144.155,174.902,104.33,392.273,233.585
Nyap2,0.304,0.337,0.68,1.138,0.143,0.407,0.133,0.267
Irs1,0.26,0.38,0.66,1.345,0.135,0.257,0.082,0.189
Gm9747,0.0,0.0,1.036,1.297,0.0,0.693,0.0,0.568
Rhbdd1,28.565,34.097,56.075,52.398,45.987,43.917,80.19,53.124
Col4a4,0.491,0.666,0.622,1.411,0.265,0.475,0.303,0.398
Col4a3,0.328,0.429,0.663,1.286,0.156,0.232,0.172,0.245
Mff,64.095,60.936,27.598,31.302,38.127,45.06,85.433,83.871
Tm4sf20,0.679,0.915,0.372,0.669,0.454,0.249,0.566,1.044
Gm47791,2.102,3.507,0.0,8.732,0.0,0.0,0.0,0.0
Agfg1,143.529,210.559,115.767,132.946,189.103,214.895,285.495,285.634
A030005L19Rik,91.035,97.979,63.826,36.052,41.176,27.493,64.918,99.167
A030014E15Rik,7.262,11.367,3.968,4.006,4.392,2.86,14.154,6.766
Gm6217,0.0,0.0,0.887,0.0,0.0,0.0,0.0,0.0
A030003K21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm7544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm47955,0.0,0.0,0.0,0.0,0.0,0.0,1.322,2.998
Gm47959,0.0,0.788,0.788,3.926,0.0,0.0,0.0,0.974
Slc19a3,0.204,0.216,0.599,1.197,0.0,0.34,0.757,0.346
Krtap28,0.193,0.207,0.632,1.111,0.303,0.859,0.221,0.178
Gm47969,0.0,0.0,0.724,0.0,0.0,0.0,0.0,0.0
A030005K14Rik,0.0,0.0,0.0,1.944,0.0,0.0,0.0,0.831
Ccl20,0.0,0.0,0.306,1.768,0.0,0.0,0.703,0.0
Daw1,0.268,0.554,0.561,0.913,0.217,0.441,0.079,0.217
Sphkap,0.355,0.438,0.808,1.096,0.123,0.266,0.153,0.239
Pid1,0.684,0.62,0.8,1.372,0.184,0.482,0.431,0.425
Dner,0.535,0.618,0.757,1.452,0.249,0.382,0.358,0.447
Trip12,128.518,113.936,39.784,44.414,69.178,77.065,191.559,161.263
Fbxo36,3.006,3.912,1.546,2.307,3.808,5.421,9.806,10.843
Slc16a14,0.187,0.282,0.624,1.279,0.19,0.311,0.07,0.279
AC167036.1,1.19,1.852,1.476,2.533,0.657,1.628,0.868,2.138
AC167036.2,0.0,2.263,0.825,0.0,1.815,3.635,0.0,2.04
A530032D15Rik,3.521,6.611,3.088,6.079,1.866,4.178,6.946,12.377
C130026I21Rik,1.907,2.57,2.033,3.028,0.951,1.688,1.505,2.774
Gm7609,1.341,2.386,0.822,1.748,0.62,1.336,1.171,4.851
AC147806.1,0.632,2.763,2.458,6.496,0.0,1.439,1.265,1.02
AC147806.2,3.677,4.262,1.813,3.072,1.516,2.721,3.847,7.302
G530012D18Rik,0.0,0.908,0.587,2.623,3.542,1.82,0.521,0.591
Sp110,96.428,97.431,51.848,40.739,146.451,140.92,113.577,162.526
Sp140,27.577,36.853,11.177,14.705,16.038,31.42,48.757,76.882
Sp100,291.683,267.355,12.808,21.584,34.638,48.516,96.923,200.979
A630001G21Rik,37.28,34.334,50.498,46.489,79.37,117.81,67.652,111.133
Cab39,112.387,117.253,89.351,87.41,182.582,243.295,216.398,199.479
Itm2c,56.669,56.507,9.942,16.0,29.7,43.916,45.576,64.144
4933407L21Rik,6.199,6.803,0.338,0.35,0.324,0.939,0.944,1.658
Gpr55,0.841,1.065,0.579,1.529,12.619,12.149,32.124,47.988
Spata3,0.749,0.355,0.574,1.022,0.136,0.329,0.29,0.575
2810459M11Rik,1.003,0.42,0.458,2.079,0.0,0.675,0.33,1.169
Psmd1,25.918,25.825,47.593,46.71,69.383,67.699,70.491,48.161
Htr2b,0.582,0.496,0.901,2.999,0.125,0.931,0.179,0.474
Gm21972,8.988,10.209,17.175,16.228,22.913,22.016,17.015,14.171
Armc9,10.73,12.871,4.227,6.541,10.544,12.498,9.01,9.818
B3gnt7,0.393,0.831,0.18,2.957,1.76,2.243,0.864,1.585
Ncl,801.386,807.841,1681.094,1186.48,1551.642,1262.444,916.704,483.26
Nmur1,0.488,0.418,0.817,1.058,0.144,0.522,0.134,0.613
Tex44,0.326,1.37,0.426,0.616,1.195,0.0,0.0,0.527
Ptma,958.579,904.664,1029.092,1002.366,1174.946,1039.055,671.866,576.596
Pde6d,20.442,21.544,25.112,25.577,43.411,67.304,50.69,77.875
Cops7b,21.433,23.061,22.989,22.07,39.015,45.545,55.939,54.316
Nppc,0.0,0.985,1.299,0.248,0.377,1.684,2.563,0.587
Dis3l2,29.023,33.666,21.072,21.315,30.594,31.674,34.733,34.562
Alppl2,0.174,0.682,0.748,0.985,0.0,0.604,0.0,0.0
Alpi,0.444,0.939,0.0,1.473,0.0,0.0,0.0,0.0
Akp3,0.0,1.265,2.063,2.885,0.0,1.015,0.0,0.0
Ecel1,0.063,0.559,0.461,1.903,0.0,0.806,0.127,0.41
Prss56,0.0,0.665,0.574,1.761,0.0,1.73,0.221,0.357
Chrnd,0.153,0.156,0.466,0.951,0.0,0.622,0.0,0.096
Chrng,0.32,0.091,1.003,1.439,0.0,0.562,0.14,0.339
Eif4e2,171.251,183.783,125.581,125.328,111.772,110.107,101.971,100.831
Efhd1,1.349,1.143,0.842,1.3,0.212,0.358,0.543,0.295
Gigyf2,60.34,54.5,45.977,45.613,61.508,73.927,110.465,104.27
Kcnj13,0.134,0.703,0.615,1.199,0.0,0.387,0.336,0.325
Snorc,1.31,1.452,0.702,0.407,0.0,0.246,0.378,0.184
Ngef,0.463,0.587,0.596,1.345,0.504,0.567,0.389,0.47
Neu2,0.398,0.525,0.715,0.87,0.143,0.388,0.238,0.508
Inpp5d,119.673,125.414,13.82,16.776,71.635,80.151,92.543,85.749
Atg16l1,210.393,278.097,186.58,167.379,179.793,174.856,175.904,161.374
Sag,19.27,16.25,19.364,17.882,9.236,8.385,8.148,8.508
Dgkd,237.618,211.262,121.409,107.816,171.184,179.871,251.142,215.806
Usp40,15.802,19.489,38.569,35.291,39.509,43.933,40.833,41.574
Ugt1a10,0.419,0.581,0.834,1.26,0.214,0.765,1.058,3.205
Ugt1a9,0.438,0.612,0.885,1.345,0.215,0.751,1.062,3.218
Ugt1a8,0.46,0.652,0.887,1.403,0.211,0.766,1.068,3.17
Ugt1a7c,0.465,0.706,0.875,1.595,0.209,0.84,1.053,3.179
Ugt1a6b,0.459,0.687,0.919,1.485,0.209,0.79,0.98,3.057
Ugt1a6a,0.345,0.781,1.049,1.691,0.249,0.723,0.848,2.429
Ugt1a5,0.377,0.872,1.285,1.951,0.266,0.626,0.759,1.991
Ugt1a2,0.554,1.237,2.308,3.02,0.288,0.796,0.853,1.576
Dnajb3,0.0,0.0,3.689,4.495,5.362,2.44,1.072,5.941
Ugt1a1,1.163,2.66,5.202,5.95,0.522,1.297,1.21,2.16
Mroh2a,1.785,2.38,3.349,8.819,0.988,1.873,0.828,1.232
Hjurp,273.826,284.55,75.459,78.675,301.192,389.363,720.642,746.201
Trpm8,0.359,0.514,0.845,1.695,0.255,0.413,0.147,0.187
Spp2,0.342,0.211,0.738,1.593,0.179,0.533,0.0,0.331
Glrp1,1.952,2.981,46.872,36.581,32.05,25.638,21.288,10.788
Arl4c,93.673,93.816,4.932,8.528,3.546,6.454,13.207,21.667
Sh3bp4,2.031,2.774,1.092,1.706,1.003,1.162,1.879,3.328
Agap1,0.262,0.379,0.572,1.125,0.66,0.878,0.632,0.529
Gbx2,0.273,0.0,0.228,1.465,0.0,0.606,0.0,0.845
Asb18,0.357,0.483,0.619,1.679,0.211,0.172,0.103,0.156
Iqca,0.308,0.324,0.532,1.075,0.153,0.305,0.117,0.18
Ackr3,0.396,0.46,0.493,1.238,0.147,1.071,0.088,0.0
Cops8,149.596,151.591,97.866,91.454,88.251,76.468,76.037,61.185
Col6a3,0.174,0.283,0.605,0.88,0.142,0.367,0.123,0.14
Mlph,0.283,0.32,0.568,0.864,0.114,0.434,0.156,0.152
Prlh,0.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rab17,0.375,0.0,0.801,1.003,0.341,0.256,0.0,0.157
Lrrfip1,104.103,103.487,55.293,52.435,89.759,79.7,114.362,99.051
Rbm44,2.753,1.825,0.577,1.639,3.319,4.117,6.277,8.451
Ramp1,36.757,26.453,1.3,3.902,18.603,31.668,9.597,19.672
Ube2f,44.221,46.163,57.849,56.695,48.837,55.927,59.505,47.963
Scly,32.416,33.567,22.436,24.699,45.611,49.785,52.947,62.304
Espnl,7.555,6.333,1.352,1.984,1.533,2.249,1.716,1.358
Klhl30,0.38,0.65,0.663,0.559,0.0,1.315,0.302,0.164
Erfe,0.834,1.394,0.377,1.349,11.588,7.032,8.635,5.992
Ilkap,130.122,146.44,149.533,125.978,185.946,174.513,183.101,154.444
Hes6,114.29,127.826,68.515,65.676,100.087,89.511,100.15,63.854
Per2,28.774,29.397,47.503,37.956,29.341,19.549,16.911,8.571
Traf3ip1,12.098,11.48,24.076,23.775,25.279,26.927,24.516,21.133
Asb1,13.402,12.774,7.062,5.836,17.158,17.901,19.211,21.363
Twist2,0.288,0.205,0.741,1.994,0.169,0.356,0.266,0.232
Hdac4,168.852,186.631,74.726,65.722,77.302,74.513,92.495,89.748
Ndufa10,59.04,63.532,56.314,54.663,75.803,76.034,56.033,45.177
Olfr1416,0.349,0.448,0.32,0.745,0.0,0.638,0.0,0.4
Olfr1415,0.435,0.105,0.835,0.303,0.0,0.0,0.0,0.519
Olfr1414,0.398,0.335,0.477,1.152,0.43,0.422,0.183,0.295
Olfr1413,0.0,0.717,0.309,0.345,0.0,0.636,0.0,1.181
Olfr1412,0.573,0.394,0.263,1.033,0.368,0.349,0.0,0.0
Olfr1411,0.168,0.0,0.44,0.0,0.0,0.297,0.0,0.286
Olfr1410,0.0,0.467,0.512,0.994,0.0,0.359,0.593,0.402
Olfr12,0.1,0.602,0.653,0.189,0.0,0.575,0.2,0.484
Cops9,34.284,33.685,60.648,55.333,63.784,55.033,39.133,43.643
Otos,1.873,2.273,1.636,2.501,1.105,1.836,1.415,3.919
Gpc1,9.087,12.033,10.624,11.731,11.498,13.582,9.119,10.441
Ankmy1,1.594,2.028,0.584,1.41,0.34,0.812,0.821,1.486
Dusp28,22.485,17.42,12.053,19.556,16.617,17.798,16.688,16.08
Rnpepl1,107.907,91.81,103.051,81.09,118.669,95.683,79.319,93.917
Capn10,35.837,33.087,30.645,31.642,30.208,25.798,29.094,29.174
Gpr35,4.132,5.221,2.322,3.009,1.951,1.559,2.449,2.162
Aqp12,0.0,0.495,0.532,0.537,0.316,0.0,0.0,0.161
Kif1a,0.212,0.438,0.461,0.752,0.061,0.44,0.065,0.179
Agxt,0.433,0.577,0.505,0.209,0.387,0.318,0.221,0.267
Mab21l4,0.242,0.23,0.459,0.873,0.215,0.0,0.235,0.378
Crocc2,0.307,0.342,0.464,1.382,0.235,0.454,0.104,0.219
Sned1,0.352,0.399,0.467,1.371,0.272,0.434,0.285,0.423
Mterf4,20.454,20.888,43.673,36.99,53.625,55.573,50.526,45.292
Pask,1.34,2.556,4.505,3.692,39.084,44.846,52.416,50.711
Ppp1r7,37.799,39.798,46.763,44.455,68.082,66.074,64.431,58.01
Ano7,1.125,1.154,0.964,1.504,0.378,0.826,1.13,1.374
Hdlbp,81.654,88.237,97.253,91.371,123.349,128.634,154.838,115.234
Septin2,97.356,106.301,71.222,67.945,107.739,106.122,158.94,120.038
Farp2,3.956,4.48,7.195,9.139,5.253,6.339,6.518,6.828
Stk25,45.671,46.179,58.769,45.942,47.954,38.766,39.986,38.498
Bok,0.167,0.0,0.291,1.098,0.204,0.71,0.418,0.523
Thap4,9.179,11.961,35.127,37.064,38.737,42.904,40.915,34.01
Atg4b,54.395,59.996,49.579,44.248,50.104,52.946,61.121,57.954
Dtymk,27.56,33.503,59.736,57.399,191.353,213.152,150.593,159.638
Ing5,83.583,91.326,80.22,67.463,84.072,78.439,60.556,56.418
D2hgdh,33.159,28.224,7.56,9.657,20.785,26.002,27.19,36.104
Gal3st2,1.715,1.654,1.188,0.872,0.124,0.859,0.622,0.958
Gal3st2b,1.917,1.812,0.701,1.425,0.246,0.548,0.827,0.631
Gal3st2c,0.325,0.551,0.7,1.165,0.286,0.514,0.211,0.344
Neu4,0.254,0.349,0.493,1.407,0.205,0.374,0.25,0.115
Pdcd1,3.225,3.738,84.32,121.636,191.113,303.691,92.016,132.5
Fam174a,7.964,10.714,5.101,5.162,10.496,11.081,22.66,23.177
St8sia4,63.678,44.776,1.561,3.262,6.392,6.777,64.299,55.881
Slco4c1,0.191,0.48,0.607,1.053,0.139,0.432,0.219,0.241
Slco6c1,0.193,0.385,0.658,0.768,0.131,0.287,0.057,0.231
D1Ertd622e,15.765,14.644,18.449,17.011,19.377,18.584,19.792,13.218
Ppip5k2,32.639,32.502,40.898,42.755,51.009,58.722,79.575,76.737
Gin1,14.278,13.222,8.528,9.594,22.024,23.336,27.609,32.479
Pam,10.463,6.504,7.176,7.003,9.169,9.098,14.354,9.692
Slco6d1,0.924,0.896,0.911,1.345,0.753,0.74,1.269,1.019
Cntnap5b,0.347,0.418,0.753,1.164,0.165,0.355,0.201,0.241
Cdh20,0.349,0.337,0.744,1.191,0.138,0.501,0.191,0.301
Rnf152,0.572,0.459,0.854,1.192,0.31,0.558,1.457,2.48
Pign,29.757,33.764,21.97,21.618,35.642,38.343,80.663,70.255
Relch,56.921,53.324,25.22,26.084,48.763,49.333,106.077,106.649
Tnfrsf11a,0.657,0.678,0.751,1.044,0.46,0.739,0.915,0.752
Zcchc2,166.02,167.345,73.039,64.191,104.418,101.686,108.315,105.726
Phlpp1,52.436,77.707,12.371,13.104,15.788,23.108,38.936,65.652
Bcl2,212.533,292.779,171.453,29.241,305.553,101.192,1471.946,792.73
Kdsr,75.022,85.23,30.55,31.756,24.549,29.978,61.03,55.519
Vps4b,169.404,163.08,70.245,67.599,81.687,88.274,156.636,143.774
Serpinb5,0.141,0.389,1.142,1.634,0.239,0.543,0.415,0.31
Serpinb12,0.12,0.377,0.594,0.813,0.0,0.372,0.199,0.203
Serpinb13,0.234,0.204,0.723,0.782,0.093,0.353,0.16,0.079
Serpinb3a,0.406,0.219,0.502,0.158,0.481,0.0,0.419,0.42
Serpinb3d,0.376,0.138,0.728,0.994,0.0,0.366,0.369,0.17
Serpinb3b,0.531,0.587,1.164,1.846,0.198,0.443,0.291,0.456
Serpinb3c,0.0,0.512,0.512,0.296,0.225,0.545,0.314,0.513
Serpinb11,0.088,0.58,0.57,1.016,0.292,0.304,0.058,0.235
Serpinb7,0.297,0.396,0.566,0.854,0.03,0.252,0.042,0.12
Serpinb2,0.293,0.308,0.611,0.397,0.0,0.514,0.167,0.302
Serpinb10,0.387,0.296,0.657,0.55,0.0,0.339,0.0,0.237
Serpinb8,0.282,0.448,0.88,0.542,0.258,0.555,0.385,0.355
Cdh7,0.31,0.416,0.621,0.874,0.073,0.365,0.115,0.195
Cdh19,0.599,0.476,0.722,0.887,0.164,0.37,0.287,0.219
Dsel,7.26,10.806,4.493,4.843,10.191,8.027,18.093,18.389
Cntnap5a,0.325,0.412,0.706,1.122,0.149,0.344,0.172,0.237
Gm19965,0.35,0.449,0.657,1.161,0.0,0.096,0.055,0.225
Gm28363,1.183,0.943,0.95,1.234,0.75,1.191,1.204,1.544
B020011L13Rik,0.408,0.749,0.66,0.993,0.093,0.265,0.291,0.168
Gm28360,0.312,0.473,0.699,2.281,0.084,0.732,0.187,0.074
Gm28168,0.409,0.321,0.587,1.053,0.094,0.267,0.077,0.291
Gm7145,0.329,0.494,0.595,0.958,0.167,0.37,0.228,0.178
Gm29106,0.476,0.644,0.728,1.832,0.073,0.152,0.123,0.203
Tsn,57.977,65.872,51.788,47.6,67.31,68.781,80.317,68.894
Nifk,69.382,83.288,156.487,138.059,117.95,105.579,77.666,52.4
Clasp1,47.732,49.975,44.361,40.532,89.581,99.906,113.462,109.549
Tfcp2l1,0.432,0.415,0.502,1.006,0.2,0.432,0.393,0.377
Gli2,0.279,0.314,0.498,1.383,0.088,0.258,0.093,0.178
Inhbb,0.579,0.189,0.65,1.322,0.0,0.864,0.301,0.236
Ralb,5.703,4.563,6.418,5.052,8.363,8.127,17.722,11.664
Tmem185b,65.307,67.611,126.373,140.268,54.6,66.018,47.861,45.69
Epb41l5,2.071,1.254,1.742,2.118,0.844,1.122,3.124,2.871
Ptpn4,30.37,29.011,23.126,23.233,31.07,33.184,64.075,46.987
Tmem177,12.361,11.15,24.008,23.294,31.919,23.383,23.328,25.848
Cfap221,0.34,0.364,0.688,0.685,0.135,0.176,0.173,0.224
Sctr,0.262,0.535,0.752,0.864,0.237,0.522,0.257,0.602
Tmem37,0.323,0.219,0.544,1.022,0.856,0.191,1.03,0.136
Dbi,8.24,9.484,17.317,18.246,38.354,44.383,40.127,43.494
3110009E18Rik,7.358,8.918,9.464,9.26,9.891,9.882,9.842,14.929
Steap3,2.809,1.753,2.634,2.065,1.764,1.522,0.834,0.872
C1ql2,0.0,0.283,0.283,0.41,0.0,0.0,0.0,0.35
Marco,0.189,0.307,0.513,0.778,0.121,0.3,0.0,0.24
En1,0.461,0.361,0.395,0.847,0.739,0.529,0.353,0.163
Insig2,12.377,12.929,14.788,17.193,16.244,20.198,43.537,42.609
Ccdc93,26.661,24.767,24.005,24.06,31.632,30.99,35.378,28.081
Htr5b,0.289,0.495,0.405,1.47,0.0,0.526,0.397,0.504
Ddx18,97.125,99.486,159.417,112.046,135.893,122.662,92.376,65.795
Dpp10,0.341,0.421,0.696,1.054,0.123,0.328,0.162,0.272
Actr3,121.974,108.321,126.917,128.561,188.976,214.161,304.965,316.433
Slc35f5,0.612,0.514,0.816,1.779,0.971,2.561,9.491,11.322
Gpr39,0.294,0.344,0.606,1.402,0.092,0.278,0.114,0.17
Lypd1,0.185,0.242,0.553,0.859,0.0,0.286,0.025,0.14
Nckap5,0.303,0.387,0.669,1.067,0.207,0.343,0.231,0.27
Mgat5,137.037,117.501,16.409,25.94,30.997,49.955,44.956,67.597
Tmem163,0.679,3.099,0.856,1.701,4.027,1.591,7.852,1.016
Acmsd,0.545,0.342,0.368,1.594,0.191,0.295,0.058,0.166
Ccnt2,192.629,183.419,91.333,86.061,118.124,117.883,216.314,177.608
Map3k19,0.337,0.423,0.762,1.085,0.329,0.865,0.844,0.85
Rab3gap1,99.568,95.385,52.864,51.036,57.49,66.484,81.998,87.739
Zranb3,4.848,6.119,2.062,2.758,19.11,25.094,48.185,64.025
R3hdm1,82.994,74.313,44.214,45.986,66.163,69.544,192.197,129.313
Ubxn4,81.137,82.394,48.109,40.343,71.753,58.903,69.76,60.381
Lct,3.185,2.847,3.203,3.654,9.955,12.134,9.948,10.229
Mcm6,48.702,50.185,30.903,28.002,223.067,219.871,266.162,250.2
Dars,21.102,27.193,43.157,44.445,72.813,79.231,135.932,100.793
Cxcr4,239.308,168.014,9.695,29.078,0.0,7.464,48.931,40.513
Thsd7b,0.386,0.506,0.757,1.107,0.167,0.361,0.201,0.325
Cd55b,5.202,2.615,0.821,1.722,0.717,0.685,1.167,1.231
Cd55,100.912,49.627,2.892,5.75,7.027,4.727,18.914,13.131
Zp3r,0.778,0.874,0.726,1.195,0.31,0.684,0.58,0.74
C4bp,0.314,0.771,0.554,1.524,0.153,0.762,0.168,0.135
Gm29427,16.878,18.48,4.367,7.396,12.759,14.434,14.383,17.807
Pfkfb2,19.279,20.784,5.294,7.867,16.201,17.687,17.5,21.477
Yod1,48.074,53.743,32.014,37.769,48.411,51.229,64.829,63.742
AA986860,9.457,9.905,5.456,6.26,2.407,2.191,6.852,5.3
Fcamr,0.423,0.748,0.545,0.69,0.298,0.282,0.061,0.131
Pigr,0.242,0.505,0.544,0.623,0.21,1.387,0.256,0.467
Fcmr,0.488,0.35,0.34,1.677,0.35,0.797,0.712,0.3
Il24,0.105,0.41,0.819,5.155,1.046,0.0,3.164,0.506
Il20,0.197,0.329,0.493,1.532,0.0,0.287,0.0,0.776
Il19,0.075,0.573,1.079,1.693,0.0,0.262,0.641,0.372
Il10,0.844,0.43,1.185,1.748,0.315,1.012,4.856,1.374
Mapkapk2,98.992,109.606,144.876,141.32,155.552,124.156,199.405,118.379
Dyrk3,1.224,3.495,9.533,11.391,15.008,10.521,20.361,7.785
Eif2d,18.658,19.722,37.457,36.498,65.813,62.479,48.73,45.645
Rassf5,51.018,53.291,39.638,47.501,54.494,66.954,50.531,67.888
Ikbke,306.028,315.614,334.039,332.593,292.422,341.092,156.494,371.383
Srgap2,36.157,35.782,13.89,14.416,37.197,46.439,89.056,85.271
Fam72a,2.345,2.393,3.504,5.668,16.464,31.736,28.177,36.78
Avpr1b,0.201,0.503,0.574,1.119,0.0,0.231,0.557,0.288
Ctse,142.143,138.371,8.319,12.681,10.002,16.962,24.435,37.272
Rab7b,1.945,2.592,0.81,1.333,0.217,0.404,0.192,0.339
Slc26a9,0.327,0.369,0.541,1.013,0.0,0.617,0.123,0.332
Pm20d1,0.237,0.304,0.557,1.205,0.0,0.488,0.307,0.301
Slc41a1,42.291,44.414,107.167,143.626,60.775,71.731,41.596,48.388
Rab29,35.438,34.518,8.094,18.313,22.261,20.365,22.319,36.126
Nucks1,83.878,102.409,69.299,67.678,121.862,143.525,196.702,175.665
Slc45a3,0.614,0.861,0.719,1.764,0.197,0.57,0.974,0.619
Elk4,279.995,336.16,212.595,246.231,172.109,193.049,215.471,302.964
Mfsd4a,0.289,0.708,0.699,0.967,0.285,0.625,0.306,0.328
Cdk18,0.608,0.464,0.59,0.752,0.0,0.715,0.531,0.427
Lemd1,0.218,0.336,0.444,0.901,0.177,0.524,0.109,0.268
Gm29695,0.031,0.426,0.615,0.991,0.321,0.54,0.062,0.301
Gm10188,0.0,0.0,1.022,2.953,0.0,0.0,0.0,0.0
Klhdc8a,0.064,0.63,0.419,0.365,0.472,0.895,0.097,0.104
Nuak2,7.23,20.178,4.758,10.349,4.302,5.373,5.218,10.602
Tmcc2,0.282,0.45,0.76,1.836,2.047,6.409,2.539,9.9
Dstyk,26.055,26.846,15.517,17.308,11.366,17.139,12.451,21.432
Rbbp5,41.021,44.43,63.159,57.998,112.075,92.247,130.346,96.3
Tmem81,58.862,71.176,91.095,55.389,107.081,92.479,88.116,72.547
Cntn2,0.292,0.429,0.609,1.57,0.055,0.318,0.119,0.188
Nfasc,0.319,0.318,0.507,1.165,0.088,0.416,0.149,0.246
Lrrn2,0.283,0.416,0.61,1.407,0.1,0.218,0.165,0.289
Mdm4,135.005,133.208,123.771,114.307,140.926,137.758,263.331,218.374
Pik3c2b,5.9,4.737,11.633,10.433,14.607,10.956,16.969,12.151
Ppp1r15b,194.001,197.692,185.785,185.452,206.906,199.783,238.016,186.278
Plekha6,20.083,12.11,1.282,1.619,1.88,1.906,4.465,3.242
Golt1a,0.903,1.176,0.627,0.919,0.264,0.887,0.0,0.618
Gm28040,0.731,0.958,0.559,0.97,0.174,0.682,0.119,0.452
Kiss1,0.559,0.709,0.456,0.912,0.0,0.244,0.298,0.226
Ren1,0.384,0.374,0.374,0.854,0.0,0.398,0.115,0.37
Etnk2,0.297,0.541,1.215,2.294,0.316,0.545,1.208,1.239
Sox13,2.023,1.416,1.501,2.159,4.945,4.453,2.23,1.448
Snrpe,95.198,91.88,72.766,64.737,125.125,116.381,109.547,105.101
Zc3h11a,154.221,148.946,108.819,108.747,131.007,136.518,199.33,184.148
Gm38394,154.669,149.329,109.1,108.986,131.098,136.48,199.785,184.641
Lax1,184.771,174.417,20.706,33.055,88.631,130.02,57.923,168.826
Atp2b4,5.189,3.835,1.369,2.569,9.358,4.707,41.567,16.024
Optc,0.49,0.272,0.949,1.508,0.0,0.635,0.111,0.345
Prelp,0.231,0.331,0.595,0.998,0.169,0.352,0.076,0.082
Fmod,0.284,0.649,0.067,1.809,0.0,1.531,0.204,0.741
Btg2,682.17,559.691,130.906,239.748,87.937,158.301,111.459,373.727
Chit1,1.124,1.054,1.247,2.217,0.847,0.796,1.0,1.688
Chil1,0.361,0.367,0.486,1.061,0.0,0.648,0.0,0.34
