name,337-10_r,337-11_r,337-12_r,337-13_r,337-14_r,337-15_r,337-16_r,337-17_r,337-18_r,337-19_r,337-1_r,337-20_r,337-21_r,337-22_r,337-23_r,337-24_r,337-2_r,337-3_r,337-4_r,337-5_r,337-6_r,337-7_r,337-8_r,337-9_r
ENSMUSE00001346257,9,25,133,45,10,63,137,138,38,32,338,78,90,0,34,39,47,23,98,185,70,24,117,20
ENSMUSE00001323453,95,129,709,335,37,298,620,839,201,150,2789,535,630,0,220,245,197,111,557,1768,376,116,644,195
ENSMUSE00001341042,23,47,211,85,9,77,190,224,43,39,824,155,161,0,70,75,68,26,168,555,100,43,205,45
ENSMUSE00001331304,6,9,58,31,1,21,49,79,12,13,202,39,53,0,28,23,19,12,44,143,28,7,47,7
ENSMUSE00000359965,129,93,413,504,53,211,208,300,212,137,1616,218,233,0,162,99,195,81,150,867,330,61,144,257
ENSMUSE00000780903,129,92,412,497,51,209,205,299,211,136,1601,214,230,0,162,98,193,81,150,853,328,61,143,255
ENSMUSE00001358694,129,93,413,504,53,211,208,300,212,137,1616,218,233,0,162,99,195,81,150,867,330,61,144,257
ENSMUSE00001448561,108,82,391,453,51,194,198,275,197,126,1477,205,211,0,143,91,166,69,138,812,312,57,130,236
ENSMUSE00000737646,74,48,206,229,33,118,121,127,117,67,808,113,105,0,68,51,118,41,84,449,189,37,79,128
ENSMUSE00000726613,26,15,52,76,7,39,38,41,40,15,263,36,35,0,15,14,36,14,28,151,61,9,22,50
ENSMUSE00001448584,21,4,9,24,27,19,18,20,22,8,75,10,11,0,11,8,139,5,14,100,113,29,58,9
ENSMUSE00000827364,21,4,9,24,27,19,18,20,22,8,75,10,11,0,11,8,139,5,14,100,113,29,58,9
ENSMUSE00001325020,4,1,5,9,7,6,11,10,6,3,40,2,5,0,6,3,43,1,7,45,42,14,24,5
ENSMUSE00000416694,431,2165,8729,1035,228,5581,7686,1874,757,3564,4329,6407,1301,0,4563,4310,879,2370,7737,3110,1433,2628,8308,591
ENSMUSE00001330186,292,1418,6216,715,157,3780,5454,1182,518,2503,2997,4599,836,0,3225,3014,609,1629,5576,2157,989,1877,5981,410
ENSMUSE00001342439,16,43,214,15,3,124,207,50,17,120,111,189,28,0,126,117,20,68,229,63,42,65,229,13
ENSMUSE00001329475,11,41,204,19,10,148,177,33,25,77,68,147,18,0,112,102,22,64,215,64,31,76,220,12
ENSMUSE00000404172,87,107,232,34,17,240,142,51,125,183,61,183,33,0,197,95,127,115,133,49,145,106,119,27
ENSMUSE00000818026,22,15,32,3,0,24,22,8,19,27,12,26,4,0,33,13,22,20,21,11,26,18,16,3
ENSMUSE00001327678,80,99,213,34,14,218,129,46,118,174,59,166,33,0,184,84,118,110,125,43,137,101,112,27
ENSMUSE00001330596,8,11,20,3,1,25,14,1,10,25,6,13,3,0,23,10,18,9,18,7,10,6,13,2
ENSMUSE00000786650,894,641,2621,662,319,1527,2112,839,1213,889,2084,1671,714,0,1087,952,1412,628,1666,1549,1914,590,1748,397
ENSMUSE00001256141,894,641,2621,662,319,1527,2112,840,1213,889,2084,1671,714,0,1087,952,1412,628,1666,1549,1914,590,1749,397
ENSMUSE00001223586,583,402,1783,420,212,958,1461,490,764,586,1412,1075,400,0,690,644,899,437,1124,1004,1265,389,1214,237
ENSMUSE00001253843,71,46,158,39,21,113,135,36,110,59,61,118,30,0,82,44,88,52,112,62,167,30,149,23
ENSMUSE00001332686,641,456,1966,456,238,1097,1616,630,852,652,1693,1260,576,0,774,703,1029,458,1199,1260,1371,442,1290,278
ENSMUSE00000728771,273,210,983,228,109,535,851,265,392,321,843,613,228,0,368,359,484,236,648,621,700,225,682,127
ENSMUSE00000842825,17,18,33,13,7,27,33,28,31,17,63,28,38,0,15,13,41,9,22,45,36,7,26,12
ENSMUSE00000717309,35,48,46,32,21,48,43,59,43,29,56,39,23,0,32,30,25,36,43,37,49,23,37,46
ENSMUSE00000701880,4,2,15,16,8,3,13,20,5,1,36,10,4,0,1,5,30,2,8,37,24,16,23,4
ENSMUSE00001341069,4,2,15,16,8,3,13,20,5,1,36,10,4,0,1,5,30,2,8,37,24,16,23,4
ENSMUSE00001342889,4,2,15,16,8,3,13,20,5,1,36,10,4,0,1,5,30,2,8,37,24,16,23,4
ENSMUSE00001345617,0,0,14,12,3,2,12,12,2,1,28,9,0,0,1,5,11,1,4,24,6,6,16,2
ENSMUSE00001278260,0,0,14,12,3,2,10,12,2,1,28,9,0,0,1,5,10,1,4,23,6,6,16,2
ENSMUSE00001122439,1,0,2,1,1,5,3,0,0,0,1,3,1,0,0,3,12,2,1,9,9,2,5,1
ENSMUSE00001323086,1,1,4,4,0,6,7,2,6,1,8,2,2,0,6,6,4,4,1,3,3,3,14,3
ENSMUSE00001337273,70,65,110,63,16,82,147,40,78,59,87,112,41,0,63,104,61,67,98,48,55,40,111,45
ENSMUSE00000311840,60,44,68,31,40,61,46,62,114,42,68,37,41,0,46,31,83,34,34,32,106,29,39,27
ENSMUSE00001325065,53,40,59,27,37,55,40,52,98,39,54,30,36,0,42,27,73,31,30,29,92,27,36,23
ENSMUSE00001334567,9,8,17,5,0,21,10,0,5,5,2,6,2,0,19,9,3,8,6,7,7,11,14,5
ENSMUSE00001333798,16,27,26,6,10,53,16,3,14,17,9,18,12,0,28,16,23,10,15,6,24,18,30,11
ENSMUSE00001320881,8,21,13,2,10,33,8,0,12,14,4,11,7,0,20,5,18,5,7,3,18,9,15,9
ENSMUSE00001335071,3,4,13,2,1,8,23,3,4,3,15,11,1,0,1,5,4,5,6,8,12,2,27,1
ENSMUSE00001324410,4,3,9,2,0,5,16,2,6,3,13,8,1,0,2,3,6,5,2,7,12,2,23,2
ENSMUSE00001341767,43,17,55,60,22,56,42,90,73,35,63,34,51,0,56,34,62,31,41,50,76,26,40,51
ENSMUSE00001207540,640,625,1938,1398,225,1357,1915,2504,1229,926,3790,1302,1799,0,1234,986,1196,696,1182,2890,1629,659,1806,896
ENSMUSE00000461733,640,625,1938,1398,225,1357,1915,2504,1229,926,3790,1302,1799,0,1233,986,1196,696,1181,2891,1628,659,1806,896
ENSMUSE00001332841,356,433,1395,765,126,976,1442,1634,799,650,2680,944,1210,0,840,703,750,439,847,2130,1074,448,1263,450
ENSMUSE00001346045,1,4,3,194,6,2,9,108,1,1,321,4,56,0,1,4,10,1,5,350,12,10,17,136
ENSMUSE00000338358,968,1361,4241,2001,349,2913,3795,4402,1883,1536,7840,3052,3425,0,2007,1796,1736,1161,3691,6000,2710,1069,3880,1224
ENSMUSE00000937881,281,312,922,536,83,673,817,1076,507,369,1939,655,870,0,483,415,431,255,827,1388,659,256,827,290
ENSMUSE00001338027,905,1312,4133,1841,330,2835,3695,4074,1768,1477,7523,2990,3209,0,1955,1747,1627,1108,3589,5790,2588,1026,3783,1100
ENSMUSE00001315382,5,6,5,5,2,5,2,11,4,4,14,7,12,0,5,7,6,1,4,15,5,6,7,1
ENSMUSE00001305549,49,54,120,68,11,79,106,176,92,55,247,86,115,0,61,68,76,44,131,186,118,34,132,56
ENSMUSE00001296385,127,182,681,296,27,403,631,736,246,236,1452,436,513,0,296,284,233,144,508,985,356,132,597,167
ENSMUSE00001261540,245,359,1208,545,73,754,1068,1318,451,420,2329,806,957,0,525,513,413,279,993,1736,636,233,1052,310
ENSMUSE00000929445,15,26,95,35,5,51,86,66,40,32,136,36,59,0,33,32,32,18,61,91,51,24,57,19
ENSMUSE00001304613,471,764,2419,964,198,1678,2178,2088,989,835,3941,1808,1681,0,1140,1000,941,681,2096,3204,1515,618,2211,614
ENSMUSE00001220900,182,329,1069,403,67,762,952,958,377,381,1774,806,718,0,467,423,374,272,921,1307,664,262,950,244
ENSMUSE00001297426,92,177,652,210,34,449,580,572,230,235,1077,495,386,0,277,266,216,150,543,772,382,128,542,127
ENSMUSE00001342506,7,12,27,15,6,18,34,40,12,15,56,21,26,0,12,21,18,4,24,43,33,14,28,18
ENSMUSE00000362829,136,39,172,814,68,55,197,1147,177,39,1312,127,705,0,64,133,227,36,128,1061,459,62,189,676
ENSMUSE00001333722,87,20,101,497,37,32,109,694,110,27,700,76,428,0,35,84,147,19,79,583,295,36,102,454
ENSMUSE00000156007,858,932,1826,904,345,1736,1488,1792,1636,1000,2235,1267,1313,0,1207,923,1466,686,1264,1538,2074,647,1439,681
ENSMUSE00001331717,858,932,1826,904,345,1736,1488,1792,1636,1000,2235,1267,1313,0,1207,923,1466,686,1264,1538,2074,647,1439,681
ENSMUSE00001330752,752,865,1693,785,280,1625,1393,1627,1513,920,2032,1172,1171,0,1120,839,1316,639,1170,1423,1872,598,1334,567
ENSMUSE00001315707,6,5,6,5,2,4,4,19,8,4,7,2,9,0,7,1,9,2,9,5,19,4,6,5
ENSMUSE00001332205,302,367,897,348,113,752,658,842,680,441,1012,611,562,0,525,385,610,275,576,756,837,283,627,232
ENSMUSE00001341912,233,278,707,262,96,578,525,622,523,347,782,494,423,0,401,298,484,199,460,542,655,218,453,185
ENSMUSE00001320552,79,94,230,102,35,207,189,214,198,120,293,181,141,0,156,102,194,63,167,183,216,88,163,70
ENSMUSE00001322208,27,22,39,28,14,36,45,41,30,31,64,34,36,0,27,20,33,11,20,40,47,19,31,23
ENSMUSE00001344612,348,247,532,209,141,465,406,245,549,363,466,414,172,0,427,270,655,248,419,282,831,244,389,210
ENSMUSE00001245826,360,301,635,218,141,568,505,285,606,432,597,541,191,0,490,335,730,282,502,378,953,294,482,209
ENSMUSE00000839612,292,225,519,177,109,449,417,230,486,341,426,414,161,0,403,262,590,227,410,260,750,237,378,153
ENSMUSE00001248677,63,55,99,38,24,94,68,40,114,67,76,63,32,0,68,54,121,46,75,38,141,39,58,32
ENSMUSE00001039245,236,217,464,142,89,398,388,198,422,319,424,434,134,0,364,244,508,208,383,291,704,210,360,127
ENSMUSE00001337714,16,31,35,13,8,33,33,18,40,34,57,46,11,0,33,22,51,21,27,38,68,9,37,18
ENSMUSE00001341871,99,90,121,96,77,160,127,113,184,92,100,81,59,0,121,87,137,52,72,85,254,85,134,120
ENSMUSE00001338652,149,173,206,165,110,304,250,202,276,143,219,150,123,0,225,157,228,95,136,196,450,146,242,191
ENSMUSE00001377335,83,73,102,85,67,147,101,103,158,76,89,71,54,0,102,73,104,43,51,71,209,69,111,100
ENSMUSE00001378901,52,43,72,45,45,82,81,45,94,49,49,46,28,0,62,46,79,28,41,48,141,59,94,54
ENSMUSE00001376686,92,120,140,106,71,212,190,124,176,92,156,110,82,0,156,107,162,65,96,144,320,113,187,114
ENSMUSE00001377105,96,148,166,89,63,285,204,85,202,145,152,157,77,0,202,124,189,87,102,153,424,142,204,84
ENSMUSE00001377761,86,130,153,68,59,252,180,71,189,134,126,141,63,0,174,102,169,81,88,136,383,130,182,70
ENSMUSE00001380326,64,90,112,35,41,190,109,29,134,108,63,107,31,0,125,74,124,54,60,70,280,91,128,41
ENSMUSE00001380537,37,40,51,18,22,87,48,12,71,50,27,52,16,0,70,34,65,30,38,32,127,37,48,23
ENSMUSE00001378268,33,54,70,15,22,113,67,11,75,67,35,64,16,0,57,44,72,30,32,40,172,58,84,18
ENSMUSE00001377331,19,26,31,4,9,55,28,6,26,36,19,24,6,0,27,14,32,14,9,22,82,22,43,12
ENSMUSE00000701348,88,257,213,3,70,692,286,13,100,169,11,85,22,0,557,203,89,113,63,12,236,277,216,9
ENSMUSE00001344994,86,248,205,3,67,672,275,13,94,165,10,83,22,0,537,196,87,110,62,11,225,265,210,9
ENSMUSE00001338008,18,41,38,0,12,112,40,0,19,32,3,17,1,0,81,44,15,21,15,2,47,46,40,3
ENSMUSE00001339049,9,37,28,0,3,100,26,0,12,22,2,10,3,0,60,20,10,16,11,1,34,40,36,0
ENSMUSE00001373664,27,108,85,3,24,297,134,4,39,66,6,33,6,0,265,85,41,43,20,7,90,106,73,0
ENSMUSE00000701335,13,2,5,10,19,6,16,14,15,2,26,3,7,0,9,11,62,7,13,44,56,37,34,3
ENSMUSE00000755395,3,1,1,2,1,2,3,5,3,1,9,1,1,0,3,2,19,3,6,17,14,15,11,0
ENSMUSE00001338256,3,1,1,2,1,2,3,5,3,1,9,1,1,0,3,2,19,3,6,17,14,15,11,0
ENSMUSE00001338864,2,1,1,2,0,0,1,1,3,1,6,0,0,0,2,2,11,3,2,11,10,13,5,0
ENSMUSE00000360812,3,0,1,2,1,2,3,5,3,1,9,1,1,0,3,2,19,3,6,17,14,15,11,0
ENSMUSE00001338063,2,0,1,2,0,0,1,0,3,1,6,0,0,0,2,1,9,2,2,6,8,12,5,0
ENSMUSE00000862750,499,406,463,572,278,720,443,968,852,379,989,441,741,0,537,351,690,341,386,685,954,304,358,630
ENSMUSE00000858698,44,36,27,40,23,45,25,72,67,20,58,24,43,0,26,28,44,20,22,45,61,18,17,40
ENSMUSE00001320377,255,222,280,305,121,450,269,502,522,242,554,268,385,0,343,188,407,202,224,450,596,176,215,305
ENSMUSE00000550288,253,221,278,303,119,449,269,499,519,242,552,268,382,0,342,188,412,202,225,453,595,177,217,304
ENSMUSE00000853939,158,158,175,159,70,298,170,288,357,135,325,160,209,0,231,121,267,130,139,260,390,116,132,152
ENSMUSE00001226304,96,56,113,120,46,160,102,199,172,96,213,115,167,0,107,62,128,66,81,196,209,61,81,117
ENSMUSE00000355789,2116,1666,5239,2952,844,3972,5351,4245,3531,2214,8361,3858,3547,0,3296,2772,3276,1662,4474,6295,5240,1731,5995,1883
ENSMUSE00001343561,2116,1666,5239,2952,844,3972,5352,4245,3531,2214,8361,3858,3547,0,3296,2772,3276,1662,4474,6295,5240,1731,5995,1883
ENSMUSE00001324402,334,288,562,558,102,592,618,666,630,307,904,439,624,0,472,331,459,255,515,787,718,250,710,396
ENSMUSE00001334254,55,39,140,96,17,92,109,150,100,61,174,83,106,0,78,68,63,44,108,146,123,33,117,55
ENSMUSE00000155925,66,104,168,145,23,168,177,185,144,104,239,133,161,0,130,105,146,61,154,223,199,68,224,69
ENSMUSE00000155912,45,65,115,95,21,114,110,137,90,71,169,85,102,0,80,74,91,41,99,138,120,50,157,38
ENSMUSE00001322647,68,86,209,118,26,177,243,168,135,91,276,119,161,0,135,106,130,51,167,192,187,64,223,56
ENSMUSE00001339583,1342,916,3528,1694,546,2296,3566,2461,2093,1401,5682,2714,1976,0,2075,1827,2113,1067,3068,4189,3427,1158,4064,1054
ENSMUSE00001336407,5,7,9,11,0,8,14,14,10,8,20,8,8,0,14,9,20,2,14,21,15,7,23,4
ENSMUSE00001342389,58,49,139,62,24,83,149,115,94,67,254,132,79,0,84,74,86,54,136,198,140,56,173,43
ENSMUSE00001338021,53,28,228,52,29,124,201,144,105,83,317,147,115,0,112,79,99,43,162,194,175,64,224,43
ENSMUSE00000713362,6,3,8,11,4,2,0,2,8,8,10,1,2,0,4,2,3,6,5,4,5,7,1,4
ENSMUSE00000345288,183,106,256,78,62,205,172,55,285,156,206,186,65,0,170,129,270,117,131,175,504,109,125,55
ENSMUSE00001339618,28,16,30,7,4,19,24,10,35,21,24,15,5,0,18,19,23,9,15,20,47,7,13,4
ENSMUSE00000228713,376,467,2004,1603,105,1227,2228,1861,964,857,3292,1808,1715,0,1148,1185,978,554,2172,3976,844,605,2489,837
ENSMUSE00000743756,383,477,2050,1624,106,1261,2270,1894,990,884,3385,1846,1752,0,1162,1213,995,577,2212,4041,869,618,2525,855
ENSMUSE00000840871,340,430,1848,1377,100,1128,2073,1645,893,811,2937,1729,1480,0,1081,1117,899,507,2069,3639,802,568,2371,715
ENSMUSE00000228692,238,268,1135,991,63,717,1308,989,554,489,1801,994,895,0,695,718,544,303,1164,2356,498,344,1482,540
ENSMUSE00001309016,203,211,885,749,53,551,1011,673,438,386,1267,759,627,0,541,554,405,225,918,1582,393,255,1130,422
ENSMUSE00001343873,46,55,167,135,11,93,180,114,91,64,224,140,121,0,80,94,73,59,162,234,91,42,181,82
ENSMUSE00000738172,41,36,135,114,6,72,148,95,72,49,180,111,99,0,63,65,58,47,123,171,82,35,134,71
ENSMUSE00001342315,9,15,59,21,2,34,53,43,32,34,95,55,47,0,38,26,26,19,66,99,25,10,64,15
ENSMUSE00001340856,12,15,102,59,4,65,115,77,40,50,193,104,87,0,46,55,49,29,114,215,39,30,98,18
ENSMUSE00000868119,11,8,10,8,14,16,28,5,9,5,26,11,4,0,18,30,67,4,15,27,60,27,51,14
ENSMUSE00000869146,2,3,4,4,4,12,24,2,1,1,5,4,4,0,10,26,11,3,8,7,8,14,18,9
ENSMUSE00000913895,9,5,5,3,9,4,4,3,8,4,19,6,0,0,8,4,52,1,7,18,47,11,29,3
ENSMUSE00000497115,15,16,90,63,11,47,119,171,13,27,376,69,79,0,30,44,85,22,86,284,80,35,142,71
ENSMUSE00000995442,11,11,74,56,10,43,104,143,12,19,315,65,64,0,26,38,73,19,74,231,68,30,125,59
ENSMUSE00001077263,14,16,89,62,11,48,119,170,13,27,374,69,78,0,29,44,84,21,83,282,80,34,140,71
ENSMUSE00000823852,1,0,9,2,0,5,11,9,0,0,17,5,5,0,0,2,2,0,6,14,6,1,7,2
ENSMUSE00000828703,69,106,257,216,26,244,387,230,150,108,484,207,171,0,159,207,140,77,168,379,227,91,251,151
ENSMUSE00001291868,52,87,220,154,20,192,309,169,111,90,381,159,137,0,127,164,99,58,139,320,183,62,199,106
ENSMUSE00000731887,15,16,31,36,5,42,39,36,13,20,49,24,27,0,18,31,13,10,26,46,19,8,25,32
ENSMUSE00000742205,23,30,81,68,8,72,114,67,28,35,128,59,40,0,40,57,30,19,50,111,58,15,68,47
ENSMUSE00000731449,30,58,144,92,12,121,206,105,84,57,267,104,98,0,93,108,71,39,90,217,125,49,135,58
ENSMUSE00001336598,248,205,561,339,86,417,406,393,426,231,913,316,405,0,313,212,409,189,301,716,520,141,360,237
ENSMUSE00001276848,199,170,486,268,71,352,335,320,353,195,728,263,317,0,274,160,343,155,259,595,416,111,298,181
ENSMUSE00000433203,198,170,484,267,71,351,334,318,352,195,727,263,315,0,273,157,343,155,258,594,416,111,298,181
ENSMUSE00001267966,179,151,433,232,64,303,297,271,301,173,660,227,266,0,241,135,291,133,235,538,359,100,262,152
ENSMUSE00001339383,18,18,51,33,10,45,38,51,50,21,65,31,42,0,32,19,46,18,17,49,51,11,31,30
ENSMUSE00000492869,840,1120,4371,546,274,2352,2901,955,1501,1381,1973,2945,739,0,1612,1280,1471,851,3016,1557,2130,750,2489,299
ENSMUSE00001345400,414,589,1860,282,147,1151,1298,402,726,606,804,1197,268,0,773,595,672,395,1248,582,998,323,1169,136
ENSMUSE00001340402,38,27,77,14,17,39,41,19,38,19,42,49,15,0,35,31,31,18,44,31,48,11,47,11
ENSMUSE00001345849,18,23,75,21,5,46,39,18,37,18,30,44,16,0,28,29,32,22,37,22,48,14,33,5
ENSMUSE00000155627,141,258,852,114,45,502,650,180,278,280,363,561,127,0,356,251,277,170,597,267,425,143,518,46
ENSMUSE00000155612,130,244,830,106,49,497,632,167,269,275,364,555,122,0,354,252,248,156,567,266,398,126,497,43
ENSMUSE00001339697,64,114,438,54,30,221,312,76,124,124,195,289,70,0,161,121,125,67,280,120,211,62,256,18
ENSMUSE00001336374,18,19,115,10,4,45,72,13,23,29,42,64,16,0,36,21,25,17,73,18,44,16,65,3
ENSMUSE00001342737,40,71,217,24,16,123,185,40,82,64,107,142,38,0,97,70,86,38,124,75,117,39,114,16
ENSMUSE00000399269,379,484,2334,230,123,1092,1471,521,718,718,1090,1601,442,0,771,633,737,423,1593,916,1056,401,1217,140
ENSMUSE00000603567,3043,5277,32903,21134,968,9153,46581,34286,6355,9726,77533,24292,22939,0,11557,32266,7927,7771,32926,39912,7342,8191,67481,14005
ENSMUSE00001345829,3312,5894,35515,22462,1050,10179,50691,35923,7076,10699,81887,26504,24040,0,12777,35425,8742,8730,35833,42343,8118,9160,73337,14934
ENSMUSE00001265271,47,99,351,357,7,132,594,515,68,115,987,262,369,0,133,375,103,118,361,495,144,108,760,261
ENSMUSE00001343745,2617,4545,29338,16403,820,7963,41121,24970,5784,8646,61727,21911,16568,0,10310,29002,7049,6902,30059,32364,6192,7298,60885,10635
ENSMUSE00000630219,1178,2135,12749,6798,355,3635,18037,9690,2785,3689,25913,9950,6191,0,4531,13056,3203,3195,14224,13443,2683,3394,28074,4254
ENSMUSE00000831500,4,3,13,3,10,3,3,3,3,0,7,7,3,0,5,2,25,3,16,13,15,5,6,2
ENSMUSE00000603484,3,1,1,2,5,2,3,0,1,0,3,2,1,0,1,2,17,0,6,8,14,2,4,0
ENSMUSE00001055408,32,72,140,238,29,137,135,269,70,98,341,117,150,0,102,94,100,88,127,248,136,85,168,209
ENSMUSE00001344495,32,72,140,238,29,137,135,269,70,98,341,117,150,0,102,94,100,88,127,247,136,85,168,209
ENSMUSE00000603475,6,16,29,88,5,37,33,105,14,26,131,31,37,0,26,25,31,25,18,72,32,17,33,86
ENSMUSE00000996275,32,72,140,238,29,137,135,269,70,98,341,117,150,0,102,94,100,88,127,248,136,85,168,209
ENSMUSE00001370480,22,49,96,130,22,88,94,146,55,63,196,78,110,0,69,61,63,56,103,166,96,67,128,104
ENSMUSE00001344257,14,20,38,47,8,35,48,49,27,27,72,37,45,0,25,27,29,25,41,74,45,30,45,29
ENSMUSE00000516148,14,23,87,18,25,38,43,25,9,21,59,102,37,0,35,38,78,19,77,76,88,35,64,11
ENSMUSE00000512148,14,23,87,17,25,38,43,24,9,21,59,102,37,0,35,38,76,19,76,76,88,35,64,11
ENSMUSE00000746709,72,44,129,64,45,107,124,68,100,52,101,77,61,0,91,61,127,46,97,73,231,31,90,22
ENSMUSE00000664669,9,4,8,10,2,6,9,2,8,4,8,5,2,0,2,6,5,8,6,4,13,1,3,2
ENSMUSE00000443689,539,333,923,332,270,696,899,595,843,342,1148,591,600,0,516,428,924,278,737,896,1592,298,755,199
ENSMUSE00000391885,506,317,882,308,259,663,861,568,817,323,1093,559,578,0,483,399,886,262,703,865,1511,285,721,188
ENSMUSE00000754047,97,68,131,53,44,98,110,82,135,39,150,83,70,0,77,62,139,44,126,105,196,50,96,29
ENSMUSE00001344139,285,164,503,161,156,359,522,337,459,188,662,311,374,0,264,221,448,144,402,581,852,163,444,117
ENSMUSE00000522161,12,5,11,2,4,13,25,3,11,2,22,8,14,0,7,8,6,2,13,14,18,4,22,2
ENSMUSE00000443641,2,0,0,1,4,2,0,5,0,1,3,0,2,0,2,0,18,0,1,14,15,4,8,1
ENSMUSE00000877968,19,8,38,6,13,27,20,5,18,15,18,36,5,0,13,10,27,6,38,27,32,19,44,9
ENSMUSE00001323754,1,0,1,12,4,0,0,3,1,0,18,0,7,0,0,1,7,0,0,9,8,6,5,7
ENSMUSE00001168759,7,2,7,0,0,7,28,2,3,1,5,13,1,0,7,20,8,3,18,5,11,3,16,3
ENSMUSE00000357448,4,5,38,8,4,18,40,19,4,12,18,17,8,0,10,27,10,6,21,18,14,11,35,7
ENSMUSE00000725286,4,5,38,8,4,18,40,19,4,12,18,17,8,0,10,27,10,6,21,18,14,11,35,7
ENSMUSE00001306264,2,2,18,3,3,11,20,6,2,6,6,13,4,0,6,19,5,4,12,9,7,8,20,3
ENSMUSE00001321105,1,0,6,6,5,3,10,5,1,1,15,6,7,0,3,3,17,2,9,15,16,13,11,4
ENSMUSE00001153566,6,1,5,5,22,4,5,11,12,3,28,2,6,0,2,1,71,3,12,40,60,11,21,4
ENSMUSE00000947032,5,1,2,2,6,3,0,1,6,1,13,1,0,0,1,0,37,0,2,17,33,9,6,1
ENSMUSE00001332666,3,1,0,1,1,3,0,0,1,0,6,1,0,0,0,0,14,0,1,10,13,9,2,0
ENSMUSE00001293178,3,0,0,1,1,3,0,0,1,0,6,1,0,0,0,0,14,0,1,10,13,9,2,0
ENSMUSE00001323318,2,0,2,1,5,0,0,1,5,1,7,0,0,0,1,0,24,0,1,7,20,1,4,1
ENSMUSE00000603264,354,295,640,366,160,652,543,320,545,425,628,493,246,0,430,348,506,284,411,507,673,278,500,259
ENSMUSE00000603262,332,284,602,351,152,609,488,312,538,416,595,456,237,0,403,315,491,272,388,480,642,258,462,247
ENSMUSE00001334887,34,35,62,40,18,73,61,38,53,36,58,45,26,0,50,52,61,26,40,41,73,28,47,22
ENSMUSE00000603260,227,182,429,200,109,448,343,215,381,293,369,316,150,0,294,223,321,193,276,315,466,171,352,149
ENSMUSE00000603263,135,108,328,132,60,304,282,118,236,190,260,229,106,0,191,177,203,132,193,220,316,127,236,96
ENSMUSE00001319784,104,89,259,80,44,236,198,104,193,150,199,162,84,0,147,125,165,100,148,166,241,88,166,75
ENSMUSE00001331976,123,94,291,93,51,273,251,112,197,157,229,199,93,0,174,158,180,114,166,192,269,110,200,85
ENSMUSE00000343483,30,189,377,15,19,611,387,27,24,160,88,293,18,0,453,271,60,108,284,24,73,235,472,36
ENSMUSE00000155420,30,188,381,16,31,610,388,28,26,160,97,293,22,0,452,270,83,110,289,39,88,238,481,38
ENSMUSE00001324915,26,153,327,13,29,525,340,21,25,140,84,252,19,0,395,240,76,95,258,33,73,201,417,29
ENSMUSE00001321623,2,1,6,4,7,1,3,7,4,1,19,1,1,0,0,1,30,4,3,21,29,6,14,0
ENSMUSE00001334242,19,12,32,19,8,43,40,20,31,14,78,25,23,0,23,28,36,19,32,45,48,20,35,14
ENSMUSE00001328607,7,5,11,9,1,12,9,7,15,3,28,10,7,0,6,8,16,8,10,9,21,5,13,0
ENSMUSE00001326783,3,5,13,8,2,19,14,14,18,5,28,14,6,0,14,8,19,5,18,24,21,2,29,7
ENSMUSE00000807711,910,746,2602,690,451,1977,2220,933,1352,1111,2540,1933,672,0,1527,1203,1471,853,2280,1821,2180,877,2323,565
ENSMUSE00001233172,887,714,2531,644,433,1926,2158,898,1315,1081,2406,1881,637,0,1467,1171,1432,820,2221,1739,2104,852,2262,549
ENSMUSE00001213609,733,541,2000,479,374,1482,1668,614,1070,861,1638,1529,488,0,1146,902,1163,630,1769,1180,1622,695,1778,429
ENSMUSE00001240595,733,541,2000,479,374,1482,1668,614,1070,861,1638,1529,488,0,1146,902,1163,630,1769,1180,1622,695,1778,429
ENSMUSE00001276863,403,383,1581,258,183,1089,1296,441,675,616,1297,1173,373,0,824,632,732,432,1381,979,1156,481,1389,200
ENSMUSE00000549018,2,2,6,1,1,3,6,3,2,0,11,1,2,0,1,1,17,1,1,15,5,0,4,1
ENSMUSE00000869820,2,1,4,1,0,3,4,2,0,0,8,1,1,0,0,1,12,0,1,11,2,0,0,1
ENSMUSE00000870426,2,2,6,1,1,2,6,3,2,0,9,1,2,0,1,1,16,0,1,15,5,0,4,1
ENSMUSE00000912030,23,3,24,31,6,12,18,29,16,11,65,8,9,0,17,7,27,9,11,11,55,6,24,36
ENSMUSE00000603182,129,192,627,202,45,444,453,501,205,233,1444,427,364,0,333,169,221,167,347,866,328,115,305,116
ENSMUSE00001252167,129,192,627,202,45,444,453,501,205,233,1444,427,364,0,333,169,221,167,347,866,328,115,305,116
ENSMUSE00001238756,129,192,624,202,45,438,450,499,203,233,1440,426,360,0,330,168,220,163,347,864,328,115,304,116
ENSMUSE00000603181,129,192,623,202,45,438,449,499,203,233,1439,426,360,0,330,168,220,162,347,861,326,115,303,116
ENSMUSE00000798279,126,188,609,201,41,433,438,485,202,231,1414,421,346,0,314,163,214,161,339,851,321,112,298,113
ENSMUSE00001296057,112,173,568,182,34,396,401,420,187,213,1293,394,298,0,291,150,196,149,307,776,292,102,274,94
ENSMUSE00001278395,116,179,572,185,40,393,408,429,186,216,1309,390,303,0,289,155,194,146,310,789,295,102,277,107
ENSMUSE00000769823,113,200,526,142,40,440,395,352,173,234,1082,375,251,0,311,150,173,164,312,640,269,121,274,83
